label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42
0.03	north1_all	80	2910	1237	1048	428	407	571	141	126	150	104	50	138	38	305	21	20	6	24	109	4	9	1	5	5	0	2	2	0	0	0	0	15	0	0	3	0	0	0	0	2	0	0	0
0.03	north1_active	80	721	424	715	109	256	476	36	61	108	74	25	122	16	299	12	9	4	18	109	3	4	1	3	2	0	2	0	0	0	0	0	15	0	0	3	0	0	0	0	2	0	0	0
0.03	north2_all	80	2862	1269	1047	424	376	544	125	114	162	86	59	144	37	262	21	21	7	19	90	5	8	2	5	6	1	0	3	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0
0.03	north2_active	80	675	453	711	108	236	453	30	54	122	60	24	129	14	255	11	9	4	15	90	3	4	2	3	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0
0.03	north3_all	80	2857	1237	1061	413	355	578	124	111	161	83	62	155	31	241	25	17	7	22	101	2	5	4	3	4	2	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north3_active	80	678	413	719	93	215	497	27	51	118	54	22	135	14	236	10	7	2	17	101	0	2	3	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2865	1269	1033	391	341	598	117	115	146	68	60	182	30	236	28	13	7	10	72	2	7	7	1	2	2	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	682	406	698	92	201	519	25	56	112	36	20	163	11	233	9	3	1	6	71	0	2	6	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2935	1262	1098	410	360	586	132	123	133	76	56	220	27	237	25	12	6	13	59	0	5	6	1	0	1	1	1	0	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0
0.03	north5_active	80	696	403	761	82	212	511	39	60	108	37	22	199	11	229	9	2	1	7	58	0	1	5	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
