label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80
0.03	north14_all	80	6558	4443	1915	1139	1388	824	1088	982	661	312	333	286	375	213	232	119	84	68	55	58	73	41	43	57	32	21	24	44	13	44	18	18	15	22	10	9	22	1	5	3	4	13	3	0	4	3	1	2	3	3	1	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3185	2603	985	537	796	441	672	641	393	173	204	149	238	108	154	70	34	38	30	28	56	24	32	32	16	9	15	18	6	29	14	14	9	18	2	5	17	0	3	2	1	12	3	0	0	2	0	1	3	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6544	4420	1891	1110	1415	836	1110	948	636	340	357	285	407	183	224	133	76	67	59	53	72	45	43	53	23	22	24	42	13	45	16	20	12	21	9	12	25	2	9	3	6	12	5	1	3	3	3	1	3	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3148	2582	1006	511	809	455	705	634	377	198	213	150	269	105	153	72	34	36	34	29	51	23	32	30	13	11	17	22	7	33	12	15	8	20	3	4	20	2	5	2	2	12	5	0	0	3	2	1	3	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6597	4414	1948	1113	1439	843	1171	955	663	345	346	297	402	182	232	139	85	67	61	54	69	48	35	43	26	23	18	40	16	34	6	17	7	15	7	7	20	4	9	5	5	0	5	1	2	2	2	5	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
0.03	north16_active	80	3187	2595	1032	521	849	470	754	635	422	196	207	156	271	104	167	81	40	32	33	28	44	25	21	26	16	13	13	22	9	21	6	13	6	13	3	2	16	4	5	4	1	0	5	0	0	2	2	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
0.03	north17_all	80	6587	4356	1912	1101	1412	831	1186	993	678	341	342	320	393	162	255	129	94	63	62	50	58	59	26	54	25	20	14	34	12	31	7	14	5	17	6	11	13	5	7	3	6	3	3	1	0	2	2	4	0	0	0	0	2	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north17_active	80	3216	2571	1012	522	834	462	777	651	438	191	201	193	275	101	185	78	47	33	32	28	30	31	16	36	15	12	10	22	7	22	7	9	4	16	4	2	9	4	4	3	2	3	3	0	0	2	2	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_all	80	6464	4318	1874	1090	1360	804	1167	1000	691	323	352	318	390	193	265	150	91	70	62	49	65	63	24	51	28	22	15	31	20	25	8	12	3	13	5	9	9	5	5	2	4	7	3	1	2	0	2	4	0	1	2	0	2	0	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north18_active	80	3197	2544	946	519	828	437	763	650	463	180	220	185	262	121	183	92	42	35	29	22	39	37	11	32	13	15	8	18	12	19	6	7	2	10	3	5	6	2	4	2	2	4	3	1	2	0	2	0	0	1	0	0	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_all	80	6388	4104	1834	1101	1334	766	1149	960	613	316	336	280	362	198	234	143	93	74	60	54	66	45	29	60	24	15	18	25	21	20	9	12	3	15	5	11	11	6	4	1	6	8	0	1	2	2	1	1	0	1	2	2	1	0	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north19_active	80	3170	2411	908	498	774	397	761	601	405	173	203	166	242	117	142	90	39	37	30	23	36	26	17	35	10	11	7	14	14	17	5	3	1	11	3	6	9	2	2	1	4	5	0	1	2	2	1	0	0	1	0	2	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_all	80	6171	3950	1831	1105	1216	802	1032	899	591	321	352	267	316	194	190	138	80	80	53	51	63	30	41	47	23	17	19	23	23	16	11	16	7	18	2	13	7	6	7	1	7	5	1	1	2	3	1	1	0	1	2	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north20_active	80	3011	2254	895	479	710	418	670	582	382	172	212	152	196	109	100	81	33	33	25	24	38	19	23	27	7	12	9	13	12	13	6	9	4	15	1	7	5	1	2	0	5	2	1	1	2	2	1	0	0	1	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	17772	2996	1902	1344	1497	652	442	545	306	461	355	226	256	187	284	104	127	118	53	140	65	43	38	34	29	24	31	16	16	11	5	9	8	4	7	8	3	10	4	3	5	2	2	5	3	0	3	2	1	1	1	2	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0
0.03	south21_active	80	11739	1529	945	722	891	319	192	322	151	271	192	112	155	92	183	46	78	79	29	100	40	23	27	14	12	14	24	9	9	9	2	5	2	1	5	4	3	4	1	2	0	1	2	2	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	south22_all	80	17539	2993	1919	1385	1561	658	457	542	318	447	370	209	227	196	268	106	143	125	44	134	63	45	36	35	33	20	21	16	20	7	6	8	9	8	9	8	2	9	5	0	5	2	1	3	3	0	3	1	3	0	2	1	1	2	0	0	2	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0
0.03	south22_active	80	11606	1560	978	745	942	318	204	313	151	269	202	104	140	96	169	45	92	78	22	89	38	21	23	19	17	13	15	8	9	6	2	3	4	3	5	5	2	4	2	0	0	0	1	0	0	0	1	0	1	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	south23_all	80	17537	3025	1926	1350	1530	648	448	549	329	437	371	202	240	160	278	109	138	113	51	151	56	44	47	39	30	24	20	16	18	8	7	8	6	7	9	9	5	11	6	1	2	3	0	2	3	1	3	2	3	2	2	0	1	2	0	0	1	1	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	2	0	1	0
0.03	south23_active	80	11574	1544	974	713	939	333	211	303	155	269	213	100	135	81	187	53	87	67	28	108	31	20	27	19	17	14	15	7	6	6	3	2	3	2	3	6	3	4	2	1	1	1	0	0	1	1	1	1	1	2	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	south24_all	80	16247	2913	1877	1281	1404	639	446	511	342	423	337	181	209	165	258	97	127	100	47	137	48	38	53	38	31	23	21	15	15	10	5	6	7	9	10	10	5	8	5	1	3	4	0	1	1	2	3	1	3	2	3	0	1	2	0	0	0	1	0	0	2	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south24_active	80	10560	1465	958	658	838	331	208	281	165	266	198	87	114	88	168	50	80	56	23	92	21	17	29	20	18	16	15	9	3	6	3	2	3	3	4	5	3	3	2	1	1	1	0	1	1	1	3	1	1	2	3	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south25_all	80	14276	2893	1861	1229	1273	627	445	468	322	408	288	171	206	151	240	99	114	87	52	117	53	49	46	38	28	22	17	16	14	11	4	6	6	5	8	7	5	7	3	3	2	2	0	2	1	2	3	2	0	3	2	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_active	80	9126	1406	905	604	750	321	210	264	152	252	169	78	118	81	156	50	70	52	30	74	25	19	24	16	16	14	13	10	4	2	2	3	1	1	3	2	3	3	1	2	1	1	0	2	1	1	3	2	0	3	2	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	12635	2712	1775	1210	1117	631	474	438	321	373	289	156	203	165	202	93	95	84	48	95	55	48	40	35	27	26	16	12	11	7	5	7	6	6	9	4	3	8	4	3	2	1	0	4	3	2	3	4	0	1	4	1	0	2	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	7918	1247	883	593	631	302	236	246	146	226	157	65	121	95	120	47	51	47	27	54	30	16	17	12	13	12	9	7	4	0	1	4	1	1	3	1	2	2	2	2	1	0	0	4	2	1	3	4	0	1	4	0	0	1	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	11309	2671	1701	1155	1080	614	485	405	294	376	265	184	174	173	191	89	77	75	53	83	51	55	36	33	21	27	13	11	7	7	7	8	6	5	8	3	0	6	5	2	0	1	1	3	3	1	1	3	0	1	3	1	0	2	0	1	0	0	2	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	7021	1194	821	553	618	285	232	220	131	234	136	84	97	92	102	51	45	44	31	40	30	21	14	10	10	15	6	3	4	1	2	4	1	2	1	0	0	1	2	1	0	0	0	3	2	1	1	3	0	1	3	0	0	1	0	1	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	11440	2742	1702	1155	1097	616	507	414	315	376	267	188	162	149	188	84	87	72	53	69	42	49	44	34	16	33	16	11	10	3	10	8	6	7	11	5	1	7	8	1	0	0	1	3	3	1	0	2	0	0	7	0	0	2	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7058	1242	815	556	609	301	242	204	136	225	139	91	89	87	105	49	52	36	24	40	28	21	22	11	8	17	10	3	4	1	4	4	1	4	1	1	0	1	3	1	0	0	0	2	2	1	0	2	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	13459	2867	1735	1212	1182	631	486	432	328	422	293	194	161	161	212	87	87	81	50	86	42	46	45	33	17	30	20	13	9	4	15	12	4	5	6	10	2	6	9	1	0	0	1	1	2	2	1	3	0	2	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	8468	1370	844	606	680	304	211	206	146	262	167	103	85	98	120	54	57	41	23	45	27	22	23	13	8	16	12	3	3	1	9	8	1	4	1	4	0	1	3	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	15377	2964	1864	1272	1305	663	515	482	350	443	304	184	163	134	237	82	93	93	49	105	46	42	48	34	19	30	22	15	13	9	15	12	5	6	3	8	4	7	8	2	1	1	2	3	2	1	1	1	0	2	7	0	2	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	9827	1459	922	645	771	322	223	230	154	267	191	101	93	81	146	50	58	51	22	77	23	22	24	15	11	17	15	7	4	4	9	7	1	4	0	4	1	3	3	0	1	1	1	2	2	1	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	17431	3073	1923	1335	1477	676	454	504	323	431	333	222	225	183	226	100	119	126	60	137	48	32	59	31	22	22	42	20	13	17	7	9	10	10	11	11	7	3	1	4	5	9	1	3	3	3	1	5	2	3	0	0	2	4	2	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	11482	1550	1030	726	907	326	202	278	145	258	186	124	127	92	130	54	81	75	38	102	34	13	37	13	11	8	27	12	5	9	5	2	7	3	6	7	3	0	0	0	2	4	1	2	3	2	1	2	1	2	0	0	1	4	1	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	17469	3043	1867	1377	1494	675	460	527	320	453	305	209	243	171	248	94	135	139	53	147	39	36	60	27	23	31	32	21	16	16	7	16	7	9	10	14	4	5	2	5	5	9	1	4	1	2	0	4	1	1	0	0	2	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	11456	1517	1005	751	893	317	195	298	147	267	171	112	131	98	157	47	82	91	30	103	28	11	35	10	9	12	19	11	5	8	7	3	4	3	5	8	1	2	1	1	2	4	1	2	1	1	0	1	0	0	0	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	17246	3010	1850	1355	1477	655	444	558	323	461	320	225	236	155	252	114	140	108	61	143	48	29	54	27	26	43	23	21	19	11	6	14	7	8	10	12	5	7	1	3	3	8	2	2	0	1	0	2	1	1	1	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south33_active	80	11356	1499	959	733	885	316	192	330	153	268	190	112	134	91	168	56	85	69	29	99	27	9	28	11	11	18	12	11	9	4	3	2	4	4	6	6	2	4	1	1	1	3	1	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	16073	2938	1872	1296	1391	627	437	544	329	437	294	215	219	154	245	102	114	100	67	121	51	24	49	29	27	35	28	26	16	14	13	11	10	11	7	14	5	13	3	2	1	8	2	2	0	1	0	3	2	0	1	3	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south34_active	80	10461	1449	929	687	805	311	185	323	156	264	165	106	127	94	162	42	64	67	27	71	30	6	28	16	12	16	16	14	7	4	7	3	6	4	6	7	2	9	2	1	1	5	1	1	0	1	0	3	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	14813	2828	1895	1241	1332	595	451	506	310	408	284	216	218	160	240	111	108	87	63	114	45	23	38	25	25	29	34	21	14	13	18	8	11	11	8	9	5	18	3	0	1	7	3	2	1	0	4	3	1	0	1	3	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	9502	1360	915	654	777	286	194	296	151	249	166	103	117	85	150	49	64	49	23	66	26	7	21	14	12	9	19	13	7	4	10	3	5	4	6	4	2	9	1	0	1	5	2	1	1	0	4	3	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	12751	2733	1866	1182	1184	588	476	469	293	351	260	177	182	158	203	91	88	99	69	95	41	21	36	31	22	27	31	21	12	13	18	9	10	9	10	11	4	14	5	2	2	7	1	1	2	1	4	4	1	3	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0
0.03	south36_active	80	7937	1266	890	588	670	267	209	265	145	223	145	84	93	81	120	40	53	57	30	53	25	9	19	18	11	10	16	11	5	6	10	5	4	4	6	4	1	7	3	1	1	5	1	1	2	1	4	3	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	11946	2689	1769	1204	1102	612	502	463	276	339	256	183	182	160	199	86	104	99	57	79	37	22	30	29	18	27	30	18	12	11	15	9	9	6	13	9	4	13	5	4	1	3	2	2	3	2	5	1	0	3	0	2	0	0	3	1	0	0	1	0	0	0	0	0	2	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south37_active	80	7338	1202	841	610	631	266	236	246	138	205	137	85	91	76	121	37	58	56	25	42	22	11	15	14	8	10	15	9	5	7	7	5	2	5	8	1	0	7	4	2	0	2	1	2	3	1	5	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
