label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81
0.03	north1_all	80	7452	5354	1991	1591	907	1646	615	425	391	338	647	373	463	131	109	97	85	92	76	76	41	45	48	76	22	27	28	21	16	14	12	15	12	33	10	7	10	6	3	10	3	4	6	2	3	8	1	2	2	1	0	1	2	0	1	1	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3293	3903	555	852	210	1391	152	186	106	171	550	294	392	32	44	36	39	53	24	27	14	34	32	64	9	10	11	5	7	3	6	8	11	28	3	3	10	4	0	3	3	2	1	1	0	7	0	1	1	0	0	0	1	0	1	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7396	4980	1978	1512	946	1538	593	404	372	325	569	321	382	137	120	97	91	83	69	68	46	40	46	76	23	20	25	15	14	10	14	11	10	21	7	7	11	5	3	8	6	3	8	4	3	7	0	2	0	1	0	2	1	0	1	2	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3077	3531	501	794	229	1263	141	167	102	166	470	246	308	34	47	34	39	37	22	17	15	26	25	64	8	9	9	5	6	2	9	8	9	15	2	3	10	2	1	2	4	2	1	1	1	5	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7367	4613	1939	1464	950	1326	600	420	357	331	514	312	336	137	120	100	87	74	72	60	52	40	45	69	16	15	22	17	17	11	14	8	14	12	7	8	18	4	3	5	9	3	7	3	3	7	1	3	0	1	0	1	1	0	1	1	2	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2925	3109	463	713	236	1049	147	154	90	160	411	214	270	29	45	34	36	27	18	18	12	22	24	58	4	8	8	7	6	4	8	4	14	8	1	3	17	2	1	1	7	3	1	0	1	5	1	3	0	0	0	0	0	0	1	1	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7239	4655	1852	1426	921	1288	567	432	347	326	536	301	319	146	124	87	79	79	67	51	59	37	34	54	21	16	17	21	18	12	16	4	14	11	6	6	16	6	4	2	10	2	2	3	4	2	3	3	1	0	0	1	1	0	0	1	1	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2908	3161	439	688	233	1007	149	162	79	160	440	209	261	29	55	28	34	36	12	18	11	19	17	43	9	7	6	10	4	5	10	2	12	7	1	1	14	1	1	2	8	1	0	0	1	0	2	3	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7244	4660	1813	1408	917	1206	568	467	342	331	546	303	325	148	122	83	74	76	76	45	48	34	35	52	23	20	14	23	18	13	11	8	20	13	10	5	18	5	4	3	9	2	2	1	4	0	3	2	1	1	1	0	1	0	0	0	1	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	2935	3160	422	695	228	931	146	173	74	162	455	202	265	25	57	25	28	35	14	16	11	18	19	42	14	9	6	8	5	4	7	3	18	11	3	1	15	1	1	2	7	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7216	4659	1842	1440	925	1247	551	474	352	310	528	279	350	144	128	85	79	78	71	49	44	37	33	58	38	24	10	29	14	9	6	10	20	10	8	4	21	4	4	6	10	4	2	2	2	0	5	0	2	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
