label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67
0.03	north1_all	80	30373	22624	10369	7268	6613	3822	2383	1384	1504	837	833	719	408	380	268	222	253	130	143	150	118	107	83	59	48	48	19	33	23	17	26	15	16	13	6	6	8	4	1	1	0	2	0	1	0	3	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	13567	13437	5661	4072	3953	2134	1245	641	876	379	412	378	212	200	133	118	137	64	74	96	75	70	54	27	26	29	12	18	14	9	15	7	6	10	4	4	6	1	0	1	0	1	0	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	30481	22438	10287	7181	6345	3786	2475	1397	1502	831	826	718	383	375	277	240	273	137	134	146	106	97	80	69	45	46	16	26	23	20	21	17	14	14	8	7	7	4	3	1	0	0	0	1	0	3	2	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	13713	13371	5610	3945	3824	2148	1306	669	896	373	429	392	179	199	139	129	153	63	72	101	57	66	54	33	29	29	7	10	15	10	14	6	5	8	6	5	5	1	2	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	30425	22560	10279	7272	6421	3685	2502	1410	1559	844	825	685	381	375	254	242	260	140	139	176	100	102	84	68	52	43	16	29	25	22	16	21	12	7	8	8	3	2	6	0	0	0	0	2	1	1	1	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	13668	13494	5582	4014	3934	2094	1344	675	908	368	431	366	181	191	130	124	145	64	66	116	43	65	50	33	36	25	7	14	15	11	10	4	5	2	5	6	1	1	3	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	31020	24056	10738	7578	6901	3948	2638	1432	1587	831	873	729	410	398	247	258	278	157	149	196	104	94	79	69	48	40	20	35	27	21	17	18	10	12	4	6	3	1	6	1	1	0	0	2	2	1	0	1	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	14111	14479	6000	4274	4299	2319	1472	673	905	375	474	379	198	206	118	135	157	66	71	136	44	57	49	42	26	30	6	22	15	9	12	4	3	2	3	5	1	0	3	1	0	0	0	0	2	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	31907	25876	11310	8029	7670	4180	2738	1401	1764	850	883	774	418	406	245	263	295	163	164	195	108	115	79	69	51	59	15	38	30	15	12	11	9	9	2	9	2	2	4	2	4	0	0	3	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	14694	15577	6454	4600	4881	2444	1567	665	1036	379	475	415	200	203	116	145	169	78	83	129	52	69	49	46	28	45	5	24	16	8	10	2	3	2	1	4	0	0	1	1	3	0	0	1	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	32906	27389	11922	8625	8386	4472	2862	1405	1783	878	926	869	434	391	237	262	359	159	164	184	111	115	100	73	49	46	18	40	23	19	18	7	6	11	6	10	6	3	5	7	5	0	0	1	2	0	4	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	15448	16694	6865	5067	5334	2678	1638	662	1058	400	526	463	210	200	113	137	221	78	81	106	62	70	59	48	25	38	9	24	9	13	15	2	1	5	3	4	0	1	1	6	4	0	0	1	2	0	4	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	33283	28295	12110	8801	8637	4607	2883	1353	1805	905	945	859	448	374	235	251	338	146	163	157	114	122	100	66	53	51	19	43	26	19	17	7	7	9	7	10	7	3	3	7	4	0	0	2	1	0	4	1	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north7_active	80	15871	17471	6941	5180	5520	2745	1667	605	1097	417	545	469	220	177	113	128	201	78	88	82	73	73	63	34	32	35	7	28	16	14	14	2	3	4	3	4	3	1	1	5	4	0	0	2	1	0	4	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	33224	28621	11967	8893	8743	4600	2919	1335	1836	864	986	883	464	407	228	263	317	132	153	128	131	95	106	53	57	43	20	33	18	20	18	9	9	10	10	9	7	4	3	6	2	0	0	1	1	1	4	0	1	3	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north8_active	80	15917	17833	6782	5332	5582	2763	1687	599	1135	396	580	492	231	201	105	136	181	77	79	52	83	50	64	24	37	24	10	19	13	13	16	3	5	9	3	4	3	3	2	5	1	0	0	1	1	0	4	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	33088	29114	11925	8866	8710	4655	2913	1347	1888	864	1017	890	463	440	226	276	246	135	143	127	128	92	90	64	60	45	27	33	17	17	24	8	9	15	8	5	5	5	3	3	1	1	0	1	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	15885	18293	6849	5340	5567	2824	1708	575	1157	404	595	510	242	239	107	150	129	76	79	58	72	41	53	37	34	23	13	18	13	8	20	3	6	13	2	2	4	4	2	2	0	0	0	1	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	32850	29218	11989	8858	8637	4576	2939	1322	1904	853	988	848	457	479	239	275	267	148	154	160	158	87	100	55	55	50	29	48	18	14	24	15	7	15	7	6	4	5	2	1	1	2	0	0	2	1	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	15641	18287	6870	5322	5440	2786	1728	568	1144	415	584	492	231	286	110	160	152	81	90	89	87	39	61	40	27	24	15	36	11	6	19	9	5	12	1	2	4	3	2	1	0	0	0	0	2	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	30802	22749	10253	7287	6762	3956	2407	1371	1427	766	815	713	405	378	283	215	260	130	151	142	119	91	62	58	46	50	27	27	22	17	9	5	9	12	6	6	4	4	2	2	3	1	3	0	0	4	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
0.03	north11_active	80	13747	13585	5555	4142	4090	2193	1258	614	809	341	440	388	197	176	135	108	149	65	80	84	61	46	30	29	27	28	15	7	10	11	3	3	8	6	5	2	3	0	0	1	2	0	3	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
