label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64
0.03	north1_all	80	51331	15506	9735	6387	3826	3026	3835	1612	1286	1555	1032	595	1051	857	410	395	220	224	139	101	118	87	58	112	89	61	31	32	22	22	18	27	8	6	13	6	4	4	5	15	2	4	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	35120	4398	4485	3032	915	1380	3087	478	483	1189	686	152	901	741	257	298	81	168	39	31	76	61	25	92	67	56	16	20	8	9	6	22	6	1	12	3	3	2	2	12	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	48876	15436	9724	6305	3836	2993	3731	1584	1267	1470	952	574	1048	793	376	353	226	235	147	114	105	74	66	102	85	65	32	30	25	23	15	16	5	6	18	5	7	4	5	11	1	6	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	32147	4050	4256	2854	956	1325	2957	429	446	1084	602	138	887	662	226	250	79	172	40	30	59	48	27	87	61	56	15	17	10	9	6	11	3	2	14	2	5	2	2	9	1	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	46932	15471	9415	6177	3915	2999	3522	1606	1198	1434	916	561	996	677	341	328	220	237	140	120	106	80	60	78	91	61	31	17	28	23	14	13	4	6	13	3	9	0	6	6	1	4	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	29512	3768	3847	2686	1038	1271	2724	418	406	1033	544	133	823	532	192	214	72	168	39	35	70	49	23	59	65	49	14	7	7	10	5	9	3	3	10	1	4	0	2	4	1	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	45539	15428	9235	6157	3965	2930	3352	1571	1201	1370	912	548	995	663	333	318	218	270	147	116	108	77	69	86	81	63	30	11	25	18	12	27	6	12	14	3	8	2	5	5	0	7	1	4	2	1	1	0	1	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	27858	3649	3642	2608	1081	1171	2546	394	405	954	513	119	815	529	179	199	64	197	39	29	63	47	27	59	50	46	10	2	6	7	4	24	5	4	11	2	4	1	1	4	0	6	1	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	46222	15445	9261	6089	4015	2947	3399	1588	1227	1371	932	595	944	708	342	324	210	275	120	119	118	86	70	105	72	62	35	17	23	16	9	30	10	13	7	4	4	2	4	1	0	5	2	4	1	1	1	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north5_active	80	28403	3621	3631	2552	1077	1175	2566	411	393	980	515	137	762	583	181	217	62	188	30	30	71	55	32	75	47	36	13	5	5	9	4	27	7	4	6	2	0	1	0	0	0	4	2	3	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north6_all	80	48137	15480	9400	6238	3960	3019	3625	1579	1265	1473	955	587	969	786	369	365	212	285	123	92	106	76	74	117	67	47	38	23	24	17	12	23	9	12	8	4	3	4	4	1	1	3	2	4	2	4	1	1	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north6_active	80	31005	3936	3886	2738	973	1285	2834	446	436	1093	543	144	798	662	210	256	69	211	31	21	57	52	41	94	45	27	12	11	6	9	4	22	6	3	7	1	3	3	0	0	0	3	1	3	1	3	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north7_all	80	50138	15563	9762	6343	3932	3207	3876	1587	1226	1661	1024	580	1022	906	392	394	202	270	111	85	118	86	68	124	74	62	36	31	19	18	12	22	9	5	10	5	6	4	4	2	1	1	3	2	4	3	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north7_active	80	33736	4146	4291	2901	887	1466	3090	477	411	1271	612	143	882	774	236	287	76	211	30	25	70	56	40	107	58	42	12	18	4	10	4	21	6	2	8	1	5	2	1	2	0	1	1	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north8_all	80	52299	15463	9957	6468	3929	3313	4178	1591	1222	1691	1004	578	1064	955	367	411	207	276	119	79	123	93	63	105	72	48	26	37	19	18	12	16	9	6	12	6	6	4	4	2	1	3	2	0	3	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	36366	4426	4680	3158	817	1608	3376	521	433	1324	635	142	920	822	230	301	82	221	37	26	60	65	35	89	59	40	10	20	5	12	4	15	7	1	10	1	5	2	2	2	0	3	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	53294	15458	10001	6418	3932	3334	4224	1633	1174	1736	957	564	1114	920	353	424	225	257	145	107	122	98	54	94	83	52	22	45	18	25	10	19	15	7	20	6	4	2	4	3	2	3	1	1	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	37348	4546	4755	3139	806	1657	3469	547	448	1379	610	130	960	795	227	308	87	195	52	40	58	65	29	78	71	46	10	26	7	18	3	19	14	1	17	2	3	0	2	2	1	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	53150	15465	9830	6405	3920	3270	4276	1582	1201	1547	928	576	1053	891	349	420	213	257	152	113	108	106	58	73	82	48	23	46	19	26	13	25	18	8	19	6	4	1	3	3	1	6	0	2	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	36985	4602	4670	3152	823	1586	3510	514	449	1205	611	130	887	775	226	313	93	182	59	37	49	71	28	55	67	38	11	20	6	19	5	25	15	0	17	1	3	0	1	0	1	6	0	2	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	52919	15824	9710	6475	3990	3189	4155	1678	1335	1710	982	571	946	987	358	421	237	293	136	113	102	67	73	83	53	53	30	29	18	28	16	16	9	4	4	6	1	3	0	6	3	0	7	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	37230	4724	4497	3260	861	1518	3435	594	555	1343	639	143	807	881	229	315	87	235	42	31	69	32	50	69	41	37	8	18	5	12	2	15	2	0	2	3	1	3	0	6	1	0	7	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	52947	15719	9656	6494	4003	3128	3947	1673	1341	1707	920	573	996	1007	354	419	225	266	153	108	98	74	77	84	53	58	32	40	16	29	18	36	13	9	3	5	1	3	0	3	2	3	5	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	37172	4619	4421	3248	857	1518	3216	550	507	1318	597	154	846	904	224	301	79	214	44	25	60	29	43	71	41	43	11	23	6	14	2	35	4	2	1	2	1	3	0	3	1	3	5	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	50768	15633	9602	6350	3957	3128	3705	1633	1344	1675	917	631	1019	985	357	367	216	239	154	103	90	90	76	70	70	65	28	36	15	34	15	27	9	8	8	4	1	3	1	3	2	7	5	0	4	2	3	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north13_active	80	34164	4288	4171	3035	902	1421	2947	503	473	1253	569	157	854	866	200	260	68	192	43	26	51	44	41	59	55	52	8	20	6	17	3	27	5	2	5	1	1	3	1	2	1	6	5	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north14_all	80	49039	15526	9465	6187	3947	3077	3575	1631	1306	1581	861	596	988	899	322	354	215	207	140	108	79	82	76	81	65	56	20	40	19	32	13	29	9	9	9	3	0	2	2	3	1	7	0	0	4	1	3	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	31632	3924	3957	2767	996	1283	2783	470	434	1135	502	139	808	771	164	229	61	161	37	23	38	43	32	65	49	43	5	23	8	11	2	28	5	3	5	1	0	1	1	2	1	6	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	46955	15355	9403	6000	3971	3055	3507	1640	1255	1376	857	586	946	843	329	331	220	164	128	111	81	84	62	81	64	60	22	26	16	26	9	9	10	5	9	6	4	4	3	3	3	5	0	0	5	2	2	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
0.03	north15_active	80	29058	3561	3647	2508	1045	1197	2676	444	402	928	467	131	768	705	169	211	61	110	30	24	40	49	30	63	50	41	7	14	6	8	1	5	7	1	6	2	2	3	1	2	1	3	0	0	3	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north16_all	80	48176	15465	9409	5972	3980	3080	3754	1628	1243	1391	902	568	934	793	336	350	229	184	111	123	83	70	70	96	57	60	25	36	18	22	13	12	8	9	10	6	5	6	5	2	3	9	1	1	3	2	1	2	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	north16_active	80	30763	3815	3785	2546	1014	1243	2946	469	436	950	510	140	766	657	192	238	80	128	29	22	53	43	37	74	41	38	8	27	4	7	3	7	6	1	7	2	2	3	2	1	0	6	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	50239	15619	9593	6193	3996	3077	3959	1628	1236	1522	1001	538	998	912	362	373	220	219	114	118	94	76	65	100	64	79	24	32	21	22	15	12	11	8	5	6	6	5	5	2	6	17	1	1	4	2	0	2	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1
0.03	north17_active	80	33413	4195	4041	2756	933	1345	3182	495	433	1132	607	139	849	781	215	280	88	161	37	21	57	44	41	82	49	60	11	24	1	11	5	8	4	0	4	2	3	3	2	1	3	14	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_all	80	51920	15627	9751	6351	3982	3120	4094	1581	1295	1609	1067	578	1022	987	377	415	214	237	112	129	96	97	66	113	63	77	26	24	21	28	16	8	10	6	8	3	6	6	6	2	4	17	2	1	4	2	0	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	north18_active	80	35683	4532	4385	2980	878	1445	3346	503	501	1233	677	156	880	857	231	308	100	187	39	31	57	65	42	97	50	61	11	20	1	14	6	5	4	1	7	1	3	3	2	1	3	15	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	53000	15711	9816	6526	3974	3167	4170	1623	1288	1629	1073	575	943	1007	386	496	211	266	126	120	96	102	79	116	70	74	27	13	20	27	19	13	9	5	4	3	6	3	5	4	6	11	1	9	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	37036	4695	4481	3140	851	1547	3450	547	506	1280	697	157	809	883	232	381	99	212	44	35	50	66	50	101	59	63	10	8	2	13	5	12	2	1	3	2	4	1	0	4	6	11	0	9	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	52863	15623	9825	6500	3959	3149	4045	1611	1302	1593	1005	591	918	937	370	484	196	277	126	119	100	103	85	115	74	91	28	17	13	30	11	14	13	7	6	3	5	1	4	3	3	21	4	8	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	36945	4673	4519	3177	821	1526	3328	536	518	1240	652	158	782	818	216	385	83	228	38	41	54	70	40	100	62	82	9	12	2	16	2	12	5	1	5	2	3	0	0	3	3	21	3	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
