label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43
0.03	north14_all	80	6619	3382	2896	1016	1255	376	364	305	131	116	72	68	33	26	53	20	18	50	15	14	2	5	3	1	2	3	2	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north14_active	80	1577	2025	2298	550	1031	126	253	227	50	62	39	50	13	11	40	9	6	48	10	9	1	3	0	1	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north15_all	80	6628	3376	2874	1026	1322	394	355	324	143	120	75	71	40	21	55	19	19	60	7	13	3	5	2	0	2	3	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
0.03	north15_active	80	1599	1992	2286	550	1081	130	234	251	54	63	35	47	17	8	41	8	7	58	4	7	2	2	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north16_all	80	6725	3412	2840	1013	1305	387	378	343	139	128	88	58	33	30	57	21	17	42	5	15	4	4	4	1	2	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1618	1987	2258	538	1078	125	249	280	53	63	45	29	15	13	49	4	8	40	2	9	2	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	6767	3303	2659	994	1258	376	391	326	147	127	93	70	40	36	60	20	10	35	7	11	5	4	5	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1627	1855	2065	501	1008	116	234	250	62	63	46	31	16	12	51	3	4	34	5	6	2	2	1	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	6721	3358	2640	930	1229	391	381	357	129	124	93	68	41	37	56	17	9	20	8	8	3	0	4	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1582	1880	2043	462	1000	110	226	277	59	60	47	38	16	11	48	2	2	19	6	3	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6706	3388	2722	963	1245	382	397	372	137	117	84	64	49	32	55	18	7	18	11	4	3	3	6	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1595	1905	2088	488	1020	109	232	284	62	64	51	36	17	6	49	4	1	16	10	2	0	1	2	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6744	3490	2848	974	1364	391	382	404	134	126	101	58	51	29	54	17	11	29	20	6	6	4	6	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	north20_active	80	1588	2003	2229	500	1150	116	237	303	49	72	63	41	15	9	47	6	1	26	18	4	1	2	3	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	12456	4840	1430	1810	548	708	649	187	192	142	78	68	47	39	38	23	18	15	7	7	3	4	1	0	4	6	2	4	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	9611	3667	375	1430	172	545	539	49	129	100	21	20	22	17	13	12	14	7	3	5	2	4	1	0	4	5	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	13381	5196	1350	2037	611	773	725	200	196	142	80	68	53	40	41	26	22	10	7	5	8	3	2	0	7	6	2	5	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south22_active	80	10714	4056	360	1652	208	606	634	52	140	99	24	20	27	18	16	15	16	6	2	4	7	3	1	0	7	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	14441	5534	1370	2153	607	844	765	185	213	147	86	63	44	52	29	19	23	13	4	3	9	4	2	0	7	1	3	1	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	11832	4484	376	1805	221	676	676	50	158	103	26	21	22	25	15	14	16	8	0	1	7	4	1	0	7	1	0	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	14589	5597	1351	2141	607	858	834	184	226	143	85	54	45	47	20	20	27	14	6	4	8	4	2	0	4	5	2	1	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	12022	4586	397	1827	228	701	757	51	174	101	23	13	21	20	11	15	18	8	1	2	5	3	1	0	4	4	0	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	13556	5147	1429	2069	563	799	774	173	216	123	76	57	37	39	21	19	24	14	7	8	8	4	0	1	3	5	1	2	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	10934	4111	398	1740	204	621	673	43	163	90	29	13	20	16	11	12	15	5	2	4	4	2	0	1	3	4	0	1	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	12552	4816	1431	1793	532	730	676	173	209	117	70	54	41	33	23	23	20	12	6	13	5	4	0	1	1	6	0	2	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	9797	3697	381	1466	161	546	579	39	145	79	27	9	22	14	7	14	14	5	3	7	1	2	0	1	1	5	0	1	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	11609	4412	1439	1588	545	635	555	168	192	117	66	60	47	30	26	29	10	9	11	14	6	3	1	2	2	5	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	8779	3239	329	1240	164	446	446	37	127	72	22	16	26	17	9	15	6	2	5	7	2	2	0	2	2	5	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	11322	4276	1428	1511	584	587	534	193	177	134	67	56	50	30	21	27	9	6	13	8	6	6	1	4	4	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	south28_active	80	8353	3071	342	1154	171	403	432	41	108	83	17	17	27	14	7	12	6	2	5	4	2	2	0	2	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	11606	4439	1427	1621	617	574	566	191	192	153	65	70	52	38	21	23	8	5	13	6	8	6	3	4	5	3	0	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
0.03	south29_active	80	8640	3236	365	1265	176	391	455	44	123	101	16	24	28	22	15	7	5	3	4	2	4	3	0	2	5	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	12486	4949	1451	1811	570	656	663	210	212	167	71	66	53	31	23	21	9	6	9	5	10	8	4	3	9	3	1	0	2	5	0	0	1	1	0	0	0	0	1	0	1	0	0	0
0.03	south30_active	80	9707	3789	395	1433	174	490	548	55	146	118	18	23	31	17	16	5	6	3	2	2	6	5	1	1	9	3	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	14841	5981	1500	2072	593	775	759	183	226	177	67	50	34	36	18	31	14	14	4	10	8	7	2	2	7	2	2	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south31_active	80	12172	4928	448	1743	238	640	668	54	181	131	23	14	14	21	12	13	7	10	1	9	4	2	1	0	6	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	14907	5862	1498	2042	593	731	723	188	228	171	66	61	35	35	24	29	11	12	5	13	11	9	3	1	7	2	2	0	0	3	0	0	0	0	2	2	0	0	0	1	0	0	0	0
0.03	south32_active	80	12281	4807	453	1724	236	595	634	53	175	121	20	18	11	21	16	11	5	8	2	11	8	6	1	0	6	0	2	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	14822	5845	1486	1994	554	770	745	191	222	151	65	59	36	28	25	23	16	17	3	14	11	8	4	1	6	4	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0
0.03	south33_active	80	12178	4792	448	1668	212	619	653	50	161	98	21	22	11	18	12	9	10	10	2	11	10	5	1	0	5	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	14423	5694	1477	2064	559	782	873	197	250	154	54	64	46	37	27	19	23	13	4	10	10	8	2	2	4	4	4	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south34_active	80	11795	4638	445	1725	206	630	782	61	186	102	13	27	26	21	14	8	17	7	1	6	9	6	0	0	3	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south35_all	80	14190	5436	1483	2060	567	829	891	184	258	136	54	69	46	36	19	17	26	16	3	11	8	5	2	5	4	2	4	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	11507	4387	451	1720	189	669	788	53	197	94	14	25	26	20	11	9	19	10	1	7	6	3	0	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	13066	4968	1436	1937	595	745	781	180	231	127	60	71	55	36	18	20	21	12	5	4	8	5	2	7	2	0	4	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	10220	3880	398	1592	192	603	669	48	172	89	13	20	35	17	12	9	16	8	1	2	4	2	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	12059	4530	1431	1839	622	681	654	178	217	123	68	56	48	32	21	15	11	12	7	4	7	3	2	5	10	3	2	2	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	9081	3413	363	1471	184	538	546	40	161	79	16	15	25	13	12	6	5	6	2	2	3	1	0	0	10	3	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	11113	4211	1451	1632	604	606	569	193	168	127	71	57	52	31	28	17	10	10	8	2	3	2	4	4	10	5	1	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	8123	3037	333	1273	170	447	450	35	115	74	16	17	27	10	14	2	3	3	1	0	1	1	2	0	9	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	11671	4399	1510	1684	582	643	590	200	170	131	73	54	55	38	38	12	17	12	13	5	5	1	3	4	9	5	1	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	8743	3222	360	1332	160	484	483	47	122	84	20	18	26	13	18	2	6	3	4	2	3	1	2	0	8	3	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	12899	4779	1491	1831	597	700	637	196	197	167	69	47	59	41	43	14	21	14	13	5	4	2	5	2	11	5	1	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	10067	3670	396	1476	187	541	535	43	142	112	20	16	33	15	19	3	10	4	4	2	4	1	3	0	8	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
