label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41
0.03	north7_all	80	1542	690	602	274	284	156	150	53	148	40	34	23	20	18	9	9	8	1	9	3	9	2	5	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	765	354	343	132	170	88	88	25	115	12	17	9	9	9	7	5	5	0	5	2	6	1	4	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1634	745	639	269	278	161	155	58	154	36	38	23	18	18	13	10	8	3	7	4	9	3	5	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	815	378	375	127	164	92	102	25	99	13	18	11	10	7	9	6	3	1	2	2	8	2	4	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1668	782	684	276	275	183	159	59	163	35	41	24	25	17	13	17	6	5	5	5	13	3	1	1	2	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	855	419	398	132	158	101	105	27	107	10	25	12	16	7	9	10	1	1	2	3	11	2	0	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1718	790	678	292	318	189	149	58	197	34	40	24	23	13	11	26	5	7	3	16	15	2	0	4	3	11	1	1	2	0	2	0	0	0	1	0	0	0	0	1	0	0
0.03	north10_active	80	884	432	409	144	178	106	88	24	122	11	22	10	15	4	6	21	1	2	1	10	14	1	0	1	3	2	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north11_all	80	1636	741	637	301	268	190	121	44	184	27	39	21	32	8	15	17	6	1	4	6	12	4	1	4	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	817	390	382	165	155	121	63	26	132	15	24	16	11	2	6	9	2	0	1	4	3	3	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1668	737	628	307	252	176	152	44	191	26	39	20	27	10	15	24	9	4	7	5	15	5	1	2	0	2	1	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north12_active	80	848	389	360	173	146	110	83	27	139	14	24	13	11	3	6	17	3	1	3	3	5	3	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1642	756	657	298	252	186	136	42	165	29	41	24	17	11	8	27	8	3	5	5	12	4	1	2	1	3	1	0	3	2	0	0	0	2	1	0	0	0	0	0	0	0
0.03	north13_active	80	825	381	398	178	148	116	75	23	127	10	19	12	7	2	3	18	3	1	3	2	6	2	1	1	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1595	720	629	269	240	173	135	38	141	33	51	27	16	15	7	26	6	3	4	3	6	4	2	3	1	3	1	1	3	2	0	0	0	2	1	0	1	0	0	0	0	0
0.03	north14_active	80	779	353	383	153	136	103	75	19	97	16	26	13	9	5	3	21	3	1	3	0	4	1	1	2	1	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1512	708	620	265	253	172	128	48	128	39	47	23	17	10	5	18	3	4	4	2	6	3	1	3	1	1	1	1	2	1	0	0	0	2	0	0	1	0	0	0	0	0
0.03	north15_active	80	722	333	373	150	144	101	70	19	88	17	22	13	9	3	3	15	2	3	2	0	3	2	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1515	712	647	257	264	186	130	54	118	42	49	22	24	10	8	17	5	4	3	2	2	2	2	3	2	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
0.03	north16_active	80	725	343	376	132	144	111	77	26	77	25	29	12	12	4	4	11	4	4	0	0	1	1	1	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1560	720	652	257	244	171	143	55	148	37	48	21	23	11	5	21	4	7	8	1	1	2	4	4	1	2	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	791	374	384	145	135	99	84	29	104	19	33	10	12	3	2	13	3	4	2	0	0	1	2	3	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1594	729	668	256	262	180	157	61	163	33	41	21	26	13	5	22	5	7	11	1	5	2	6	4	1	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	814	381	391	143	155	99	108	34	108	19	29	10	13	4	3	11	4	3	3	0	0	1	4	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	1651	753	687	257	275	167	153	65	230	34	37	28	24	12	4	23	5	6	12	2	8	2	6	5	1	2	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	847	411	426	142	175	95	101	31	148	19	25	12	16	3	2	13	3	2	3	1	3	1	4	5	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	1746	760	761	261	299	168	152	62	287	34	37	23	27	11	4	23	9	9	9	3	14	2	3	4	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	900	433	467	150	201	89	99	29	186	18	25	11	18	3	2	13	6	3	4	2	7	1	3	4	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	1706	749	785	297	280	202	187	48	252	39	42	25	10	17	12	15	8	6	4	6	25	4	6	2	2	22	1	1	1	0	1	0	1	0	2	0	0	0	2	0	1	3
0.03	south21_active	80	872	397	491	148	167	133	116	21	145	23	26	12	4	8	4	11	3	1	3	3	16	0	6	1	1	20	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3
0.03	south22_all	80	1736	792	781	282	291	234	170	47	231	43	43	25	11	15	8	24	9	5	3	4	22	2	7	2	1	16	1	3	2	0	1	0	0	0	2	0	0	0	2	0	0	3
0.03	south22_active	80	867	413	480	139	171	145	102	22	137	25	28	14	5	6	2	20	4	0	2	2	16	0	6	1	1	15	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3
0.03	south23_all	80	1760	830	765	280	294	254	181	50	214	38	48	33	12	14	6	27	7	5	5	5	23	1	7	3	1	5	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	891	435	468	150	175	160	127	26	124	18	28	20	6	5	1	22	3	1	2	3	22	0	5	1	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1774	832	731	281	303	212	152	60	230	44	43	27	15	12	6	31	8	4	8	4	13	0	8	2	2	8	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	897	433	457	153	195	122	101	32	153	21	24	18	8	5	3	21	2	2	5	2	13	0	6	0	2	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1794	836	767	274	299	205	155	61	244	45	39	25	12	11	6	27	9	5	8	6	13	0	4	1	3	5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	903	432	498	155	192	124	94	33	163	22	19	15	7	5	4	19	2	2	5	3	11	0	2	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	1755	805	746	276	292	180	161	60	237	52	29	18	19	7	7	29	6	5	4	3	16	1	4	0	2	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	889	404	482	159	196	112	90	25	152	28	16	8	11	3	4	16	1	2	4	1	14	0	3	0	2	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	1752	778	735	287	295	201	169	55	244	44	19	18	21	7	8	20	6	3	2	2	23	1	2	0	1	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	886	400	453	164	183	129	92	25	162	25	8	7	13	3	2	12	3	1	2	1	19	0	1	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	1714	790	739	288	268	205	183	67	194	44	16	21	18	8	9	24	8	2	2	2	19	1	3	1	1	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	886	398	458	166	163	132	108	27	118	27	10	7	11	3	3	17	5	0	0	2	17	0	2	1	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	1682	794	767	288	289	236	187	70	189	36	16	26	13	9	11	19	11	2	4	2	17	4	4	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	868	398	488	170	163	155	123	32	125	24	8	9	7	5	3	13	8	0	2	2	15	1	4	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_all	80	1676	785	786	291	284	243	163	67	189	34	21	26	11	9	7	12	9	3	5	2	12	3	4	3	1	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	867	415	502	178	167	157	116	33	136	21	9	11	4	5	4	10	5	1	3	2	12	1	4	3	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_all	80	1617	774	772	314	275	234	148	57	237	42	38	27	21	12	3	18	8	4	4	5	15	1	3	6	1	5	4	0	2	3	1	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	806	413	466	175	163	138	100	30	173	20	23	12	10	8	1	10	4	3	3	2	10	1	2	6	1	5	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	1588	841	801	322	301	233	159	60	204	38	42	22	17	9	3	17	8	5	5	8	10	1	3	6	0	3	4	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	809	457	491	177	176	147	101	32	134	14	24	9	11	7	1	7	4	3	3	4	6	0	2	6	0	3	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	1686	830	779	302	317	238	149	59	206	32	44	22	18	10	5	15	9	5	6	11	11	2	4	4	0	6	3	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	841	439	487	154	198	140	94	26	133	11	24	12	14	9	3	4	4	3	3	7	8	0	3	4	0	6	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	1641	804	787	295	358	253	143	64	195	33	42	17	21	10	8	13	6	4	2	11	3	4	15	1	0	5	2	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	835	415	513	165	231	148	90	34	118	12	22	12	16	8	4	7	2	2	0	8	2	1	14	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	1680	783	738	308	342	232	138	64	216	30	45	21	21	13	10	12	7	3	4	8	5	3	16	1	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	856	401	466	179	237	137	82	32	143	13	22	14	13	7	4	7	4	3	2	5	3	1	14	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	1710	777	765	313	321	222	158	65	201	35	48	18	19	12	7	13	5	4	3	7	12	2	21	1	1	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	873	406	463	182	197	133	92	31	137	17	22	10	11	6	2	8	4	3	2	4	3	1	19	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1698	808	741	317	295	228	167	55	196	36	51	23	17	12	5	11	4	4	5	3	16	4	10	1	2	3	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	879	427	430	179	175	130	95	25	132	19	21	12	10	6	1	7	4	2	2	1	5	0	8	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1680	809	772	303	273	217	174	53	221	46	42	25	16	9	8	14	3	3	5	4	16	3	10	0	1	3	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	852	427	469	176	154	128	97	22	136	23	22	13	11	5	2	7	2	1	2	0	5	0	9	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	1671	799	773	297	285	204	160	53	225	47	47	24	23	10	11	14	8	3	6	5	15	4	5	2	2	1	0	1	1	3	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	845	427	483	167	165	118	100	24	140	22	29	13	12	5	5	9	5	2	2	0	4	0	5	2	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	1673	753	763	311	273	197	154	64	265	50	47	25	25	13	12	18	7	4	5	5	4	1	9	2	2	1	0	1	0	3	1	0	1	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	823	394	488	180	161	120	98	26	176	22	34	16	13	7	4	12	4	3	4	1	3	0	5	2	2	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0
