label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98
0.03	north1_all	80	15221	6815	2690	1776	1364	2254	885	641	992	859	452	303	355	312	227	201	199	135	130	200	92	79	93	59	57	53	38	68	54	29	30	65	39	20	46	17	29	19	6	8	44	7	7	15	7	6	5	3	4	3	1	6	8	0	1	4	3	3	5	1	10	0	4	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north1_active	80	11560	5012	1238	434	497	1906	371	209	785	690	244	131	216	211	121	96	116	59	69	157	47	37	33	15	36	12	14	51	36	9	18	62	32	8	45	8	26	10	1	4	40	3	1	10	5	4	1	1	3	1	0	2	6	0	0	1	1	1	4	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
0.03	north2_all	80	15107	6937	2620	1789	1380	2200	874	620	1049	865	444	320	362	332	209	202	210	134	130	179	88	81	85	53	78	43	34	75	58	25	33	60	31	24	57	17	24	18	9	7	54	4	8	24	6	6	6	2	4	2	2	3	8	0	0	4	2	5	2	1	10	2	3	0	0	0	0	0	3	0	2	1	1	2	2	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north2_active	80	11385	5121	1198	432	501	1859	363	202	820	706	254	156	211	215	108	98	120	61	72	135	45	34	32	8	50	12	10	55	39	7	16	55	25	9	55	8	20	9	1	3	51	2	2	21	4	4	2	0	3	1	0	1	5	0	0	1	1	3	0	1	8	0	1	0	0	0	0	0	3	0	2	0	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north3_all	80	15157	6935	2671	1736	1355	2271	850	652	1073	848	447	324	344	322	222	205	197	123	135	189	105	74	79	53	76	46	38	56	51	31	42	57	36	25	59	14	16	20	10	7	39	3	6	27	6	6	6	4	7	3	2	2	8	1	4	6	2	5	2	1	2	2	2	0	0	0	0	1	3	0	2	1	3	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	11422	5112	1209	414	464	1917	376	200	854	710	265	167	196	206	114	114	108	59	86	146	55	29	32	16	53	14	14	40	34	13	25	52	30	8	52	5	12	11	3	2	38	1	1	24	3	2	1	0	5	0	0	1	5	0	2	1	1	3	0	0	0	0	1	0	0	0	0	0	3	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	15179	6867	2666	1740	1364	2112	792	647	1068	788	444	310	341	326	228	196	154	148	133	201	104	74	71	60	72	42	39	60	45	28	38	43	38	25	60	24	13	15	9	10	27	3	9	29	6	5	5	3	5	5	4	2	2	2	4	6	0	3	1	1	0	3	1	1	1	0	0	2	3	0	2	1	3	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	11436	5119	1178	425	498	1744	351	186	854	663	264	161	203	218	123	121	86	76	80	164	51	31	28	17	50	10	15	41	33	15	24	38	33	9	52	14	9	10	2	2	26	1	1	26	5	2	2	0	3	1	1	1	0	0	2	1	0	2	0	0	0	1	1	0	0	0	0	1	3	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15205	6821	2675	1709	1323	2124	719	656	1096	795	452	329	348	295	233	190	162	152	140	198	110	81	67	63	93	49	39	54	60	27	41	43	38	25	54	20	8	14	7	8	19	3	8	35	7	6	5	2	6	5	4	1	1	3	4	6	0	1	0	1	0	2	1	1	1	0	0	2	0	0	2	2	3	1	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	11577	5100	1185	446	511	1739	320	184	892	655	271	179	212	198	127	117	84	76	82	173	57	38	25	21	70	12	17	38	45	15	28	39	34	9	44	11	7	8	2	2	18	1	1	33	5	4	2	0	3	2	1	1	0	1	2	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
