label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	3334	1546	994	858	645	386	404	602	263	145	128	282	87	139	197	160	106	52	56	36	29	19	78	25	25	10	16	14	12	12	19	8	3	4	5	1	14	2	6	2	2	2	2	4	3	3	0	1	1	3	2	4	0	3	0	2	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	1665	752	519	467	340	177	236	371	151	65	58	178	38	72	124	102	69	29	36	19	11	7	49	13	13	3	11	8	6	4	13	5	1	2	1	1	7	2	4	2	0	0	1	2	1	2	0	1	1	1	1	3	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3297	1477	950	823	629	363	403	530	256	140	133	252	88	131	172	127	101	45	42	36	28	21	56	23	19	11	17	11	15	13	18	5	2	2	3	2	7	2	5	3	0	4	3	2	3	3	0	1	1	3	2	3	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1588	727	477	455	329	171	229	299	140	60	63	165	40	76	100	66	57	25	29	22	11	6	36	12	11	4	9	7	8	4	6	3	0	1	1	1	2	2	4	3	0	2	1	1	1	2	0	1	1	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3261	1486	934	844	630	349	375	538	229	133	145	208	82	127	182	122	119	55	40	33	29	21	57	25	22	11	11	13	17	17	16	6	4	2	6	3	6	2	4	4	1	9	2	3	2	2	1	1	1	3	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1588	724	456	468	328	165	211	306	120	66	68	135	34	80	121	74	69	30	26	17	14	7	31	15	13	4	7	7	8	6	5	1	1	1	5	2	2	2	4	3	0	7	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3361	1531	965	862	624	364	370	586	246	154	138	226	86	131	181	125	111	57	38	33	25	29	67	22	24	13	11	15	12	15	17	5	9	5	7	7	4	4	7	2	3	8	1	2	3	4	1	1	1	2	3	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1688	740	468	483	316	190	198	350	129	81	72	143	36	82	137	73	67	29	24	19	11	11	45	16	15	4	5	6	5	5	7	2	5	3	6	5	2	3	5	1	0	8	0	0	2	2	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3334	1551	1001	904	632	391	354	698	232	167	147	230	81	168	171	147	110	56	43	36	19	27	91	26	27	15	12	23	12	13	22	6	11	6	8	6	14	4	6	2	3	8	1	1	2	5	2	2	1	2	2	2	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1690	736	514	502	328	205	211	438	122	87	78	149	33	109	128	83	63	26	24	19	9	14	52	19	19	7	5	8	5	6	12	2	7	4	5	4	13	2	4	1	0	7	1	0	2	4	1	2	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
