label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90
0.03	north1_all	80	7646	3248	1994	1349	1071	968	1215	598	857	365	277	233	204	174	164	163	221	222	170	89	64	78	64	50	110	82	34	32	19	17	24	14	19	7	14	10	16	8	13	8	16	9	2	6	5	3	7	4	2	4	7	1	4	3	2	2	1	6	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3167	1097	546	371	323	522	966	301	673	156	94	61	52	52	41	71	168	181	125	32	22	48	15	28	89	69	18	15	5	9	20	5	11	3	9	5	13	3	6	3	9	3	2	3	2	2	4	3	0	4	4	1	2	1	2	2	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7369	3175	1959	1362	1070	888	1030	560	727	357	270	251	206	177	164	138	185	179	149	93	58	76	68	49	76	61	30	31	21	20	26	23	18	12	9	9	11	12	14	8	18	7	5	7	6	2	4	4	5	5	3	0	3	5	2	2	2	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0
0.03	north2_active	80	2741	929	517	372	274	435	774	258	530	136	80	61	45	48	40	57	117	137	100	28	15	41	18	25	54	50	13	14	5	7	17	12	10	5	5	4	7	4	8	3	10	3	1	3	3	1	3	3	2	3	0	0	3	3	2	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north3_all	80	7289	3285	1984	1359	1051	857	994	591	692	345	260	261	198	175	154	138	185	183	140	89	58	71	70	57	82	38	41	40	20	18	21	31	17	14	10	15	8	12	12	7	13	5	6	7	5	3	2	4	6	4	2	0	2	4	1	3	1	4	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	2	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north3_active	80	2637	930	518	376	262	419	750	262	504	126	79	68	45	46	38	55	117	145	95	23	14	37	21	27	55	26	18	20	7	8	10	17	9	5	6	3	3	2	6	2	8	3	2	4	1	1	2	3	2	2	1	0	2	3	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	7395	3300	2016	1356	1011	876	1099	572	698	370	271	262	212	167	150	128	204	222	137	84	53	81	53	54	88	40	40	44	22	19	24	28	20	16	14	12	8	11	14	4	13	3	8	13	5	4	1	3	5	4	3	0	2	4	2	2	1	3	1	0	1	0	0	1	0	1	0	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north4_active	80	2832	991	541	370	255	478	862	260	517	139	76	80	49	43	42	56	137	180	97	25	15	46	18	26	68	30	14	23	9	5	12	17	11	6	8	2	5	1	8	1	7	1	2	11	1	0	1	2	2	2	2	0	2	3	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	7644	3382	2005	1389	1045	900	1364	601	799	371	276	264	213	164	138	140	246	238	165	80	54	84	46	67	110	46	39	43	26	20	17	25	19	13	13	16	14	10	8	2	9	3	4	19	6	5	1	2	6	4	2	2	3	1	3	2	0	6	2	1	0	0	1	1	0	1	0	0	0	1	0	0	1	2	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	3220	1173	558	409	312	523	1152	296	639	152	87	83	58	46	42	62	193	196	127	27	24	47	18	37	94	35	17	27	17	6	9	14	8	7	7	1	10	2	5	0	5	1	1	18	2	1	1	2	4	2	2	2	2	0	2	0	0	5	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7866	3430	1982	1396	1033	979	1595	578	919	378	296	249	211	180	144	141	278	284	174	80	62	96	45	64	139	52	36	43	26	21	37	20	17	9	14	14	19	10	7	6	10	3	3	17	3	7	0	6	7	4	1	3	4	6	4	3	0	9	2	1	0	0	1	1	2	0	0	0	2	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	3567	1333	564	392	346	609	1375	316	758	186	95	85	62	63	42	71	231	237	146	30	33	61	16	38	124	42	17	29	17	5	27	12	8	5	8	1	17	3	5	3	6	1	1	17	1	3	0	5	4	3	1	3	0	5	3	1	0	7	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	7970	3425	2018	1411	1057	1002	1719	618	1086	377	291	231	218	168	168	138	283	304	209	85	65	106	44	76	162	66	37	39	28	26	53	23	18	7	14	12	18	8	12	11	15	3	3	10	7	8	1	5	6	4	1	3	7	6	3	4	1	10	2	1	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	3855	1433	573	373	362	647	1502	374	919	187	104	67	75	66	50	71	246	259	178	34	34	72	14	53	146	51	21	27	18	5	45	15	9	6	8	2	15	3	7	6	11	1	1	9	3	4	0	3	4	2	1	3	3	5	3	2	1	8	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	7937	3446	2072	1365	1044	1065	1746	630	1115	351	319	227	201	169	162	140	286	316	236	74	66	100	38	73	163	74	45	40	27	26	75	19	16	12	11	11	10	5	15	12	21	4	3	9	6	7	1	14	5	5	4	3	8	8	4	4	1	12	2	0	0	1	1	0	4	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3914	1449	610	357	356	722	1526	392	950	176	113	65	70	72	39	73	246	280	205	27	32	64	10	49	149	61	28	27	17	5	62	11	7	9	5	4	9	1	9	8	18	1	1	8	2	4	0	12	3	3	3	3	4	7	4	2	1	11	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	7977	3416	2073	1388	1025	1071	1667	688	1068	359	328	230	196	165	166	136	316	376	217	75	69	104	51	76	142	78	42	43	28	28	78	19	13	21	12	12	6	9	13	13	25	3	5	6	5	5	2	11	1	8	4	2	8	2	5	4	3	15	1	1	0	2	1	0	2	1	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north9_active	80	3975	1411	607	362	360	721	1445	447	924	177	116	66	65	68	42	71	273	339	186	32	33	68	10	50	130	63	24	23	15	5	65	12	4	15	5	5	5	2	8	7	22	1	2	4	2	4	1	9	0	6	3	2	5	2	4	2	2	15	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	7859	3395	2096	1344	1072	1096	1670	721	1048	363	320	252	183	178	171	140	323	357	204	81	71	83	57	77	132	67	37	33	30	28	72	16	21	24	8	13	9	7	12	9	21	3	3	8	3	9	9	13	1	7	3	4	5	2	7	1	3	14	1	1	1	2	1	1	2	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north10_active	80	3934	1410	623	340	390	720	1456	454	900	170	116	68	58	74	48	72	286	328	178	32	30	54	12	56	120	58	19	15	18	7	57	10	9	17	4	8	8	2	7	6	17	1	1	7	0	8	9	12	1	5	2	4	4	2	6	0	2	14	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	7947	3533	2037	1432	1092	1042	1657	653	1229	395	282	220	233	201	159	164	203	288	230	67	82	103	54	54	157	74	30	47	29	20	36	20	24	19	9	16	19	13	7	7	6	1	7	17	7	4	8	7	1	4	4	9	5	1	0	1	0	0	5	1	0	1	5	1	4	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3755	1462	588	389	391	671	1436	389	1080	177	103	59	72	74	49	89	175	248	182	27	32	75	8	37	143	60	12	28	9	9	17	12	6	11	3	4	15	6	4	4	6	1	4	16	4	0	7	6	0	2	2	7	3	1	0	0	0	0	5	0	0	1	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	7775	3468	2071	1425	1043	1026	1405	603	1032	403	284	223	211	189	165	152	177	216	174	72	78	84	54	45	151	67	21	40	28	18	41	15	27	15	7	9	7	15	5	8	7	0	8	11	6	4	3	6	2	3	5	7	2	3	0	0	0	0	1	1	0	0	5	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	3354	1287	555	372	333	610	1177	336	875	185	92	67	63	59	45	72	144	174	129	26	29	58	5	32	137	52	6	19	6	8	22	6	10	9	1	1	5	5	1	5	7	0	4	9	3	1	2	5	0	2	3	6	1	2	0	0	0	0	1	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	7577	3319	2038	1354	1042	934	1216	602	786	380	271	245	207	177	175	136	154	188	159	71	63	68	54	57	93	63	21	34	32	17	35	13	23	16	11	7	9	14	7	5	8	0	6	12	5	5	4	4	5	2	5	6	1	3	1	0	0	0	2	0	0	0	0	1	1	1	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north13_active	80	2932	1102	541	367	278	504	973	309	627	155	77	78	58	50	45	53	116	145	121	32	24	50	6	36	82	46	5	15	5	8	21	3	11	10	2	1	7	4	1	2	4	0	1	10	2	2	3	1	2	2	3	6	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_all	80	7254	3256	2000	1344	980	888	1010	541	640	378	262	249	202	172	156	112	172	166	139	73	59	73	59	61	76	50	25	30	32	20	29	19	18	12	12	3	7	14	7	5	9	3	5	6	4	5	3	5	5	3	4	3	0	3	1	0	1	1	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	2498	954	514	369	245	438	744	252	463	137	69	78	52	47	39	39	122	128	105	26	21	51	6	35	63	24	6	13	11	8	18	8	12	5	4	1	5	3	0	1	3	1	0	4	1	2	2	2	2	2	2	3	0	1	1	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	7164	3292	1945	1396	995	869	1002	522	632	348	268	259	216	179	154	122	169	181	141	79	52	66	60	67	86	53	28	35	31	21	28	23	22	9	13	5	14	10	8	7	9	6	5	5	3	2	4	9	7	2	3	0	2	1	1	0	1	1	5	0	0	0	2	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	2497	954	505	399	244	461	734	236	463	121	69	78	51	46	41	42	118	143	106	29	18	43	10	32	74	25	9	16	13	7	14	10	12	5	4	1	12	4	1	1	2	1	0	2	0	1	3	6	4	1	2	0	0	0	1	0	1	1	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	7273	3393	1968	1424	979	907	1094	528	711	326	276	254	208	188	162	146	174	211	165	80	52	83	56	63	75	58	36	30	27	21	38	30	21	12	10	13	14	9	9	12	8	7	6	5	3	2	5	15	5	2	2	2	4	1	2	0	2	2	3	1	1	0	2	1	0	0	1	0	1	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	2735	1081	534	407	275	496	837	259	537	121	77	76	49	52	44	61	127	183	130	34	19	56	9	33	64	34	15	17	13	6	25	17	11	6	5	3	13	2	2	6	2	1	0	3	0	0	4	14	2	1	1	2	2	0	1	0	2	2	3	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north17_all	80	7576	3495	1988	1458	998	1015	1308	551	865	343	294	252	215	186	172	165	219	256	187	83	63	92	58	55	111	57	35	45	33	24	46	29	23	14	12	14	16	7	13	13	7	5	5	4	6	4	9	18	7	0	2	3	5	1	2	0	1	1	4	1	1	0	2	1	5	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3231	1246	554	397	308	614	1062	287	706	150	91	70	54	56	49	75	172	232	155	33	26	66	14	33	101	40	18	20	19	10	34	18	14	7	6	5	14	1	9	7	4	0	1	2	1	1	8	17	5	0	1	3	3	0	1	0	1	1	4	0	0	0	1	0	5	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	7847	3499	2018	1431	988	1069	1523	619	982	327	302	242	222	196	180	159	233	313	194	91	62	100	51	59	128	67	33	35	38	28	53	27	23	19	11	16	15	9	17	10	7	5	5	3	7	6	9	13	7	1	2	3	3	1	3	0	2	1	5	1	1	0	1	1	5	1	0	0	2	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north18_active	80	3656	1380	582	372	343	693	1294	355	830	155	105	68	58	64	64	91	189	285	162	39	25	77	10	37	112	53	18	19	20	14	43	18	12	9	5	6	13	2	13	6	5	0	1	3	1	2	8	13	6	1	1	3	3	0	2	0	1	1	5	0	0	0	1	0	5	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_all	80	7971	3527	2014	1396	1004	1106	1673	664	1102	362	311	231	235	196	187	142	258	333	209	102	70	95	54	55	162	63	39	26	40	28	67	27	21	16	10	12	12	10	16	4	9	7	7	3	7	5	7	7	6	2	4	1	2	1	1	0	2	1	7	0	0	0	1	0	5	1	0	0	2	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north19_active	80	3953	1469	602	350	377	726	1450	400	961	181	116	67	64	73	73	86	212	300	183	45	25	72	17	39	142	52	22	11	26	15	57	17	9	7	4	8	8	4	14	3	8	0	2	3	2	2	7	7	5	1	4	1	2	0	1	0	1	1	5	0	0	0	1	0	5	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
