label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north7_active	80	3568	9257	558	981	440	321	859	280	239	958	365	347	80	107	36	119	67	159	24	20	26	39	15	33	11	5	17	12	13	4	3	3	2	4	8	10	6	12	3	2	0	3	5	10	2	4	2	4	3	1	2	1	1	2	3	2	3	0	0	3	0	1	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north8_all	80	8909	9815	2355	1899	1256	937	1234	619	504	977	552	450	261	225	172	206	143	172	91	76	82	84	49	63	47	32	48	40	37	24	21	15	16	18	21	16	14	25	5	7	8	13	7	17	4	5	4	5	6	6	5	3	1	3	4	3	4	0	1	3	1	1	0	0	0	2	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	3350	8118	564	872	412	303	834	252	213	794	359	292	82	94	37	105	60	125	24	23	32	45	12	32	13	6	18	18	17	2	3	3	5	6	7	10	5	11	2	3	1	4	7	9	2	3	2	5	4	1	2	1	0	2	4	2	4	0	0	3	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	8700	8500	2394	1861	1218	960	1123	622	522	865	523	407	255	231	154	200	149	137	89	80	79	82	50	55	44	40	46	40	35	23	20	19	16	16	20	17	11	25	7	10	8	10	5	7	2	5	5	5	4	5	3	1	1	5	3	5	1	1	2	3	1	1	0	0	0	2	3	0	1	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3120	6649	581	821	373	310	726	231	222	682	328	264	66	77	40	94	60	90	23	24	34	46	9	27	10	6	15	17	17	6	4	4	5	7	7	10	4	10	3	3	1	2	4	2	1	3	2	4	3	2	1	0	0	4	3	4	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	8834	8809	2320	1885	1242	972	1156	608	510	903	537	421	266	231	182	168	139	165	91	99	87	81	59	55	49	47	51	47	38	23	20	24	17	13	18	17	11	25	6	9	7	6	7	5	4	6	3	6	3	4	0	1	2	3	1	9	1	1	1	1	2	1	1	0	3	2	2	0	1	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	3259	7001	544	827	355	313	751	222	234	745	330	282	81	80	47	79	51	113	25	29	39	43	18	30	14	12	18	21	21	6	4	3	6	8	7	9	6	11	3	2	1	2	5	1	3	4	0	5	2	2	0	0	0	3	1	8	1	1	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	9199	11758	2319	1979	1316	899	1309	611	525	1278	600	524	243	211	160	225	134	172	111	92	80	76	75	80	47	40	47	38	37	22	17	15	26	12	19	19	9	10	5	13	6	7	6	11	14	4	3	7	7	4	1	2	2	3	1	3	2	3	1	2	0	2	3	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3875	10249	518	993	462	310	934	284	245	1133	440	401	83	107	39	114	52	95	41	21	27	31	19	52	18	12	16	19	19	8	5	2	8	3	10	12	4	8	1	7	0	4	1	4	11	2	1	3	3	1	0	0	1	2	1	3	1	1	1	1	0	2	2	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	9315	11733	2308	2037	1282	935	1239	619	538	1200	559	518	249	222	159	230	157	174	107	97	92	68	71	75	51	47	37	49	41	20	23	18	19	21	14	21	13	8	6	13	6	4	6	5	14	3	3	9	4	4	1	1	3	1	1	2	1	2	1	3	0	2	2	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	4011	10246	532	991	436	325	859	277	241	1058	405	405	85	108	31	124	67	103	35	24	34	28	18	46	15	15	13	30	22	6	6	4	7	5	10	13	5	5	2	7	1	1	2	3	13	2	1	2	1	1	0	0	0	0	1	2	0	0	1	1	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	9216	12069	2294	2083	1261	921	1180	629	538	1241	563	524	237	238	168	193	157	188	111	90	98	70	70	63	53	46	30	45	37	26	24	29	14	21	17	19	15	12	8	7	10	5	4	3	13	2	8	9	4	5	0	3	3	1	1	2	1	2	0	2	2	2	0	4	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	3914	10579	533	1038	427	333	794	267	250	1097	405	423	85	126	37	100	63	108	29	23	35	37	21	39	13	11	11	28	20	12	6	10	7	3	13	11	4	8	3	4	1	2	1	2	12	1	3	4	1	1	0	0	0	0	1	2	0	0	0	1	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	9258	12123	2311	2090	1237	999	1147	603	553	1170	523	535	240	243	168	184	145	207	107	83	95	65	62	69	48	41	26	44	41	28	19	32	14	27	17	20	20	18	9	4	12	8	5	10	6	4	10	9	2	3	2	2	2	2	1	4	2	4	1	1	2	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	3906	10668	537	1039	432	347	747	253	248	1017	352	419	88	111	37	99	70	133	28	24	45	34	15	42	11	11	11	26	24	13	5	12	9	4	11	14	6	13	3	3	2	3	2	7	6	0	5	3	0	1	1	0	0	1	1	4	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	9238	12561	2339	2099	1252	994	1139	618	601	1167	553	580	245	240	184	208	148	184	113	76	93	75	71	68	44	44	26	33	42	28	20	31	13	23	21	17	19	18	7	6	12	10	4	10	6	5	11	4	2	3	4	2	1	2	1	8	2	3	2	1	3	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	3805	11078	533	1087	427	335	750	275	268	1016	380	452	91	109	43	115	77	130	27	21	37	40	14	42	10	12	10	13	25	12	5	13	6	5	15	10	6	13	3	2	2	3	2	7	6	0	5	2	0	1	1	0	0	1	1	7	2	0	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	9137	12508	2340	2052	1252	985	1143	646	594	1199	558	548	244	239	173	212	145	182	99	68	87	83	68	77	38	48	30	35	38	19	20	18	17	23	22	16	17	20	5	8	8	10	7	11	4	6	5	8	2	2	6	2	1	5	1	8	4	3	2	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	3741	10979	529	1092	431	324	755	293	263	1058	399	413	89	105	40	117	71	125	28	20	31	42	16	48	7	19	9	15	23	7	5	5	7	4	17	10	7	15	2	3	1	4	3	7	3	2	3	4	1	1	2	0	0	2	1	7	3	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	9066	12450	2396	2057	1249	957	1223	654	562	1293	520	520	246	245	170	220	130	165	100	77	90	94	74	81	33	51	39	44	41	14	25	17	15	16	22	13	14	17	11	9	7	5	8	13	2	4	4	4	2	2	5	1	1	3	2	10	4	4	3	0	1	1	2	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	3714	10948	561	1117	424	321	821	281	244	1153	366	385	99	97	49	129	61	117	28	19	25	44	21	53	6	22	12	21	24	5	8	1	4	3	16	9	5	14	5	4	1	3	2	7	0	2	3	2	1	1	1	0	0	1	2	9	2	1	3	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	9125	12230	2334	2012	1259	969	1205	669	564	1288	503	506	249	230	149	215	120	187	98	76	86	86	66	94	35	51	41	54	35	17	25	18	13	16	31	13	14	11	13	7	6	4	9	6	2	6	4	4	3	0	4	1	0	4	3	9	3	1	4	0	1	1	2	3	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	3764	10698	549	1066	439	322	821	287	249	1144	348	377	95	89	43	122	52	131	28	15	25	38	18	65	5	22	15	25	19	6	7	2	4	2	22	9	4	8	6	4	1	2	2	1	0	4	2	2	1	0	1	0	0	2	2	8	1	1	3	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	9243	12162	2376	2041	1261	998	1307	640	578	1246	500	518	255	196	149	209	119	185	93	91	88	97	68	104	41	42	35	46	41	25	23	20	16	11	26	16	12	9	16	9	7	7	8	5	4	4	4	1	5	0	3	0	0	4	5	6	1	2	3	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north19_active	80	3814	10684	549	1070	439	331	914	283	263	1096	344	382	98	78	43	116	49	123	25	17	31	42	20	82	6	16	17	24	24	8	6	5	5	0	19	9	2	7	7	4	1	2	1	1	0	3	2	0	0	0	1	0	0	1	2	6	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_all	80	9231	11968	2281	2057	1248	986	1297	636	576	1245	534	512	240	196	167	214	125	200	96	93	79	96	68	96	47	38	31	46	38	33	18	16	16	16	23	23	15	13	14	8	7	8	7	4	5	4	3	2	5	1	3	2	1	2	3	2	0	2	1	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north20_active	80	3847	10594	529	1063	423	340	916	275	278	1103	380	366	91	76	39	119	50	132	26	15	29	38	19	67	8	12	15	28	23	11	2	6	3	2	15	15	3	10	6	3	0	1	1	1	0	3	1	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	9182	11401	2270	1994	1165	942	1263	646	583	1303	539	483	209	208	173	226	119	169	104	94	95	67	56	75	43	38	35	43	44	23	27	19	13	15	26	24	14	6	6	8	10	9	16	7	11	6	6	5	2	2	2	3	0	2	1	12	1	0	0	3	2	5	0	0	0	2	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	3743	9953	496	994	400	305	856	281	264	1127	353	334	76	80	44	136	64	107	49	23	32	40	19	52	9	8	13	28	22	1	10	6	3	4	17	18	5	2	2	5	3	4	5	6	6	2	4	1	1	1	1	1	0	1	0	12	1	0	0	3	2	5	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9113	10237	2328	1994	1184	944	1227	623	549	1209	550	427	218	195	164	219	123	182	100	84	99	69	63	78	39	41	38	38	43	26	25	26	13	11	25	20	17	8	5	5	9	9	9	8	6	5	10	5	2	4	1	4	4	4	1	11	2	0	0	4	0	1	0	0	0	0	0	0	0	1	1	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	3598	8672	544	957	388	304	821	265	243	1008	356	300	59	67	43	127	58	113	40	24	35	41	18	51	10	7	12	24	26	3	8	6	5	0	16	14	5	1	1	4	2	4	2	5	2	2	4	1	1	0	1	2	2	1	0	11	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8943	9252	2388	1918	1207	931	1186	633	541	992	524	426	227	184	161	211	120	187	97	84	94	82	68	73	43	35	46	46	40	21	21	26	15	14	24	20	18	9	7	8	12	7	5	12	5	9	10	6	2	3	2	3	4	4	1	1	2	0	0	5	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	3386	7551	585	870	405	286	756	258	233	793	322	299	68	66	46	111	47	116	34	20	36	41	20	42	13	4	17	28	20	2	6	3	6	0	13	14	5	1	1	6	4	4	2	8	1	6	4	2	1	0	2	1	2	1	0	1	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	8754	8581	2353	1921	1219	908	1129	600	506	963	495	432	226	188	160	188	136	185	82	80	80	80	66	77	43	32	44	50	36	18	15	26	15	14	31	19	13	14	7	7	9	3	6	7	3	9	8	7	2	4	1	2	5	3	3	1	3	0	0	3	1	1	2	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	3199	6811	601	867	385	276	687	236	216	772	305	304	67	62	45	80	47	105	25	25	27	39	18	47	10	4	15	27	16	2	3	2	5	0	13	11	4	6	1	5	3	1	2	3	1	6	2	1	1	0	1	2	3	0	2	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	8711	8934	2356	1923	1232	889	1198	598	530	943	486	441	219	185	158	195	138	189	86	71	75	81	62	79	41	29	38	56	43	22	14	21	16	13	31	18	12	18	6	9	8	0	4	5	2	10	6	6	4	2	1	4	2	1	3	2	2	0	2	3	1	1	2	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south25_active	80	3271	7183	592	889	407	279	739	218	237	746	309	307	73	67	43	92	51	109	30	16	26	35	18	50	9	5	13	28	17	4	1	2	8	2	16	13	5	11	1	5	3	0	0	3	1	6	5	3	2	0	1	2	1	0	2	1	0	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	south26_all	80	8835	9846	2356	2005	1191	870	1259	611	556	1047	501	509	214	172	161	191	139	218	97	61	84	81	67	76	43	28	32	56	43	20	20	22	14	13	26	19	12	26	9	12	6	0	4	4	0	5	4	5	4	4	0	4	1	0	2	2	2	1	2	2	0	1	2	0	1	1	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2
0.03	south26_active	80	3508	8157	587	996	402	265	832	233	263	870	331	375	69	68	36	91	52	141	32	14	33	32	19	50	12	6	9	31	17	6	1	5	5	3	15	11	5	21	4	3	2	0	0	3	0	2	4	2	2	1	0	2	1	0	2	1	1	0	2	2	0	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2
0.03	south27_all	80	9028	10803	2380	2066	1192	917	1283	603	583	1094	569	488	214	189	151	219	140	215	104	60	86	89	60	81	51	34	28	63	48	17	22	22	15	13	17	22	10	24	11	10	7	2	5	7	2	5	11	3	8	3	0	5	0	1	1	2	1	1	2	3	1	4	0	0	0	3	1	1	1	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2
0.03	south27_active	80	3677	9223	586	1054	414	304	887	242	288	933	391	371	69	77	33	125	59	145	29	10	31	31	17	46	13	7	8	40	23	6	3	7	4	4	12	14	5	20	4	2	1	1	2	6	2	2	11	2	4	1	0	1	0	0	0	1	1	0	2	3	0	4	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2
0.03	south28_all	80	9132	11725	2354	2033	1177	942	1302	619	589	1252	646	502	233	197	152	207	158	222	111	65	85	97	68	76	52	41	28	57	48	16	25	27	19	13	13	23	13	26	13	9	7	6	5	9	2	5	11	4	7	3	0	3	0	2	3	2	1	1	2	4	1	4	0	1	0	3	1	1	1	0	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	3825	10246	560	1049	438	296	901	266	287	1100	449	391	80	84	25	117	72	160	29	14	37	39	19	40	14	11	5	35	20	5	5	10	5	4	7	14	5	21	4	3	2	2	2	6	2	3	11	2	2	1	0	1	0	0	1	1	1	0	2	3	0	4	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	9134	11990	2317	2062	1233	950	1228	641	597	1259	638	488	236	212	153	192	164	209	102	77	85	98	59	81	50	38	38	53	44	13	26	27	18	12	17	20	11	17	9	12	6	8	9	9	3	3	9	6	7	3	1	2	0	2	4	3	1	1	3	4	1	6	0	2	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3796	10564	544	1060	438	304	825	274	276	1107	426	375	78	86	30	110	72	149	27	12	33	47	16	47	11	11	10	35	17	2	10	7	3	3	12	13	2	12	1	6	2	2	5	6	2	3	8	3	3	1	0	0	0	0	1	1	1	0	1	3	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	9241	12133	2318	2116	1241	922	1220	635	593	1304	589	547	236	208	156	174	169	196	105	76	88	91	60	87	45	37	39	48	41	19	23	23	18	11	19	16	11	16	6	12	9	11	7	8	3	2	9	7	8	2	1	1	1	2	3	15	0	4	5	5	0	7	1	2	0	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3919	10708	526	1079	441	310	797	266	267	1140	401	414	65	82	36	89	71	135	31	14	33	54	12	51	13	10	10	36	16	5	9	5	4	3	14	10	3	10	1	9	4	2	3	4	2	2	8	3	4	0	0	0	0	0	1	13	0	2	2	4	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
