label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99
0.03	north1_all	80	9158	11720	2345	2043	1240	855	1183	678	561	1256	539	546	249	206	167	189	140	172	103	95	99	77	69	69	43	36	32	35	42	20	25	11	14	15	14	23	10	16	7	14	13	6	8	8	4	1	6	6	6	6	2	3	2	4	0	5	2	2	2	12	0	2	0	0	2	0	0	1	0	0	2	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north1_active	80	3767	10277	536	1034	422	288	821	286	281	1109	361	420	73	77	49	107	61	113	37	25	44	46	23	39	9	9	12	20	18	4	5	4	5	2	8	17	4	13	5	5	2	1	5	3	3	1	4	3	2	2	0	1	1	0	0	4	1	0	2	12	0	2	0	0	1	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	9136	11606	2337	2021	1269	879	1228	662	553	1216	573	556	250	219	162	182	152	187	94	93	98	79	63	77	45	42	28	39	24	25	24	14	16	20	23	26	8	11	10	13	17	9	7	5	3	4	2	6	3	8	2	6	3	4	0	4	1	1	2	2	3	0	0	0	2	0	0	1	0	0	3	1	1	7	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
0.03	north2_active	80	3773	10209	544	1032	454	322	849	283	283	1075	412	407	79	87	42	97	69	128	28	17	41	44	20	45	11	13	12	21	13	5	5	3	5	2	13	18	4	9	5	5	2	3	4	1	1	3	1	3	0	1	0	2	1	0	0	4	1	0	2	2	3	0	0	0	1	0	0	0	0	0	2	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	9138	11650	2333	2001	1252	947	1290	667	565	1241	532	587	241	228	174	204	140	204	90	91	73	73	58	82	47	51	36	34	27	29	24	19	20	19	20	29	8	11	11	14	10	10	12	3	2	5	1	5	5	8	0	9	3	4	2	5	1	3	1	2	3	0	1	2	2	0	0	1	0	0	2	1	1	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3	0
0.03	north3_active	80	3756	10268	550	1014	442	326	903	307	280	1091	383	427	79	91	42	108	56	134	27	19	27	36	21	55	15	18	17	20	14	6	6	6	5	1	11	22	3	9	4	6	1	6	8	1	1	4	0	2	0	1	0	2	1	0	2	5	1	0	0	2	3	0	0	1	1	0	0	0	0	0	1	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_all	80	9100	11689	2338	2014	1262	989	1299	641	573	1235	557	566	237	244	173	204	142	242	101	89	78	77	65	85	42	49	37	38	28	25	21	20	16	13	22	29	10	9	12	13	10	10	11	5	3	7	2	4	7	5	4	8	3	3	2	1	1	2	2	0	4	0	2	4	2	0	0	0	0	0	2	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	3	0
0.03	north4_active	80	3794	10306	557	1054	453	357	905	291	282	1084	399	401	80	103	36	108	63	174	30	22	29	29	21	53	14	17	14	22	17	6	4	6	4	1	11	21	3	6	4	4	1	6	7	2	2	3	1	1	1	0	2	1	1	0	2	1	1	0	0	0	3	0	1	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
0.03	north5_all	80	9056	11760	2358	2031	1254	958	1296	661	536	1264	572	565	244	239	172	212	141	241	105	88	73	81	66	73	37	46	45	38	35	26	20	25	11	12	19	18	15	13	8	8	5	6	11	6	2	7	2	1	10	3	4	6	4	2	2	3	0	2	2	1	1	0	2	5	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	3	0
0.03	north5_active	80	3765	10380	546	1066	444	338	926	291	261	1117	405	414	82	110	37	117	61	178	26	25	25	25	21	42	13	12	20	19	21	8	4	6	2	1	9	16	6	11	3	3	0	5	9	3	1	3	1	0	3	0	2	1	2	0	2	3	0	0	0	1	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
0.03	north6_all	80	9058	12023	2335	2036	1297	957	1234	628	516	1231	548	531	251	226	176	227	144	241	108	90	70	81	68	81	35	40	45	33	36	26	18	22	6	16	21	14	18	14	6	10	4	7	9	18	4	5	3	2	7	4	6	5	2	4	2	2	3	2	2	2	1	0	1	3	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north6_active	80	3809	10578	540	1072	469	349	897	280	244	1102	369	381	81	109	36	128	68	186	26	23	21	32	22	43	11	8	19	15	19	5	3	5	0	4	5	10	7	10	3	3	0	4	8	10	2	2	2	1	3	0	3	1	1	2	2	2	3	0	0	2	0	0	1	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north7_all	80	8957	10784	2384	1962	1297	915	1229	652	516	1117	546	498	254	243	168	223	147	206	97	73	84	83	55	64	37	36	45	31	30	23	15	21	10	21	21	16	16	19	6	5	6	10	5	19	4	8	5	4	6	6	5	4	2	4	3	3	3	0	1	3	0	1	0	1	0	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
