label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89
0.03	south32_all	80	10907	2891	1569	1451	1495	865	638	637	879	624	224	270	255	193	222	104	108	122	82	54	72	39	40	38	34	26	64	29	17	18	16	15	17	16	15	12	4	9	5	6	3	9	5	2	2	7	11	2	1	0	2	1	3	1	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	6993	1181	552	721	936	434	322	349	656	429	83	129	145	90	154	45	48	75	35	19	32	14	20	17	15	11	44	10	9	10	7	4	8	7	5	3	2	6	3	2	2	2	2	1	0	6	6	1	1	0	1	0	2	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	11618	2940	1562	1504	1633	866	702	650	932	616	207	257	267	177	241	104	119	125	72	56	86	39	46	40	42	28	63	22	15	21	13	12	16	13	15	12	4	10	4	5	4	6	6	3	2	7	7	3	1	1	3	0	2	2	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	7666	1249	564	765	1052	430	361	384	729	411	78	132	145	83	165	43	57	77	32	21	38	12	22	16	17	11	52	9	7	9	6	4	6	8	6	3	1	6	2	3	1	1	3	2	0	6	6	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	11451	2955	1591	1502	1587	811	631	611	851	612	229	257	245	182	226	102	121	101	70	57	82	41	45	35	45	32	55	25	11	21	13	15	11	15	14	11	5	6	6	3	6	6	4	4	2	7	15	4	2	3	4	0	4	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south34_active	80	7451	1227	563	727	995	410	325	339	652	395	85	124	139	90	138	41	56	70	34	25	41	13	21	14	18	12	46	8	4	7	5	4	2	10	6	3	1	2	2	2	1	2	2	2	0	6	14	1	1	2	1	0	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	10768	2906	1588	1472	1485	805	653	562	736	535	219	260	220	183	198	94	118	109	71	58	75	46	36	36	44	44	41	26	11	20	11	14	12	15	16	11	5	9	4	3	7	1	4	7	1	1	10	3	1	5	5	0	4	1	0	1	2	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south35_active	80	6720	1163	563	680	897	420	316	294	523	335	68	110	113	92	122	32	56	70	35	25	45	13	18	12	19	17	31	8	2	5	5	5	5	9	8	4	1	4	0	2	3	1	2	3	0	1	10	1	0	3	1	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10081	2837	1591	1443	1345	771	630	552	611	506	233	269	205	179	203	106	119	104	74	56	74	38	37	37	49	44	35	22	13	12	18	10	12	16	15	9	5	7	4	5	7	4	1	5	1	2	15	1	2	4	4	1	4	0	1	2	2	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	5985	1103	551	640	774	380	305	260	399	307	77	104	105	96	121	40	52	57	32	24	44	10	17	11	21	17	19	6	2	1	7	3	6	7	10	2	2	4	0	2	2	2	0	2	0	1	15	0	0	2	1	1	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	9899	2709	1589	1396	1343	763	665	548	661	464	228	257	207	187	198	119	109	97	76	58	77	32	28	38	49	33	36	24	19	9	18	10	14	12	18	12	7	8	5	6	6	6	3	3	0	3	9	1	1	3	1	1	2	0	1	2	2	1	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	5785	1038	559	626	742	354	323	263	426	274	70	103	109	100	113	39	49	50	30	24	43	10	9	10	20	14	17	8	9	2	6	2	8	4	13	3	4	3	1	3	3	3	1	1	0	1	9	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	9523	2673	1577	1374	1321	748	647	526	649	452	212	252	205	201	196	132	96	88	75	55	59	45	31	40	43	28	43	28	21	9	20	10	12	11	21	12	5	6	5	7	4	6	5	3	2	2	7	0	5	2	0	3	3	0	1	1	1	0	0	1	1	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south38_active	80	5518	1039	572	584	716	344	317	261	411	258	74	115	109	106	107	40	45	43	30	23	30	12	8	9	15	12	22	12	9	3	7	0	4	4	16	5	4	2	2	3	2	2	2	1	1	0	7	0	1	2	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	10191	2716	1563	1384	1411	783	616	532	780	514	220	246	194	208	224	127	97	105	84	55	46	46	37	40	42	30	57	28	22	13	20	12	10	11	21	11	6	6	10	7	4	7	8	4	3	9	3	1	5	1	0	2	5	0	2	3	2	0	0	1	1	1	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
0.03	south39_active	80	6199	1100	550	614	801	362	302	291	528	343	73	126	105	119	122	38	44	73	37	19	21	13	11	9	17	10	40	10	10	3	8	1	3	5	15	6	4	2	6	3	1	2	2	1	2	8	2	0	1	1	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	10954	2818	1531	1429	1447	817	580	586	868	557	219	261	220	206	238	108	101	105	91	64	41	49	45	35	39	26	71	25	16	13	14	12	13	9	17	9	5	8	12	7	3	5	5	7	5	17	1	1	5	1	2	3	5	1	5	2	2	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	6980	1168	554	672	850	406	274	357	624	398	83	140	109	115	132	32	47	74	48	19	22	14	14	11	23	7	54	7	6	4	6	4	4	4	11	6	2	3	9	3	0	1	1	2	3	17	0	0	1	1	1	1	3	1	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
