label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71
0.03	north1_all	80	2516	1019	533	479	280	235	314	153	92	88	69	38	47	29	130	28	188	45	16	36	63	16	10	4	26	4	28	7	8	7	4	8	5	1	3	7	2	1	3	0	0	0	2	0	14	2	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1516	503	186	300	144	119	250	102	25	57	19	5	10	5	118	10	178	33	8	31	60	10	7	0	23	2	26	6	8	2	2	8	1	0	3	6	1	0	3	0	0	0	1	0	14	1	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2508	1034	509	491	286	220	291	161	96	87	63	40	35	29	118	21	212	45	13	36	66	15	8	9	26	4	26	8	17	7	2	5	4	2	3	5	2	1	4	0	0	0	0	0	14	2	0	1	0	0	6	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1437	492	163	289	146	113	221	93	17	55	15	7	6	4	107	5	201	33	5	30	62	8	5	4	23	2	24	7	17	1	0	5	2	1	3	3	1	0	4	0	0	0	0	0	14	1	0	0	0	0	6	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2417	993	515	507	292	212	273	149	97	73	61	44	42	33	82	24	140	49	11	27	32	13	6	11	18	5	18	8	24	2	3	8	6	3	1	4	1	1	4	0	0	0	1	1	7	0	0	2	0	0	6	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	1277	468	144	294	137	106	207	74	20	34	16	11	7	6	75	5	130	38	8	20	30	8	4	5	16	2	16	8	23	0	2	8	3	1	1	3	0	0	4	0	0	0	0	1	7	0	0	0	0	0	6	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2286	960	551	482	271	202	245	166	95	84	53	45	44	38	58	21	82	40	16	33	31	9	6	12	20	4	16	10	25	3	2	5	7	4	0	2	1	2	1	0	0	0	1	1	0	0	0	2	0	0	2	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1113	420	128	270	118	89	184	80	20	42	11	14	9	10	45	5	73	32	11	26	29	5	4	5	18	2	15	9	23	0	2	5	3	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2270	949	577	486	255	197	198	149	92	89	61	44	52	35	64	24	68	31	15	40	31	10	5	9	21	6	18	11	23	2	2	6	6	2	0	1	0	3	1	1	0	0	1	1	0	0	0	1	0	1	3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1128	435	146	280	102	78	144	67	18	42	12	12	10	10	41	9	59	27	10	31	28	7	2	3	20	3	17	10	20	0	2	5	2	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2226	929	563	438	251	196	246	142	96	94	55	49	55	40	65	22	58	32	16	34	25	10	7	7	22	8	14	9	5	3	3	5	3	3	1	0	0	3	2	1	0	0	0	0	5	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1093	416	147	245	99	76	181	66	19	48	9	10	9	10	42	8	52	27	5	26	17	6	5	1	18	4	14	8	2	1	2	3	1	0	1	0	0	2	2	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2213	957	571	426	276	196	245	127	101	95	60	55	44	39	65	29	90	30	18	27	26	9	10	7	17	8	18	2	5	5	4	6	1	2	1	0	2	1	2	1	1	0	1	0	5	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1140	441	163	240	129	89	178	59	20	45	12	13	8	7	47	10	82	26	4	20	18	7	7	1	14	2	16	2	2	3	3	4	0	0	1	0	2	1	2	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2281	933	520	429	312	212	286	124	104	93	57	52	41	38	77	31	100	40	19	24	37	11	13	5	40	11	13	2	12	4	4	7	1	2	1	24	3	1	2	0	2	0	1	0	15	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1245	444	157	234	177	89	216	53	18	49	13	10	6	4	66	12	91	33	4	17	32	8	9	0	37	4	11	2	10	3	3	5	1	0	1	24	2	1	2	0	1	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2329	966	504	439	327	216	301	125	106	107	60	49	46	38	121	31	110	50	20	24	45	18	14	10	42	8	35	1	12	5	5	10	2	1	2	24	3	0	1	1	5	2	1	0	14	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1327	471	130	254	190	100	233	63	22	61	13	10	6	5	109	13	102	40	5	21	40	16	11	5	38	3	33	1	10	2	4	8	1	1	1	24	2	0	1	0	4	0	0	0	14	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2481	999	484	454	331	241	310	127	110	106	59	53	54	29	118	33	119	42	19	24	42	23	9	10	61	8	33	1	24	5	6	9	4	1	3	26	2	0	3	1	4	2	1	0	10	1	1	0	0	2	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1441	519	138	279	191	106	248	74	29	66	10	9	8	4	105	14	114	32	7	22	39	17	7	6	56	3	32	1	23	2	4	7	1	1	0	26	0	0	3	0	3	0	0	0	10	1	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2502	1057	508	504	292	208	323	141	96	106	59	63	45	35	98	32	200	54	23	47	31	11	11	4	20	3	36	7	9	3	10	3	4	6	1	13	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north11_active	80	1511	566	147	327	152	119	268	77	25	54	13	18	6	9	86	8	190	45	13	39	25	8	4	0	13	1	36	4	9	1	8	2	0	1	0	12	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north12_all	80	2401	1023	515	487	292	203	287	137	101	107	67	58	41	32	101	30	153	62	22	53	33	11	14	4	15	5	33	8	12	4	8	3	3	5	1	12	1	2	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0
0.03	north12_active	80	1436	522	139	312	145	109	222	75	34	53	12	17	8	8	89	8	139	53	16	42	26	9	6	0	12	1	32	5	12	2	6	2	1	1	1	12	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
0.03	north13_all	80	2340	1008	529	464	276	187	284	143	100	104	66	52	37	30	90	21	117	50	21	50	35	13	14	2	14	5	34	5	8	2	7	2	6	4	1	10	1	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north13_active	80	1332	489	128	279	137	87	202	73	30	53	9	18	8	7	72	4	95	44	15	38	26	8	9	1	12	0	32	4	6	1	6	1	1	1	1	10	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north14_all	80	2255	935	509	406	303	209	259	129	101	89	73	47	38	36	87	15	85	42	16	52	29	10	11	3	15	6	23	3	7	1	5	1	6	1	2	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
0.03	north14_active	80	1209	417	114	238	138	89	182	61	25	41	15	13	9	12	66	2	65	34	7	39	21	5	9	1	14	1	19	3	4	1	4	0	1	1	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north15_all	80	2253	918	533	389	285	218	256	128	108	90	66	42	42	37	70	17	58	21	14	30	28	14	12	4	19	3	21	1	5	3	3	0	4	3	3	9	0	2	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	1192	386	118	204	128	92	188	63	27	43	18	11	11	10	51	4	40	17	5	23	20	8	10	1	18	1	15	1	2	0	2	0	0	2	2	8	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2344	934	535	377	271	236	239	125	98	90	68	42	45	34	66	25	65	21	17	25	27	12	13	5	23	2	21	4	5	5	4	1	3	4	3	9	0	1	3	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1234	387	126	191	119	108	180	68	22	42	20	9	14	8	45	8	46	17	7	22	20	7	7	0	21	1	16	2	2	0	2	1	1	3	2	8	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2393	981	546	422	258	217	226	131	96	98	63	40	46	38	84	30	90	38	24	28	28	12	16	7	20	4	31	6	11	8	4	1	1	3	5	9	0	3	4	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1344	442	145	240	125	103	178	78	23	47	19	7	14	7	67	9	75	34	11	26	22	6	8	1	18	3	27	4	10	2	3	1	1	2	4	8	0	2	2	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2485	1016	547	452	260	230	268	140	74	104	67	40	40	41	92	34	131	38	22	29	33	11	11	11	20	5	36	7	18	6	4	5	2	2	3	5	0	2	4	1	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1445	488	152	262	142	121	198	86	15	52	18	10	12	8	78	8	117	33	10	25	29	6	5	1	17	3	35	4	17	3	2	5	1	2	3	5	0	2	2	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2550	1043	526	490	267	231	324	142	78	103	76	43	39	43	125	31	172	40	23	30	38	15	7	12	19	6	33	6	18	7	4	6	2	0	3	6	1	3	4	0	1	1	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1523	550	157	307	148	119	241	81	16	56	18	7	8	8	111	7	163	34	7	24	33	8	4	1	18	4	32	5	17	3	2	6	1	0	3	6	1	2	3	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2562	1073	514	481	293	225	353	145	73	97	71	47	34	38	100	30	183	32	18	40	45	16	13	11	24	6	39	7	17	5	8	7	2	1	5	6	1	1	2	0	1	1	0	0	13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1539	543	167	305	169	126	272	78	18	51	12	9	2	7	92	5	175	24	6	34	42	8	9	0	22	1	38	6	17	2	7	6	1	0	3	6	1	0	1	0	1	1	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2262	955	528	419	263	209	235	137	86	111	58	63	45	44	70	17	71	35	15	28	21	17	6	10	10	7	15	6	9	3	5	4	5	2	3	5	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1149	387	131	206	109	92	159	66	11	58	14	15	5	6	56	5	57	28	9	18	20	9	4	3	8	2	14	5	8	2	4	3	1	0	2	5	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2242	931	549	422	248	203	251	128	95	112	59	55	39	40	63	19	71	30	16	26	13	19	7	10	12	3	13	3	11	4	8	3	1	2	4	5	2	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1117	398	134	215	93	88	169	63	18	58	17	12	8	8	44	5	62	26	10	14	11	12	3	2	10	1	13	2	8	2	6	3	0	0	2	5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2207	903	533	418	287	203	247	134	102	102	65	52	38	41	65	20	54	35	14	30	17	17	6	8	15	0	14	1	22	3	8	3	2	1	4	6	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1072	368	124	211	121	87	170	74	14	44	16	8	6	8	44	5	48	29	10	17	16	11	2	0	13	0	14	0	16	1	6	2	0	0	2	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2214	921	539	440	275	183	228	135	104	97	63	50	34	42	85	21	51	25	12	21	17	16	5	8	14	1	15	1	21	1	7	2	4	0	2	6	1	0	2	3	0	1	1	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1070	380	124	228	124	75	156	73	25	51	15	8	7	10	65	4	47	19	5	11	14	8	1	0	12	1	15	0	15	0	4	1	0	0	0	5	0	0	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2418	985	531	451	294	189	229	150	116	101	56	52	36	33	105	19	47	28	12	32	35	10	3	9	17	1	8	1	18	5	8	2	5	0	2	4	0	1	2	3	0	1	1	0	9	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south25_active	80	1273	432	138	243	159	85	162	89	31	59	12	9	7	7	87	4	39	19	5	26	32	4	1	0	14	1	8	1	15	2	5	0	0	0	0	3	0	1	1	1	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south26_all	80	2455	997	518	495	300	206	235	164	120	103	53	47	34	28	132	14	83	41	11	37	38	8	5	10	21	1	10	1	13	4	9	2	5	0	1	4	0	1	3	4	0	0	2	0	11	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south26_active	80	1362	473	146	289	155	93	166	90	39	68	20	8	8	7	117	2	64	30	3	28	34	1	2	2	18	1	9	1	13	2	7	1	1	0	0	4	0	1	1	1	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south27_all	80	2576	1001	531	551	342	221	267	167	106	111	58	45	33	26	158	17	101	40	18	39	59	8	8	10	28	3	10	3	20	6	8	3	3	0	0	4	0	1	1	3	0	0	2	1	9	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south27_active	80	1538	497	177	331	177	110	200	94	33	78	23	8	8	8	145	3	82	35	8	32	55	2	6	3	25	0	8	3	19	2	7	1	1	0	0	4	0	1	0	0	0	0	0	1	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0.03	south28_all	80	2546	987	498	532	336	237	270	151	101	106	60	43	42	30	157	18	114	60	16	28	53	9	7	10	35	5	24	2	19	5	15	4	2	1	1	6	1	1	1	1	1	0	1	3	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1569	502	169	331	164	125	200	83	25	74	23	9	11	8	148	3	97	56	8	21	50	1	6	4	34	0	22	2	18	2	13	2	1	0	0	6	1	1	0	0	1	0	0	3	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2548	1009	495	518	317	217	285	130	101	104	64	40	45	33	144	19	119	49	19	27	65	11	9	7	50	7	45	5	40	4	14	10	1	3	1	2	1	0	3	3	1	0	2	3	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1545	507	174	322	153	117	226	83	26	72	20	9	14	7	135	3	114	45	11	24	62	1	7	3	49	1	44	4	39	2	10	7	0	1	0	2	1	0	2	1	1	0	1	3	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2546	1095	496	483	295	223	300	138	107	94	61	51	42	39	143	27	139	41	17	27	44	9	9	10	42	9	45	4	34	6	15	10	2	4	2	6	1	0	3	2	1	0	1	3	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1554	575	181	306	142	124	234	84	28	58	20	10	15	8	131	8	134	36	8	23	42	0	8	2	41	3	43	3	33	4	12	7	0	1	1	6	1	0	3	1	1	0	1	3	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2185	959	519	407	271	222	227	135	87	79	62	47	53	38	67	22	74	30	11	24	26	19	10	8	12	10	12	6	5	5	7	5	3	2	1	3	0	0	1	2	0	0	1	1	0	0	0	0	1	1	2	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south31_active	80	1099	432	121	226	107	106	152	72	18	42	14	13	8	9	49	4	68	20	5	21	23	12	4	1	9	8	7	2	4	2	6	2	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south32_all	80	2205	956	491	408	286	219	230	141	84	82	60	47	46	34	64	25	67	35	14	24	26	16	10	10	13	5	9	7	11	7	3	4	2	2	0	1	0	0	0	3	2	1	1	1	0	0	0	0	1	1	2	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	1120	399	113	223	113	103	155	77	16	45	13	13	10	11	50	6	63	27	8	21	20	9	5	1	7	3	6	4	9	5	2	1	2	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	2229	963	474	425	274	220	235	152	86	87	60	47	37	37	67	22	86	35	12	19	25	10	10	9	16	10	10	9	11	6	2	3	2	1	0	2	0	0	0	3	2	1	1	1	0	1	0	0	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	1136	409	111	214	115	107	162	90	16	48	14	9	10	8	52	5	80	26	7	15	19	3	5	1	10	5	7	6	9	6	2	0	1	1	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	2236	1010	468	441	273	206	227	134	82	80	76	44	35	40	68	21	81	33	13	34	27	7	8	9	12	12	13	7	12	7	4	1	1	2	0	2	0	0	0	2	2	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	1163	424	108	235	122	97	156	71	13	46	17	8	11	12	50	5	74	23	9	27	20	1	4	3	7	6	12	5	10	5	3	1	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2214	993	489	435	265	217	234	130	91	86	78	48	35	41	82	19	94	22	11	37	24	7	7	10	13	10	12	6	12	4	7	1	3	3	0	4	1	1	0	1	1	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south35_active	80	1101	433	125	222	132	100	163	64	14	47	16	10	9	8	58	5	85	15	5	28	16	2	4	5	10	5	11	5	10	1	5	1	1	1	0	4	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2210	987	521	391	261	220	232	109	94	88	75	48	35	47	73	25	90	18	12	37	21	9	10	12	19	9	10	4	12	3	7	2	4	3	0	2	1	1	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0
0.03	south36_active	80	1129	448	142	212	126	106	158	49	18	51	11	12	9	14	51	7	82	9	5	28	13	4	5	5	17	5	8	2	10	0	5	1	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
