label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north1_all	80	3721	4836	1033	798	574	639	297	306	280	496	134	151	85	80	56	264	195	37	41	29	39	95	68	112	15	20	6	7	3	5	3	5	15	4	6	16	2	3	2	1	0	1	1	1	4	0	1	1	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1038	4173	404	369	315	472	72	177	195	441	72	115	36	40	26	241	178	12	8	8	23	91	66	104	5	13	0	0	1	3	2	4	13	0	6	15	1	3	1	0	0	0	0	1	2	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	3734	4763	1038	759	576	663	290	310	298	534	145	170	75	75	54	300	253	38	33	28	38	120	62	64	12	20	7	7	3	8	5	6	11	4	4	16	2	2	1	2	0	1	1	1	4	0	1	1	1	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	1041	4102	389	356	322	490	57	183	212	481	79	120	31	42	25	280	235	16	7	8	24	113	60	57	5	14	2	0	1	3	3	5	9	0	4	14	0	2	0	1	0	0	0	1	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	3802	4797	1015	779	577	640	286	331	293	534	139	193	81	82	56	283	246	40	38	29	35	157	80	51	12	19	10	8	6	7	6	8	9	4	5	2	3	9	1	1	0	0	1	3	2	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north3_active	80	1079	4139	366	375	327	455	59	200	210	486	68	135	33	38	24	268	230	15	7	7	20	149	78	43	4	12	2	0	3	2	4	7	8	0	3	0	0	9	0	1	0	0	0	2	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
0.03	north4_all	80	3848	4637	1017	753	563	593	276	320	285	600	156	201	87	88	58	316	224	47	32	27	30	167	103	32	11	13	13	9	4	6	6	8	9	4	3	7	4	7	2	2	0	0	0	6	2	0	1	1	0	2	0	4	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	north4_active	80	1078	4004	361	349	313	429	55	190	198	543	74	142	36	42	20	303	209	17	8	3	19	159	98	28	3	8	2	4	2	1	4	7	8	0	1	5	0	7	1	1	0	0	0	5	2	0	1	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	north5_all	80	3793	4756	988	776	534	594	287	311	291	623	156	203	84	92	64	271	210	43	37	31	28	157	100	38	6	15	12	11	5	4	4	7	4	5	4	8	5	8	1	1	0	0	0	5	0	0	1	0	1	1	0	6	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
0.03	north5_active	80	1027	4105	358	360	292	421	63	175	198	561	70	144	32	44	20	259	192	13	8	4	16	149	94	35	2	10	3	4	3	2	2	7	4	1	1	6	0	8	1	0	0	0	0	4	0	0	1	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
