label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190
0.03	north6_all	80	2392	1127	982	738	370	396	292	425	191	389	187	401	115	119	100	173	136	84	80	62	69	49	59	46	36	42	45	56	50	57	35	18	66	25	51	41	25	137	11	7	18	28	18	18	12	43	11	30	11	15	47	6	11	12	10	11	8	48	7	5	9	5	41	6	5	14	3	6	10	10	4	3	6	1	3	2	4	2	4	6	2	2	5	5	2	1	12	1	1	3	3	3	6	0	1	0	3	0	0	0	0	7	1	2	15	1	1	0	1	1	3	0	1	2	0	0	2	1	0	0	0	1	7	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north6_active	80	906	333	605	443	81	214	81	312	44	309	122	334	53	23	41	137	95	38	29	31	33	23	15	21	18	12	25	44	33	44	13	5	55	7	44	23	8	133	4	3	11	15	5	12	1	31	4	25	8	3	44	4	1	3	6	3	2	45	3	3	2	3	38	0	4	11	1	4	7	6	2	0	1	0	1	2	2	1	2	6	0	0	5	3	1	0	11	1	1	1	1	2	2	0	0	0	3	0	0	0	0	5	0	2	15	1	0	0	1	1	2	0	1	2	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_all	80	2352	1124	996	720	371	389	270	424	199	389	180	441	124	133	100	165	131	86	72	56	73	47	48	51	48	40	44	40	58	54	33	23	70	22	44	29	21	164	12	9	24	20	13	24	13	44	11	39	10	14	42	8	8	11	12	11	10	68	6	5	7	5	33	5	5	11	5	7	7	9	2	3	6	1	4	2	3	2	5	4	2	4	6	4	5	0	9	2	1	4	0	1	5	0	2	0	2	0	0	0	1	10	1	2	15	2	0	1	0	1	2	1	0	0	0	0	2	1	1	0	0	1	9	0	1	0	0	0	0	2	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north7_active	80	898	324	611	421	88	207	75	314	58	316	114	378	57	21	40	132	95	42	29	30	36	23	14	22	27	11	20	32	42	37	11	8	61	10	36	17	9	160	5	4	12	8	4	15	2	30	5	32	6	3	40	5	0	3	8	4	1	64	3	3	2	4	31	0	3	8	2	4	4	5	2	0	1	0	1	1	1	1	2	3	0	0	6	2	3	0	8	2	1	2	0	1	2	0	0	0	2	0	0	0	1	8	0	2	15	2	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north8_all	80	2323	1105	988	677	407	399	282	393	200	354	197	403	131	125	95	176	152	91	63	58	71	44	48	54	57	37	51	52	56	51	31	31	62	22	36	23	26	172	14	11	22	19	8	28	14	32	11	46	15	16	32	8	10	11	12	6	11	74	9	9	7	4	44	5	4	9	4	3	4	6	1	3	8	3	8	1	4	3	3	5	2	6	8	3	5	1	2	2	1	5	1	1	3	3	2	0	3	0	0	0	1	10	1	2	12	2	0	2	0	2	0	1	0	2	0	0	2	1	1	0	0	0	3	0	2	4	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north8_active	80	901	309	611	394	95	220	79	296	57	287	124	352	57	21	40	142	108	44	25	34	38	26	11	26	35	8	23	40	43	31	14	14	55	14	27	11	15	168	5	5	10	8	2	18	3	20	5	40	13	4	30	4	2	3	9	3	1	71	5	3	1	3	43	1	2	7	2	0	3	4	1	0	3	0	1	0	2	1	1	4	0	1	8	0	4	0	1	2	1	4	1	1	1	3	0	0	3	0	0	0	1	10	0	2	12	2	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north9_all	80	2317	1082	939	652	430	428	283	391	192	340	203	387	129	129	96	171	137	96	66	51	79	49	45	51	63	26	55	51	63	61	37	33	80	25	41	23	23	152	12	14	21	16	9	27	11	28	9	49	19	11	43	8	17	11	10	6	8	91	7	11	8	4	31	5	3	14	4	3	5	7	4	2	5	3	7	1	2	4	3	3	1	7	7	4	4	1	3	2	1	5	1	0	0	3	2	4	1	0	0	0	1	7	0	3	5	2	0	3	0	2	0	1	1	2	0	0	0	0	1	0	0	0	3	0	2	4	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north9_active	80	912	290	585	373	95	239	76	303	58	285	122	339	63	19	43	133	95	48	24	30	36	26	13	23	40	5	30	39	47	40	21	12	75	15	33	11	14	150	5	6	8	7	3	15	2	18	4	40	13	4	40	4	2	3	6	2	0	89	4	3	2	2	30	2	0	11	2	0	4	5	1	0	2	0	0	0	2	1	1	2	0	2	7	3	3	0	2	2	1	4	1	0	0	3	0	1	1	0	0	0	1	7	0	2	5	2	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north10_all	80	2282	1072	968	629	450	418	282	389	190	379	191	405	140	120	114	178	117	78	59	47	80	47	53	48	55	33	49	59	68	56	38	30	76	27	43	22	27	166	15	18	24	9	11	24	7	32	12	32	21	13	62	10	19	11	6	5	9	62	9	9	5	3	36	7	6	15	4	3	7	5	5	3	3	2	8	1	2	3	2	3	1	5	4	5	3	1	4	3	2	2	1	0	1	3	2	6	2	1	0	2	1	7	1	6	9	2	0	3	0	2	0	1	1	2	0	0	0	0	0	0	1	0	2	0	2	4	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
0.03	north10_active	80	891	289	601	361	96	240	84	303	54	316	115	355	67	19	58	144	81	35	18	25	37	23	10	28	31	9	32	43	46	40	26	14	70	15	36	10	14	162	5	8	9	6	4	17	2	25	4	26	15	4	58	3	2	2	3	2	3	60	5	2	2	1	35	3	1	12	2	1	7	3	1	0	2	0	1	0	1	1	1	2	1	2	4	4	3	0	2	3	1	2	1	0	1	3	0	3	1	0	0	1	1	7	0	5	9	2	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	4	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_all	80	2355	1115	924	565	418	355	288	385	202	349	186	362	126	85	112	166	116	66	59	58	75	75	49	42	50	41	47	63	44	49	33	19	57	28	53	17	20	152	17	26	25	16	15	20	6	34	11	26	13	12	74	6	7	11	10	9	6	36	17	5	9	5	17	4	10	27	5	8	14	2	5	4	3	5	5	1	1	3	3	4	0	2	7	10	10	0	6	2	4	13	3	4	2	2	1	2	0	1	1	0	0	0	1	0	5	0	4	2	0	1	3	2	1	2	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	842	270	556	322	86	152	63	266	59	288	92	320	43	17	49	123	80	36	26	26	37	39	9	15	22	7	28	31	31	42	17	3	46	8	39	6	7	149	4	8	13	6	4	18	1	29	4	20	10	5	73	2	1	5	5	1	2	35	14	2	3	0	13	1	5	27	1	0	13	0	4	0	0	1	2	0	0	1	3	3	0	1	4	10	9	0	6	0	1	12	0	4	0	1	0	1	0	0	0	0	0	0	0	0	5	0	1	2	0	1	3	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2363	1090	948	586	413	392	297	427	194	382	191	387	111	89	113	165	137	75	61	54	62	77	50	42	55	45	42	61	58	48	30	19	54	24	54	17	24	174	23	21	29	16	17	16	7	34	15	27	19	10	67	2	5	10	8	7	4	53	20	5	11	1	19	5	7	22	4	6	15	2	6	4	4	3	4	6	1	3	4	3	0	2	11	9	10	0	6	2	4	15	2	4	1	2	0	2	0	1	0	1	0	1	0	1	8	0	3	2	1	1	2	2	2	2	1	1	1	0	0	0	1	0	10	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	891	287	594	347	66	184	70	306	69	329	126	344	41	15	54	126	97	45	22	18	32	38	10	18	26	8	27	35	46	37	16	3	48	9	38	7	11	172	6	11	14	9	4	14	1	30	5	22	11	6	63	1	0	5	4	0	1	50	18	4	3	0	17	2	3	22	3	0	14	0	4	1	0	0	2	4	0	0	4	2	0	1	8	9	10	0	6	0	1	14	0	4	0	1	0	1	0	0	0	1	0	0	0	0	8	0	2	2	0	1	2	0	0	2	1	0	1	0	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2272	1066	954	604	401	378	282	405	189	336	179	304	114	96	116	175	124	75	65	52	56	70	50	46	69	47	46	54	53	42	27	20	44	23	48	20	25	140	18	18	27	15	18	19	8	18	14	25	17	9	51	3	9	6	11	10	3	28	17	5	11	4	11	8	3	21	3	4	5	1	4	3	4	3	3	6	2	3	4	4	0	1	11	9	10	0	4	2	4	5	1	3	1	4	0	2	0	3	0	1	0	1	0	1	6	0	2	1	1	1	2	1	3	2	1	1	6	0	0	0	1	0	10	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	819	261	582	340	66	186	60	281	62	269	108	251	43	22	53	138	85	46	20	14	28	29	11	18	33	11	26	34	40	30	13	2	40	9	39	10	9	138	3	10	9	12	4	15	1	16	5	19	9	4	47	2	1	4	4	1	0	25	13	4	4	3	10	2	1	18	3	0	4	0	2	1	0	0	1	4	1	0	4	1	0	0	10	9	10	0	4	0	1	5	0	3	1	3	0	2	0	2	0	1	0	0	0	0	6	0	1	1	0	1	2	0	0	2	1	0	6	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2302	1070	916	598	382	371	270	390	186	326	183	286	122	92	107	156	122	77	79	52	53	72	44	43	57	48	35	53	47	44	22	21	41	25	50	22	25	78	24	15	25	21	17	18	12	19	15	15	17	12	51	8	11	5	12	6	4	35	17	7	10	6	12	10	3	14	4	1	4	2	4	1	5	2	2	7	3	2	4	4	0	0	12	4	9	0	3	2	2	5	1	1	1	2	1	2	1	3	0	1	0	1	2	2	6	0	2	2	2	0	1	1	2	0	1	0	5	0	0	0	1	0	9	0	1	1	0	0	0	2	0	0	0	1	1	0	0	1	0	2	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	812	258	541	329	75	170	61	251	57	257	106	227	39	23	49	121	83	38	26	17	23	25	8	16	28	10	15	38	30	30	12	4	36	12	39	14	7	76	5	9	10	16	3	12	2	17	7	11	8	7	46	4	1	3	4	1	0	32	12	5	2	3	10	4	1	11	2	0	4	0	2	1	0	1	1	4	1	0	4	2	0	0	11	4	9	0	3	0	0	5	0	0	1	2	0	1	0	2	0	1	0	0	1	1	6	0	1	2	0	0	1	0	0	0	1	0	5	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2278	1140	895	599	367	358	265	351	193	314	182	287	124	92	93	161	119	74	79	48	62	66	46	48	55	42	45	54	51	46	21	26	59	25	52	26	24	67	21	9	20	17	13	22	13	12	11	10	15	14	37	11	12	5	13	5	6	40	11	8	6	7	16	9	5	7	3	1	2	3	6	1	3	1	1	4	2	2	2	4	0	2	10	4	5	1	3	2	1	0	1	1	1	6	1	4	1	2	0	1	0	1	2	1	2	1	1	2	2	0	0	4	1	0	0	1	5	0	0	0	1	0	9	0	1	1	0	0	1	3	0	0	0	1	1	0	0	1	0	3	0	2	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	752	250	531	310	81	157	63	212	46	243	98	230	43	27	38	123	76	28	23	15	28	28	7	19	27	7	19	39	33	28	6	6	51	10	40	17	6	62	5	5	7	10	4	13	2	10	6	6	7	8	32	5	2	3	5	1	1	38	7	3	2	4	14	3	1	3	1	0	2	0	4	1	0	1	0	0	1	0	1	1	0	1	9	4	5	0	3	0	0	0	0	0	1	6	0	2	0	2	0	1	0	0	1	1	2	1	0	2	0	0	0	3	0	0	0	0	5	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
