label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184
0.03	north8_all	80	27011	12423	7493	5681	7020	4216	3129	2276	1953	1793	1976	1333	1153	1337	854	1377	932	700	864	541	633	782	559	402	426	422	356	377	236	232	430	381	245	182	186	143	172	164	113	248	157	115	122	140	67	83	78	110	128	68	60	74	120	73	42	83	46	46	23	35	20	27	49	25	21	22	21	57	24	34	14	22	19	19	13	19	13	11	18	12	9	32	14	14	13	10	4	5	6	2	8	15	5	6	6	5	5	2	3	4	6	1	6	3	6	3	3	3	4	3	2	3	3	1	0	1	5	3	0	2	4	2	2	0	2	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north8_active	80	12711	5017	1613	2365	5396	2545	1684	845	784	665	1350	462	504	778	383	1067	593	261	621	112	396	564	359	138	256	242	233	255	60	61	350	300	165	30	81	37	104	86	35	189	116	33	51	112	26	39	33	86	100	21	36	39	103	60	10	63	28	14	10	22	2	8	40	4	5	10	6	50	7	30	3	12	15	14	11	5	5	5	6	5	4	30	5	14	4	7	1	0	1	1	2	7	1	1	1	3	0	2	1	1	4	0	3	1	5	2	1	1	0	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	27664	12549	7488	5739	7240	4158	3242	2311	1978	1808	2083	1327	1215	1307	874	1455	978	709	849	543	683	748	570	405	425	414	383	400	244	245	461	338	304	183	191	129	184	167	118	256	173	106	115	177	70	77	88	112	139	66	68	79	125	85	44	101	50	44	23	57	22	29	56	19	25	32	23	62	24	38	17	18	23	20	22	18	16	12	16	8	11	18	11	21	11	9	6	3	6	5	8	13	8	3	7	6	5	6	0	7	5	1	7	5	5	5	2	2	5	2	2	4	4	3	1	1	8	3	0	1	4	2	3	0	2	1	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	13576	5252	1700	2486	5633	2577	1798	881	809	715	1441	448	561	772	389	1142	632	294	612	114	453	551	370	144	259	242	256	275	57	64	369	263	214	36	94	36	111	86	35	200	136	27	41	147	35	39	45	90	112	21	43	39	111	73	9	83	31	13	10	45	5	9	49	4	7	16	8	59	4	34	6	10	19	15	15	6	5	7	6	3	2	17	2	21	5	6	1	0	2	3	1	5	2	1	1	4	1	5	0	1	4	0	4	1	5	3	0	1	0	0	0	3	3	2	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	28505	12674	7428	5809	7816	4320	3331	2408	2064	1835	2211	1341	1265	1425	907	1474	1022	726	892	517	745	771	595	431	465	429	415	416	248	250	463	363	337	180	197	127	181	148	114	293	197	99	103	154	79	86	90	123	112	56	76	91	129	92	46	101	51	42	32	71	23	26	57	16	21	31	23	57	16	32	22	22	22	34	26	17	15	9	11	11	10	10	9	17	12	9	8	1	6	5	10	11	8	3	4	6	9	5	0	8	3	1	5	5	5	2	3	2	6	1	1	5	5	2	1	2	5	3	2	1	4	1	2	0	2	1	1	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	14839	5710	1767	2652	6278	2788	1916	976	899	729	1595	478	602	889	416	1195	691	338	667	116	522	589	398	167	281	257	279	306	63	61	386	294	242	37	103	32	111	80	35	239	162	29	47	124	41	47	44	102	90	18	56	50	120	74	9	81	34	8	13	58	6	10	51	3	7	16	9	52	3	28	8	11	16	25	19	5	6	2	3	3	2	9	3	17	7	6	1	0	2	3	3	3	4	1	0	5	6	3	0	1	3	0	2	1	5	1	0	1	0	0	0	4	4	2	0	0	2	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	29260	13002	7447	5875	8459	4611	3580	2449	2168	1795	2350	1362	1296	1340	947	1679	1137	712	905	548	718	926	678	436	401	446	518	421	298	248	437	468	421	185	199	148	199	164	134	321	186	116	117	238	122	105	92	128	147	59	69	112	102	105	52	122	54	31	32	44	37	27	70	31	24	27	24	53	13	51	21	26	32	27	15	15	18	18	11	14	13	15	19	19	11	13	12	5	5	7	6	16	4	10	4	9	12	8	2	3	7	3	3	8	2	6	3	2	4	1	5	2	3	1	1	0	1	2	3	1	1	4	2	0	5	1	0	1	2	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	16091	6218	1957	2802	7053	3122	2207	1096	1027	784	1752	572	692	901	458	1377	879	310	679	131	513	740	524	172	246	287	391	318	93	69	371	397	345	36	134	26	131	93	49	266	152	28	74	208	53	52	47	104	123	22	47	84	82	90	17	102	40	6	11	29	13	5	66	14	10	14	7	44	2	43	9	14	26	23	8	3	9	5	3	9	3	12	9	13	3	10	5	2	0	4	2	13	1	7	2	7	11	6	1	0	6	1	3	7	0	2	3	1	2	1	0	2	3	0	1	0	0	2	3	1	0	2	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	29248	12940	7517	5909	8315	4499	3586	2437	2150	1802	2417	1393	1338	1369	939	1638	1100	734	999	521	783	928	697	461	440	438	539	417	280	250	465	447	433	168	198	147	196	160	136	298	224	114	130	228	106	110	94	143	161	57	72	104	92	102	45	97	53	35	32	50	37	29	75	42	23	19	28	62	15	49	17	20	28	24	13	14	12	17	10	12	8	17	17	26	9	10	11	4	6	7	6	15	4	10	3	7	9	3	3	5	5	4	2	7	2	4	5	1	4	2	5	2	0	3	3	0	0	2	3	1	0	1	2	0	4	3	0	1	1	1	2	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	16211	6170	1923	2866	6910	3005	2231	1091	989	811	1831	574	705	930	475	1365	845	326	761	142	576	764	526	183	268	265	414	314	94	70	396	374	357	38	133	33	127	84	59	242	188	25	88	205	46	53	51	119	133	20	55	78	70	87	16	78	36	10	12	28	14	7	69	20	8	12	12	51	2	39	7	8	18	20	7	4	6	4	3	7	2	12	10	22	4	8	5	2	1	4	2	12	0	6	2	4	8	3	1	0	5	3	2	6	0	2	5	1	2	1	1	2	0	0	2	0	0	2	3	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	29358	12957	7495	5935	8193	4517	3558	2508	2126	1812	2332	1366	1425	1384	999	1688	1081	754	971	535	808	933	729	400	490	412	486	421	289	233	526	472	418	164	200	154	215	175	128	295	223	121	128	251	100	106	109	164	152	46	91	89	108	91	49	78	46	38	28	66	41	41	63	42	25	24	29	45	19	56	13	13	19	25	12	13	14	16	12	7	9	22	11	27	7	13	10	7	6	6	5	9	6	11	2	4	7	4	4	7	4	3	9	7	10	6	5	1	3	4	5	2	1	3	5	0	1	0	4	1	0	1	2	0	2	3	12	0	1	1	1	0	1	0	1	2	0	2	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	16267	6115	1934	2884	6790	3061	2200	1105	977	845	1745	580	761	946	495	1411	811	347	747	143	570	772	557	144	319	251	352	313	87	62	454	411	345	42	125	34	145	92	54	243	178	26	86	231	44	51	61	142	126	15	69	68	85	79	17	62	24	12	10	44	16	10	58	21	7	14	12	38	4	49	3	2	12	19	6	4	5	6	4	1	4	18	5	23	4	10	7	2	1	4	2	7	0	6	1	1	6	4	1	0	4	3	8	5	8	2	5	1	2	1	2	2	1	0	2	0	0	0	4	1	0	0	1	0	2	1	12	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	29392	12868	7630	6002	8232	4451	3520	2494	2146	1826	2319	1369	1377	1428	1010	1726	1110	762	958	504	780	936	701	387	462	408	471	450	284	249	600	408	385	165	195	140	191	167	133	276	251	123	130	238	89	96	98	145	155	41	98	86	130	107	42	105	40	47	31	69	42	37	66	38	21	25	33	61	21	60	10	11	35	18	17	18	16	18	8	6	7	24	8	28	10	11	9	7	6	6	4	7	7	8	5	4	5	1	3	8	3	2	16	2	9	8	3	2	1	3	5	1	3	4	4	2	1	0	3	0	0	0	0	1	2	2	13	0	0	1	0	0	1	0	1	1	0	2	1	0	3	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	16366	6106	1992	2957	6831	3027	2181	1106	978	828	1722	549	731	973	502	1414	832	356	728	128	562	777	519	156	301	253	336	331	93	63	519	347	307	46	112	28	126	93	52	243	205	25	91	217	34	41	58	124	133	17	70	66	104	90	14	95	22	12	9	45	13	7	59	16	4	14	14	53	6	54	3	2	25	11	10	7	5	6	2	1	4	21	2	21	7	8	7	2	1	3	2	5	0	6	3	1	5	1	0	0	3	2	9	0	8	1	2	1	0	0	2	1	3	0	1	2	0	0	3	0	0	0	0	1	2	0	12	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	29337	12950	7617	6044	8308	4533	3498	2528	2194	1813	2286	1356	1358	1505	990	1666	1151	742	908	498	800	836	691	381	450	413	411	454	269	262	524	412	335	165	179	131	173	149	127	287	210	114	112	220	85	85	92	147	167	42	95	82	117	112	41	104	45	47	37	81	39	32	87	27	18	35	28	69	24	69	10	18	26	19	25	18	18	20	7	8	10	24	7	21	12	17	7	6	6	6	7	19	8	8	5	11	0	4	3	6	2	3	15	2	11	8	4	3	3	4	4	2	3	3	2	2	2	0	3	1	0	1	0	1	10	1	14	0	2	0	0	3	1	0	2	1	0	2	1	0	3	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	16163	6139	1967	2947	6870	3027	2139	1063	988	793	1669	529	719	1019	489	1352	878	330	678	121	574	678	495	149	290	268	288	327	79	62	448	357	246	48	93	27	114	81	46	249	165	25	72	202	35	44	53	125	131	18	63	63	99	93	12	97	29	10	14	63	13	5	80	11	5	19	11	62	8	63	2	8	21	12	10	5	3	5	2	2	5	23	2	15	7	14	4	0	2	2	5	15	1	6	2	1	0	1	0	0	2	2	7	0	11	1	2	2	2	0	1	1	3	1	0	2	1	0	2	0	0	1	0	1	10	0	13	0	0	0	0	2	0	0	1	0	0	2	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
