label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190
0.03	north15_active	80	21638	9108	2803	2194	1835	1863	1637	1495	1967	680	1105	530	471	1310	499	315	657	250	406	624	284	141	391	146	342	118	421	95	144	269	201	137	136	102	123	88	73	134	142	62	94	33	86	42	95	42	28	54	37	65	17	36	53	19	25	16	15	38	29	32	21	27	25	30	13	16	10	21	17	16	13	13	8	6	10	4	13	4	4	8	7	6	11	10	7	3	0	0	5	1	1	3	3	5	5	2	2	0	0	25	0	0	2	1	0	1	0	1	0	0	1	0	2	1	4	2	0	4	0	1	0	0	1	0	4	0	0	1	2	2	1	0	0	2	1	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	36624	15498	6613	4664	3919	3550	2956	2816	3373	1501	1901	1121	997	2103	963	666	1085	591	730	1036	531	389	714	363	614	243	603	240	240	399	315	255	261	213	205	174	181	222	224	123	174	77	115	88	158	81	55	88	61	102	51	56	86	49	56	45	26	77	50	39	32	40	42	58	30	27	18	32	26	38	29	16	20	12	21	13	16	13	8	14	16	7	10	15	10	13	2	2	11	7	4	8	10	2	7	3	5	0	2	27	2	1	2	3	3	1	3	1	0	2	2	2	3	1	2	2	0	1	2	3	0	0	0	1	4	1	1	0	2	4	1	0	0	2	1	1	2	2	0	3	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	21542	8880	2891	2162	1854	1896	1566	1519	2048	685	1117	523	470	1350	486	297	646	270	398	672	293	157	393	158	357	117	411	102	134	241	185	147	138	112	112	99	84	139	126	51	101	40	75	38	100	47	27	53	29	67	21	30	47	23	28	20	13	48	28	28	20	21	19	38	12	14	8	21	15	9	15	9	11	8	8	11	11	5	5	10	7	5	9	11	5	4	0	0	3	3	2	3	5	2	5	1	1	0	1	24	1	1	1	0	0	1	1	1	0	0	1	0	3	1	1	2	0	1	0	2	0	0	0	1	4	1	0	0	2	4	1	0	0	2	1	1	2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	36950	15603	6532	4734	3890	3524	2980	2766	3392	1516	1936	1130	1010	2060	951	654	1053	614	731	1020	536	414	657	370	606	257	586	236	253	398	321	243	250	198	191	193	169	226	220	131	199	75	114	90	148	85	50	78	57	106	43	47	76	54	54	36	27	70	42	46	27	43	40	47	24	29	20	32	34	18	33	20	20	12	17	13	15	12	12	16	11	5	8	8	12	10	2	2	13	6	3	6	8	3	8	4	7	1	4	41	5	2	3	3	1	2	3	2	0	4	3	2	1	0	2	0	3	1	1	3	1	1	0	1	0	1	1	1	0	4	1	0	0	0	1	1	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	21819	8914	2870	2158	1895	1852	1541	1518	2091	702	1104	540	480	1317	489	318	616	292	406	681	282	183	373	172	372	118	390	101	137	226	189	146	127	99	94	121	90	153	124	60	113	40	73	39	89	48	27	47	29	73	19	27	39	19	24	19	14	54	21	33	16	21	16	34	11	12	11	23	21	7	17	7	13	5	6	10	10	4	7	11	5	4	8	4	8	2	0	0	5	4	1	2	5	1	6	0	1	0	2	39	4	1	1	0	1	2	1	2	0	2	1	0	1	0	1	0	2	0	0	2	0	1	0	1	0	1	0	0	0	4	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	36790	15596	6499	4788	3914	3531	2842	2683	3311	1540	1889	1166	1006	2072	977	702	1009	566	727	1025	546	420	668	373	694	270	581	255	269	359	284	253	249	197	177	209	160	246	187	134	202	79	105	98	108	78	56	70	66	94	39	38	82	52	55	47	35	63	40	44	27	49	36	56	19	24	20	30	24	21	33	27	21	13	13	14	10	13	7	15	6	3	6	12	8	7	6	3	12	5	4	6	10	7	5	2	8	7	4	20	6	2	4	2	2	2	5	3	2	3	1	1	3	0	0	0	5	2	2	2	1	1	0	1	1	3	0	2	0	2	0	0	0	0	0	1	2	2	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	21665	8903	2876	2193	1864	1841	1433	1487	2085	700	1041	560	461	1290	497	342	592	276	391	660	305	195	402	178	445	129	377	123	137	192	158	156	124	101	74	124	92	175	103	71	115	35	68	46	67	42	29	39	40	59	23	18	51	19	29	23	17	45	21	27	14	30	12	40	11	11	11	19	14	8	16	10	13	7	7	10	6	7	4	8	3	2	4	5	5	2	1	0	5	3	2	1	6	5	4	0	1	4	2	19	4	1	2	0	1	2	1	2	0	2	0	0	1	0	0	0	3	1	0	1	0	1	0	1	1	2	0	1	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	36744	15763	6430	4757	3928	3489	2768	2648	3287	1496	1890	1199	1046	2136	1019	709	947	577	714	1022	574	429	652	374	694	282	553	256	281	374	276	272	270	177	182	220	157	263	158	139	191	93	98	99	112	67	64	71	65	91	50	36	89	55	47	44	43	55	34	58	34	48	26	53	18	35	19	45	22	20	23	29	17	8	13	12	12	20	12	17	5	6	9	15	18	11	10	1	17	6	2	7	10	7	6	3	7	11	5	23	6	2	5	2	3	2	3	5	3	4	1	1	3	0	1	0	6	2	1	1	1	1	0	2	2	3	1	2	0	4	1	2	0	0	1	1	0	1	1	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	21738	8983	2863	2150	1859	1794	1426	1505	2010	676	1027	590	484	1294	517	349	538	282	381	623	322	203	411	177	452	139	338	128	141	214	152	160	146	98	79	131	90	186	82	76	106	38	59	50	60	34	35	41	41	61	26	20	60	19	21	18	20	35	21	37	19	30	5	38	11	16	10	28	13	7	13	11	10	3	7	6	6	6	4	7	5	2	6	9	11	4	2	0	13	4	1	2	4	4	6	1	1	4	3	19	4	1	3	1	1	2	0	4	1	4	0	0	1	0	0	0	4	1	0	0	0	1	0	1	1	1	0	1	0	3	1	2	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	36580	15611	6487	4780	3971	3458	2738	2682	3171	1471	1849	1206	1032	2105	994	727	990	587	713	961	558	413	672	359	691	287	543	266	304	388	271	292	255	168	189	227	164	232	184	135	193	93	111	97	126	66	71	83	72	92	56	52	101	46	48	37	38	38	29	51	47	34	31	36	15	29	24	48	20	30	22	27	11	9	12	9	14	16	9	18	11	9	11	12	15	11	12	2	14	13	1	6	11	9	4	3	3	12	1	19	3	2	6	2	3	1	4	4	3	5	3	2	2	0	3	0	5	1	1	2	1	0	0	1	2	3	1	1	0	2	1	2	0	0	1	1	1	1	1	0	0	1	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	21690	9045	2903	2174	1829	1777	1416	1497	1936	651	1037	573	483	1272	505	343	553	290	368	576	322	181	422	162	425	136	334	146	156	211	149	171	139	87	89	124	93	169	108	68	107	37	66	53	74	38	34	49	42	63	33	27	72	17	26	17	18	23	19	30	29	25	10	24	10	15	12	27	15	15	10	13	8	4	8	2	8	7	3	7	5	2	8	7	8	3	5	0	9	8	1	1	5	6	3	1	1	6	1	14	1	0	3	1	0	1	1	2	1	4	0	1	0	0	1	0	3	1	0	0	1	0	0	0	1	1	0	1	0	1	1	2	0	0	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	36840	15878	6442	4665	3707	3583	2829	2718	3364	1445	1939	1192	1029	1920	989	776	1043	615	696	935	533	358	685	353	691	277	556	252	293	488	284	285	245	203	191	205	200	220	201	113	202	83	126	96	124	82	86	85	58	93	39	63	93	62	46	45	39	53	35	49	37	51	49	54	25	23	31	15	45	53	26	32	16	12	10	19	12	18	5	7	12	9	4	12	11	9	7	10	7	13	3	7	12	9	10	6	6	9	6	6	7	2	5	0	1	4	11	2	3	5	0	2	2	1	5	8	1	0	3	3	2	8	1	1	1	1	0	2	1	0	0	2	0	0	1	2	0	1	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
0.03	south21_active	80	21935	9136	3013	2159	1742	1906	1465	1475	2006	625	1110	598	500	1164	503	343	630	304	358	599	272	182	423	169	433	122	302	115	147	284	173	168	149	113	98	108	117	144	118	54	118	43	65	48	69	32	36	51	35	60	12	32	59	30	15	17	19	34	19	27	22	37	29	41	9	10	14	7	30	34	18	22	12	9	7	9	5	12	3	3	6	5	3	6	7	4	1	1	2	8	1	3	5	7	5	3	4	7	2	2	6	0	1	0	1	3	11	1	1	2	0	0	1	1	4	7	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south22_all	80	36726	15989	6263	4657	3812	3589	2795	2691	3480	1404	1924	1164	1020	1874	959	773	1096	619	693	922	516	379	736	366	710	282	529	241	294	530	308	287	280	198	199	172	182	218	224	126	217	74	111	99	143	77	83	72	62	109	39	58	98	52	41	61	41	54	31	46	33	39	49	68	33	29	30	19	47	49	18	29	15	12	13	26	16	12	10	8	9	10	6	12	12	8	2	9	9	13	4	10	16	9	6	6	8	16	6	5	4	4	4	0	2	5	14	4	4	7	2	2	2	1	5	7	0	0	3	2	1	9	1	0	0	1	3	2	0	0	0	2	0	0	1	2	1	0	4	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south22_active	80	21964	9194	2947	2136	1837	1896	1445	1481	2094	615	1100	586	499	1142	485	336	694	303	345	576	273	181	471	183	446	126	310	102	151	289	190	173	164	106	103	85	94	134	143	62	130	38	51	52	83	32	34	44	35	71	10	37	59	28	16	23	25	30	18	26	18	28	27	55	14	16	15	14	34	33	10	20	8	5	8	13	9	9	8	3	5	4	4	7	6	4	0	2	5	9	1	7	8	7	4	2	6	8	2	1	3	2	1	0	2	3	13	2	1	5	1	0	1	1	4	7	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_all	80	37238	16073	6294	4670	3735	3544	2804	2721	3574	1422	1876	1165	1036	1920	970	747	1097	601	686	948	538	385	730	346	705	282	496	236	266	502	286	281	285	182	185	172	177	225	184	125	210	73	117	94	153	81	74	73	50	98	37	55	83	38	42	52	40	62	35	45	29	39	38	58	28	21	29	27	36	45	15	23	16	12	14	23	19	11	18	11	9	13	8	11	11	8	4	7	5	12	5	9	16	7	3	6	9	20	7	4	3	5	3	1	1	2	3	4	3	5	2	1	1	0	3	6	0	2	2	2	1	8	4	0	1	0	4	2	0	1	0	1	0	3	1	2	1	0	2	3	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south23_active	80	22277	9335	2950	2120	1785	1834	1440	1497	2166	622	1074	578	521	1215	498	315	683	298	351	625	281	179	490	170	426	130	310	101	135	260	181	162	167	103	101	84	94	144	117	56	138	35	47	47	94	36	35	40	25	67	16	36	48	21	17	18	26	36	19	28	11	27	19	45	10	11	14	18	27	28	8	14	7	3	8	14	10	3	12	6	7	8	6	5	4	4	2	2	4	6	2	7	8	6	2	2	6	10	5	1	3	3	0	1	1	1	2	2	0	5	1	0	0	0	3	6	0	2	1	0	1	1	1	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south24_all	80	36936	15821	6327	4700	3810	3530	2812	2737	3484	1394	1870	1154	1003	1929	941	716	1108	607	669	988	550	390	717	353	698	291	468	241	251	493	291	252	293	170	184	181	151	221	196	127	194	80	116	89	147	85	74	80	54	91	45	55	88	36	35	45	38	66	36	41	31	33	29	59	31	21	22	29	44	35	17	18	12	11	15	24	25	10	20	14	8	19	6	20	18	7	3	1	4	21	8	7	11	2	5	9	8	20	8	3	0	4	2	2	2	2	5	5	1	5	2	0	3	2	4	1	0	2	3	1	0	2	4	0	1	0	4	0	0	1	0	1	0	3	1	2	2	0	1	5	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	22004	9148	2927	2131	1812	1849	1443	1515	2067	613	1047	578	475	1254	493	315	656	291	359	658	290	179	470	180	430	129	292	110	133	276	182	136	173	97	106	86	81	138	131	58	120	38	46	45	88	42	36	38	27	64	22	35	53	20	18	14	22	38	13	26	8	24	13	45	17	11	9	19	23	23	7	9	3	2	8	14	17	2	13	9	5	11	4	13	4	4	2	1	3	13	2	4	8	2	4	3	5	10	4	2	0	3	0	1	1	1	4	2	0	5	1	0	1	2	4	1	0	2	1	0	0	2	1	0	0	0	2	0	0	0	0	1	0	2	0	1	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	37087	15675	6457	4696	3791	3518	2779	2725	3314	1419	1790	1136	999	1942	978	731	1048	602	698	1031	576	393	699	374	629	296	486	237	251	456	276	239	276	149	196	185	152	206	217	132	192	90	120	69	134	93	73	88	53	79	48	53	78	39	35	45	44	39	42	42	34	32	32	50	29	27	20	33	29	22	23	18	14	15	14	25	22	12	20	9	11	17	8	23	20	10	7	1	9	21	5	4	7	1	4	7	5	15	13	2	4	4	2	5	3	4	3	6	2	9	1	1	3	2	2	1	1	3	1	0	0	2	4	2	2	0	1	0	0	1	0	1	0	3	0	1	1	1	0	8	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	22009	9102	2908	2138	1798	1852	1415	1477	2005	641	1010	550	492	1278	514	340	631	286	378	694	323	173	433	191	373	126	293	121	135	282	169	138	166	84	108	95	93	123	155	67	117	37	54	32	74	46	37	43	27	48	28	31	45	15	20	13	21	20	19	26	13	21	16	33	15	14	6	23	10	14	10	11	4	7	6	15	14	1	13	7	8	10	5	12	9	6	4	1	3	12	1	1	6	1	3	3	3	11	10	2	4	3	0	3	1	3	2	3	1	4	1	0	1	2	1	1	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_all	80	37016	15509	6568	4756	3735	3481	2812	2726	3220	1443	1877	1112	989	1936	957	743	1033	573	696	1035	564	399	663	368	645	329	478	245	253	390	287	245	272	172	218	179	165	219	254	130	226	94	109	85	122	82	72	88	45	95	54	49	87	46	41	41	43	40	51	41	38	39	35	45	41	28	16	25	35	20	28	11	17	13	10	25	17	17	15	11	8	19	7	22	21	6	8	1	13	15	5	5	3	2	5	6	4	4	13	3	8	1	2	6	3	4	12	3	4	6	2	1	3	2	4	2	2	4	1	0	0	1	0	2	2	1	0	0	0	0	0	1	0	0	0	1	1	1	4	5	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south26_active	80	21920	9029	2945	2185	1792	1873	1422	1478	1918	632	1059	532	478	1261	522	358	603	263	385	673	322	176	390	190	393	140	287	137	136	249	159	139	161	92	107	91	102	127	167	66	141	38	57	45	69	45	30	49	26	58	31	32	52	21	24	14	17	21	23	27	21	24	19	26	26	16	5	17	11	13	17	6	5	7	3	15	12	2	9	7	6	11	4	12	7	2	5	1	7	9	1	1	1	1	4	2	2	1	10	3	5	0	0	4	1	3	11	1	3	0	1	0	1	2	3	2	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	4	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_all	80	36975	15554	6591	4806	3761	3577	2887	2817	3147	1408	1884	1105	1032	1968	1028	751	966	594	705	983	549	391	708	386	587	332	546	236	237	425	294	254	260	173	225	196	197	228	286	136	254	95	100	81	121	90	60	75	58	100	54	48	95	42	52	43	41	47	56	39	41	41	42	37	36	27	25	26	45	37	32	15	20	13	15	15	6	12	16	7	13	14	9	17	15	8	7	3	16	12	3	7	5	2	2	3	3	6	10	2	8	1	2	4	4	7	13	3	4	7	2	1	2	0	4	3	2	6	0	0	0	2	1	2	1	1	0	0	0	0	0	2	0	0	1	1	0	1	4	3	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	21896	9073	2947	2178	1785	1953	1434	1547	1900	614	1082	516	513	1225	546	369	557	272	383	629	308	168	425	191	376	137	339	127	129	277	162	136	152	93	109	106	121	132	174	70	155	38	59	43	72	52	23	44	31	59	31	32	60	14	28	16	15	25	30	22	30	25	25	17	23	16	8	18	18	25	23	8	10	8	3	6	2	2	7	4	9	9	5	3	9	4	5	1	10	5	1	2	3	1	2	0	1	1	9	1	5	1	0	3	1	3	11	2	3	0	1	0	0	0	3	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south28_all	80	37199	15713	6512	4812	3780	3561	2861	2908	3294	1432	1944	1119	1018	2080	999	699	1007	587	728	961	573	402	712	364	616	314	569	233	238	433	303	285	301	189	220	202	225	236	246	126	265	86	98	89	120	87	65	68	53	111	54	44	103	48	49	40	43	44	52	38	41	43	38	32	37	31	24	28	35	31	29	23	21	12	12	14	8	13	15	8	11	15	12	14	10	10	4	3	12	15	4	16	4	3	6	5	3	11	8	5	4	5	1	2	4	11	11	3	3	8	3	1	0	1	6	3	2	6	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	4	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	22048	9261	2893	2197	1799	1910	1444	1592	1993	623	1116	533	489	1247	541	337	577	288	384	584	312	178	422	178	420	129	363	124	124	267	169	144	172	99	106	121	137	141	139	67	170	36	57	41	66	51	27	39	26	68	29	28	67	28	22	15	18	25	29	25	28	26	25	16	22	17	9	16	19	22	22	16	10	5	2	6	2	3	6	5	9	12	9	5	6	6	3	1	10	10	2	11	3	2	3	1	0	4	6	2	1	3	0	2	0	7	9	2	2	1	1	0	0	0	5	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	36990	15915	6530	4872	3866	3545	2883	2902	3376	1419	1907	1123	1039	2023	997	692	1005	598	731	945	556	395	717	363	637	311	608	262	269	427	278	287	303	204	206	184	189	236	261	116	262	88	112	92	114	75	71	66	59	115	55	47	102	47	47	33	36	50	40	51	34	49	39	31	34	34	21	26	33	34	21	21	19	13	12	16	13	10	6	6	15	18	12	14	14	8	5	3	14	18	4	18	3	2	4	5	5	15	4	5	2	6	0	9	6	10	1	2	0	2	6	1	1	3	4	3	2	4	1	1	0	1	1	1	1	2	1	0	0	0	1	2	1	1	1	1	1	0	3	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	21948	9315	2923	2226	1844	1886	1475	1624	2095	653	1090	547	517	1169	519	332	572	286	386	589	288	179	419	176	422	132	368	133	151	265	158	156	166	114	105	118	110	126	149	62	177	40	59	41	62	46	33	40	29	75	29	29	68	27	19	16	19	23	24	28	23	30	23	17	20	14	8	12	20	24	16	14	10	5	4	10	5	4	2	4	11	14	8	7	9	4	2	1	12	12	2	13	3	2	1	1	0	7	1	2	0	4	0	9	0	7	0	2	0	1	4	0	0	2	4	1	0	0	1	1	0	1	0	0	1	2	0	0	0	0	1	1	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	36990	15879	6435	4848	3833	3537	2970	2907	3385	1443	1922	1137	1037	2027	970	721	1083	603	757	927	551	395	679	378	692	295	549	269	277	395	289	282	294	207	206	192	154	225	223	124	244	88	113	90	131	74	72	70	68	108	58	51	113	51	47	28	31	49	29	58	36	45	53	37	32	33	17	23	18	30	18	23	16	12	12	16	14	11	5	3	11	17	12	14	12	8	5	6	10	13	7	19	3	4	6	5	3	14	3	4	3	5	1	15	7	8	1	2	1	1	7	1	3	4	4	1	2	0	1	1	0	0	0	1	2	2	1	0	2	0	1	2	1	1	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	22044	9203	2917	2253	1802	1855	1580	1593	2073	688	1091	563	512	1192	511	348	634	275	407	554	281	176	413	186	456	131	309	135	150	237	162	155	144	111	103	127	82	126	143	75	180	47	53	38	67	40	32	39	29	72	27	28	63	30	21	12	15	23	17	30	24	27	38	23	16	13	8	8	12	20	13	14	7	4	9	8	8	4	4	2	7	14	7	8	6	3	1	2	6	9	4	12	2	3	1	1	0	8	0	2	1	3	0	15	1	7	0	1	0	1	6	0	0	3	4	0	1	0	1	1	0	0	0	0	2	2	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	37035	15908	6407	4686	3698	3620	2809	2836	3267	1429	1821	1101	1029	2011	1023	692	1073	608	781	998	532	374	698	373	611	277	610	291	250	438	293	230	270	166	196	190	181	246	222	137	169	97	109	86	107	76	58	86	66	108	48	65	111	53	42	58	29	45	38	39	38	28	36	45	15	22	22	34	31	25	20	21	17	20	14	17	41	15	8	10	11	13	10	10	25	6	9	6	4	4	2	6	8	6	3	5	4	7	6	5	2	3	2	8	2	2	4	4	0	4	7	4	0	3	0	1	1	1	2	2	1	1	1	1	0	2	0	0	2	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	1
