label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192	Otu193
0.03	north15_active	80	31785	15173	3427	8638	2356	3610	1287	4100	938	533	682	556	1726	458	364	219	758	286	931	134	192	473	211	161	202	462	459	78	422	84	73	37	144	312	146	282	219	42	58	42	206	111	45	48	45	37	22	50	17	61	109	18	35	63	43	41	34	45	16	17	10	10	73	3	57	59	11	14	5	9	9	19	15	25	21	11	6	7	4	0	25	1	12	7	12	2	4	2	2	9	5	2	3	2	1	1	2	15	0	3	2	14	20	0	1	21	0	3	1	1	7	0	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	1	2	1	1	2	0	0	0	3	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
0.03	north16_all	80	41707	19786	8104	10732	4664	4986	2978	4837	2031	1763	1542	1372	1980	1013	933	750	1052	663	1095	545	532	723	466	404	424	565	606	295	535	244	220	218	260	345	234	352	294	117	145	126	216	154	113	108	88	102	74	89	62	87	112	54	59	63	60	56	55	62	40	35	29	28	82	32	60	49	32	29	20	24	20	26	21	36	29	14	11	15	14	11	24	9	15	15	22	7	8	5	4	10	9	6	1	6	1	2	6	15	4	4	4	12	7	2	6	23	3	4	0	3	6	2	0	2	0	3	3	2	0	4	1	0	2	3	3	4	1	1	0	3	1	1	0	0	0	3	0	2	2	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	32132	15227	3441	8814	2321	3610	1344	4042	934	541	676	558	1595	459	381	216	729	277	907	134	189	482	206	163	210	438	513	74	441	84	77	47	169	286	163	285	238	42	61	41	186	112	53	43	44	37	25	43	21	51	95	15	34	54	41	39	38	47	18	20	11	6	77	8	46	45	9	14	4	6	11	17	13	29	23	8	5	8	4	0	19	1	9	10	18	1	3	3	2	6	5	3	1	2	1	0	2	14	2	3	2	10	7	1	5	21	0	3	0	1	5	0	0	0	0	1	1	0	0	2	0	0	0	3	0	0	0	1	0	1	1	1	0	0	0	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	41396	19704	8074	10792	4623	4979	2964	4748	2043	1759	1521	1378	1993	994	957	762	1103	677	1098	574	547	736	459	392	430	544	658	298	564	261	237	208	268	325	245	342	301	131	141	111	286	167	111	92	90	95	85	79	60	98	97	65	57	62	47	59	69	54	48	32	26	34	82	32	55	42	32	32	22	23	17	29	25	48	22	14	7	20	14	12	11	12	13	13	16	7	10	7	10	7	9	4	2	5	4	4	5	13	9	3	4	12	7	2	7	33	2	1	0	1	3	1	3	1	2	5	4	2	0	0	1	0	1	3	3	5	1	3	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	2	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	31787	15074	3369	8857	2283	3611	1398	3981	937	569	684	576	1608	462	402	212	776	264	906	143	198	493	200	152	207	407	559	77	460	94	81	43	173	269	162	272	250	52	68	30	256	120	50	42	51	34	31	40	23	61	78	24	39	50	29	40	50	48	23	17	9	8	76	10	39	36	16	18	1	6	8	18	15	40	16	11	1	9	3	1	8	4	6	8	11	3	3	5	3	4	5	2	1	3	2	2	2	12	6	2	1	10	7	1	6	31	0	0	0	0	2	0	2	0	1	1	2	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	41793	19610	8063	10617	4576	5053	2952	4748	2031	1734	1486	1399	2086	1004	957	779	1110	668	1127	573	536	713	481	424	426	517	699	297	581	238	228	193	279	314	257	301	331	135	133	120	297	141	109	98	100	94	80	76	57	110	106	66	65	63	46	52	105	43	46	32	34	34	80	40	52	28	29	33	23	18	16	36	22	41	18	13	6	20	14	15	14	11	11	15	15	7	13	7	11	9	8	6	3	12	3	6	4	8	10	4	3	9	8	4	7	19	3	2	0	1	1	0	4	2	2	5	3	2	0	0	1	0	0	1	3	2	0	2	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	3	1	2	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	32089	14913	3355	8691	2276	3704	1405	4029	928	549	655	592	1696	464	374	213	798	261	914	144	220	498	214	176	190	376	594	77	478	90	76	49	181	259	163	238	277	46	72	36	267	92	46	41	56	33	30	38	23	79	89	25	41	43	29	34	88	37	20	16	9	9	74	10	36	23	17	20	2	5	9	28	11	31	13	10	2	7	2	2	8	4	5	10	10	4	2	4	2	4	4	2	1	6	1	2	1	6	7	2	1	9	8	3	6	16	1	1	0	0	1	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	41606	19447	8030	10546	4527	5076	2982	4744	1998	1752	1534	1382	2164	1040	941	798	1157	696	1100	569	533	679	452	404	405	543	750	321	524	227	228	192	288	324	235	286	298	156	129	120	306	142	101	105	106	74	75	70	62	118	131	65	67	61	46	55	106	32	46	38	26	31	59	33	61	36	25	29	18	15	20	41	26	39	15	14	12	24	12	14	22	14	7	12	12	6	7	5	12	9	7	3	5	12	4	6	2	17	9	2	2	7	4	4	1	18	3	2	0	1	0	0	8	1	2	5	1	1	0	2	0	2	1	1	3	1	0	2	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	31982	14735	3342	8609	2220	3742	1392	4037	895	527	680	603	1762	465	348	226	860	270	901	134	229	456	194	169	174	398	648	89	420	91	71	47	186	262	152	233	236	54	72	29	274	89	32	47	58	31	31	41	26	85	113	25	40	41	27	38	90	27	19	22	5	10	52	9	49	29	15	15	4	4	10	35	16	32	11	10	7	7	2	2	18	9	4	8	8	3	0	3	3	5	6	1	1	6	1	2	0	16	8	1	1	7	3	3	1	16	1	2	0	0	0	0	6	1	1	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	41537	19713	8039	10472	4484	5038	3002	4843	2024	1739	1613	1363	2250	1067	949	792	1139	696	1174	555	511	624	477	406	381	573	727	285	493	213	221	193	290	360	253	272	287	151	126	120	304	137	84	105	115	69	71	71	65	104	146	61	71	80	54	57	86	36	45	41	32	36	52	33	59	28	22	19	16	14	23	51	22	27	24	16	12	18	10	16	21	15	9	15	29	6	4	4	10	11	6	4	8	11	5	4	3	26	8	2	1	7	5	6	1	7	2	2	3	1	0	4	7	3	0	3	0	1	0	3	1	2	2	1	1	0	1	2	2	0	2	1	1	0	0	0	1	0	1	3	1	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0
0.03	north20_active	80	31971	14935	3444	8577	2205	3705	1391	4157	882	493	702	607	1851	481	337	221	847	280	948	130	215	415	224	173	164	435	616	76	393	78	77	45	184	299	164	222	223	49	67	31	264	85	25	47	64	33	21	37	29	75	129	27	44	56	33	44	74	28	20	28	8	15	46	8	44	21	9	8	3	4	10	48	17	23	12	13	9	4	3	3	16	9	5	9	25	2	0	2	4	5	5	1	2	6	1	1	0	24	8	1	1	7	3	4	1	5	1	2	3	0	0	4	5	2	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south21_all	80	28968	11929	15879	11368	4696	5574	2916	2915	3883	2669	1602	1556	1329	989	953	864	1010	695	663	864	514	455	544	537	432	313	457	283	322	261	289	328	198	205	171	232	132	296	152	112	133	190	92	88	107	170	119	80	98	85	52	52	52	42	44	52	54	57	46	47	27	70	25	25	27	22	19	25	16	15	29	61	23	25	35	21	12	18	10	19	12	15	14	12	10	10	12	8	2	16	17	11	8	3	18	10	8	2	8	2	3	4	11	4	4	2	0	1	2	5	2	3	6	3	1	1	2	1	1	6	0	1	0	2	1	0	0	1	0	1	1	0	1	1	0	0	2	0	0	0	0	3	1	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	15715	4064	13404	9621	2357	4255	1167	1806	3171	2041	772	889	638	298	257	362	652	260	313	628	206	168	339	358	186	79	302	108	185	110	204	257	56	85	46	157	33	250	96	39	60	153	47	18	52	139	67	29	53	56	13	21	20	18	17	11	30	46	24	35	8	57	4	15	8	9	3	4	8	4	17	58	17	14	22	17	3	5	3	16	8	7	5	2	6	0	3	6	0	12	14	9	5	2	15	8	8	1	5	0	1	3	9	1	4	0	0	0	2	2	0	3	4	0	1	1	0	1	1	6	0	0	0	2	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	28912	11992	15740	11578	4710	5556	2790	2969	3858	2776	1577	1580	1304	1016	945	850	1055	699	633	865	537	468	540	528	425	323	420	280	325	246	303	346	187	215	181	238	135	300	163	127	139	175	83	82	120	201	114	79	91	96	53	54	41	47	42	50	43	60	37	44	26	69	18	35	32	19	24	17	17	15	26	66	27	24	29	33	12	17	14	26	9	8	9	11	10	12	9	15	4	14	11	17	8	2	12	20	10	4	8	4	2	2	8	2	0	2	0	2	2	3	2	3	5	1	1	1	2	4	1	6	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	2	3	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	15852	4068	13287	9778	2381	4265	1140	1860	3123	2142	779	939	652	308	275	339	683	277	274	612	221	171	329	350	176	82	269	127	182	94	207	259	61	80	43	158	38	254	102	51	73	145	38	18	66	172	64	28	45	60	12	18	14	21	15	9	25	48	16	27	6	59	3	22	10	4	4	3	6	6	15	60	22	12	18	27	3	4	7	22	3	3	5	2	6	1	2	13	1	10	10	15	4	1	9	18	7	1	5	1	0	2	7	0	0	1	0	1	2	2	0	3	4	0	1	1	0	3	1	6	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	28902	12088	15845	11837	4680	5563	2807	2999	3704	2794	1597	1535	1303	1057	952	839	1090	670	672	889	498	458	558	517	412	313	436	297	339	245	283	307	179	216	189	236	146	280	153	122	137	180	93	84	120	178	107	71	75	94	59	47	37	50	45	49	35	48	43	31	31	59	22	35	28	21	27	16	15	20	20	51	34	30	27	26	7	12	14	32	17	6	12	9	8	12	10	15	6	4	39	12	11	7	9	14	12	4	7	4	1	4	4	3	2	4	4	5	1	4	4	0	5	1	2	1	1	5	2	6	1	1	1	0	0	0	7	1	0	3	1	0	2	0	0	2	3	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	15959	4137	13338	10016	2416	4273	1155	1926	2986	2131	764	912	674	331	284	329	714	267	290	617	204	157	335	344	192	80	286	144	195	96	179	225	68	78	47	156	40	237	91	54	82	148	48	18	70	147	69	21	32	61	14	16	11	23	14	8	18	37	22	11	10	52	6	21	9	4	6	2	5	9	10	45	26	13	15	21	0	3	6	26	9	3	4	3	4	1	1	13	1	1	38	10	5	6	6	13	9	0	4	1	0	3	4	0	1	2	3	4	1	3	2	0	4	0	1	1	0	3	2	6	1	0	0	0	0	0	7	0	0	2	1	0	1	0	0	2	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	29196	12090	16044	11851	4684	5678	2751	2985	3649	2863	1628	1499	1257	1045	944	841	1055	724	662	884	517	437	591	527	406	320	420	302	367	236	272	360	181	208	185	227	161	267	162	119	137	157	92	89	105	180	108	68	73	77	60	52	40	52	51	48	36	44	44	43	29	44	24	33	31	15	31	18	16	22	22	47	38	21	14	31	10	14	23	30	21	5	15	9	14	11	8	14	5	8	37	12	10	10	2	11	15	3	2	4	1	3	3	2	3	5	4	10	3	2	4	1	2	2	2	1	1	4	3	1	1	2	3	1	0	0	7	2	0	2	1	0	2	0	7	2	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	16123	4152	13454	10018	2408	4385	1102	1923	2962	2204	776	868	643	311	293	316	691	285	276	608	199	133	365	361	196	90	266	149	214	93	177	260	74	63	44	149	50	223	96	58	78	126	43	22	62	155	71	16	35	49	15	9	9	23	15	8	20	30	22	19	8	35	8	21	14	1	8	4	7	13	12	39	34	11	7	28	2	3	13	25	15	4	7	4	4	1	1	13	1	6	37	11	3	7	0	11	12	0	2	1	0	2	3	1	1	3	3	9	3	2	2	0	1	0	0	1	0	2	2	0	1	1	0	1	0	0	7	0	0	1	1	0	1	0	7	2	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	29228	12122	16184	11822	4721	5681	2805	2951	3756	2800	1683	1524	1291	1063	934	836	1111	690	691	870	495	450	614	521	390	310	399	290	359	228	268	347	183	192	190	241	156	233	172	126	116	202	94	92	86	173	96	63	85	72	53	56	52	57	52	46	43	33	45	50	23	47	29	26	30	20	30	21	13	17	20	21	43	23	12	20	11	14	21	27	19	8	12	10	13	12	6	10	5	9	32	13	7	17	2	3	10	2	4	5	3	4	2	2	4	5	5	11	3	3	5	2	1	1	2	0	0	3	3	1	1	3	4	1	0	0	7	1	0	1	1	1	2	0	8	0	2	1	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	16096	4177	13605	10090	2454	4377	1142	1862	3062	2158	797	879	653	321	290	313	721	269	313	609	181	151	402	364	193	85	260	135	208	87	172	257	76	61	46	173	43	192	110	59	62	168	48	24	45	144	62	11	43	46	9	12	12	27	12	10	27	22	23	26	7	38	11	14	19	5	8	3	7	10	12	15	38	15	5	19	4	3	11	24	15	7	5	6	3	3	0	9	1	6	32	12	2	10	0	1	9	0	2	1	0	3	2	1	2	2	3	11	3	3	3	0	1	0	0	0	0	1	2	0	1	2	0	1	0	0	7	0	0	1	1	0	1	0	8	0	2	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	29038	11957	15839	11703	4757	5522	2850	2991	3741	2766	1626	1545	1291	1041	915	860	1081	694	692	859	511	461	605	508	376	295	392	307	305	250	308	376	185	190	189	245	153	239	170	124	110	230	98	87	68	165	73	64	81	68	51	58	53	52	54	52	42	39	51	46	25	51	28	22	30	16	26	25	18	14	18	16	51	22	13	22	12	17	23	12	18	8	16	7	13	13	6	11	5	10	12	8	2	16	0	2	10	0	5	4	7	2	2	2	2	4	7	9	3	3	2	3	0	1	1	0	1	1	2	1	0	3	3	1	0	0	0	1	1	1	2	2	1	0	10	0	1	2	1	1	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	15810	4061	13233	9957	2436	4221	1135	1890	3054	2117	774	847	639	303	295	320	715	251	332	590	180	148	383	321	179	83	246	159	162	93	192	268	72	63	57	171	41	192	104	50	58	194	48	18	25	134	43	14	50	37	12	9	12	22	10	8	26	25	30	29	6	44	10	14	19	4	5	4	9	9	9	11	49	16	6	18	5	2	13	10	15	6	5	4	3	3	0	11	2	8	12	7	1	9	0	0	9	0	2	1	0	2	2	1	1	1	6	9	3	3	1	1	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	1	0	0	0	10	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	29111	11850	15881	11465	4726	5407	2858	2924	3766	2781	1680	1563	1287	1034	930	880	1059	702	682	835	516	458	590	513	359	312	377	291	291	245	318	357	184	183	169	260	151	237	182	118	105	233	105	88	72	199	69	66	78	67	52	62	58	49	47	49	45	32	48	39	32	60	24	28	31	18	21	19	22	19	16	16	36	18	10	28	13	14	24	10	9	16	9	7	10	13	9	17	3	7	8	6	1	16	4	4	14	3	12	2	9	4	2	2	4	2	8	6	5	2	1	3	1	0	1	1	1	1	3	2	0	2	1	2	1	0	2	1	1	0	2	2	0	0	4	0	1	3	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	15665	3989	13280	9753	2445	4113	1143	1812	3055	2112	824	854	649	297	290	333	708	274	339	576	192	155	369	325	156	89	231	143	155	100	200	267	69	72	54	191	49	182	108	43	44	194	55	14	26	168	39	16	48	38	14	8	15	21	13	7	30	21	32	29	10	50	7	17	19	6	3	4	7	13	9	12	33	10	6	20	4	2	10	8	6	11	3	4	4	4	1	17	2	5	6	5	0	11	4	2	11	2	8	1	0	3	2	1	2	1	7	6	4	2	1	1	0	0	0	1	0	1	2	1	0	1	0	2	1	0	2	0	0	0	1	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	29042	11942	16116	11680	4749	5479	2919	2956	3767	2843	1678	1572	1222	1025	930	896	1031	717	666	864	548	468	556	508	375	304	390	306	276	220	309	356	184	177	163	275	132	240	171	124	101	238	99	86	71	194	79	70	79	68	54	61	40	50	40	46	56	43	42	29	32	52	21	31	37	23	22	15	22	24	25	28	32	16	16	34	12	12	21	8	11	14	9	7	11	11	13	11	4	8	8	8	2	9	4	7	17	3	17	2	9	4	2	4	2	2	9	6	2	1	1	2	4	2	0	1	2	1	5	5	0	0	0	5	1	0	2	0	1	1	1	1	0	0	3	1	1	2	1	0	0	2	1	0	0	0	0	0	0	0	0	5	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south28_active	80	15666	4052	13484	9916	2482	4177	1175	1839	3070	2165	843	854	630	281	287	352	690	279	327	607	206	147	344	305	167	76	241	158	159	80	202	273	68	78	49	200	44	190	109	52	42	195	49	13	26	163	43	22	46	39	14	9	10	24	10	8	37	24	32	22	10	43	5	23	16	5	4	4	6	15	13	20	31	9	11	26	4	2	9	6	8	8	2	4	7	3	1	11	2	8	6	5	1	8	4	4	14	2	10	1	1	3	2	1	1	1	7	5	1	1	0	1	3	1	0	1	1	1	5	4	0	0	0	5	1	0	2	0	0	1	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south29_all	80	28968	11952	16364	11694	4613	5615	2932	2988	3797	2807	1614	1570	1188	1018	909	918	1036	740	684	858	540	482	600	478	359	319	369	299	291	233	307	311	183	188	146	271	143	265	171	120	102	232	114	86	74	200	83	71	84	70	55	53	47	46	36	42	66	49	40	29	36	60	26	31	32	26	22	17	22	25	38	31	23	13	18	35	11	10	21	6	12	13	10	14	8	10	12	15	4	9	7	4	3	6	5	7	14	3	16	2	6	2	2	4	2	3	3	3	4	3	1	0	6	3	1	1	2	1	6	6	0	1	0	5	2	0	2	1	0	2	0	1	0	1	1	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	5	0	1	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south29_active	80	15771	4174	13653	9935	2426	4307	1168	1870	3108	2159	815	861	606	288	264	368	688	293	325	629	205	149	393	295	159	87	244	144	175	88	214	243	66	82	46	201	46	210	105	56	38	190	61	17	28	174	43	26	48	43	14	11	13	24	10	8	40	32	28	20	12	46	6	23	13	5	5	5	5	13	17	21	20	7	10	28	2	2	8	5	9	7	4	11	7	4	2	13	0	9	4	2	1	5	4	5	12	2	9	1	1	1	2	1	1	1	1	2	2	3	0	0	4	2	0	1	1	1	6	5	0	1	0	5	2	0	2	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south30_all	80	29282	12041	16388	11896	4686	5694	2898	3025	3850	2752	1569	1563	1190	1010	915	933	1045	696	685	883	558	486	639	534	364	305	377	299	333	223	299	346	172	188	166	278	140	293	171	127	120	200	111	80	91	184	92	76	99	68	58	55	48	49	42	40	66	42	34	23	35	63	31	25	27	29	23	17	17	22	34	31	18	15	21	29	11	7	16	9	12	5	15	14	8	13	13	10	4	8	7	8	4	3	3	7	10	3	12	1	7	4	6	6	2	3	2	5	3	3	2	2	7	3	2	2	1	1	7	4	1	1	1	3	1	0	0	3	1	2	2	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
0.03	south30_active	80	16169	4245	13716	10066	2452	4405	1201	1908	3152	2098	792	869	582	315	294	373	704	268	315	657	215	145	436	336	157	80	249	136	198	73	218	266	68	85	50	210	37	247	116	56	49	161	51	17	31	164	47	30	56	34	14	14	11	22	10	9	39	29	20	15	9	48	9	18	12	9	7	5	4	13	13	21	15	8	8	25	3	2	8	5	7	1	7	10	7	5	3	7	0	7	6	6	1	2	1	5	9	3	7	0	4	1	6	1	1	0	0	3	2	3	1	2	5	2	0	1	1	1	7	4	1	1	0	3	1	0	0	0	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
