label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188
0.03	north16_all	80	37575	14213	11862	6298	5858	2923	5012	4737	1928	2578	2237	2232	1876	1276	825	1495	1090	605	560	819	452	591	404	584	588	668	568	211	291	351	380	263	365	302	147	143	172	174	174	101	203	156	86	83	146	82	86	70	56	58	40	61	41	47	115	43	45	35	39	34	45	26	22	58	46	29	28	16	19	28	19	16	26	12	42	10	14	13	8	3	15	7	15	9	11	7	9	2	7	6	5	9	9	6	2	9	6	2	4	5	2	2	3	5	2	0	2	3	0	2	2	4	1	5	2	1	0	1	3	4	0	0	3	2	0	2	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	2	0	1	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	22563	7862	7106	3368	3414	1381	3095	3066	965	1534	1379	1362	1115	682	381	917	642	288	273	499	225	331	218	350	360	415	313	95	156	208	222	147	227	174	60	56	87	93	102	50	134	103	33	35	82	42	49	39	41	29	21	32	24	26	45	18	19	16	20	16	24	14	9	45	25	15	15	5	10	19	11	9	16	4	25	7	7	8	3	1	7	2	7	6	8	3	4	2	3	6	3	5	6	3	1	7	0	0	2	4	1	2	1	2	1	0	1	0	0	2	1	1	1	4	1	1	0	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	37376	14382	11786	6179	5860	2919	5001	4651	1905	2589	2148	2207	1888	1284	853	1449	1105	597	562	790	451	607	428	566	542	632	614	234	299	339	343	266	346	298	150	147	164	174	183	103	170	152	89	93	139	96	78	59	69	61	38	58	40	45	105	53	49	32	33	32	38	30	19	52	37	27	28	19	27	28	19	20	26	11	39	11	14	12	6	2	25	7	14	8	8	9	10	4	3	9	8	6	7	7	3	13	4	3	4	4	2	1	3	4	3	1	1	4	0	3	1	2	1	6	2	1	0	3	2	6	0	0	3	0	4	2	0	0	1	0	0	0	2	2	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	22384	7947	7052	3256	3431	1388	3126	3008	937	1487	1305	1337	1147	693	400	903	655	273	253	483	213	351	228	333	332	390	359	101	166	192	206	157	206	164	55	54	84	95	108	49	108	94	29	41	79	59	42	33	48	28	16	30	24	28	40	27	24	9	19	14	19	20	5	38	21	16	15	7	14	18	6	11	17	4	27	8	8	8	2	1	14	3	5	7	6	4	4	4	2	8	6	5	4	4	2	12	1	1	1	3	1	1	1	1	2	0	0	1	0	2	0	0	1	4	1	1	0	1	1	5	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	37435	14482	11575	6099	5766	2892	4805	4574	1940	2589	2139	2233	1878	1310	818	1401	1021	611	558	817	468	601	418	534	541	601	615	235	317	338	360	252	318	294	138	156	154	177	191	95	155	175	80	91	125	100	80	59	69	59	34	51	50	35	104	48	47	28	32	31	46	39	16	60	27	27	30	17	25	21	14	13	17	16	30	12	14	9	7	4	26	5	17	9	10	9	10	11	9	12	11	6	6	7	3	17	5	3	3	6	3	1	1	2	2	1	1	5	1	6	0	3	3	2	2	1	0	3	3	3	0	0	1	0	4	1	0	0	1	0	0	2	0	2	1	0	0	0	0	1	0	1	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	22311	7987	6935	3244	3363	1343	2969	2912	975	1516	1262	1404	1155	732	377	873	599	279	252	500	225	333	219	298	307	336	384	105	175	203	224	144	185	159	50	56	75	97	112	46	88	103	24	45	74	53	46	31	43	26	12	25	32	19	49	23	21	9	17	17	23	25	6	35	13	15	19	7	14	13	4	9	12	7	13	7	9	7	4	2	15	3	5	6	5	3	5	10	4	8	7	4	3	5	2	13	2	2	0	3	1	1	0	0	1	0	0	2	1	4	0	1	2	0	1	1	0	1	1	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	37556	14589	11482	6111	5632	2842	4759	4660	1933	2517	2075	2305	1958	1242	766	1517	1006	646	546	832	456	607	465	537	533	690	580	241	322	342	354	237	264	268	144	151	155	181	188	109	182	171	78	74	111	93	86	57	57	59	38	54	66	38	84	48	42	27	36	27	42	35	19	73	31	37	29	20	24	21	16	16	21	17	23	11	19	11	8	8	25	3	18	8	8	9	9	14	10	11	13	4	6	6	7	10	5	3	4	6	7	2	1	1	3	1	0	5	3	5	0	3	2	2	1	0	2	3	2	4	0	0	0	0	4	1	0	0	2	0	0	2	0	1	0	0	0	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	22353	8058	6859	3261	3278	1300	2921	2927	974	1481	1192	1418	1217	678	355	996	599	306	241	494	221	339	235	306	296	433	376	116	167	193	223	129	156	135	61	57	77	90	98	51	95	99	24	40	56	41	49	25	25	28	13	24	37	19	36	22	16	12	20	14	21	24	9	44	18	23	17	8	14	14	4	12	14	8	10	5	13	5	5	5	13	2	5	5	2	4	3	10	4	6	7	2	3	3	6	6	2	2	2	3	3	1	0	1	2	0	0	2	2	3	0	2	1	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	37484	14408	11401	6116	5722	2870	4793	4799	1968	2578	2193	2348	1978	1270	751	1564	1049	654	569	877	461	573	453	508	531	696	532	263	298	336	340	233	301	295	132	149	156	188	185	116	173	177	72	77	112	89	87	59	57	50	47	53	66	39	88	41	36	32	40	30	50	31	21	73	29	36	32	18	19	22	13	16	25	21	20	12	16	14	12	8	18	5	18	10	13	10	8	13	13	10	13	2	6	6	10	16	5	3	3	11	9	3	0	1	4	0	0	3	4	4	0	2	4	4	4	1	2	2	1	2	0	0	0	0	1	1	1	0	2	1	1	2	0	1	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	22244	7962	6698	3299	3335	1318	2922	3042	991	1561	1283	1466	1247	704	337	1028	626	327	272	534	227	306	230	264	309	440	349	125	159	187	211	123	183	153	59	75	83	100	95	49	87	108	29	42	59	42	54	29	21	26	16	24	35	19	46	19	15	17	22	17	34	19	13	47	17	21	20	6	11	14	5	8	17	11	7	6	10	6	8	4	9	3	6	6	7	5	3	8	6	5	6	1	2	3	10	12	3	2	3	5	4	1	0	1	2	0	0	1	3	3	0	2	1	2	3	1	1	1	0	1	0	0	0	0	1	0	1	0	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	37236	17788	9717	5358	5242	3767	2788	2767	2375	1858	1278	1483	1032	1683	1045	864	729	841	1120	911	459	432	816	376	617	310	391	346	332	384	273	208	310	264	267	151	156	124	128	214	201	91	141	99	140	67	71	70	56	73	128	44	123	41	76	67	62	62	54	43	33	41	29	25	21	22	17	25	25	20	33	25	18	38	18	12	18	6	12	25	22	18	15	14	6	9	9	6	5	10	4	10	7	3	6	4	5	4	4	2	4	3	4	3	2	6	1	5	14	1	0	1	2	4	0	4	1	3	7	1	0	2	1	1	2	1	0	2	0	1	5	1	1	6	0	1	3	0	0	0	1	0	1	0	0	1	0	1	0	1	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	22108	10475	5484	2689	2907	2146	1432	1549	1317	964	591	808	463	1049	539	458	378	464	723	585	229	189	513	172	384	141	223	196	192	237	154	112	177	157	169	95	83	52	51	137	129	40	73	56	84	28	41	38	18	41	71	26	65	19	50	40	34	45	32	22	16	25	10	12	7	14	9	11	13	10	16	12	12	25	11	4	13	2	5	17	13	10	11	4	3	3	3	5	3	6	3	7	3	2	3	2	2	2	2	1	2	3	1	1	1	2	1	3	12	1	0	1	0	4	0	2	0	3	5	0	0	1	1	0	2	0	0	0	0	0	2	1	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	38234	18370	10065	5568	5386	3960	2812	2817	2507	1933	1225	1471	1002	1770	1068	939	740	779	1178	911	465	431	775	346	610	292	404	381	306	364	304	207	305	268	270	155	154	119	136	225	222	96	149	94	150	65	76	75	51	65	121	44	112	44	97	72	57	63	71	34	41	46	32	22	33	34	16	24	27	20	37	26	19	31	15	16	20	9	14	23	19	24	17	11	9	14	12	10	4	10	5	11	7	5	10	4	4	5	5	5	4	2	3	2	4	3	0	2	11	2	2	1	3	4	0	4	1	0	9	1	0	2	1	2	3	1	0	2	0	2	2	0	1	3	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
0.03	south22_active	80	23068	10943	5741	2789	3063	2285	1470	1619	1460	1025	562	818	463	1084	566	497	363	441	718	605	226	203	472	162	388	137	229	218	176	219	166	103	167	153	171	90	80	53	56	154	141	41	75	52	105	24	46	39	16	39	60	23	60	26	64	46	35	50	30	16	20	29	10	12	15	21	12	10	13	11	23	12	11	16	9	4	13	3	6	15	13	11	13	2	4	6	5	7	2	5	2	7	3	2	7	2	1	4	3	5	3	2	0	1	1	2	0	2	10	2	0	1	1	4	0	2	0	0	6	0	0	1	1	0	2	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south23_all	80	38523	18624	10086	5691	5390	4035	2885	2882	2538	1879	1256	1555	1010	1835	1049	976	737	823	1206	919	479	436	745	354	655	292	438	392	300	430	309	222	319	292	253	159	148	129	143	213	219	97	161	92	147	77	76	70	55	74	114	47	103	42	110	58	57	62	87	27	52	48	28	26	32	36	16	24	29	18	37	22	19	26	8	14	26	9	15	12	19	24	16	14	9	12	10	6	6	7	11	15	6	5	6	6	4	6	4	7	2	2	4	1	3	2	0	0	6	2	3	1	4	4	2	6	7	1	6	1	1	1	1	1	3	3	0	3	0	1	2	1	0	0	2	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0
0.03	south23_active	80	23271	11271	5754	2840	3112	2326	1486	1626	1527	998	556	860	480	1140	561	507	352	476	750	595	238	211	438	165	396	138	279	225	152	271	172	116	190	155	164	85	80	62	62	155	146	39	90	45	108	34	45	39	19	44	64	24	61	25	79	41	39	44	29	11	24	28	10	14	15	18	14	10	15	11	26	12	9	18	2	4	18	2	6	7	11	15	13	2	4	3	4	3	2	3	5	8	3	2	4	3	2	4	3	6	2	2	1	1	1	1	0	0	5	2	0	1	2	4	1	3	6	1	5	0	0	0	1	0	2	2	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south24_all	80	38608	18770	10212	5623	5391	4044	2891	2929	2481	1905	1193	1537	1041	1896	1033	1006	740	804	1259	934	495	425	749	359	629	302	448	424	311	496	306	237	306	275	270	170	137	126	147	210	221	80	160	85	145	71	85	79	55	67	104	49	75	43	105	52	51	73	75	24	60	39	25	26	32	30	15	23	32	20	29	30	20	27	8	15	21	12	15	9	11	25	13	14	8	13	7	9	10	7	13	15	8	7	6	7	3	5	2	10	5	1	3	1	3	4	1	0	2	3	4	4	3	1	2	5	7	1	2	0	1	1	2	2	1	4	0	4	0	2	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0
0.03	south24_active	80	23150	11322	5840	2786	3108	2333	1508	1643	1467	1022	536	830	491	1164	557	529	356	451	768	600	251	203	414	170	384	155	286	244	164	308	161	120	180	156	172	88	64	64	77	151	153	28	83	38	98	34	51	40	25	39	56	22	45	29	67	39	33	50	18	13	32	18	9	13	14	10	13	11	15	12	19	15	10	11	1	4	13	5	7	7	5	16	11	2	3	6	4	3	4	4	6	7	3	4	6	3	1	4	2	8	3	1	1	0	0	3	1	0	1	2	0	3	2	1	1	3	6	1	1	0	0	0	2	0	0	2	0	3	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south25_all	80	38584	18843	10123	5577	5415	4067	2896	2992	2422	1877	1211	1585	1023	2008	1057	998	707	898	1295	1098	487	408	790	376	695	319	438	393	335	503	293	219	300	289	247	174	138	119	145	205	165	79	164	93	156	65	90	76	53	61	84	52	85	38	84	55	56	80	74	32	59	37	24	22	30	26	12	20	23	21	17	42	21	29	12	15	17	11	9	6	10	23	12	8	4	16	8	9	8	3	12	12	5	5	3	6	2	3	3	11	9	2	3	1	1	4	3	2	2	2	3	5	3	0	5	3	6	4	0	1	2	2	1	2	1	3	0	4	0	3	0	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0.03	south25_active	80	23005	11452	5770	2747	3082	2329	1500	1682	1387	1009	554	868	484	1243	579	533	344	494	792	691	250	180	467	184	425	162	289	225	179	315	162	110	182	171	154	89	63	55	74	145	103	31	91	40	95	35	51	43	24	31	48	24	52	23	55	35	35	53	32	18	34	21	10	9	12	5	8	11	8	10	7	19	10	15	6	4	10	5	5	4	7	12	6	3	0	9	5	3	3	1	7	6	1	3	3	3	1	2	3	9	5	1	1	0	0	4	1	1	1	1	0	4	1	0	4	2	6	4	0	0	1	0	1	0	0	2	0	3	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	38458	18653	10208	5503	5477	4097	2905	2916	2391	1880	1212	1657	1058	1978	1066	977	707	907	1292	1102	493	417	742	369	724	305	419	364	331	508	293	231	315	284	253	170	160	127	130	212	160	76	171	96	148	62	89	74	57	63	100	54	91	37	61	67	44	85	71	34	56	29	29	20	21	24	14	23	21	19	21	45	16	36	12	17	18	13	9	7	6	22	12	7	3	13	7	9	7	4	13	11	8	5	2	6	1	4	3	8	11	3	1	1	2	3	3	3	4	3	2	5	1	0	4	5	6	3	1	3	2	1	1	1	1	5	3	2	5	2	1	1	3	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	22772	11362	5788	2753	3134	2325	1510	1658	1320	1020	568	900	504	1222	564	514	352	505	783	700	245	184	451	181	465	156	256	218	174	314	182	116	181	164	155	91	69	65	66	151	89	33	96	42	90	34	51	37	26	31	56	25	49	19	34	37	22	52	40	18	32	18	12	7	11	6	7	12	4	8	14	23	6	21	7	8	12	8	4	4	5	14	6	3	0	8	5	2	2	2	7	8	1	5	2	3	0	2	2	7	6	0	0	0	1	3	1	2	4	2	0	4	0	0	4	2	6	3	1	2	2	0	1	0	0	4	3	2	4	0	1	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	38601	18768	10258	5488	5476	4089	2872	2867	2398	1933	1213	1616	1023	1892	1046	961	723	928	1324	1053	476	434	754	360	731	311	378	351	334	506	265	232	298	267	267	166	153	127	125	211	194	73	193	90	149	74	71	64	51	58	105	61	89	47	68	66	47	86	73	34	53	35	31	17	32	32	22	26	20	16	20	34	14	28	22	17	14	16	9	9	8	17	11	10	5	11	6	10	4	4	8	16	7	3	2	5	1	5	3	15	8	4	1	1	3	4	4	3	5	1	2	5	1	0	12	5	1	5	1	3	2	1	0	2	2	3	3	1	6	1	1	0	4	1	0	1	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south27_active	80	22970	11476	5842	2749	3102	2257	1466	1626	1289	1038	567	872	472	1194	531	504	350	509	798	668	220	200	487	170	469	161	233	203	194	311	168	116	167	166	166	88	67	61	61	143	101	36	111	40	95	38	32	30	22	26	58	28	48	26	42	30	27	52	41	17	29	24	13	9	19	13	14	14	7	5	12	15	9	16	13	9	7	10	4	5	5	6	6	8	1	9	4	4	2	2	3	14	2	2	2	3	0	2	2	10	4	0	0	0	1	3	2	2	4	1	1	3	0	0	12	3	1	4	1	2	2	0	0	0	0	3	3	1	5	0	1	0	3	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	38541	18821	10062	5412	5473	4086	2884	2852	2460	1931	1254	1613	1033	1875	996	982	730	926	1319	974	455	437	763	356	756	300	409	332	319	518	253	242	294	222	265	162	158	132	121	200	195	68	168	88	134	68	62	70	51	64	111	66	93	52	68	60	54	88	82	28	60	31	33	25	34	37	25	24	22	14	23	35	13	31	25	16	9	14	13	13	13	14	8	15	5	10	5	9	7	5	8	16	5	3	1	5	1	4	1	11	5	4	1	0	5	5	2	1	6	1	4	2	0	0	9	5	1	2	5	3	2	0	0	1	2	4	3	0	6	1	2	0	3	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south28_active	80	23163	11555	5789	2718	3143	2252	1473	1644	1362	1035	581	855	478	1187	501	513	351	535	814	600	212	214	506	178	468	156	260	193	198	329	159	125	162	139	169	87	69	69	61	129	103	36	105	39	93	33	26	34	22	31	58	29	48	29	41	29	31	46	42	10	32	19	15	17	17	18	17	13	8	5	14	19	8	24	14	10	5	7	6	11	7	5	6	8	1	7	3	6	3	2	3	14	1	2	1	3	0	1	0	7	2	1	0	0	1	4	1	1	5	1	1	0	0	0	9	3	1	1	4	2	2	0	0	0	0	3	3	0	5	0	2	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	38090	18668	9896	5418	5396	3919	2879	2834	2451	1936	1269	1497	1042	1841	1008	971	736	904	1193	906	459	439	781	376	754	316	381	342	328	479	275	236	299	222	258	159	153	138	124	189	216	65	147	72	132	73	65	80	45	64	99	75	75	59	69	49	62	84	72	30	50	32	24	24	30	40	30	23	22	17	30	41	12	22	32	12	5	10	11	11	13	9	5	19	5	9	6	7	7	5	4	15	3	2	3	5	2	5	0	13	2	3	2	0	7	4	1	6	4	1	6	3	2	0	8	4	1	2	4	1	1	0	0	1	2	1	3	1	4	0	2	0	3	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	3	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
0.03	south29_active	80	22952	11317	5680	2684	3037	2141	1474	1609	1321	1005	599	795	486	1118	511	521	355	524	726	535	211	220	537	197	456	177	246	189	200	306	164	125	177	140	167	80	71	63	68	116	128	35	88	32	90	34	22	35	21	31	52	33	43	29	44	28	40	48	44	15	26	20	12	17	16	17	20	12	10	5	20	23	8	16	18	7	2	4	7	10	4	5	3	10	2	5	3	6	4	1	1	14	2	1	1	3	2	1	0	8	0	1	0	0	2	3	1	0	3	1	2	0	1	0	8	2	1	1	3	0	0	0	0	0	0	0	3	1	2	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	36966	17960	9700	5285	5269	3866	2828	2785	2420	1948	1303	1419	987	1841	1013	981	711	884	1205	853	474	411	759	377	688	311	401	339	328	439	268	220	278	206	235	159	147	141	125	177	197	77	139	72	133	85	73	81	41	64	83	65	78	56	69	40	67	72	68	35	45	36	24	26	25	43	22	16	21	14	33	39	15	19	23	9	9	12	9	16	16	11	7	18	7	12	6	6	4	7	3	17	4	1	4	5	4	5	1	6	6	3	3	1	5	2	1	7	5	2	6	2	2	2	8	4	1	3	4	1	2	0	0	1	1	2	1	1	2	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	22182	10656	5529	2581	2936	2131	1443	1543	1287	980	624	749	467	1138	508	539	348	506	760	519	217	201	516	199	385	165	254	193	201	276	162	108	170	137	141	72	78	66	70	111	120	36	83	35	87	42	27	38	17	33	42	28	36	27	41	22	39	42	43	19	29	22	13	16	14	20	13	9	11	4	22	20	10	14	12	3	7	4	6	13	6	2	2	9	3	8	3	4	2	3	1	15	3	1	1	4	3	2	0	3	2	1	1	0	2	1	0	0	4	0	2	0	1	2	8	3	1	2	3	0	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	38254	18649	10127	5567	5305	4166	2843	3067	2425	1879	1357	1534	1061	1841	1104	921	750	833	1225	922	507	400	828	337	730	296	463	342	346	440	284	228	327	263	257	171	158	131	118	210	215	102	147	102	121	77	83	68	57	66	71	65	88	38	87	48	81	69	70	54	53	56	26	24	44	24	21	24	25	19	41	27	11	27	21	22	15	14	11	25	10	14	10	11	9	6	4	9	12	8	7	9	4	7	10	8	7	5	5	9	3	6	1	3	3	3	2	2	11	5	3	3	2	2	1	8	1	8	1	0	0	1	2	0	2	7	5	1	6	0	1	1	1	2	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0
0.03	south31_active	80	23194	11370	5877	2848	3005	2301	1452	1724	1359	966	651	867	486	1141	591	475	376	459	823	543	233	179	529	155	477	143	277	190	203	251	152	107	188	157	118	87	76	48	61	128	119	57	72	46	67	37	45	28	27	34	47	32	56	20	62	30	42	46	48	28	32	30	11	14	25	16	15	17	9	9	24	13	5	9	12	12	8	7	6	20	5	7	6	4	3	4	2	3	8	5	5	2	2	5	6	5	3	1	3	6	1	0	1	3	0	2	2	1	7	5	0	3	1	2	1	5	1	1	1	0	0	1	2	0	1	7	5	0	4	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
