label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44
0.03	north1_all	80	6398	2429	1360	2560	1504	541	516	273	398	143	87	78	91	33	28	57	25	12	44	10	13	1	3	2	1	1	0	1	3	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3569	1266	687	1749	1029	322	348	164	254	91	36	52	54	12	20	41	15	3	23	5	4	1	1	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6411	2465	1379	2516	1505	560	559	250	433	156	77	78	102	31	31	69	26	13	50	8	13	1	7	0	2	1	0	1	1	0	1	3	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north2_active	80	3591	1274	702	1684	1013	346	391	153	287	99	35	49	60	13	20	44	15	4	23	5	4	1	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6485	2515	1398	2470	1570	559	564	239	399	167	68	80	112	30	30	76	27	17	38	7	12	2	7	0	2	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	3592	1294	753	1645	1036	326	394	133	263	105	29	48	66	13	15	48	20	8	14	5	5	1	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6445	2490	1377	2437	1523	552	598	282	401	158	68	83	128	24	37	68	35	14	36	7	9	2	7	0	2	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	3625	1282	737	1633	1017	314	413	149	276	94	33	49	81	12	18	45	23	7	19	4	3	1	2	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6436	2466	1358	2401	1421	510	585	268	402	156	78	84	111	27	37	66	43	17	28	8	4	4	7	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3577	1255	752	1598	948	306	403	146	271	87	39	44	76	16	20	48	29	8	23	4	2	1	2	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6439	2422	1310	2337	1397	498	535	279	399	169	78	73	97	24	40	59	49	23	32	13	3	5	4	1	2	1	1	1	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	2	0
0.03	north6_active	80	3539	1258	739	1553	937	292	356	156	268	98	43	37	69	13	22	41	34	8	23	8	1	2	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0
0.03	north7_all	80	6241	2372	1283	2173	1290	440	487	271	385	145	83	82	90	29	40	58	42	21	26	13	3	5	4	1	1	1	2	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0
0.03	north7_active	80	3387	1233	699	1446	851	257	314	156	248	82	47	47	69	11	25	30	26	8	15	7	2	2	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
0.03	north8_all	80	5988	2352	1287	1961	1249	438	428	274	350	124	73	80	68	30	38	57	36	23	19	15	3	3	3	1	1	1	3	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0
0.03	north8_active	80	3157	1250	691	1288	817	257	281	160	221	69	40	49	51	9	23	28	22	9	11	8	2	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
0.03	north9_all	80	5744	2324	1290	1859	1122	433	405	267	345	104	68	71	68	31	37	45	22	19	18	10	6	5	7	3	2	0	2	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	3038	1215	664	1218	728	238	249	157	193	53	35	42	54	9	20	24	13	9	11	5	3	2	3	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	5746	2341	1299	1831	1111	442	425	253	314	103	64	71	54	26	34	29	23	12	20	7	5	6	10	3	1	0	2	1	3	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north10_active	80	3032	1228	681	1157	697	241	253	150	181	61	31	38	36	10	17	15	16	6	15	3	2	3	7	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6403	2494	1357	2333	1350	523	584	298	358	156	75	83	127	26	32	70	21	10	33	7	6	6	10	4	3	2	2	1	0	2	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0
