label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	6525	4924	3616	2306	642	534	312	855	172	133	94	63	49	67	29	70	72	30	15	6	9	3	7	11	14	1	2	3	2	1	12	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	2304	3788	3049	1972	224	343	84	797	76	38	38	21	13	50	12	56	54	23	10	3	5	2	2	9	13	0	0	3	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6649	4930	3474	2306	631	541	303	885	147	138	90	66	48	74	26	57	75	39	18	7	8	6	8	12	8	0	1	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2393	3778	2929	1966	219	339	71	823	63	39	32	19	15	53	10	44	69	31	11	3	3	5	2	9	6	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6631	4760	3484	2169	595	517	306	850	140	138	100	61	51	67	31	42	55	46	15	9	8	6	6	11	6	1	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
0.03	north3_active	80	2295	3568	2913	1823	204	313	70	794	51	35	37	19	13	48	11	33	46	40	8	4	3	4	2	9	4	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6660	4540	3164	2005	609	509	288	841	144	140	95	61	55	70	33	36	52	45	16	9	9	8	5	6	7	3	1	0	4	2	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north4_active	80	2163	3262	2560	1641	188	285	69	774	49	28	30	21	16	53	14	23	43	33	8	5	2	3	2	4	5	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6556	4305	2908	1774	589	508	276	772	162	126	98	56	56	60	35	35	50	34	11	12	9	6	4	8	2	3	1	0	3	1	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north5_active	80	2027	2975	2263	1425	172	269	72	703	59	32	32	23	16	48	18	21	42	24	5	5	2	1	2	7	2	0	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6507	4081	2525	1626	605	499	283	696	168	117	82	67	51	58	36	34	25	19	16	11	12	3	5	10	5	6	1	6	2	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0
0.03	north6_active	80	1914	2753	1897	1252	173	258	74	614	59	30	24	19	17	43	20	20	17	10	9	2	2	0	1	10	5	4	0	6	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6503	4157	2842	1840	606	472	275	687	167	120	87	68	47	57	42	42	24	27	22	12	9	2	6	8	5	5	2	6	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1991	2909	2234	1482	186	247	68	599	59	30	30	11	13	36	23	29	19	20	14	3	2	1	1	8	5	5	1	6	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6625	4492	3330	2015	629	542	287	777	172	122	77	66	49	61	47	47	42	27	24	8	15	6	7	8	5	7	2	7	0	1	4	2	0	1	0	3	0	0	0	0	0	0	0	0	1	0
0.03	north8_active	80	2109	3280	2707	1640	225	316	67	685	66	31	26	8	12	38	23	33	39	21	17	3	6	3	1	7	5	7	1	7	0	0	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6594	4855	3589	2324	654	543	271	831	177	123	83	71	48	64	38	50	66	28	26	6	12	6	6	6	15	3	3	6	1	2	4	3	0	1	0	3	0	0	0	0	0	0	0	0	1	0
0.03	north9_active	80	2208	3692	2980	1950	233	325	61	750	75	34	32	9	12	43	17	32	60	21	19	3	6	3	3	5	15	3	2	6	1	0	4	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	6581	5054	3812	2379	657	546	294	940	169	115	81	67	51	62	35	43	66	30	22	3	12	8	7	5	18	2	2	7	1	2	4	1	2	0	0	3	0	0	0	0	0	0	0	0	1	0
0.03	north10_active	80	2281	3933	3236	2020	234	332	70	871	77	32	27	12	14	48	10	27	61	20	18	1	7	6	3	3	17	2	1	7	1	0	4	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6582	4925	3508	2268	589	609	282	896	179	123	86	79	58	74	19	41	68	26	19	12	6	5	5	9	28	5	5	10	2	0	2	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north11_active	80	2395	3829	2956	1941	190	344	73	823	89	31	32	21	8	52	12	32	64	22	15	3	3	1	3	7	28	5	3	9	2	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	6662	5000	3586	2251	587	627	288	912	176	115	91	59	65	75	23	42	58	24	17	9	5	4	6	15	28	8	6	2	5	0	4	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	2369	3870	3031	1936	183	354	70	841	92	22	34	15	14	51	11	32	52	20	13	3	3	1	4	13	28	5	2	2	5	0	1	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	6683	5020	3688	2181	586	606	326	936	175	111	78	66	64	81	31	47	49	28	18	5	4	7	3	17	26	11	3	4	5	0	2	1	1	1	1	6	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	2360	3839	3167	1852	184	367	78	855	86	25	33	21	14	57	10	35	42	26	12	1	2	2	2	14	25	8	0	4	5	0	0	1	1	0	1	6	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6532	4729	3300	1991	581	559	316	851	167	117	75	67	61	70	32	43	32	23	16	3	8	9	3	14	11	16	2	5	4	0	3	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	2213	3517	2760	1622	185	333	75	767	69	27	27	18	15	48	12	30	24	21	9	0	3	3	2	10	10	12	0	4	3	0	1	1	0	0	1	6	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6455	4448	3012	1867	604	500	304	722	161	124	87	65	51	63	32	42	30	29	18	4	13	10	6	8	16	12	2	3	2	0	1	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	2043	3186	2462	1451	178	308	70	635	62	26	34	17	11	43	14	28	23	24	9	1	7	5	5	5	14	11	0	2	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	6320	4080	2698	1674	599	502	275	558	174	122	94	54	54	56	34	30	38	21	17	5	15	10	10	9	15	7	2	1	1	0	2	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0
