label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48
0.03	north1_all	80	27719	4434	3411	1930	1463	670	1183	378	675	201	151	148	147	118	49	38	36	23	15	31	25	9	8	4	3	7	7	1	1	1	2	3	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	23997	1323	2270	1259	1027	174	1018	139	580	108	45	83	121	90	22	11	20	6	3	27	20	4	1	3	1	4	5	0	0	0	2	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	25702	4324	3296	1929	1404	659	1145	390	583	192	150	133	131	114	43	29	37	20	11	19	23	7	5	3	2	6	7	1	3	0	7	5	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_active	80	21824	1196	2081	1242	976	171	971	144	493	97	34	72	108	79	19	7	23	6	1	16	18	3	2	2	1	4	5	0	0	0	7	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	23946	4402	3131	1889	1356	656	1061	359	529	199	144	134	108	95	47	34	47	27	10	19	24	8	4	4	2	2	8	1	3	1	6	5	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north3_active	80	19969	1101	1899	1161	900	179	884	131	445	101	29	76	80	64	16	8	26	7	3	15	16	2	2	3	1	2	6	0	1	0	6	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	22314	4378	3054	1883	1330	660	1007	366	484	218	132	112	111	93	42	35	44	29	15	17	22	8	5	6	4	2	8	4	3	1	6	7	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	18240	1022	1785	1115	880	169	823	130	390	107	29	61	81	66	16	8	28	6	3	12	14	2	1	3	4	2	7	1	1	0	5	5	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	23117	4450	3149	1933	1337	648	1094	340	538	237	140	118	123	97	40	40	56	24	16	18	18	8	8	8	4	3	5	4	2	1	3	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	19072	1061	1940	1129	871	171	891	116	452	120	39	66	80	70	16	12	36	6	4	13	8	1	1	3	4	2	3	1	1	0	2	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
