label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	2592	1214	1092	429	387	187	107	173	68	62	102	27	17	63	21	7	38	11	7	4	26	2	3	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	1172	554	668	200	210	94	47	109	37	34	66	13	8	37	11	1	34	6	2	2	24	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	2573	1203	1083	419	381	195	100	168	74	64	95	30	19	50	16	7	32	9	5	4	8	2	2	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	1165	559	671	190	208	106	44	105	38	35	57	20	7	27	11	1	26	5	1	2	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	2623	1165	1037	425	402	210	100	166	72	62	86	35	16	50	15	7	38	16	9	2	11	4	2	1	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	1218	548	629	200	222	111	41	106	37	33	48	22	5	30	11	1	26	8	3	2	9	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	2640	1086	983	442	410	219	112	144	72	55	83	42	16	59	18	8	34	15	9	3	8	5	4	0	0	0	4	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north4_active	80	1202	507	584	219	228	114	46	81	40	23	49	26	4	42	15	3	21	8	4	2	6	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2666	1100	987	438	389	221	116	131	80	55	90	52	20	55	18	8	29	13	9	4	6	5	2	1	1	0	4	1	1	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	1202	491	574	210	225	108	48	75	42	27	48	31	9	44	14	3	16	7	4	2	5	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2649	1081	965	460	406	223	129	133	89	56	106	45	16	57	18	5	24	9	7	5	5	4	2	1	2	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	1204	474	574	235	243	111	60	79	49	28	64	26	6	38	13	3	13	4	3	3	4	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2588	1113	1001	430	398	227	124	133	102	60	103	46	23	48	19	5	18	5	4	4	4	0	2	1	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	1165	503	624	214	239	115	58	87	57	32	60	29	9	26	14	3	7	3	1	2	3	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	2650	1139	1005	438	394	229	124	145	92	54	89	48	18	51	24	7	33	11	4	2	4	1	1	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	1226	515	609	220	246	115	60	91	47	30	57	24	5	25	15	4	21	6	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	2581	1104	997	421	372	225	109	144	85	53	92	46	19	56	23	9	32	11	3	1	6	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	1152	493	585	203	227	119	54	93	42	28	66	24	4	30	15	4	19	6	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2586	1108	1007	435	384	227	98	177	81	52	92	40	16	45	25	9	31	14	8	1	10	5	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1163	494	583	235	233	129	51	112	33	27	68	17	4	32	15	4	21	10	3	1	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	2612	1121	955	436	428	185	132	155	70	56	98	39	16	63	13	10	41	11	8	4	5	3	1	2	2	2	6	4	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	1168	491	541	217	234	84	66	93	45	27	53	23	5	33	8	5	32	5	3	2	4	1	1	2	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	2635	1136	951	420	417	196	122	143	67	56	115	39	20	68	16	9	34	10	6	3	3	2	1	1	1	1	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	1173	528	554	201	243	95	62	94	39	30	58	19	8	33	10	5	29	6	3	2	2	0	1	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	2650	1151	992	422	426	216	136	142	80	67	101	37	25	47	19	7	30	7	6	2	3	0	0	1	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	1168	543	609	201	248	107	70	92	44	38	52	18	11	18	12	4	20	6	3	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	2666	1118	1033	417	406	212	128	143	86	73	101	37	25	49	19	4	34	11	4	4	5	0	1	1	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	1207	537	637	195	240	104	61	88	43	38	53	19	9	24	14	3	21	9	2	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	2621	1131	1008	427	404	199	120	144	85	90	103	42	26	54	15	8	30	17	7	7	6	2	1	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	1206	541	606	207	249	98	57	83	48	51	52	23	12	33	12	6	17	13	5	4	3	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	2622	1094	980	420	390	202	113	150	79	79	80	45	22	62	13	6	36	15	10	6	10	2	1	2	0	1	1	0	0	2	1	0	0	1	0	0	0	3	0	0	0
0.03	north16_active	80	1226	528	576	202	247	92	54	86	40	44	42	26	11	43	11	4	27	11	8	4	4	1	1	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	2559	1099	997	427	383	206	114	125	75	78	85	45	17	60	16	7	42	20	11	7	8	3	1	2	0	2	0	0	0	2	1	0	0	1	0	0	0	3	0	0	0
0.03	north17_active	80	1195	525	587	207	237	100	58	67	36	45	46	24	9	36	9	5	28	15	10	4	4	1	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	2528	1071	994	430	371	196	125	114	71	69	89	52	18	51	8	6	57	21	11	5	9	3	0	3	0	1	0	0	0	3	1	0	0	1	0	0	0	3	0	0	0
0.03	north18_active	80	1164	511	609	201	224	98	66	56	31	42	43	34	8	23	1	3	41	12	7	1	4	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2629	1124	1030	425	390	196	129	123	77	56	90	55	22	51	12	6	55	19	8	5	4	3	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
0.03	north19_active	80	1214	522	623	206	233	97	63	71	33	31	48	34	9	24	1	4	37	12	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
