label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	11531	6461	2042	1565	1046	790	382	262	190	165	131	133	88	74	68	58	19	13	21	10	12	7	8	14	11	8	4	5	1	0	3	2	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	6799	4009	1080	923	611	477	194	128	96	93	72	79	44	42	53	36	13	6	13	8	3	1	5	7	10	6	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north2_all	80	11645	6357	2059	1556	1019	816	368	258	182	155	139	144	95	65	77	56	22	14	18	9	13	5	9	10	12	7	4	4	0	0	3	0	1	1	0	0	0	0	0	0	0
0.03	north2_active	80	6872	3900	1103	899	599	488	189	126	100	93	70	90	53	32	46	36	14	5	9	7	4	1	6	4	11	5	2	3	0	0	2	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	11734	6216	1988	1623	1020	760	378	267	175	141	155	128	96	60	87	40	26	18	18	7	15	4	7	7	7	4	5	1	0	1	4	0	1	1	1	0	0	0	0	0	0
0.03	north3_active	80	6896	3738	1068	940	590	454	192	131	92	86	77	81	52	27	56	24	15	10	9	3	6	1	5	2	5	3	4	1	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	11495	6124	1988	1617	1015	739	372	265	179	142	153	123	101	60	80	33	27	18	10	8	14	3	6	5	12	1	6	1	0	1	5	0	0	1	2	2	0	0	0	0	0
0.03	north4_active	80	6683	3672	1044	927	584	434	189	136	87	85	70	72	60	32	51	17	15	11	7	4	4	1	4	4	5	0	4	1	0	0	3	0	0	0	1	2	0	0	0	0	0
0.03	north5_all	80	11244	5979	1909	1632	996	676	357	253	183	141	139	121	86	64	75	31	28	16	9	8	12	4	2	14	11	3	4	1	0	1	3	0	0	1	3	3	0	0	0	0	0
0.03	north5_active	80	6513	3605	984	952	542	403	180	136	81	82	64	69	56	38	48	18	15	10	4	5	4	1	1	13	4	1	3	1	0	0	1	0	0	0	2	2	0	0	0	0	0
0.03	north6_all	80	10873	5810	1881	1551	954	657	326	252	179	144	121	120	90	62	59	27	25	14	11	9	11	4	7	17	13	2	3	1	2	0	2	0	0	0	3	3	0	0	0	0	0
0.03	north6_active	80	6235	3491	952	909	500	372	152	128	79	82	59	70	54	32	38	11	14	10	4	8	4	2	5	14	6	1	2	1	1	0	1	0	0	0	2	2	0	0	0	0	0
0.03	north7_all	80	10777	5673	1875	1483	945	691	324	237	186	132	120	117	103	56	62	28	32	15	14	8	12	7	8	17	8	3	0	1	5	0	0	1	0	0	2	1	0	0	1	0	0
0.03	north7_active	80	6137	3391	933	864	498	408	162	118	84	73	67	63	54	28	30	14	19	9	5	6	6	4	6	14	5	1	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north8_all	80	11113	5879	1921	1530	962	725	340	219	183	139	128	112	107	61	64	35	32	18	20	8	8	9	10	7	10	3	1	1	5	0	0	1	0	0	2	1	0	0	1	0	0
0.03	north8_active	80	6367	3566	971	889	520	429	173	117	83	74	68	60	53	31	36	19	22	10	7	4	6	5	8	5	7	2	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north9_all	80	11383	6022	1991	1523	981	755	347	245	183	131	127	122	109	65	63	37	31	20	19	8	12	7	7	15	9	4	2	2	4	0	0	1	0	0	1	0	0	0	1	0	0
0.03	north9_active	80	6551	3660	1016	875	544	455	186	134	86	63	65	65	58	34	35	23	18	12	7	5	5	3	4	14	5	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
