label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	15459	10752	3296	2220	1249	958	600	896	645	363	210	141	163	99	112	95	55	32	20	21	13	12	5	7	3	3	4	3	2	0	3	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2
0.03	north1_active	80	8004	8732	1407	1162	463	503	197	741	519	265	74	41	121	60	89	77	46	12	12	10	3	4	4	1	2	0	4	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0.03	north2_all	80	15306	10397	3313	2174	1270	957	594	925	616	372	201	145	158	98	117	75	50	35	20	17	12	11	5	6	1	2	4	2	2	0	2	0	2	0	2	0	0	0	0	0	1	0	0	0	0	2
0.03	north2_active	80	7777	8333	1356	1124	460	499	184	748	490	280	63	38	117	63	88	54	36	10	9	6	2	3	1	0	1	0	4	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
0.03	north3_all	80	14839	9995	3211	2105	1282	938	618	891	586	343	207	147	160	96	87	68	58	33	27	18	11	13	11	8	2	1	8	2	1	0	2	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	7311	7941	1289	1009	459	482	178	717	453	250	69	34	121	50	60	52	43	10	9	4	2	3	6	0	0	1	6	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	15063	10756	3105	2117	1326	999	630	964	686	364	186	125	170	99	112	72	78	35	27	20	11	14	13	7	3	2	12	2	2	0	4	1	1	0	3	0	1	0	1	0	0	0	0	0	0	0
0.03	north4_active	80	7672	8682	1260	1025	510	540	199	805	566	279	65	31	131	50	82	55	61	11	7	5	2	5	9	2	0	2	10	1	1	0	3	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	15372	11529	3150	2192	1334	1017	628	1029	726	376	195	130	165	96	125	80	93	28	26	14	13	13	10	9	5	2	9	4	3	0	3	1	2	0	1	0	1	1	1	0	0	0	0	0	0	0
0.03	north5_active	80	8099	9484	1366	1118	566	577	207	880	597	279	78	36	130	52	91	64	77	11	6	4	3	4	9	4	0	2	7	2	1	0	3	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north6_all	80	15715	12269	3239	2285	1348	1020	614	1142	730	389	195	131	188	103	132	89	109	29	20	10	7	12	9	12	4	2	7	4	3	0	2	2	2	0	1	0	0	1	1	0	0	0	1	0	0	0
0.03	north6_active	80	8516	10205	1484	1199	575	587	218	998	604	278	88	40	145	59	107	76	99	10	9	4	2	4	8	7	0	2	6	1	1	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north7_all	80	15815	12505	3300	2287	1356	1004	616	1136	725	396	199	133	205	109	114	95	99	29	21	9	4	10	10	13	2	4	2	4	3	0	2	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0
0.03	north7_active	80	8655	10486	1521	1276	599	552	214	980	599	295	84	49	160	67	91	79	93	11	10	1	1	2	6	7	0	3	2	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north8_all	80	15696	12413	3275	2268	1363	993	628	1136	688	409	201	139	201	115	97	97	105	32	25	14	6	9	13	9	3	5	3	2	2	0	0	2	1	0	1	1	0	1	0	0	1	0	1	0	0	0
0.03	north8_active	80	8563	10405	1483	1268	595	544	216	980	558	297	87	52	157	73	78	82	95	12	14	3	1	3	7	4	0	3	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	15674	12256	3205	2207	1341	1016	664	1048	719	420	220	122	194	109	89	115	96	37	23	17	5	7	13	10	1	5	3	2	2	0	3	3	0	0	1	1	0	1	0	0	1	0	0	0	0	0
0.03	north9_active	80	8584	10259	1455	1231	584	583	222	899	594	331	91	49	156	69	63	99	85	12	9	5	1	3	5	4	0	3	3	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	15691	12168	3235	2170	1312	1014	639	1086	772	427	205	128	178	92	87	95	91	33	22	15	6	9	13	10	3	4	4	2	1	0	11	4	0	0	1	1	2	1	0	0	1	0	0	0	0	0
0.03	north10_active	80	8685	10188	1447	1250	573	586	226	944	645	326	76	47	140	58	65	79	79	11	10	6	1	5	4	2	1	2	3	1	0	0	10	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	14702	9617	3138	2113	1389	906	612	810	597	324	154	155	178	84	97	67	66	19	23	25	10	7	11	2	7	6	2	2	0	3	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	6881	7317	1134	976	466	409	146	653	478	204	56	45	129	47	69	49	57	6	11	11	4	3	7	0	1	3	1	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	14813	10111	3163	2128	1361	941	616	861	619	337	163	152	171	87	106	77	73	24	24	18	12	9	12	3	5	5	1	1	2	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	7276	7885	1198	1040	467	427	149	704	493	223	60	46	124	49	76	56	63	4	14	8	4	4	9	1	1	4	0	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	14884	10296	3187	2098	1387	943	606	926	626	339	174	160	163	88	106	78	67	22	21	16	14	8	13	3	3	2	4	3	2	3	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	7381	8132	1271	1043	520	446	157	754	519	212	60	53	114	52	76	61	59	2	12	6	2	4	8	1	0	1	2	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	15156	10947	3230	2061	1368	992	641	1032	676	358	190	156	167	96	117	87	72	27	24	12	18	9	13	4	3	2	4	3	2	3	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	7755	8876	1336	1085	556	500	180	843	574	246	63	52	123	60	93	67	59	3	15	5	2	4	6	2	1	2	3	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15675	11831	3220	2045	1377	979	624	1196	709	349	197	149	168	100	92	79	71	27	27	20	15	10	9	5	4	3	9	5	0	1	7	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	8306	9778	1376	1101	603	515	186	1003	604	239	68	47	123	66	76	59	58	5	18	10	2	2	4	3	1	2	8	1	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	15939	12605	3257	2081	1386	986	643	1246	766	399	209	138	208	101	90	80	71	25	30	24	16	12	4	6	5	3	8	5	1	1	6	0	0	3	2	1	0	0	0	1	0	0	0	0	0	0
0.03	north16_active	80	8666	10570	1414	1154	622	522	202	1071	653	294	77	43	158	69	78	59	57	5	17	12	5	2	1	3	2	2	8	1	0	1	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north17_all	80	15898	12742	3260	2095	1360	1002	619	1182	803	420	201	134	203	98	101	84	85	30	25	28	12	14	6	7	6	4	9	3	1	1	10	1	0	2	2	0	1	0	0	1	0	0	0	0	0	0
0.03	north17_active	80	8778	10722	1453	1163	622	522	195	1022	689	305	90	39	159	65	87	62	74	6	13	13	4	3	4	3	2	2	9	1	0	1	9	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
