label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	18528	5639	3957	1685	1054	1811	1485	888	456	351	306	554	217	147	154	256	215	112	60	67	52	79	74	36	28	40	23	26	26	16	15	24	8	21	5	9	6	10	8	8	2	4	1	5	4	5	2	0	0	1	3	2	0	1	1	0	1	2	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	north1_active	80	11887	3279	2343	823	482	1188	945	575	226	169	157	356	110	82	87	171	151	59	31	35	20	56	51	25	17	25	11	22	17	8	12	17	3	14	3	3	6	2	6	4	1	2	1	4	1	5	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	north2_all	80	18880	5539	3954	1703	1073	1886	1476	886	450	348	300	535	208	144	149	274	186	102	61	69	52	81	83	45	36	30	23	24	24	20	14	25	10	25	5	8	6	9	7	6	1	5	1	3	3	5	2	1	1	3	0	3	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0
0.03	north2_active	80	12026	3212	2330	863	514	1251	929	561	221	174	162	347	111	77	90	170	124	56	27	36	24	60	51	23	21	16	10	19	15	12	7	20	2	18	3	2	6	3	2	1	1	2	1	3	3	4	2	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	north3_all	80	18754	5510	3890	1658	1053	1869	1477	882	449	354	286	510	219	147	151	230	172	100	54	60	57	69	93	50	35	22	23	21	23	15	19	20	7	27	5	6	3	10	9	6	1	5	2	3	3	5	1	1	2	3	0	3	1	1	1	0	0	1	0	0	1	0	0	0	0	3	0	1	0	0	1	0	0
0.03	north3_active	80	12071	3206	2269	830	485	1238	887	541	225	191	150	324	120	76	87	138	119	59	24	33	27	53	56	29	16	13	12	16	16	8	7	14	2	21	2	2	3	2	4	1	1	1	1	3	3	4	1	1	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
0.03	north4_all	80	18960	5568	3873	1654	1050	1932	1506	902	434	361	270	448	220	163	156	268	195	106	61	64	53	62	91	48	40	29	21	13	24	16	15	20	6	27	8	6	4	7	7	3	1	3	2	3	5	5	1	1	3	3	5	2	1	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0
0.03	north4_active	80	12299	3219	2294	847	476	1247	938	533	214	198	134	283	117	83	85	154	129	59	18	34	26	40	54	27	19	15	11	8	18	9	5	15	2	15	3	1	3	4	3	1	1	1	1	2	5	3	1	1	2	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north5_all	80	18611	5595	3860	1650	1001	2027	1576	917	432	369	266	451	224	164	148	263	216	96	61	66	47	65	86	40	42	39	25	14	29	18	16	13	6	27	6	6	4	6	10	7	1	2	5	2	3	3	1	2	2	1	5	2	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	12108	3246	2309	849	459	1302	1017	560	208	192	129	277	106	87	83	142	131	55	23	34	23	43	55	21	21	20	13	9	16	13	3	5	3	10	2	1	2	3	7	4	1	1	4	1	3	0	0	1	1	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	18423	5649	3879	1640	1000	1972	1625	972	450	371	264	441	220	176	143	276	202	107	67	83	44	70	77	36	35	51	20	17	26	15	15	15	6	22	6	7	5	4	6	8	1	2	4	1	3	3	2	1	1	1	5	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	11970	3347	2357	849	465	1258	1081	588	238	194	127	284	103	91	82	168	117	53	25	45	22	47	50	18	16	29	10	11	12	7	5	10	3	6	2	4	2	4	4	6	1	0	4	0	3	1	0	0	1	0	5	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	18470	5590	3826	1602	1034	1926	1615	926	454	366	259	465	223	173	154	260	184	106	67	83	44	78	79	38	38	40	21	20	28	13	11	25	6	16	2	16	3	6	9	9	3	2	11	1	6	2	2	1	0	1	1	2	3	0	2	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	11845	3321	2369	835	485	1229	1047	543	248	190	127	315	106	88	85	166	103	51	25	49	21	52	46	21	20	24	7	14	12	6	4	12	3	5	0	12	1	4	5	6	3	1	11	0	5	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	18380	5651	3766	1624	1038	1864	1551	879	445	368	266	474	214	181	162	248	143	119	66	88	50	80	81	46	35	39	15	21	20	8	15	25	4	12	0	13	6	7	8	7	3	2	9	2	4	4	1	1	2	1	1	2	3	0	1	0	1	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	11785	3343	2312	815	464	1196	1021	512	251	192	131	313	115	82	85	156	75	56	25	53	22	58	46	26	15	22	6	13	6	2	6	15	2	3	0	11	2	4	4	5	3	1	9	0	3	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	17605	5356	3636	1608	1030	1776	1451	848	425	341	275	434	212	168	156	239	132	142	72	93	71	77	65	46	35	36	14	23	21	12	11	26	5	13	2	13	6	7	8	5	4	3	9	2	4	4	2	0	2	0	2	2	2	1	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	11195	3127	2152	787	451	1140	933	527	229	172	138	276	115	71	77	148	66	69	31	56	29	52	38	28	15	20	5	16	7	7	5	16	1	6	0	10	3	3	4	3	4	2	8	0	3	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	16566	5173	3477	1526	1038	1738	1390	820	408	328	294	415	228	150	153	245	147	136	75	93	70	70	58	41	37	37	20	20	28	16	11	19	4	10	4	13	6	5	8	4	5	2	6	3	1	3	1	1	2	0	2	0	0	1	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	10480	2940	2008	738	472	1067	889	527	223	171	139	236	122	64	71	147	77	70	34	54	32	44	34	27	16	20	6	12	13	10	4	15	1	5	0	10	4	2	6	1	4	1	5	1	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	18860	5660	3873	1667	1051	2043	1478	830	460	352	319	465	258	184	159	227	224	117	61	82	54	93	84	49	42	38	14	23	13	20	15	16	8	22	8	14	6	9	5	6	3	2	2	3	8	4	4	0	1	2	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	12022	3318	2310	858	505	1275	943	475	223	178	154	300	134	86	92	134	139	66	30	45	30	63	48	28	23	20	5	15	6	8	5	10	4	16	4	6	4	7	4	3	1	0	1	2	3	3	2	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	18693	5589	3944	1680	1049	2025	1482	864	439	343	290	427	242	187	160	206	210	107	68	79	54	112	72	51	41	42	15	26	17	21	14	19	6	24	6	17	7	11	5	8	3	2	5	3	8	3	3	0	1	1	2	1	5	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	11859	3249	2415	859	507	1291	934	515	210	175	148	256	123	89	96	125	139	65	36	44	30	78	41	29	24	21	3	15	10	9	5	12	4	18	4	8	3	7	4	5	2	1	5	2	3	2	2	0	1	0	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	18394	5533	3877	1681	1029	2109	1449	876	467	343	292	431	245	183	164	226	195	109	65	74	52	97	81	45	34	41	24	28	15	15	15	15	5	30	8	16	8	11	5	9	4	1	6	4	1	3	4	1	2	0	0	2	2	1	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
