label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	14520	8576	5053	2698	934	690	440	642	387	251	153	114	87	67	63	42	39	27	22	42	7	10	7	19	7	4	3	3	4	4	2	1	0	1	1	1	0	0	0	0	1	0	1	0	0	0
0.03	north1_active	80	8481	5460	3242	1730	453	347	223	397	250	117	64	61	41	35	35	28	24	15	10	22	6	6	4	15	5	3	3	1	1	2	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north2_all	80	14847	9155	5323	2873	987	713	428	710	415	276	151	119	91	63	68	39	46	30	27	46	9	11	9	23	5	7	3	1	5	1	2	0	0	3	1	3	0	0	0	0	1	0	1	0	2	0
0.03	north2_active	80	8747	5844	3413	1886	496	359	201	430	266	142	61	64	43	36	42	26	29	14	17	26	6	6	3	19	2	5	3	0	3	0	1	0	0	2	0	3	0	0	0	0	1	0	0	0	2	0
0.03	north3_all	80	15248	9539	5582	2937	971	742	438	727	449	273	161	115	87	61	64	50	49	27	23	34	12	8	7	17	5	8	3	4	4	1	1	0	0	2	1	3	0	0	0	0	1	0	0	1	2	0
0.03	north3_active	80	9043	6150	3650	1916	484	391	205	452	283	155	67	66	43	35	40	29	31	11	16	21	6	4	3	14	3	5	1	3	3	0	0	0	0	2	1	3	0	0	0	0	1	0	0	1	2	0
0.03	north4_all	80	15216	9359	5520	2992	1009	721	439	718	466	275	158	116	85	67	57	44	48	27	25	32	15	10	9	18	3	9	5	5	2	0	0	0	0	3	1	2	0	0	0	0	1	0	0	1	2	0
0.03	north4_active	80	8963	6041	3592	1918	483	381	207	455	284	174	69	68	42	39	36	25	31	9	17	24	7	5	4	10	1	7	2	4	2	0	0	0	0	2	1	2	0	0	0	0	0	0	0	1	2	0
0.03	north5_all	80	15343	9254	5442	2958	972	723	469	727	450	250	154	102	92	64	55	52	49	26	21	23	15	10	6	15	3	11	6	4	3	0	0	1	1	1	2	0	0	0	0	0	1	0	0	1	0	0
0.03	north5_active	80	9077	6042	3570	1897	454	382	231	472	266	162	71	54	42	31	29	33	25	10	13	16	8	6	3	7	1	6	3	4	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0
0.03	north6_all	80	15007	8853	5178	2870	929	689	483	707	445	244	147	106	87	67	45	52	41	28	23	22	18	10	7	22	2	11	6	2	2	0	0	1	1	1	1	0	0	0	2	0	1	0	0	1	0	0
0.03	north6_active	80	8860	5762	3337	1804	428	356	236	469	273	147	73	53	47	26	23	30	18	11	12	18	10	6	3	11	1	6	4	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north7_all	80	14512	8616	4917	2697	886	677	467	660	433	237	152	107	91	69	52	48	47	25	19	19	12	10	7	21	3	13	5	1	4	0	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0
0.03	north7_active	80	8345	5603	3133	1710	394	342	216	444	276	139	73	50	43	20	28	28	18	13	12	13	7	5	3	15	2	7	3	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	14042	8175	4745	2666	861	710	448	637	406	241	136	110	76	68	53	41	45	28	24	24	12	10	5	21	3	5	5	2	4	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0
0.03	north8_active	80	7910	5335	3052	1709	394	354	205	426	243	141	66	52	36	24	28	23	19	11	13	19	6	4	2	14	3	2	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	14040	8156	4662	2575	881	742	421	615	404	257	123	115	70	75	47	40	50	24	24	27	12	9	4	9	8	4	6	2	6	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
0.03	north9_active	80	7922	5188	2977	1629	386	376	199	386	252	152	58	60	35	33	28	30	25	9	10	21	4	4	0	7	7	1	2	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_all	80	14254	8460	4907	2719	888	714	423	621	449	277	132	101	69	68	47	54	52	27	27	36	9	8	6	11	13	3	3	6	6	5	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	north10_active	80	8167	5385	3100	1718	411	361	195	381	281	167	59	53	33	36	29	38	27	10	11	29	3	3	0	9	11	0	0	6	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_all	80	15780	9516	5209	3045	926	750	483	737	434	288	130	111	78	72	51	42	51	30	20	44	4	9	8	14	7	8	1	0	2	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	9371	6148	3316	1975	454	400	227	457	266	170	57	60	37	37	26	25	30	15	12	32	2	2	4	7	5	7	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	15557	9468	5076	3114	930	750	486	716	415	302	123	115	86	69	58	37	44	29	17	35	5	8	7	11	7	15	1	1	1	3	1	2	1	2	1	1	0	0	1	0	0	0	0	0	0	0
0.03	north12_active	80	9199	6050	3266	2054	450	391	234	467	257	187	58	61	39	33	36	18	25	20	11	28	4	2	4	5	5	14	1	0	1	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	15356	9457	5219	3025	905	741	468	684	400	281	117	119	96	71	60	35	42	26	19	48	13	6	8	15	3	16	2	2	0	2	2	2	1	1	1	1	1	0	1	0	0	0	0	0	0	0
0.03	north13_active	80	9198	6153	3376	1941	427	360	233	454	238	171	54	64	51	40	37	20	25	16	14	35	5	4	6	12	1	13	2	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	15343	9394	5215	3095	940	747	430	667	404	273	129	106	97	68	59	40	44	18	27	46	16	9	9	13	8	16	2	4	0	2	2	2	3	1	1	2	1	0	1	0	0	0	0	0	0	0
0.03	north14_active	80	9215	6115	3391	1946	449	364	211	466	249	163	68	54	43	38	33	20	22	11	21	29	6	4	6	11	5	13	1	2	0	1	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	15297	9178	5242	3139	978	741	439	616	432	288	130	97	101	60	62	52	45	18	26	52	14	6	13	16	6	16	3	8	0	2	2	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	9209	6027	3421	1945	463	365	226	415	275	167	68	47	51	36	30	25	22	8	18	32	5	3	8	11	4	13	2	4	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	14858	8744	5063	2998	970	733	418	558	422	278	138	103	84	69	51	50	46	20	29	45	8	8	10	12	9	5	2	8	0	1	2	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	8822	5663	3279	1870	471	369	199	347	272	152	63	43	39	34	21	24	25	8	19	24	4	4	4	6	4	3	1	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	14481	8517	4798	2933	941	699	423	606	393	247	134	132	88	60	48	48	44	33	22	29	8	2	10	9	7	7	2	9	0	1	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north17_active	80	8504	5475	3074	1831	441	355	210	354	239	127	57	62	47	30	22	20	25	18	15	16	6	1	5	3	4	5	1	5	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	14419	8710	4922	2892	919	673	443	590	384	241	137	138	85	57	40	33	48	36	21	34	13	3	8	7	6	8	1	3	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north18_active	80	8400	5580	3132	1773	442	342	209	309	237	134	63	63	55	23	16	20	32	16	13	23	8	1	5	2	1	7	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	14663	8998	4928	2922	950	676	457	631	440	260	136	128	96	53	55	42	46	36	20	33	15	3	6	12	8	8	4	4	2	2	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	8649	5779	3103	1804	460	353	225	355	288	160	64	66	57	26	24	22	31	18	14	20	9	0	4	8	2	7	0	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	15165	9203	5080	3059	960	681	504	641	444	289	151	103	91	56	51	54	58	25	23	34	15	9	3	13	11	6	8	3	6	4	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north20_active	80	9069	5912	3259	1891	466	356	231	373	294	190	69	54	54	25	22	31	35	12	12	22	10	4	3	9	4	4	1	2	5	4	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	south21_all	80	14287	8700	4776	2829	878	740	457	627	462	274	134	122	90	74	64	49	38	31	17	33	12	10	8	6	9	5	1	7	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south21_active	80	8337	5585	3089	1811	414	366	219	402	285	160	64	64	35	47	33	36	18	16	7	22	7	3	3	4	7	3	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	14111	8560	4749	2717	912	708	467	615	449	249	124	133	81	77	56	55	37	26	25	23	11	7	7	5	4	6	3	7	2	4	2	2	0	1	1	0	1	0	0	1	0	0	1	0	0	0
0.03	south22_active	80	8183	5465	2990	1711	433	335	221	382	270	148	55	71	28	41	27	42	23	15	11	14	7	2	4	3	3	4	2	0	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	14501	8695	4805	2787	897	717	456	622	451	245	137	127	81	72	53	62	54	22	32	17	10	9	6	15	2	5	3	9	4	3	2	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0
0.03	south23_active	80	8531	5519	3017	1788	441	354	237	401	279	160	68	65	33	35	28	43	37	15	18	8	4	3	4	11	2	3	2	1	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	14961	8905	5191	2975	931	744	461	689	462	257	134	130	77	76	53	70	61	21	37	31	13	7	3	23	2	7	4	13	2	0	3	2	0	0	1	0	1	0	1	0	0	0	1	0	0	0
0.03	south24_active	80	8945	5664	3363	1948	465	387	233	434	286	168	66	64	37	32	29	39	44	13	23	19	5	2	2	16	1	6	2	3	1	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	15193	9091	5228	3004	948	781	455	682	471	277	136	114	76	71	63	69	67	25	32	34	11	9	2	26	3	7	3	8	3	0	2	2	0	0	0	0	1	0	1	0	1	0	1	0	0	0
0.03	south25_active	80	9080	5771	3420	1976	485	405	226	418	289	169	63	55	41	34	36	36	45	16	19	25	4	3	1	19	1	6	1	4	2	0	1	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0
0.03	south26_all	80	15120	9101	5171	3112	955	749	462	665	490	265	127	112	69	75	51	67	60	25	15	50	13	8	5	16	5	10	3	5	4	1	2	1	0	0	0	0	0	0	1	0	2	0	0	0	1	0
0.03	south26_active	80	8979	5792	3369	2036	462	393	219	406	305	147	60	56	44	40	27	34	36	15	8	31	5	2	1	11	3	7	1	3	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	south27_all	80	15296	9315	5158	3111	948	737	480	619	500	256	138	104	72	73	48	50	60	27	14	36	9	6	6	24	5	13	2	6	7	1	1	1	0	0	0	2	0	0	0	0	2	0	0	0	1	0
0.03	south27_active	80	9020	6059	3295	1974	453	375	216	384	310	140	63	59	40	35	29	28	32	14	8	18	3	2	2	18	2	9	1	4	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
