label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148
0.03	north20_active	80	12928	1753	1694	549	306	1441	155	150	243	125	775	61	83	83	206	71	71	80	35	45	100	33	23	67	123	19	13	16	117	82	76	54	19	15	14	9	5	9	15	73	29	7	23	8	3	5	11	7	10	5	18	9	11	2	7	10	8	6	3	3	4	6	1	2	0	5	2	0	0	12	2	3	2	1	3	0	4	3	0	1	1	7	2	0	9	5	3	0	0	1	0	0	0	1	0	1	0	1	0	0	5	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	14787	3032	2458	1232	908	1682	551	488	461	367	832	257	272	208	260	184	176	170	129	122	119	92	91	128	129	70	61	66	139	96	78	72	27	37	34	31	22	33	29	76	53	25	48	19	24	11	13	21	17	22	14	13	27	6	5	10	11	9	2	19	14	10	3	9	7	5	3	5	6	5	6	11	5	2	0	5	4	7	10	0	1	12	2	3	2	4	1	0	0	1	5	2	2	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	12955	1712	1723	543	312	1440	151	125	213	124	737	58	103	84	185	78	74	82	46	44	82	32	17	94	107	16	22	11	119	85	62	53	10	19	20	10	9	8	12	69	39	6	39	6	11	6	5	10	8	15	11	11	22	3	4	7	5	4	0	8	12	7	2	8	6	2	1	3	1	4	5	10	3	0	0	3	2	4	10	0	0	9	2	2	2	4	0	0	0	1	5	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	14757	3095	2437	1225	901	1768	573	509	461	365	835	251	266	233	291	170	180	162	126	124	132	90	92	136	132	69	61	68	132	83	89	65	35	36	33	34	18	28	25	73	43	17	49	20	26	6	18	19	19	18	16	14	23	9	8	13	23	10	4	16	22	5	7	8	9	5	5	6	5	13	7	11	9	2	3	2	4	3	10	0	1	14	0	2	1	5	2	0	2	1	6	1	2	0	3	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_active	80	12930	1750	1752	524	295	1516	168	137	209	114	743	58	86	91	199	72	68	74	46	48	93	29	21	104	118	19	20	14	112	68	70	43	13	16	16	13	10	3	13	66	29	5	41	4	9	3	5	8	9	12	14	10	18	4	7	10	19	5	1	9	19	3	2	7	8	2	1	2	1	12	5	8	9	0	2	2	2	1	9	0	0	12	0	1	1	5	1	0	1	1	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	14743	3067	2341	1261	896	1649	553	496	454	356	831	253	242	240	296	161	166	146	119	116	147	85	96	129	135	64	64	65	124	75	79	62	44	35	29	32	15	21	23	66	48	19	43	14	26	10	20	14	17	13	17	19	18	11	15	15	17	13	7	12	31	13	10	9	8	7	6	8	4	17	9	10	16	3	4	1	3	7	13	2	0	19	0	2	0	6	2	0	2	1	2	0	1	0	3	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	south23_active	80	12883	1724	1716	535	285	1387	162	135	212	116	734	59	74	95	208	70	72	69	44	47	97	23	25	101	118	17	12	12	107	58	63	44	16	15	15	11	8	2	9	59	36	9	35	4	9	5	6	7	8	9	15	12	14	6	13	12	17	7	3	6	28	11	2	8	7	3	1	4	2	16	6	7	15	1	2	1	2	5	12	1	0	19	0	0	0	6	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	14964	3069	2371	1310	896	1611	584	508	441	353	865	267	253	209	301	163	165	144	114	119	141	92	85	111	144	59	63	66	134	94	79	61	50	35	24	34	14	19	28	71	41	20	50	13	21	12	17	16	17	16	17	22	10	18	21	12	16	11	9	5	36	15	7	8	13	8	6	5	2	16	5	6	14	2	4	2	4	6	7	2	0	17	0	2	1	7	2	3	3	1	2	0	1	0	2	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	13037	1766	1715	561	287	1376	191	138	203	106	769	62	72	85	199	69	73	61	38	47	90	28	24	86	123	18	13	15	117	73	64	43	18	15	13	10	6	4	11	64	34	7	44	3	8	6	4	6	10	9	15	13	6	7	17	7	16	5	4	2	34	11	0	7	9	5	1	3	1	16	2	3	13	1	2	2	3	4	6	1	0	17	0	0	1	7	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south25_all	80	15032	3112	2388	1311	917	1590	566	499	421	379	873	254	238	192	309	171	161	130	122	113	147	100	76	110	153	51	53	56	141	116	81	69	42	37	24	31	20	19	30	51	57	23	61	9	17	15	16	14	16	18	18	18	12	17	21	11	8	9	6	6	45	17	3	7	14	14	4	3	6	5	3	9	12	2	6	1	3	4	6	2	1	14	0	3	3	4	1	6	3	1	1	0	1	3	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south25_active	80	13105	1772	1708	553	304	1368	184	126	188	125	769	60	69	86	210	78	80	55	40	42	96	29	21	88	131	14	9	13	123	97	69	50	15	19	13	6	4	6	11	44	50	10	55	2	3	8	4	5	9	8	15	8	6	6	17	8	7	4	3	4	43	12	0	7	9	9	1	3	2	5	1	5	10	1	4	1	3	4	6	1	0	14	0	0	3	4	1	4	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_all	80	15078	3092	2468	1287	953	1567	544	496	423	364	857	250	244	201	281	173	178	141	124	101	137	110	70	121	159	52	51	59	128	117	82	73	30	39	26	37	25	22	30	57	52	24	81	11	16	18	14	17	14	16	16	18	10	16	19	12	9	11	6	9	45	10	5	5	11	11	3	3	6	3	3	7	7	3	4	2	2	1	4	0	2	3	1	4	5	2	1	6	1	1	0	0	3	3	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_active	80	13194	1761	1764	559	317	1354	172	115	193	112	738	64	76	89	180	86	89	57	46	37	87	34	12	88	126	15	11	22	110	97	67	54	11	22	12	7	4	6	12	50	45	10	74	1	7	10	6	5	5	5	11	10	6	5	13	8	8	3	2	4	44	5	2	5	6	7	1	2	1	2	1	5	4	1	4	2	2	1	4	0	1	3	0	0	5	2	1	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	14695	3096	2505	1249	928	1648	535	495	414	384	799	246	242	207	254	160	181	148	123	88	136	97	60	120	170	52	49	58	147	108	85	75	31	38	33	45	24	26	26	54	65	20	76	11	19	19	11	14	11	9	15	18	11	9	18	15	12	10	6	9	41	7	4	3	9	11	1	3	5	5	3	13	7	4	6	3	1	1	4	0	2	4	4	2	10	1	0	5	2	1	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south27_active	80	12862	1762	1802	554	294	1399	156	126	195	132	673	61	73	78	166	80	91	69	51	30	90	29	7	85	137	20	11	18	131	84	69	54	10	24	16	8	5	4	13	44	58	9	66	2	7	10	5	6	2	2	10	13	7	3	12	12	11	2	4	4	39	2	3	3	3	7	0	2	1	4	2	11	5	1	5	2	1	1	4	0	1	3	0	0	10	1	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	14893	3053	2506	1214	935	1624	571	475	422	371	840	262	212	224	231	148	170	149	132	90	119	101	61	126	161	67	49	62	149	102	84	68	28	40	35	42	25	24	35	54	52	27	81	15	22	22	12	20	11	6	17	14	9	10	14	19	12	8	6	7	40	3	5	2	8	7	3	4	4	8	3	10	7	6	2	3	1	4	4	0	2	4	4	2	10	1	0	1	1	1	0	0	2	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	13038	1722	1798	566	280	1387	169	126	210	129	721	65	66	78	155	70	88	73	52	33	74	30	12	90	127	22	12	16	131	74	64	47	8	26	17	10	9	3	20	45	47	14	71	4	9	7	7	7	0	2	12	10	4	3	8	13	11	3	4	2	37	1	3	2	5	4	1	3	1	7	2	8	5	3	1	2	1	4	4	0	1	3	0	0	10	1	0	0	0	1	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	14910	2970	2460	1206	898	1682	590	473	447	368	865	247	202	231	251	160	167	148	121	101	123	80	80	121	161	70	48	52	149	105	82	75	32	38	37	40	24	31	35	60	53	23	55	17	16	20	14	17	8	4	16	14	9	6	16	21	9	7	9	7	22	3	6	2	10	5	3	5	0	6	3	10	9	4	2	3	1	4	2	0	3	5	3	0	9	1	0	1	1	1	0	0	0	5	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	13033	1691	1757	555	287	1434	178	133	214	134	746	58	63	79	166	77	82	78	47	35	79	25	20	88	135	22	13	13	130	85	59	56	9	21	19	10	6	6	19	50	48	9	46	6	7	8	6	7	0	3	13	7	6	1	13	16	8	3	5	2	19	1	3	2	7	3	2	3	0	6	2	8	7	2	1	2	1	3	1	0	1	4	0	0	8	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	14068	2915	2322	1194	865	1601	576	463	454	363	863	255	209	224	247	181	169	150	123	108	136	98	76	122	137	67	61	56	145	107	90	65	35	37	37	35	27	26	36	63	43	24	38	15	15	15	14	20	8	7	17	11	10	5	19	19	8	3	8	6	6	3	4	2	8	3	4	6	0	4	3	7	10	4	1	2	1	6	4	1	2	2	0	0	5	1	0	1	0	1	0	0	1	5	0	3	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	12135	1611	1604	530	273	1358	158	121	210	130	737	56	71	78	156	86	87	73	40	35	80	32	22	80	112	21	18	14	122	89	65	44	9	20	21	12	9	5	17	53	41	8	28	6	4	3	6	8	3	3	11	4	6	2	14	14	7	2	4	2	3	1	2	2	6	2	3	3	0	4	2	5	9	2	1	2	1	5	2	1	0	2	0	0	3	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	15134	3189	2451	1229	884	1673	603	462	411	341	887	286	243	205	282	169	179	162	132	103	156	91	76	143	124	66	57	44	161	131	103	63	35	37	39	28	27	25	21	75	35	24	29	15	15	20	10	6	19	12	17	11	13	7	10	13	8	9	3	11	14	9	3	12	9	9	3	4	3	9	7	12	5	3	3	3	1	3	4	1	2	7	1	0	3	6	1	0	1	0	1	3	7	4	3	2	1	0	0	0	3	1	0	2	1	1	1	0	0	0	0	1	1	0	0	5	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	13277	1852	1748	547	286	1410	175	134	192	132	785	60	74	84	196	82	81	75	56	38	81	20	17	111	96	22	12	8	141	110	83	43	14	16	22	8	7	8	5	68	33	6	25	5	3	8	4	3	12	8	11	7	11	2	7	9	7	5	2	8	12	6	1	9	8	3	0	1	2	7	4	11	4	1	2	1	0	2	2	0	1	7	0	0	2	5	1	0	1	0	1	0	3	4	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	15070	3196	2448	1238	949	1744	603	470	416	337	826	286	244	193	282	185	185	161	146	107	161	90	86	144	120	60	50	38	176	122	81	58	38	40	42	28	31	29	21	78	36	19	30	15	13	24	18	6	16	15	23	15	11	7	12	11	6	11	6	9	20	6	4	14	11	11	2	3	2	10	7	11	5	5	3	3	2	2	3	0	0	9	2	0	2	1	3	0	1	0	1	2	6	4	3	3	1	0	0	1	3	0	1	1	1	3	0	0	0	0	0	1	0	0	1	5	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south32_active	80	13255	1845	1764	552	302	1469	171	132	198	123	725	59	79	78	197	93	87	79	55	38	87	24	19	115	86	18	14	9	159	100	66	45	12	17	22	8	7	8	9	71	31	6	27	5	4	11	11	4	10	11	16	9	10	1	8	9	6	6	2	7	19	5	1	9	10	4	0	1	1	9	3	11	4	2	2	2	1	1	2	0	0	9	1	0	1	0	1	0	1	0	1	0	2	4	3	0	0	0	0	1	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	15013	3136	2465	1230	948	1742	608	490	446	361	846	268	226	203	263	199	173	153	140	109	154	87	90	145	126	61	56	51	180	99	104	73	45	38	34	29	29	30	26	57	38	20	38	12	14	17	15	7	20	10	21	17	11	8	10	9	3	11	4	13	22	0	6	18	8	5	5	2	1	7	3	7	5	4	4	3	2	2	16	1	1	9	4	0	5	3	3	0	3	1	1	0	4	3	3	2	0	0	0	1	2	0	2	1	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	13179	1777	1755	546	300	1475	171	135	218	132	740	57	75	75	174	99	80	81	52	34	81	25	27	114	91	14	13	13	165	73	87	57	18	22	14	8	3	6	12	50	31	9	34	4	3	10	10	5	11	7	15	12	9	0	4	7	2	5	1	7	21	0	2	13	6	1	2	2	1	6	2	7	4	1	3	2	1	1	15	0	1	9	3	0	4	2	1	0	1	0	1	0	0	2	3	0	0	0	0	1	2	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	14850	3119	2498	1222	903	1774	598	486	452	352	843	275	228	196	281	191	153	146	144	111	149	95	78	127	129	53	56	53	171	110	100	71	40	34	34	25	25	33	30	51	45	14	53	16	20	16	15	11	20	12	23	14	11	9	12	6	8	9	7	9	26	2	6	14	7	5	6	2	1	8	3	2	5	3	2	1	2	3	15	3	1	2	3	0	3	5	3	0	3	1	1	0	0	3	1	2	0	0	1	1	1	0	2	0	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_active	80	12943	1790	1766	547	286	1507	177	124	226	128	743	59	78	73	185	88	69	77	52	37	85	28	24	96	101	10	12	12	153	81	85	57	19	20	13	6	1	7	15	46	36	8	48	6	6	8	9	7	13	9	15	9	8	1	6	3	6	3	3	3	25	2	3	10	5	3	2	2	0	8	1	2	4	1	2	1	1	1	14	1	1	2	3	0	3	4	1	0	1	0	1	0	0	2	1	0	0	0	0	1	1	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	14650	3095	2526	1253	851	1781	582	469	426	354	818	285	237	198	290	190	157	157	113	111	134	101	82	124	128	58	52	57	192	130	101	67	38	35	36	29	19	29	33	50	41	17	55	17	21	19	14	13	17	11	22	13	11	8	13	8	8	6	7	10	23	4	8	12	6	5	5	3	1	3	4	4	4	0	5	1	3	4	14	4	1	5	4	0	3	5	1	0	3	1	1	0	0	3	2	1	0	0	1	0	0	0	1	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_active	80	12780	1749	1774	563	259	1518	177	130	209	130	727	59	74	71	193	88	64	80	45	42	76	27	25	91	103	10	12	15	175	100	85	50	19	17	13	7	2	6	18	42	30	9	50	10	6	10	5	7	9	8	15	9	8	1	7	5	6	2	3	4	22	4	5	8	3	4	2	3	0	3	2	4	3	0	5	1	1	1	14	1	1	5	2	0	3	4	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	14454	3024	2540	1292	868	1766	562	477	414	328	779	272	244	199	307	165	160	153	107	111	140	99	77	123	124	64	49	54	180	111	97	57	39	36	38	28	25	28	33	64	35	14	61	21	22	16	14	16	12	10	14	15	10	9	14	12	7	7	6	5	17	6	9	12	4	5	3	3	2	6	5	5	3	1	5	3	3	4	2	4	0	4	2	1	1	2	0	0	3	1	1	0	0	2	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	12568	1701	1794	559	268	1474	174	131	197	115	687	61	83	81	206	69	67	71	36	48	91	26	21	89	103	16	14	15	168	88	80	40	19	16	15	6	2	3	20	56	25	8	54	12	6	8	4	8	9	6	10	12	6	1	10	10	6	3	3	2	16	5	5	8	3	4	1	2	0	5	3	5	3	0	4	1	0	1	2	1	0	4	0	1	1	2	0	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	14868	3115	2572	1292	862	1769	550	467	409	322	767	265	251	205	310	164	185	166	113	111	139	94	88	137	116	75	44	54	183	113	95	51	36	37	44	26	19	27	27	74	33	15	65	19	19	15	11	17	10	13	18	10	13	8	10	15	7	5	8	3	16	6	7	20	8	4	1	2	1	13	4	5	3	1	6	3	3	1	8	2	0	10	2	1	2	2	0	0	4	0	0	0	0	2	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south37_active	80	12970	1769	1799	556	269	1485	155	138	190	103	694	59	90	90	214	58	87	73	41	48	91	25	22	105	99	20	13	13	170	93	79	32	14	16	21	9	5	5	20	68	23	7	58	10	5	6	5	10	7	9	13	8	11	0	7	13	7	3	2	1	14	5	4	16	4	3	0	1	0	12	3	5	3	0	5	1	0	0	8	0	0	10	0	1	1	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_all	80	14844	3142	2585	1288	903	1736	568	453	409	326	787	275	235	238	271	166	187	153	127	103	155	95	87	120	112	75	47	48	141	94	79	55	38	45	41	23	25	26	24	91	45	18	98	19	16	12	12	21	18	13	19	11	13	12	8	11	11	6	5	5	24	7	4	22	7	5	1	3	4	16	9	6	6	2	3	3	3	0	8	1	0	12	3	2	2	6	0	0	3	0	0	0	0	4	1	2	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_active	80	13000	1811	1786	532	294	1469	163	127	182	111	709	61	79	109	186	63	92	69	49	45	99	31	22	93	92	19	12	11	128	75	65	36	15	20	18	10	7	4	19	84	35	7	90	10	4	4	8	14	11	10	15	9	10	0	6	8	10	3	1	3	21	6	1	20	4	3	0	1	0	14	8	6	5	0	1	0	0	0	8	0	0	10	0	1	1	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_all	80	13941	3065	2392	1197	907	1649	596	442	425	353	766	278	241	241	279	178	186	159	138	94	153	93	90	130	107	71	54	43	118	111	60	54	34	37	34	24	26	29	24	86	46	21	89	16	12	14	14	18	14	13	22	11	16	10	7	12	12	7	5	9	18	6	2	18	8	4	3	4	5	17	8	9	7	3	2	1	6	0	10	2	0	8	2	2	1	7	5	0	3	0	0	0	0	13	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south39_active	80	12026	1714	1607	484	275	1391	155	121	177	121	683	66	83	98	179	73	95	82	50	38	93	29	19	95	82	22	13	6	101	91	46	40	17	14	16	9	9	8	15	78	36	7	80	8	2	4	10	13	7	10	17	7	12	0	6	7	11	3	1	7	15	4	0	17	4	2	1	1	0	16	7	8	6	0	1	0	3	0	10	0	0	6	0	1	0	6	3	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south40_all	80	12445	2981	2248	1222	887	1451	587	452	431	360	713	295	232	232	250	184	162	158	144	91	133	106	88	111	102	63	57	45	107	105	54	63	35	35	36	25	22	26	25	67	45	23	79	19	13	15	14	19	17	12	25	10	15	8	5	11	13	7	9	9	14	6	0	9	6	6	5	4	4	6	8	9	7	2	2	1	6	1	4	3	0	5	2	2	0	5	5	1	0	1	0	1	0	13	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	10480	1576	1451	453	244	1198	144	119	176	115	620	69	68	88	151	80	76	75	46	30	77	30	22	78	79	17	16	9	91	82	35	39	15	14	16	7	7	9	13	59	38	7	69	9	3	5	10	14	9	9	19	6	9	1	4	4	11	3	2	7	13	3	0	8	5	2	1	1	0	4	6	8	6	0	1	0	3	0	3	0	0	3	0	1	0	4	3	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
