label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45
0.03	north1_all	80	1161	648	477	168	115	201	59	55	77	25	24	18	13	16	17	13	11	2	4	4	1	8	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	541	323	270	80	53	130	18	20	53	12	14	8	6	5	8	7	4	1	1	4	1	5	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1155	624	500	159	126	256	60	51	94	23	26	20	20	9	22	14	8	2	6	7	0	13	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	534	317	295	68	64	169	21	21	69	9	16	9	11	4	13	8	4	1	3	4	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1171	694	583	167	122	289	67	47	124	21	24	19	22	10	28	8	8	2	7	7	1	11	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	549	381	347	64	64	186	31	20	88	6	17	6	12	6	23	3	4	1	4	4	0	7	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1198	669	618	181	127	321	65	46	133	22	26	13	21	9	32	6	9	1	4	8	3	7	0	2	2	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	557	370	371	73	60	207	34	24	93	7	13	3	14	8	25	4	5	1	3	4	1	4	0	2	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1206	652	616	180	127	300	71	52	165	26	25	15	22	13	28	6	7	2	1	4	6	8	1	3	2	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north5_active	80	546	359	360	77	51	203	33	22	119	7	11	5	14	10	24	4	2	2	1	2	3	8	1	3	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north6_all	80	1243	661	549	177	124	301	87	60	170	29	27	20	14	14	21	9	5	2	2	3	5	6	2	2	4	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north6_active	80	550	358	327	76	48	211	45	26	128	8	12	7	10	8	15	6	1	2	2	1	3	6	2	2	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north7_all	80	1230	660	553	172	135	303	86	64	175	31	33	19	14	14	34	15	3	2	1	3	4	4	2	3	4	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north7_active	80	548	374	326	69	58	203	46	22	127	12	14	7	8	7	23	10	1	2	1	2	3	4	2	3	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north8_all	80	1182	648	515	172	135	310	79	69	145	29	28	20	10	10	29	16	9	2	1	2	1	4	3	1	4	0	1	1	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north8_active	80	536	369	304	71	60	202	43	30	107	12	11	8	6	5	20	9	4	2	1	2	1	4	2	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north9_all	80	1152	620	539	165	138	279	68	67	178	33	22	20	10	9	38	13	15	4	2	2	3	1	2	1	3	1	1	1	1	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north9_active	80	530	365	327	67	62	178	37	29	143	13	7	8	5	6	27	4	8	3	1	2	2	1	0	1	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_all	80	1187	655	516	164	127	286	68	59	153	30	17	16	13	10	30	11	15	3	3	0	3	3	2	0	1	3	1	1	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north10_active	80	546	373	322	67	61	180	31	30	116	11	3	7	6	7	25	4	7	2	1	0	1	3	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0.03	north11_all	80	1188	569	467	189	105	235	65	45	95	25	14	25	20	16	21	6	7	4	6	3	2	3	2	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	528	286	277	92	43	148	31	24	56	10	8	11	10	12	13	3	4	1	4	2	1	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1204	616	506	190	108	241	76	47	129	25	23	20	18	19	24	4	10	3	9	2	1	3	2	2	2	1	1	3	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	540	322	309	98	46	143	41	22	86	9	8	9	8	11	15	2	7	2	6	2	0	1	1	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1220	617	521	174	115	279	81	50	148	25	21	15	12	25	29	5	12	2	8	4	4	3	2	1	2	0	0	4	0	1	1	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0
0.03	north13_active	80	576	316	331	74	58	167	45	30	106	8	6	6	6	16	18	2	6	1	5	2	2	1	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1205	644	576	185	116	319	80	46	132	28	28	9	12	23	24	10	11	3	7	5	3	6	0	1	1	0	0	5	0	1	1	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0
0.03	north14_active	80	562	345	366	80	62	195	36	29	99	11	9	5	7	15	18	7	6	2	3	2	2	2	0	0	0	0	0	4	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1178	649	549	198	115	318	79	44	131	25	23	19	10	19	28	19	5	3	7	5	5	4	1	0	1	1	0	4	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	0	0	0
0.03	north15_active	80	549	344	347	90	68	196	34	29	86	10	10	10	7	10	11	14	1	3	3	0	4	2	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1171	635	517	199	110	267	78	48	105	28	24	19	13	12	32	25	6	3	6	6	3	3	2	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	536	334	313	92	58	186	30	30	66	12	12	9	8	5	12	18	3	3	2	1	3	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1149	638	490	200	115	213	65	50	99	23	27	27	14	13	27	21	7	4	6	5	3	4	2	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	501	330	296	102	61	140	35	37	50	10	14	14	9	6	8	14	4	2	3	2	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1131	615	430	199	124	193	63	59	97	24	26	25	13	14	28	17	13	4	4	2	3	2	2	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	492	310	247	98	62	121	36	39	64	12	13	11	7	8	9	9	10	0	1	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
