label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53
0.03	north1_all	80	9220	4494	3730	1959	1093	1136	675	386	572	240	617	121	98	378	59	57	30	107	28	9	13	17	17	7	4	18	5	12	4	3	3	3	2	1	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3354	2333	2843	1318	526	858	429	171	461	150	572	44	28	355	8	20	5	97	4	2	7	4	8	6	3	16	5	11	2	2	2	3	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	9196	4447	3684	2018	1082	1093	701	383	603	246	605	131	103	306	57	61	35	147	32	12	19	18	19	4	3	17	5	11	6	3	1	3	2	2	1	2	0	0	0	0	1	2	0	0	0	0	1	0	3	0	0	0	0	0
0.03	north2_active	80	3323	2333	2801	1365	510	825	462	176	500	162	563	47	25	282	7	20	6	137	5	2	14	7	9	3	2	16	5	10	3	2	1	3	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	3	0	0	0	0	0
0.03	north3_all	80	9204	4450	3666	1987	1076	1110	695	392	682	280	601	131	96	295	66	62	35	151	29	15	26	14	11	8	2	20	3	3	5	5	1	1	2	2	4	3	0	0	1	0	0	2	0	0	0	0	1	0	3	0	0	1	0	0
0.03	north3_active	80	3404	2343	2737	1356	506	836	469	170	579	184	559	45	20	267	10	19	7	140	6	2	15	5	4	5	1	20	3	3	2	3	1	1	1	1	4	1	0	0	1	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0
0.03	north4_all	80	9358	4439	3791	1977	1044	1142	696	404	647	306	579	129	94	241	57	67	36	163	22	16	26	11	9	10	6	11	2	1	2	4	1	0	0	2	4	2	1	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0
0.03	north4_active	80	3415	2269	2841	1355	474	881	482	183	551	207	543	46	18	218	10	18	7	153	4	2	17	4	3	5	2	9	2	1	1	2	1	0	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
0.03	north5_all	80	9325	4444	3805	1930	1068	1161	715	384	657	298	614	142	90	217	54	61	32	137	21	20	28	6	4	10	6	15	3	3	3	3	1	0	2	1	6	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	3356	2284	2847	1302	490	904	496	167	555	201	578	56	18	189	11	14	5	129	5	3	19	1	1	5	2	13	2	2	1	1	1	0	1	0	6	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
