label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north1_all	80	32676	29621	8839	14122	3410	5666	1791	1271	1293	971	904	448	710	303	634	202	144	267	98	90	115	94	48	114	28	30	43	22	15	15	34	12	4	7	10	5	8	2	12	1	1	0	4	1	1	0	5	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	13506	24928	4618	12740	1241	4885	348	217	778	550	557	133	561	57	562	108	17	218	23	20	89	63	34	100	7	7	39	10	3	9	31	10	1	3	4	3	4	1	6	0	0	0	3	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	32858	29860	8731	13896	3417	5631	1761	1248	1258	992	855	462	673	306	687	213	155	272	100	78	118	95	58	87	34	35	45	22	15	21	35	32	3	9	10	6	8	2	12	1	1	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north2_active	80	13480	25201	4489	12484	1247	4866	350	215	759	560	516	147	522	56	617	119	22	213	24	20	92	71	42	74	10	9	39	10	3	16	33	31	1	3	6	4	4	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north3_all	80	32995	29923	8754	13612	3470	5603	1792	1224	1294	965	839	483	628	299	706	206	152	241	106	72	122	121	64	64	36	44	45	20	18	38	29	34	4	11	9	4	10	3	12	1	1	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north3_active	80	13553	25316	4505	12209	1276	4850	375	225	793	572	538	140	480	65	630	119	33	178	29	21	91	99	49	50	9	12	34	12	4	34	27	32	0	2	5	4	6	3	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	north4_all	80	32812	29966	8812	13680	3504	5681	1767	1238	1338	1022	785	508	619	306	676	218	159	225	117	80	141	138	53	61	36	43	36	17	17	44	21	30	6	8	6	3	7	3	2	0	1	1	1	1	0	2	2	0	0	1	0	0	0	3	0	0	0	0
0.03	north4_active	80	13485	25301	4633	12232	1303	4914	369	236	811	621	510	165	450	67	598	127	38	176	29	23	110	121	40	50	8	17	27	9	2	34	18	29	0	0	4	3	7	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0
0.03	north5_all	80	32786	29648	8906	13684	3457	5729	1782	1249	1342	1005	796	497	625	297	644	232	161	176	119	85	139	156	70	43	36	42	33	15	17	45	27	8	8	6	6	2	6	4	2	1	1	2	2	1	0	1	2	0	0	1	0	0	0	3	0	0	0	0
0.03	north5_active	80	13459	24985	4740	12242	1269	4980	374	251	834	600	531	162	449	74	557	139	32	127	29	25	111	121	43	33	7	15	24	8	1	34	21	7	0	2	4	2	5	3	2	1	0	0	2	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0
0.03	north6_all	80	32878	29605	8794	13927	3502	5683	1780	1290	1360	984	835	551	610	291	609	241	165	177	110	82	108	136	66	57	30	38	38	17	21	38	26	5	7	5	4	5	5	4	3	1	1	3	3	2	1	2	3	1	0	1	0	0	0	0	0	0	0	0
0.03	north6_active	80	13464	25057	4710	12438	1277	4944	373	270	864	614	559	176	432	61	532	141	27	139	25	19	85	97	32	45	8	14	31	7	4	29	20	4	0	3	1	5	4	1	2	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	32972	29596	8743	13937	3470	5603	1736	1273	1352	996	826	511	648	300	635	234	156	187	111	84	111	155	66	69	28	35	43	19	16	12	36	4	6	6	3	10	7	3	2	2	0	4	3	2	2	1	3	1	1	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	13554	24972	4644	12476	1286	4870	343	261	874	607	546	166	458	71	554	131	24	146	28	21	89	114	33	58	9	12	38	9	5	10	30	2	0	6	1	8	6	1	0	1	0	1	2	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	32964	29229	8755	14065	3485	5504	1733	1342	1355	989	823	522	622	313	621	202	159	222	101	81	102	134	48	74	27	27	52	21	13	14	48	6	3	7	6	12	3	2	3	2	1	3	1	2	2	1	6	2	1	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	13619	24708	4650	12619	1256	4726	320	258	888	610	546	160	462	77	521	103	25	182	29	20	80	103	21	61	7	8	48	10	5	13	45	4	0	5	3	8	3	0	0	1	1	1	0	0	1	1	6	0	0	0	0	0	0	0	0	0	0	0
