label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	29274	12717	6598	5056	3404	5855	2412	1695	913	765	488	1243	307	632	319	449	158	112	84	194	57	174	46	30	57	31	46	8	15	10	5	3	5	24	4	5	6	7	0	0	6	4	2	6	5	3	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
0.03	north1_active	80	14578	6263	3085	2558	1747	3766	1421	989	463	400	209	790	126	403	183	327	81	57	29	126	27	142	21	17	41	11	32	2	10	5	1	1	4	23	1	3	3	4	0	0	6	0	2	5	2	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
0.03	north2_all	80	29279	12532	6577	5047	3388	5841	2434	1743	887	754	512	1209	297	670	306	518	177	117	81	197	54	177	53	31	79	30	57	6	19	15	6	7	7	12	5	4	5	6	0	1	4	3	0	5	2	3	0	1	0	1	0	0	0	3	0	1	1	0	0	0	0	0
0.03	north2_active	80	14426	6224	3090	2528	1747	3791	1411	1026	452	386	219	783	127	443	173	375	92	58	31	92	23	123	23	18	48	9	38	2	11	10	2	4	6	11	2	3	3	4	0	0	3	0	0	4	2	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_all	80	29197	12412	6590	5061	3405	5708	2349	1762	906	824	496	1160	306	696	282	551	166	111	88	205	64	139	53	32	90	35	35	8	18	14	4	12	7	12	5	4	2	3	0	1	6	3	4	9	0	3	0	1	0	0	0	0	0	3	0	1	0	0	2	0	0	0
0.03	north3_active	80	14265	6179	3075	2555	1815	3842	1354	1005	436	423	220	731	135	470	151	403	80	49	31	105	27	87	20	17	48	11	20	4	11	9	1	6	5	11	2	2	2	2	0	0	3	0	4	8	0	3	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north4_all	80	29296	12343	6575	5149	3497	5691	2473	1731	916	802	495	1189	300	707	288	498	158	113	94	177	69	142	47	31	113	37	37	10	16	17	6	12	7	32	5	3	0	1	0	1	4	1	8	9	0	0	0	1	0	0	0	0	0	3	0	1	0	0	2	0	0	0
0.03	north4_active	80	14350	6118	3083	2600	1864	3617	1422	959	428	399	215	741	139	466	156	343	79	48	41	85	25	89	18	15	64	11	21	5	7	12	2	7	4	31	2	2	0	1	0	0	1	0	8	8	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
0.03	north5_all	80	29239	12317	6561	5080	3487	5621	2415	1682	954	825	477	1158	305	727	311	423	150	109	98	150	67	98	45	25	78	41	36	12	19	14	6	7	7	26	7	1	2	1	0	0	2	1	8	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
0.03	north5_active	80	14444	6100	3086	2601	1852	3542	1391	905	450	419	218	778	146	450	179	301	75	50	50	100	26	62	24	9	55	13	23	6	10	9	1	4	3	24	3	0	1	1	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north6_all	80	29087	12481	6455	5007	3469	5942	2469	1681	977	781	479	1113	298	733	353	377	150	113	94	179	59	121	39	30	67	40	30	10	19	13	9	9	5	31	6	2	2	2	1	1	1	2	8	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north6_active	80	14453	6102	3078	2544	1793	3711	1414	924	472	392	218	724	144	436	204	240	74	49	53	121	26	83	23	12	52	13	16	4	11	8	1	5	2	28	1	1	1	2	0	1	0	1	8	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0.03	north7_all	80	29045	12318	6455	5021	3458	5712	2442	1705	930	747	472	1127	285	777	309	386	175	96	90	169	48	174	38	33	70	28	29	10	17	10	8	4	7	34	6	1	2	4	1	1	0	4	4	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
