label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	33636	12902	10716	5979	3613	2014	3394	1213	946	1580	854	397	334	218	328	212	166	157	180	157	60	63	44	63	45	25	33	15	9	11	9	12	5	5	8	3	2	6	5	2	0	0	1	0	0	1	1	1	3	0	1	0	0	0	0	2	0	0	0	1	0	0
0.03	north1_active	80	17780	6412	6155	3266	1815	958	2078	601	493	1005	466	176	151	89	161	114	94	91	107	115	22	38	18	42	26	13	21	6	6	6	5	9	3	2	4	2	2	6	0	1	0	0	0	0	0	0	1	1	3	0	1	0	0	0	0	2	0	0	0	1	0	0
0.03	north2_all	80	32817	12581	10263	5770	3498	2009	3414	1211	959	1461	790	365	339	210	319	203	166	163	179	127	56	54	38	50	43	21	35	17	6	9	10	12	4	5	9	2	1	5	5	6	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0
0.03	north2_active	80	17118	6134	5850	3164	1733	952	2063	591	496	948	442	166	159	93	145	108	95	82	101	84	22	29	17	34	27	13	22	8	2	6	4	9	3	3	5	2	1	5	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north3_all	80	32554	12607	10258	5737	3515	1982	3470	1253	968	1544	851	356	344	222	365	207	154	166	169	125	66	48	37	55	42	21	32	16	13	7	14	14	7	6	9	2	1	3	6	6	1	1	2	0	2	3	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
0.03	north3_active	80	16914	6090	5861	3182	1748	916	2127	610	488	1012	471	163	163	96	186	114	84	81	81	76	30	23	17	35	23	8	19	6	6	6	8	11	4	4	5	2	1	3	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	33350	12811	10534	5938	3536	2055	3554	1245	1003	1611	875	378	332	244	396	211	168	148	150	141	58	46	41	47	49	23	26	16	18	10	24	10	7	8	7	4	0	4	3	6	1	2	2	0	3	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	north4_active	80	17372	6225	6016	3338	1828	975	2215	587	507	1044	524	160	148	107	230	112	85	76	70	100	25	19	15	23	22	9	12	5	8	6	15	8	3	7	6	3	0	2	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	34607	13220	10802	6086	3583	2038	3706	1242	1028	1702	921	412	322	260	414	224	170	148	146	157	64	54	47	40	45	26	43	11	21	8	23	9	8	7	3	6	0	3	3	0	0	3	3	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	18427	6524	6225	3409	1864	971	2410	598	519	1087	586	174	142	117	244	119	80	79	76	110	27	23	20	18	23	10	12	4	12	5	15	7	4	6	1	4	0	0	2	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	35443	13542	11187	6340	3667	2137	3841	1249	1030	1830	917	409	307	289	363	238	179	151	157	167	64	63	48	39	44	23	61	15	23	8	23	7	6	7	6	8	1	5	2	0	0	3	2	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north6_active	80	19163	6873	6487	3556	1946	1026	2531	593	521	1172	578	181	120	126	215	126	89	92	82	124	27	30	21	16	26	11	29	8	14	4	14	6	3	6	2	5	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	36151	13675	11396	6409	3785	2162	3952	1253	1005	1806	942	406	292	309	344	246	178	163	163	152	60	74	52	33	50	33	58	15	17	6	18	4	6	3	8	7	3	6	1	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north7_active	80	19731	7095	6656	3627	1969	1068	2649	593	508	1102	587	182	125	143	201	128	91	93	82	107	22	35	30	15	41	15	31	11	10	4	12	2	5	2	2	4	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	35851	13709	11411	6368	3792	2162	3980	1260	992	1789	903	400	280	305	304	231	177	157	156	158	55	63	43	46	54	30	54	21	19	5	13	6	3	3	6	7	4	3	2	3	0	1	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north8_active	80	19555	7106	6752	3629	1977	1038	2641	582	506	1141	513	184	125	147	182	120	94	89	76	88	23	33	28	24	44	12	38	13	12	2	7	2	3	1	1	6	1	0	1	3	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	35673	13649	11367	6403	3749	2138	3882	1271	1056	1779	909	409	279	299	336	221	169	158	160	153	56	44	50	50	65	28	43	17	18	5	20	14	2	5	5	6	4	4	2	3	0	1	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	19392	7062	6772	3600	1957	1021	2538	592	566	1151	509	181	133	142	207	118	90	72	92	80	27	23	29	28	52	11	33	9	9	2	14	9	2	3	2	4	2	1	1	3	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	35609	13547	11430	6395	3767	2155	3923	1282	1072	1856	905	421	285	288	359	215	167	160	171	196	59	39	47	61	72	21	50	21	17	5	19	15	5	5	3	4	3	3	1	3	1	0	0	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	19321	6871	6819	3620	1977	1024	2487	633	578	1172	501	191	133	139	236	123	94	73	97	128	29	21	26	40	51	9	40	11	9	1	13	11	4	3	2	3	2	2	0	3	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	32613	12615	10379	5879	3478	2029	3343	1256	963	1582	809	380	294	243	348	212	166	150	125	149	63	57	46	55	55	13	42	16	10	15	8	17	6	5	5	3	1	7	0	6	0	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0.03	north11_active	80	17120	6209	5930	3257	1747	907	2062	616	518	969	475	160	137	106	213	110	72	91	73	105	30	27	28	28	42	7	20	7	8	7	5	10	4	4	5	2	0	5	0	4	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0.03	north12_all	80	32668	12525	10300	5851	3466	2056	3272	1274	963	1614	821	402	314	259	353	213	158	153	139	166	66	59	42	49	48	20	42	22	11	13	7	24	5	3	3	2	2	6	1	6	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0.03	north12_active	80	17135	6189	5878	3291	1710	922	2007	609	514	966	492	172	126	120	218	117	79	93	79	116	33	31	23	28	38	11	23	12	6	6	3	17	4	2	3	1	0	5	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0.03	north13_all	80	32833	12538	10259	5913	3337	2096	3300	1244	967	1575	817	398	342	257	341	200	151	164	146	147	63	55	39	43	53	28	43	15	14	16	6	18	4	6	3	3	3	8	2	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north13_active	80	17174	6097	5957	3331	1635	960	1988	604	503	947	504	165	146	133	197	106	74	105	79	109	34	31	22	31	41	14	24	8	7	8	3	10	3	3	3	2	0	6	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
0.03	north14_all	80	33539	12725	10515	5920	3464	2111	3418	1226	950	1695	849	379	333	265	369	192	144	167	143	176	59	55	31	36	51	30	45	16	14	18	12	13	4	14	3	4	4	4	2	6	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	17642	6206	6122	3341	1733	1015	2087	586	497	1035	523	162	142	132	232	100	74	104	75	132	33	34	14	24	41	15	26	9	6	9	9	8	2	12	2	3	0	2	1	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	34529	12969	10858	6033	3544	2108	3652	1246	987	1719	856	363	322	275	348	206	166	145	158	182	54	52	38	42	61	27	52	15	15	15	13	16	5	21	3	5	3	2	1	5	0	0	0	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	18362	6407	6434	3407	1810	1017	2263	599	532	1046	520	168	135	136	217	120	82	87	95	141	32	29	17	28	44	14	26	9	8	8	8	10	4	19	2	4	0	1	1	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
