label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	12195	4514	4613	1310	989	2213	874	384	273	225	182	152	112	173	230	120	51	43	64	57	17	18	15	10	8	6	5	5	21	6	0	5	1	0	15	0	1	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
0.03	north1_active	80	8260	2574	3816	403	244	1999	620	72	81	63	56	60	49	133	204	89	33	20	49	34	8	12	3	2	2	3	1	2	18	2	0	5	0	0	15	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	north2_all	80	12360	4495	4625	1292	986	2261	831	387	294	208	170	166	107	179	204	136	45	52	67	50	24	9	20	14	10	6	8	2	18	5	4	5	2	1	16	1	1	0	2	1	1	0	1	0	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	1	0
0.03	north2_active	80	8319	2533	3813	401	249	2025	588	84	85	65	44	62	40	135	174	112	27	24	52	30	15	6	6	3	3	2	6	2	16	0	4	5	1	0	16	1	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	1	0
0.03	north3_all	80	12295	4515	4720	1333	975	2303	776	401	293	201	185	152	108	205	198	133	52	50	72	42	27	10	18	13	9	7	8	4	39	7	4	3	3	2	18	2	1	0	0	1	1	1	1	0	0	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0
0.03	north3_active	80	8268	2537	3880	412	251	2044	538	83	65	66	53	51	43	163	169	109	28	23	51	33	14	5	5	4	4	2	6	4	38	1	4	3	1	0	18	1	0	0	0	1	1	1	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0
0.03	north4_all	80	12275	4495	4706	1353	964	2301	727	422	297	203	185	146	105	193	181	131	51	47	64	42	27	17	14	15	11	9	9	5	34	6	6	4	3	4	4	2	0	2	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0
0.03	north4_active	80	8177	2503	3846	421	256	2052	510	113	66	70	57	42	38	155	149	107	31	27	41	30	13	9	4	3	7	2	7	4	33	1	5	4	1	0	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	0	0
0.03	north5_all	80	12391	4458	4763	1379	943	2235	752	417	284	211	183	140	110	190	225	127	64	40	55	40	29	20	13	13	10	12	7	7	32	7	5	4	3	3	4	1	0	3	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
0.03	north5_active	80	8315	2466	3888	422	253	2017	514	109	63	67	56	43	35	153	198	104	34	22	35	30	19	11	5	2	6	5	4	6	32	1	3	4	1	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
