label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46
0.03	north1_all	80	1435	763	329	256	303	156	157	156	37	72	21	43	25	52	13	13	13	8	6	5	4	1	7	2	3	2	8	3	0	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0
0.03	north1_active	80	743	428	171	130	193	85	98	97	18	44	9	25	15	40	7	3	11	2	5	3	2	0	5	0	1	2	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	1493	810	348	255	318	176	197	192	38	66	22	47	28	73	14	11	23	4	7	6	5	2	6	1	1	2	3	2	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2
0.03	north2_active	80	780	453	175	137	206	100	132	120	17	33	9	34	17	60	7	3	17	1	6	3	3	0	5	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	1520	826	325	290	352	186	216	215	32	79	25	55	30	96	13	10	20	3	8	16	9	2	7	0	1	5	3	2	0	2	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	2
0.03	north3_active	80	806	461	171	168	233	105	141	145	12	46	11	36	18	80	5	4	14	0	7	13	7	0	7	0	1	4	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	1537	828	342	279	368	208	224	273	35	76	22	58	31	91	12	13	17	3	9	19	10	3	6	1	2	6	2	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2
0.03	north4_active	80	807	467	178	169	248	121	138	201	12	47	12	37	16	79	5	11	9	2	5	16	9	1	6	0	1	4	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	1491	821	342	295	402	205	221	252	41	90	24	68	33	64	15	13	23	3	9	17	10	2	7	3	2	6	3	0	2	1	3	2	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	north5_active	80	755	461	178	165	279	125	114	176	20	56	12	41	19	51	8	10	12	2	6	16	8	1	6	2	1	4	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
