label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north6_all	80	3390	1299	674	657	623	284	261	118	138	338	65	63	36	26	26	19	27	46	10	17	8	5	19	6	6	4	0	0	1	0	1	2	0	0	0	2	1	0	0	0	0	2	2	0	2	0	0	0	0	0
0.03	north6_active	80	1792	624	310	367	416	163	160	56	79	254	28	35	18	17	16	9	16	32	3	13	5	1	10	5	5	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0	2	0	0	0	0	0
0.03	north7_all	80	3352	1311	703	645	625	282	276	121	141	291	57	65	39	29	25	19	24	48	11	8	14	8	15	6	5	4	0	2	7	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0
0.03	north7_active	80	1772	627	315	341	410	165	173	53	80	202	25	37	20	21	15	8	16	34	4	6	6	1	9	4	4	2	0	2	7	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north8_all	80	3313	1350	692	658	640	267	292	125	148	271	48	56	32	28	27	23	30	38	10	11	14	10	10	4	7	3	3	3	8	2	1	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	0	0	0	0
0.03	north8_active	80	1754	648	317	349	422	148	183	55	82	182	16	34	20	16	17	12	17	25	3	7	5	3	3	3	6	1	3	3	8	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0
0.03	north9_all	80	3347	1315	718	671	664	264	345	132	150	231	42	55	38	27	27	25	35	28	6	14	15	7	16	2	7	3	3	3	9	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	1748	644	318	365	436	146	214	57	79	159	16	29	20	14	17	15	18	16	2	10	3	3	9	1	6	1	3	3	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	3326	1351	697	659	646	263	348	123	131	276	49	50	37	34	24	23	34	26	8	16	13	6	18	0	4	1	3	2	5	6	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	1730	685	309	367	415	135	208	58	76	185	25	28	18	16	14	16	20	15	5	7	3	3	12	0	4	1	3	1	4	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3258	1331	659	684	600	280	299	108	124	250	45	52	37	34	18	32	18	41	9	6	29	6	10	3	6	8	1	1	4	4	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	1
0.03	north11_active	80	1754	684	318	408	374	131	172	63	76	192	17	25	18	19	9	15	9	32	6	3	16	3	0	1	3	4	1	0	3	4	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	0	0	0	0
0.03	north12_all	80	3365	1270	662	672	572	269	297	115	131	249	55	49	38	30	18	34	18	40	6	6	29	9	10	3	2	8	0	1	7	4	1	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1
0.03	north12_active	80	1818	658	319	399	352	129	190	65	79	190	29	26	19	17	6	18	10	27	3	3	16	4	0	1	0	4	0	0	6	4	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
0.03	north13_all	80	3373	1323	651	650	566	279	313	118	138	222	55	65	30	31	21	29	19	43	9	12	31	12	15	2	2	6	0	1	6	5	1	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1
0.03	north13_active	80	1793	663	308	370	351	138	193	60	79	168	26	33	13	19	9	15	11	30	6	8	18	6	2	0	0	3	0	0	6	4	1	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
0.03	north14_all	80	3341	1308	669	628	579	282	295	114	132	198	66	64	33	29	22	27	17	26	10	14	14	11	11	1	2	7	0	1	7	5	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
0.03	north14_active	80	1750	657	315	342	359	147	177	58	71	140	35	33	17	18	11	15	8	15	6	11	9	5	3	0	0	4	0	0	6	4	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north15_all	80	3239	1356	687	608	620	272	295	124	127	178	72	73	37	34	26	19	16	31	14	19	15	6	15	3	6	5	0	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north15_active	80	1678	680	312	317	399	136	181	58	67	121	38	38	21	19	15	9	6	22	10	12	12	3	7	1	3	4	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north16_all	80	3297	1367	683	581	648	256	314	122	121	194	67	73	40	37	31	17	19	26	11	16	19	7	14	3	6	4	0	2	4	6	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north16_active	80	1744	671	304	326	407	124	195	55	63	134	38	37	21	19	23	8	7	19	5	9	16	1	6	1	3	3	0	2	2	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north17_all	80	3317	1363	687	597	625	271	319	119	127	194	65	70	38	37	33	14	23	31	14	13	18	7	21	3	5	7	1	2	3	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1758	683	298	343	396	135	198	51	64	124	35	35	15	20	23	8	10	20	7	5	15	0	16	1	3	5	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3304	1366	669	607	637	264	331	105	125	252	64	80	34	39	35	19	23	43	14	16	20	6	24	3	3	6	1	0	8	2	2	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north18_active	80	1775	697	279	356	399	128	207	48	65	170	36	42	14	18	21	13	10	25	6	10	15	0	19	2	2	5	1	0	2	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north19_all	80	3332	1338	657	628	618	283	341	100	126	250	70	75	30	38	25	19	22	36	12	15	22	6	21	5	3	6	4	2	8	3	2	1	2	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	north19_active	80	1779	696	283	364	392	156	209	46	68	172	39	43	12	19	14	12	10	18	5	9	10	1	17	3	2	5	1	1	2	0	2	0	2	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	north20_all	80	3230	1338	664	647	632	267	351	103	111	254	63	68	38	33	25	24	20	35	12	21	20	3	22	5	2	2	4	2	13	4	3	1	2	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	north20_active	80	1692	683	302	378	392	146	219	47	59	182	34	34	17	15	13	14	8	19	7	13	8	1	18	3	2	1	1	1	4	1	3	0	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
0.03	south21_all	80	4385	1475	2038	1066	258	734	430	179	255	226	57	180	56	23	79	12	9	13	15	12	5	4	8	3	3	2	7	2	6	2	1	3	1	0	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	2607	746	1321	650	128	439	250	100	148	143	31	135	30	9	55	6	3	4	8	8	5	2	4	1	1	2	1	0	2	0	1	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	4596	1477	2198	1159	286	786	457	169	264	271	63	179	46	30	87	10	13	16	16	9	5	4	10	4	6	4	3	1	4	3	1	2	1	0	4	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0
0.03	south22_active	80	2722	755	1441	737	138	503	255	101	161	189	35	134	29	11	68	5	7	9	12	5	4	2	4	1	6	3	1	0	1	0	1	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south23_all	80	4773	1436	2162	1094	303	793	470	158	276	273	61	153	43	30	92	12	12	14	11	15	4	3	10	4	12	4	4	3	4	2	1	2	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	1	0
0.03	south23_active	80	2811	740	1419	674	137	513	264	85	179	179	34	94	29	12	70	7	6	8	9	8	3	1	3	0	7	3	3	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south24_all	80	4798	1418	2156	1108	291	805	455	162	283	264	58	156	35	31	89	15	15	15	12	15	8	6	8	3	12	5	2	2	4	2	1	2	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0
0.03	south24_active	80	2841	725	1425	698	125	511	289	100	186	162	26	105	21	13	68	9	7	10	9	10	6	1	2	0	7	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	south25_all	80	4735	1412	2170	1082	298	824	466	155	287	239	60	165	39	28	78	18	13	19	13	18	11	6	6	4	13	7	2	3	1	1	1	2	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south25_active	80	2769	735	1416	685	124	487	316	86	186	134	25	97	24	13	58	11	5	14	5	10	7	2	0	1	7	1	2	1	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0
0.03	south26_all	80	4590	1428	2229	1088	281	864	453	144	294	259	56	171	44	30	71	20	11	12	12	19	13	9	5	4	7	10	1	3	1	1	1	2	0	3	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south26_active	80	2688	759	1471	696	121	551	318	88	176	153	18	101	29	14	48	11	4	8	5	11	6	3	1	2	1	2	1	2	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_all	80	4567	1428	2277	1151	285	896	490	146	289	222	53	180	46	32	71	20	11	10	13	17	10	8	8	3	7	9	0	5	2	1	0	2	2	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south27_active	80	2704	753	1496	756	125	577	343	86	173	148	21	113	26	21	55	11	4	8	5	6	1	3	6	2	5	4	0	3	1	1	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south28_all	80	4542	1435	2227	1232	281	860	477	149	315	229	55	204	52	32	81	15	13	10	9	15	10	7	8	1	7	8	0	4	1	1	1	1	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	2686	779	1492	834	125	625	320	81	200	170	22	130	32	19	57	6	5	6	4	6	2	2	7	1	5	3	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	4495	1428	2122	1191	294	962	495	155	292	237	49	183	44	38	76	15	15	11	9	19	6	7	8	0	7	2	1	5	2	0	3	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	2674	755	1399	788	136	727	338	83	189	164	26	133	25	21	52	7	7	5	5	8	1	1	7	0	6	2	0	2	1	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	4511	1397	2135	1187	294	917	466	141	285	249	46	169	47	38	72	15	16	16	7	14	7	6	4	1	5	6	7	1	2	2	3	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	2647	749	1374	763	130	672	314	68	189	168	25	111	25	19	46	7	10	9	4	9	2	2	3	0	4	5	5	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	4464	1339	2088	994	291	752	418	149	262	267	61	117	40	34	100	23	26	14	6	15	8	6	6	4	7	8	4	2	1	0	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	2618	681	1354	637	137	527	286	87	166	182	32	76	21	11	78	13	14	8	3	12	4	2	1	3	5	7	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	4658	1392	2171	1057	286	821	394	153	278	276	62	152	41	26	93	23	19	11	3	12	8	4	8	3	6	5	4	0	1	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	2767	701	1429	683	136	577	265	88	179	184	34	106	21	5	75	10	10	5	1	10	3	2	3	2	5	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	4685	1428	2168	1121	279	832	434	166	259	271	57	174	47	34	100	24	15	14	4	12	8	3	9	3	5	3	4	0	1	3	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_active	80	2776	738	1453	737	135	575	294	94	171	180	28	123	25	7	80	9	9	7	2	10	3	2	3	2	4	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	4760	1409	2150	1178	280	803	440	171	263	249	58	177	43	35	87	17	10	14	2	14	7	3	7	2	3	4	3	1	0	3	0	1	1	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	2800	750	1420	761	138	553	315	87	164	172	31	121	22	8	68	7	7	6	1	11	3	1	3	1	1	1	2	0	0	2	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	4743	1413	2130	1135	281	800	459	159	248	234	61	202	42	35	100	16	6	17	7	15	8	3	6	4	6	4	3	1	0	3	0	1	1	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	2815	770	1413	732	119	539	315	84	155	164	32	130	21	12	70	9	4	6	3	11	4	0	3	3	3	1	3	0	0	3	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	4667	1399	2112	1181	303	794	436	171	251	260	63	205	42	36	94	16	9	17	6	16	9	3	6	2	8	4	3	2	1	1	1	2	2	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	2756	760	1386	730	136	508	288	90	159	191	33	132	20	13	69	10	3	7	2	11	7	0	3	2	5	1	3	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	4724	1456	2133	1229	301	781	473	163	232	273	61	231	44	27	73	12	12	16	6	20	9	4	6	2	7	5	5	2	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	2804	772	1363	791	144	488	303	96	153	217	34	150	22	13	47	8	3	6	2	13	7	1	3	2	4	0	4	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	4645	1438	2016	1197	277	775	453	157	265	265	63	244	44	27	68	13	13	16	6	20	9	5	7	4	6	4	2	2	1	0	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	2775	734	1307	751	139	476	283	86	175	209	40	155	21	11	48	6	5	8	3	12	9	2	3	4	3	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	4670	1443	2020	1206	274	793	467	139	310	223	65	209	37	28	61	16	15	14	6	23	7	5	7	4	6	4	3	2	2	0	3	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south39_active	80	2782	725	1320	758	147	526	304	73	196	173	38	126	16	12	41	5	7	5	3	15	5	3	4	2	2	0	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	4535	1403	2063	1237	269	857	491	136	306	232	70	178	39	34	61	19	13	17	8	17	10	7	5	5	5	2	2	0	2	0	4	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
0.03	south40_active	80	2631	713	1365	798	132	576	309	71	201	166	40	100	16	15	38	8	8	8	4	10	5	3	3	3	1	0	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
