label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73
0.03	north14_active	80	1186	871	552	908	375	126	129	64	351	90	36	61	36	46	24	34	16	49	34	5	13	44	13	8	6	2	6	1	2	7	4	6	3	3	2	4	2	5	3	0	0	1	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north15_all	80	2596	1567	1011	1388	627	265	257	160	560	161	85	130	67	86	77	46	34	78	49	18	15	59	11	24	14	5	8	7	6	7	3	8	8	13	3	4	5	2	4	3	0	0	2	4	0	0	0	1	2	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	1199	842	550	886	365	131	140	74	366	92	34	68	36	49	47	25	14	53	33	5	8	30	9	11	6	3	4	3	2	5	3	5	6	6	2	3	1	2	3	0	0	0	1	3	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	2580	1521	981	1321	587	278	260	161	511	144	80	132	60	76	73	39	31	70	46	22	14	39	10	22	13	6	10	5	6	6	8	4	8	13	1	1	1	3	3	1	1	0	1	4	0	0	0	1	3	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	1202	796	528	831	348	136	138	78	347	77	29	70	32	45	45	20	11	51	27	7	8	19	7	10	5	4	7	2	2	4	8	3	6	9	1	0	0	2	3	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2566	1433	892	1225	523	271	261	166	443	140	69	140	74	81	68	36	27	65	38	18	17	34	12	19	10	6	9	6	4	11	12	3	7	13	0	1	4	4	0	2	1	0	0	1	1	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1177	734	460	778	306	136	132	83	300	76	23	79	40	45	42	19	9	47	22	6	10	23	8	11	4	4	7	3	2	7	7	2	4	9	0	1	3	3	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2451	1375	870	1151	513	264	257	171	400	127	66	119	69	65	53	39	34	59	42	16	12	35	16	19	12	6	9	7	7	9	12	4	9	13	2	1	4	6	0	1	2	0	0	1	3	1	0	0	1	1	3	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1080	678	465	709	293	130	123	78	299	70	18	69	37	34	34	22	13	46	24	4	8	26	10	10	5	4	8	5	5	6	6	3	6	10	1	1	3	3	0	1	1	0	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2477	1334	866	1092	501	249	259	165	381	130	72	102	76	68	47	36	38	49	43	16	19	43	14	14	10	7	9	7	6	8	13	3	5	8	3	2	4	5	3	1	1	1	0	0	3	1	0	1	2	1	4	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north19_active	80	1086	659	470	709	281	126	117	66	276	71	26	59	37	36	26	20	15	35	28	3	12	34	8	8	5	4	5	5	5	5	6	2	3	5	1	1	3	3	2	1	1	0	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	2448	1307	881	1050	527	243	233	173	360	124	74	89	79	67	48	35	38	60	38	16	20	42	14	13	11	9	9	8	6	5	10	5	8	7	4	2	2	4	3	0	1	1	0	0	3	2	0	1	2	0	4	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_active	80	1075	659	483	679	301	113	110	62	230	68	28	52	41	39	28	17	17	44	21	4	11	33	8	6	7	4	5	7	4	2	4	3	6	5	2	0	1	2	2	0	1	0	0	0	2	2	0	0	0	0	3	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	2617	1528	1026	1483	654	303	266	156	447	151	88	130	73	83	63	38	31	123	44	15	25	57	19	16	8	8	6	3	5	3	6	8	9	3	0	7	4	2	0	3	3	2	0	2	1	2	1	1	18	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	1206	817	557	998	408	133	137	67	290	93	33	72	39	53	30	16	15	70	23	10	17	44	11	9	6	4	4	2	0	2	4	2	3	1	0	1	2	0	0	1	1	1	0	0	1	2	1	1	17	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2583	1563	1017	1478	643	285	258	160	455	156	97	114	81	66	56	49	26	105	55	18	17	56	20	12	11	10	9	7	7	4	6	5	4	4	1	6	3	2	1	3	4	1	1	1	1	2	1	1	18	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1182	823	564	948	395	116	147	62	282	90	42	63	47	37	26	27	11	65	35	11	9	42	12	6	8	4	7	5	2	3	3	1	1	1	1	0	2	1	0	1	1	1	1	0	1	2	1	1	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2509	1528	980	1533	639	268	270	145	492	155	93	94	83	58	57	52	24	103	68	17	12	50	17	10	13	13	16	10	9	4	8	9	6	3	2	10	3	6	3	1	4	1	1	2	0	3	1	0	20	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1133	809	517	1005	385	117	156	62	304	88	46	48	53	34	25	29	10	71	51	12	5	33	12	5	10	6	12	7	3	4	6	4	2	1	1	3	3	4	1	0	1	1	1	1	0	3	1	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2531	1566	981	1564	621	254	259	141	494	163	94	92	84	67	53	56	28	90	58	13	14	76	23	7	17	16	15	8	9	6	6	16	10	2	2	6	4	6	3	2	3	1	1	2	0	2	0	0	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1156	880	520	1046	389	127	139	63	319	86	44	51	48	40	23	33	13	70	46	8	6	51	17	2	12	7	10	6	4	5	5	6	5	0	1	5	2	5	1	0	1	1	1	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2499	1552	949	1553	624	252	268	131	524	169	97	92	83	67	61	59	30	93	50	7	17	91	21	15	18	11	14	6	5	5	6	12	17	3	1	6	5	5	3	3	0	1	0	2	0	1	0	0	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1136	871	505	1054	394	125	143	60	332	84	43	52	42	36	27	32	14	74	37	4	6	64	12	3	15	6	9	5	2	4	5	6	10	1	0	5	3	4	2	0	0	1	0	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2527	1548	984	1463	593	258	296	142	514	194	100	105	78	73	65	59	28	114	69	15	17	93	25	16	14	11	12	4	6	3	6	10	13	8	0	6	3	2	2	4	1	1	0	1	0	0	1	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1178	896	527	992	362	121	152	60	335	105	45	60	39	38	33	25	11	85	46	10	8	69	15	4	10	5	3	1	2	2	5	5	9	2	0	2	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2536	1560	987	1438	595	254	272	150	566	177	103	108	67	68	65	54	30	124	74	18	18	65	24	15	14	11	12	5	6	3	8	8	15	25	1	7	5	3	1	2	1	2	1	1	0	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	1185	865	556	956	372	108	132	70	369	97	52	69	35	37	35	29	9	92	47	11	8	43	15	3	9	6	4	3	3	1	7	7	6	19	1	3	1	2	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south28_all	80	2590	1565	995	1445	606	250	259	162	566	165	100	117	53	58	66	43	24	137	69	22	14	53	23	8	10	8	16	8	7	4	5	5	15	23	1	6	3	11	1	3	2	2	1	0	0	0	2	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south28_active	80	1205	859	548	959	365	111	131	75	377	96	51	71	28	34	33	23	6	103	44	13	7	41	15	2	2	4	8	4	4	2	5	4	3	18	1	1	0	9	1	2	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south29_all	80	2586	1537	976	1408	576	245	246	161	568	139	82	118	56	59	62	40	24	118	58	20	17	28	21	7	14	11	16	8	7	7	3	4	16	19	1	6	4	14	3	2	1	3	1	0	1	0	2	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south29_active	80	1171	808	549	901	351	106	119	76	369	68	44	69	32	40	30	19	6	93	34	13	8	19	11	2	8	5	7	5	5	4	3	3	2	17	1	1	0	12	2	2	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south30_all	80	2535	1458	901	1388	604	233	229	162	445	138	80	110	62	76	57	45	24	105	57	16	18	41	24	9	12	12	12	9	4	7	4	3	12	9	0	3	4	13	3	1	1	2	1	0	1	0	1	0	2	2	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1153	759	488	903	359	98	116	81	290	65	38	60	30	49	28	21	9	80	33	9	6	32	11	4	8	6	8	5	3	5	2	3	1	9	0	2	1	12	2	1	0	0	0	0	1	0	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2560	1340	889	1136	562	286	249	149	394	135	84	114	65	66	53	48	37	78	44	22	15	29	32	9	9	9	7	6	4	4	13	4	3	5	3	13	4	9	5	0	3	1	2	2	1	0	2	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	1099	673	472	723	331	143	117	66	251	70	39	55	33	36	29	25	18	48	31	11	8	17	25	5	5	2	3	5	1	3	10	4	0	1	2	9	1	7	2	0	2	1	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2615	1451	900	1262	608	297	242	155	433	145	84	117	72	71	61	53	38	91	50	22	15	32	21	8	11	7	8	9	6	4	12	3	1	12	2	14	3	16	4	0	1	0	1	2	0	0	1	0	0	1	0	0	1	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	1178	754	475	808	373	144	115	67	272	77	37	66	33	43	33	25	15	59	34	11	7	21	13	4	7	2	2	6	2	2	8	3	0	6	1	10	1	14	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2668	1491	918	1445	612	295	235	149	466	157	96	114	71	78	49	51	29	96	53	13	13	47	28	9	15	5	10	14	9	6	12	6	0	15	2	10	1	18	4	3	1	0	1	2	1	1	1	0	0	1	0	3	2	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	1237	786	489	929	373	137	117	69	293	92	39	76	36	47	25	27	10	65	32	5	7	29	19	5	9	2	5	10	3	2	7	3	0	8	1	7	0	17	1	2	0	0	1	0	1	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2659	1492	964	1471	616	305	245	144	465	169	117	132	71	74	53	50	31	88	52	14	13	57	31	13	18	5	9	13	12	7	9	6	2	18	1	25	0	11	3	3	1	0	1	2	1	1	0	0	1	1	0	3	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	1261	774	536	986	374	127	127	63	287	98	45	88	33	41	31	29	12	60	31	4	2	35	17	6	10	3	4	7	3	4	6	2	2	10	1	6	0	11	1	2	0	0	1	0	1	0	0	0	1	1	0	3	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2593	1519	953	1418	622	270	257	145	460	162	120	142	69	75	50	49	34	93	48	15	17	55	37	14	17	7	9	12	10	8	6	7	8	17	1	23	0	6	2	8	0	0	1	0	2	2	0	1	1	1	0	4	2	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	1235	798	528	937	373	113	140	68	284	88	52	98	35	38	29	29	17	65	28	4	7	31	22	5	8	5	4	6	1	3	3	2	7	10	1	4	0	4	0	3	0	0	1	0	2	1	0	1	1	1	0	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2562	1479	970	1415	619	263	262	159	427	146	104	127	56	80	55	45	37	105	44	19	19	63	30	13	17	11	7	7	7	9	5	5	12	18	0	27	0	8	2	6	0	0	1	0	1	1	2	1	1	1	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	1210	781	549	930	370	119	141	65	270	69	48	78	27	39	32	26	19	69	23	8	9	40	17	3	9	5	4	3	1	3	3	2	7	14	0	8	0	6	0	2	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2603	1509	1021	1382	630	252	251	166	435	148	82	114	59	80	55	51	35	133	40	24	23	43	27	12	16	13	11	8	6	8	6	5	10	16	0	10	0	4	0	8	1	1	3	1	1	1	2	1	4	1	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	1221	817	578	894	383	115	132	72	299	73	40	64	29	42	28	33	20	96	19	12	13	25	18	5	7	5	6	2	1	3	4	2	5	11	0	7	0	2	0	3	0	1	1	0	1	1	0	1	4	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2574	1493	1000	1267	594	269	258	182	430	136	72	94	65	74	61	46	23	135	38	20	19	64	23	11	15	11	14	8	5	8	10	3	9	10	1	9	0	3	0	3	1	2	3	3	0	1	3	0	4	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1206	795	559	810	357	122	127	80	298	73	34	51	31	43	36	27	14	96	17	12	14	48	13	4	8	4	9	3	3	5	8	0	2	5	1	7	0	2	0	2	0	2	0	0	0	1	1	0	4	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2529	1474	961	1151	552	262	266	172	392	138	77	98	72	76	56	44	26	111	49	20	19	71	26	14	12	9	14	7	6	9	12	2	7	10	1	13	2	6	0	3	2	4	3	3	0	1	1	0	4	0	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1175	787	531	755	329	108	128	79	270	79	33	55	39	44	28	27	10	74	20	11	10	57	16	6	7	5	8	3	3	5	9	0	1	5	1	11	0	0	0	2	0	4	0	0	0	1	1	0	4	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	2485	1395	916	1113	532	281	252	163	359	139	83	85	69	75	43	41	26	97	50	12	19	64	26	14	12	5	11	5	7	10	11	0	12	6	1	6	3	7	2	2	4	4	1	3	0	1	1	0	4	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1112	731	496	699	310	114	117	74	245	78	36	47	36	47	24	23	11	67	27	5	11	50	16	6	7	4	6	3	4	7	9	0	6	3	1	5	0	1	1	1	1	4	0	0	0	1	1	0	4	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
