label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82
0.03	north1_all	80	13973	7884	4462	3418	1814	863	823	1282	434	402	1052	239	364	307	161	147	124	84	182	77	70	45	41	76	95	50	16	26	32	17	6	12	16	9	10	10	9	6	5	4	7	5	6	2	2	0	2	7	0	0	2	2	0	3	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north1_active	80	10483	6504	3641	2836	1311	293	490	1116	208	224	957	63	283	242	77	104	81	17	157	40	29	11	15	59	85	42	10	7	17	12	4	5	9	4	5	3	8	1	4	1	2	4	5	2	0	0	0	7	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	13908	7899	4401	3373	1819	834	798	1256	428	402	1052	233	353	298	151	159	136	77	188	70	73	48	36	70	80	42	23	22	27	21	10	8	22	16	7	14	16	7	5	5	6	4	5	4	2	0	3	4	2	0	2	1	0	3	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north2_active	80	10446	6536	3589	2804	1345	288	473	1076	202	233	955	53	270	235	72	104	84	16	166	34	34	14	12	54	70	33	14	6	15	13	9	2	15	5	4	7	15	2	3	1	2	4	4	4	0	0	1	4	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	14124	8039	4372	3432	1873	831	748	1251	420	417	1054	216	333	292	169	163	129	94	179	71	62	46	40	66	72	50	24	20	29	16	11	7	23	17	8	14	21	8	5	3	9	4	3	7	2	0	2	1	4	0	2	1	1	3	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	10643	6620	3561	2887	1403	295	431	1060	202	250	963	47	255	222	84	106	82	23	160	32	29	13	17	52	64	40	13	4	15	10	10	1	19	5	3	7	18	2	3	0	5	4	3	7	0	0	1	0	1	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	14106	7958	4429	3456	1915	817	754	1326	432	401	1053	213	333	298	159	171	123	94	172	57	59	47	35	91	76	65	26	22	23	16	13	9	22	15	8	10	22	9	3	5	9	1	3	7	3	0	2	1	4	1	0	1	1	2	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	10607	6525	3589	2908	1459	294	435	1146	204	237	962	43	254	215	80	106	77	27	151	25	23	14	17	81	64	51	15	8	12	10	11	1	19	6	3	5	19	4	1	0	5	1	1	7	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	14179	7764	4461	3578	1871	841	795	1357	431	407	1064	212	322	299	154	158	104	102	153	55	49	46	44	106	82	66	19	25	20	18	12	9	17	9	5	5	10	6	7	4	7	0	3	5	1	0	0	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	10617	6353	3582	2999	1418	315	452	1188	195	246	983	46	242	220	76	101	58	28	132	23	17	14	19	98	74	50	11	10	10	10	9	1	15	5	1	2	6	2	3	1	4	0	1	5	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
