label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54
0.03	north1_all	80	11042	3925	2794	1807	1188	1048	1035	316	271	195	141	111	106	83	70	60	47	31	25	18	9	13	10	11	4	9	8	2	5	4	2	3	3	1	2	1	3	0	1	1	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0
0.03	north1_active	80	6485	2088	1618	1070	674	672	688	148	139	101	80	58	56	43	38	31	28	17	20	12	2	4	5	7	2	4	6	1	3	3	2	1	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0.03	north2_all	80	11586	3918	2980	1953	1278	1066	1069	304	251	181	149	107	89	92	63	68	59	29	21	14	12	13	12	12	8	6	12	2	4	4	2	2	3	1	1	1	2	0	1	1	0	0	0	2	2	1	0	2	0	0	0	0	0	0	0
0.03	north2_active	80	6830	2073	1764	1196	727	683	696	139	127	94	86	47	45	51	35	41	34	15	12	7	5	4	3	8	5	2	8	0	3	3	2	1	0	0	1	1	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0
0.03	north3_all	80	11930	4026	3151	1970	1315	1045	1128	319	258	178	139	107	91	104	56	68	51	27	27	13	11	14	17	11	13	10	11	2	5	4	0	3	2	0	0	2	1	0	1	2	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	7094	2162	1882	1189	768	669	714	141	135	91	77	46	44	57	28	42	35	14	13	8	6	9	8	7	8	7	6	1	3	3	0	1	1	0	0	2	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	12059	3948	3126	1977	1368	1017	1143	290	249	188	128	117	102	99	64	63	53	21	25	13	20	17	17	13	12	11	9	5	5	2	0	3	2	3	1	1	1	0	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	7179	2135	1898	1189	833	627	757	128	130	95	65	46	42	58	35	38	31	9	7	8	10	10	6	9	8	5	4	1	3	2	0	1	1	3	1	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	11985	3929	3113	1937	1276	993	1157	302	260	199	134	117	112	104	73	57	61	26	26	13	19	19	17	10	9	12	6	5	4	3	1	3	2	3	2	1	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	7149	2152	1890	1152	769	597	782	127	129	104	65	52	47	64	41	35	38	15	9	11	9	13	9	7	5	7	3	2	2	3	0	0	1	3	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	11993	3936	3059	1970	1293	1007	1187	287	276	209	144	111	102	104	83	65	68	32	29	14	16	16	12	12	13	8	14	7	0	1	2	3	3	4	2	2	1	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
