label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57
0.03	north8_active	80	15888	1723	3440	1151	1238	855	537	285	330	451	46	66	90	53	13	123	64	59	22	33	13	35	11	17	3	3	7	0	3	8	14	1	0	2	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	19490	4304	4291	1855	1581	1151	808	505	454	493	167	130	144	89	63	159	85	84	29	53	20	34	19	28	5	4	10	1	6	4	8	2	0	4	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	15615	1688	3377	1149	1159	838	572	275	313	416	37	55	87	56	13	138	66	65	16	36	10	31	10	21	3	2	8	0	6	4	8	1	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	19442	4290	4392	1835	1583	1183	792	484	460	516	176	132	129	90	67	172	59	108	36	51	19	36	17	29	9	4	9	1	7	2	10	1	0	3	1	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	15573	1695	3468	1121	1166	859	554	262	309	440	42	52	72	62	18	151	42	90	20	32	8	33	7	23	6	2	5	0	7	2	10	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	19492	4183	4433	2027	1677	1077	823	460	466	565	171	154	146	135	74	118	66	79	42	34	37	45	14	14	15	22	9	6	3	5	10	1	2	1	2	1	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	15729	1751	3484	1266	1251	780	566	263	342	462	45	72	77	92	23	93	44	64	15	24	32	40	8	6	12	16	7	2	2	5	10	0	0	0	0	1	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	19491	4272	4338	2070	1602	1071	829	459	466	550	187	162	141	144	69	119	72	70	46	32	38	48	13	13	18	20	7	8	3	7	9	0	3	1	1	2	4	2	1	0	2	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	north12_active	80	15652	1768	3419	1272	1187	753	576	251	336	446	43	79	78	92	14	95	51	58	19	24	31	43	7	8	13	16	5	2	2	6	8	0	1	0	0	2	4	2	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	19363	4242	4409	2082	1545	1112	812	470	481	580	183	147	144	120	79	109	76	56	29	38	38	37	15	14	18	14	7	4	9	6	17	0	3	0	1	3	4	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_active	80	15536	1714	3506	1273	1155	804	548	266	349	479	43	67	79	84	21	86	55	50	12	29	31	31	8	6	11	10	5	1	7	5	14	0	1	0	0	3	4	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	19092	4260	4415	1972	1627	1083	826	473	464	551	190	154	122	127	79	118	88	65	26	40	30	39	18	13	15	10	7	2	11	6	11	0	3	0	0	3	4	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north14_active	80	15332	1731	3526	1199	1209	766	592	266	313	448	48	68	60	81	25	107	70	60	10	32	23	35	9	9	7	6	4	0	9	5	8	0	1	0	0	3	4	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	19044	4242	4442	1910	1621	1110	832	478	466	540	176	171	116	126	77	121	93	65	25	53	32	38	20	13	9	11	4	3	15	4	16	0	1	0	2	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north15_active	80	15282	1742	3530	1160	1191	789	608	279	300	442	52	82	56	73	27	111	74	55	10	42	22	35	11	10	4	8	2	0	14	4	14	0	0	0	1	2	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north16_all	80	19029	4256	4467	1836	1672	1136	824	434	450	535	178	168	116	130	66	130	77	59	23	63	31	36	19	12	9	13	4	1	15	5	10	0	3	0	2	2	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north16_active	80	15363	1756	3488	1107	1232	786	584	242	289	438	46	73	55	78	24	117	64	47	10	49	18	33	10	11	6	9	2	0	14	4	9	0	2	0	1	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0.03	north17_all	80	19236	4280	4475	1822	1695	1122	805	437	449	537	191	173	133	101	60	167	68	62	24	69	30	53	16	20	8	23	3	1	13	5	9	1	3	0	2	4	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0
0.03	north17_active	80	15562	1725	3516	1122	1241	780	570	243	301	442	51	71	82	58	21	151	56	48	12	53	20	51	9	17	6	19	2	0	12	4	9	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0
0.03	north18_all	80	19741	4333	4430	1889	1773	1131	803	426	414	557	189	160	153	109	63	154	56	60	25	70	26	53	20	17	7	22	6	2	4	8	6	4	4	4	0	4	13	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
0.03	north18_active	80	16072	1724	3481	1156	1302	780	570	234	281	469	47	63	99	69	23	134	49	47	16	55	16	44	13	12	5	19	4	0	3	5	6	2	3	3	0	4	13	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	19447	4352	4406	1903	1824	1131	804	446	433	550	197	159	148	107	63	128	82	58	23	62	27	69	14	21	8	18	6	1	5	5	7	5	4	4	0	3	13	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
0.03	north19_active	80	15824	1759	3456	1170	1356	790	574	243	292	467	55	65	103	67	27	105	71	43	13	49	16	60	9	16	6	15	2	0	2	3	7	3	2	3	0	3	13	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north20_all	80	19426	4324	4411	1926	1746	1157	774	484	413	574	194	157	160	118	66	134	75	65	24	53	20	68	18	21	9	8	7	2	7	11	8	7	6	4	0	9	13	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
0.03	north20_active	80	15723	1736	3478	1194	1309	814	554	269	260	486	53	66	96	69	24	111	65	49	11	42	10	59	13	16	6	7	2	0	4	8	8	5	3	3	0	9	13	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south21_all	80	19212	4256	4573	1890	1548	1142	807	511	466	465	174	153	141	118	61	117	69	82	23	67	28	52	16	18	12	12	8	5	10	4	9	2	0	1	3	5	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	15509	1674	3609	1132	1135	807	543	298	309	401	44	55	88	71	19	97	53	66	11	59	15	46	9	14	4	10	3	1	8	2	9	1	0	0	3	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	18992	4326	4516	1865	1544	1127	812	495	471	491	172	150	146	116	73	145	74	96	20	60	23	45	16	20	15	18	9	3	10	4	2	1	0	3	3	2	0	1	0	2	0	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	15340	1745	3579	1132	1130	815	551	299	322	418	39	57	105	74	23	117	55	76	11	54	12	40	12	16	6	16	4	0	8	3	1	0	0	2	3	2	0	0	0	2	0	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	19204	4259	4449	1896	1650	1149	837	497	473	478	189	140	137	112	72	134	78	93	26	72	27	33	20	17	15	19	7	5	6	5	1	2	0	3	2	2	0	1	0	2	1	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	15514	1768	3535	1167	1198	825	587	299	323	406	48	50	97	65	20	105	58	72	12	66	20	27	16	14	4	15	2	1	4	4	0	0	0	2	2	2	0	0	0	2	1	1	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	19289	4348	4321	1876	1679	1158	788	492	490	530	188	150	139	106	72	123	84	84	24	67	31	30	22	11	14	13	5	6	4	12	3	5	1	3	2	6	2	1	1	0	1	1	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	15529	1784	3427	1135	1219	824	536	283	338	451	56	50	87	59	20	98	62	62	9	52	24	23	15	8	4	10	2	1	3	12	1	2	0	2	2	6	2	0	0	0	1	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	19392	4274	4369	1876	1729	1122	786	495	475	563	190	152	127	109	67	136	90	96	24	70	45	39	16	13	9	11	5	4	1	13	3	6	1	3	1	18	2	2	1	1	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
0.03	south25_active	80	15662	1773	3487	1116	1258	802	521	281	327	482	54	64	73	63	23	106	72	73	9	55	38	30	6	8	4	7	3	1	1	13	1	2	0	2	0	18	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	19444	4253	4333	1839	1720	1098	748	518	443	582	193	164	139	109	64	148	93	101	18	56	45	33	11	11	15	7	10	4	3	17	3	5	1	3	1	19	2	2	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
0.03	south26_active	80	15702	1741	3454	1118	1229	782	499	287	284	496	54	65	80	58	22	127	80	75	7	41	35	24	3	5	8	4	8	1	3	17	2	2	0	1	0	19	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	19288	4161	4442	1872	1662	1108	785	532	446	570	189	165	155	114	73	158	78	100	20	56	43	36	10	10	15	10	10	1	3	20	3	3	1	4	1	21	2	3	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
0.03	south27_active	80	15632	1699	3541	1131	1202	772	527	316	300	480	56	72	88	62	28	133	65	80	10	41	34	28	3	5	10	7	8	1	3	20	2	1	0	2	0	21	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	19793	4149	4505	1873	1645	1120	793	534	452	536	184	170	157	115	75	142	107	96	22	47	34	45	10	10	16	8	8	1	4	12	2	2	1	3	0	16	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	16087	1705	3594	1158	1188	781	541	325	304	452	55	74	90	70	31	126	86	78	9	41	25	38	2	5	9	6	7	1	4	12	2	0	0	2	0	16	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	19646	4146	4569	1879	1626	1099	829	515	466	491	167	143	160	108	70	151	95	79	23	54	32	58	8	13	8	11	4	2	4	6	6	1	1	2	0	2	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	15872	1691	3643	1134	1212	744	570	315	310	412	49	58	93	63	26	130	69	65	7	45	20	47	2	10	3	7	1	1	4	6	6	0	0	2	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_all	80	19600	4240	4520	1899	1658	1111	813	509	427	453	179	124	147	107	63	159	87	78	20	47	31	53	13	16	9	10	5	1	5	7	6	4	2	0	1	3	3	1	1	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	15895	1737	3588	1145	1256	783	562	320	281	375	54	51	82	67	21	140	65	67	6	40	20	42	4	13	4	7	2	0	4	7	6	1	0	0	0	2	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_all	80	19372	4423	4562	1941	1689	1091	803	525	438	471	198	176	144	135	70	131	65	75	35	46	35	38	14	20	15	14	9	2	8	11	4	2	3	1	0	2	3	2	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	15703	1723	3587	1196	1280	786	561	315	278	383	57	63	76	81	20	105	53	62	9	39	24	30	11	10	8	12	5	1	7	10	2	0	2	1	0	2	3	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	19290	4364	4546	1889	1651	1034	792	511	431	471	179	174	135	136	64	113	60	70	32	51	32	35	16	15	23	13	8	3	10	11	11	2	2	1	0	2	2	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	15540	1707	3572	1144	1254	751	548	322	279	383	52	68	69	90	24	96	45	54	9	46	21	29	13	6	13	10	4	0	8	11	10	0	1	1	0	2	2	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	19530	4311	4468	1895	1612	1016	786	521	436	497	170	151	129	135	68	96	69	59	32	47	24	30	23	17	20	12	12	5	10	11	11	2	2	1	0	7	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	15771	1710	3525	1158	1215	719	538	328	287	409	49	66	78	87	28	80	50	44	11	43	15	22	16	9	12	8	8	1	8	11	10	0	0	1	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	19294	4288	4388	1847	1521	1007	798	489	393	513	172	152	118	135	68	117	70	64	29	57	25	32	20	12	17	8	8	6	7	5	10	5	3	1	0	9	1	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	15647	1721	3461	1135	1095	724	535	297	264	425	48	61	73	99	24	93	51	49	14	53	17	23	13	7	12	5	6	1	6	5	10	1	1	0	0	8	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	19172	4291	4368	1856	1602	1042	792	515	402	478	169	160	133	128	61	124	78	77	26	52	27	37	19	17	10	14	8	6	7	5	4	4	6	1	2	9	1	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	15571	1715	3427	1126	1153	737	528	274	282	400	45	67	78	91	17	100	58	58	14	45	17	28	11	13	10	12	8	1	5	5	4	1	5	0	1	8	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	19053	4296	4419	1885	1661	1087	797	503	414	487	157	164	137	118	74	125	74	76	29	61	29	46	22	15	10	13	4	2	7	7	2	3	9	1	2	2	1	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	15423	1704	3467	1144	1204	779	547	268	281	418	41	73	81	86	22	103	58	57	14	55	18	36	12	10	9	12	4	0	5	6	2	1	8	0	1	2	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	19382	4381	4436	1830	1773	1158	815	499	451	485	162	155	139	111	76	112	79	83	29	66	27	42	18	15	11	14	4	5	4	4	4	1	9	0	2	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	15608	1776	3491	1085	1310	837	572	260	306	406	43	70	80	78	20	93	59	58	16	60	17	39	6	11	10	14	3	0	2	3	3	1	8	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	19592	4381	4392	1903	1781	1196	820	510	446	477	164	148	141	112	75	101	89	72	32	69	18	33	21	19	12	8	4	5	11	3	3	1	7	0	1	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	15794	1780	3500	1150	1332	869	575	271	302	396	42	72	89	70	23	83	66	51	17	64	12	29	8	15	10	8	2	2	9	2	2	1	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	19654	4326	4401	1930	1718	1218	801	512	436	477	176	135	144	119	61	106	90	66	35	54	19	29	17	15	8	9	8	6	17	0	3	2	9	0	3	5	1	1	2	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	15882	1775	3471	1174	1283	873	560	270	292	390	42	60	88	67	20	87	60	49	15	49	13	26	7	10	7	8	6	2	16	0	2	1	7	0	0	5	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	19519	4275	4487	1992	1679	1220	773	493	431	488	184	150	156	137	62	103	81	71	36	54	31	31	13	14	7	12	9	4	16	6	3	3	9	0	3	6	4	1	3	3	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0
0.03	south40_active	80	15740	1767	3579	1235	1252	874	514	265	296	401	47	66	90	77	19	88	60	59	16	47	24	28	5	9	3	11	7	2	15	6	3	1	8	0	0	6	3	0	2	2	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0
