label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north17_active	80	10555	10645	1091	671	815	779	202	173	135	169	412	43	41	108	15	55	49	17	6	50	12	6	5	9	7	4	4	2	1	2	0	4	16	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north18_all	80	14575	11885	2360	1458	1186	1039	507	404	325	250	497	135	114	146	63	72	45	29	24	75	24	18	17	17	18	9	5	2	2	5	1	4	16	2	0	3	2	1	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north18_active	80	10747	10667	1095	659	765	779	194	170	150	152	442	55	43	115	14	48	31	16	5	63	14	5	5	15	11	4	3	1	2	1	1	2	16	1	0	1	1	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north19_all	80	14632	12024	2352	1511	1192	1078	509	379	325	262	481	122	99	125	57	61	52	34	22	67	26	20	11	18	13	6	4	2	5	5	2	1	7	2	0	2	2	0	0	1	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0
0.03	north19_active	80	10809	10799	1076	699	756	809	198	154	154	174	423	52	40	99	12	41	35	16	4	56	15	5	5	16	9	4	2	1	5	2	1	0	6	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0
0.03	north20_all	80	14598	12151	2379	1539	1218	1057	501	366	294	287	449	142	100	145	53	66	53	32	26	51	26	19	15	17	14	8	3	1	8	5	3	0	9	0	0	2	1	0	0	0	2	0	0	1	2	0	0	0	3	1	1	0	0	0	0	0
0.03	north20_active	80	10876	10920	1096	713	769	773	199	147	128	191	382	56	40	121	11	47	39	13	3	43	16	5	8	15	11	5	1	0	7	2	1	0	8	0	0	1	1	0	0	0	2	0	0	0	2	0	0	0	3	1	1	0	0	0	0	0
0.03	south21_all	80	10158	10709	2153	1389	1217	663	847	419	446	235	168	118	104	92	66	47	74	37	58	42	57	31	32	30	15	5	6	4	3	1	4	2	1	1	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south21_active	80	5204	9447	688	322	753	211	630	174	306	65	71	27	34	49	29	9	52	14	50	37	53	24	24	23	12	2	3	1	3	0	3	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south22_all	80	10267	10762	2168	1368	1224	690	867	419	415	194	190	118	106	92	69	58	73	34	66	36	53	35	25	39	10	5	4	4	9	0	5	3	1	1	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south22_active	80	5309	9514	646	350	757	220	641	170	275	56	83	27	33	47	25	13	58	13	59	31	49	29	19	33	9	1	3	1	7	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
0.03	south23_all	80	10266	10964	2196	1401	1253	699	868	412	402	205	177	117	105	104	71	58	77	30	81	39	37	43	27	38	12	4	4	6	8	1	6	5	3	1	2	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	5325	9696	659	359	764	243	642	158	268	55	82	31	33	60	23	16	61	18	75	32	32	37	17	33	11	2	1	1	6	0	5	3	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_all	80	10166	11028	2168	1405	1265	724	832	411	389	209	167	131	94	104	61	56	77	35	76	26	35	56	14	33	9	5	4	8	10	3	7	4	3	1	2	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	5320	9724	629	382	760	257	627	153	254	64	84	35	24	61	19	14	61	22	70	19	30	49	9	29	9	3	0	2	8	0	5	3	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	10141	11084	2170	1356	1272	707	798	413	399	227	158	138	98	101	72	44	66	45	65	29	37	48	26	28	12	4	5	8	4	4	9	3	4	2	1	0	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	5274	9759	615	367	779	258	592	147	273	67	72	36	27	58	24	16	51	27	61	23	31	40	21	25	11	4	1	3	4	1	8	3	4	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	10053	10987	2186	1365	1275	680	806	426	402	231	151	140	97	96	63	39	75	51	78	32	35	52	29	21	21	6	4	10	3	4	7	2	4	2	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	5188	9687	635	371	767	242	603	153	277	67	67	34	26	51	20	12	61	24	75	25	28	43	24	19	19	5	1	6	3	1	6	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10164	10995	2189	1352	1229	690	815	423	445	208	148	127	104	95	65	42	75	48	71	46	40	43	25	11	24	6	3	8	9	1	9	2	8	1	1	1	17	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	5361	9745	635	349	730	245	607	170	306	55	55	34	31	47	16	13	58	24	67	35	34	40	20	10	22	5	2	5	9	1	7	2	6	0	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10182	11070	2148	1366	1211	690	838	394	443	202	160	117	102	83	66	43	77	48	84	54	35	41	21	8	25	8	3	8	19	1	6	2	7	3	1	1	16	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	5357	9802	647	362	720	250	616	160	294	66	61	32	30	39	16	15	54	22	72	40	26	38	17	7	21	6	2	5	19	1	4	2	5	2	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10201	11111	2176	1366	1191	663	836	370	411	185	162	107	101	88	63	37	79	37	75	69	33	43	22	11	19	8	5	5	22	1	6	0	10	2	1	2	16	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5353	9845	631	348	694	250	600	160	270	59	53	27	33	43	15	11	53	15	62	54	25	38	16	10	16	4	3	3	22	0	4	0	10	2	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10176	11055	2177	1374	1176	678	811	338	394	201	177	112	96	90	68	41	63	36	60	59	47	40	22	8	12	6	6	4	36	2	3	0	9	2	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	5300	9773	604	329	703	263	593	138	254	72	67	27	31	45	15	10	40	16	48	45	37	36	17	7	9	3	5	2	35	0	3	0	9	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10165	11365	2201	1363	1175	652	802	385	449	223	160	121	99	100	67	73	55	59	69	32	38	33	23	27	20	5	5	3	6	3	5	2	3	1	1	3	5	1	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	5419	10039	627	362	736	202	608	157	319	77	56	29	40	60	21	24	33	37	62	26	33	29	19	23	17	0	0	0	4	1	3	2	2	1	1	1	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10162	11037	2228	1373	1216	642	807	371	438	222	177	127	98	104	66	67	61	49	55	37	38	25	20	20	31	10	8	3	5	3	2	0	3	1	0	3	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5396	9778	623	378	761	203	614	149	309	63	59	31	33	58	19	21	38	30	48	32	33	22	17	17	27	3	2	0	4	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10171	10913	2140	1380	1216	653	801	396	414	222	184	138	104	98	63	59	64	34	50	39	44	26	25	27	31	12	6	3	1	3	2	3	5	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	5341	9686	588	381	785	225	595	159	283	59	59	30	35	55	19	22	42	23	41	32	39	22	20	22	29	3	2	0	1	1	1	2	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	10239	10742	2115	1390	1260	625	810	369	391	213	163	134	107	92	63	52	72	26	54	34	48	24	24	18	29	16	7	3	13	2	1	3	10	3	2	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	5364	9543	602	388	805	218	591	140	265	54	54	27	38	48	23	20	51	14	44	24	44	18	20	15	25	8	3	1	13	1	1	2	7	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	10243	10751	2112	1374	1287	647	811	399	427	212	166	129	104	93	58	49	66	31	56	29	49	33	30	19	22	14	3	4	17	3	5	3	8	5	2	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	5341	9542	615	380	801	240	597	170	287	51	57	24	34	44	21	16	49	18	46	18	42	25	24	16	19	7	1	2	16	1	4	2	6	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10252	10948	2166	1362	1261	676	795	406	449	201	154	118	90	90	57	53	74	33	65	27	42	35	27	14	18	10	5	4	18	5	7	1	12	5	2	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
0.03	south36_active	80	5333	9708	644	368	789	232	583	157	296	54	63	23	29	47	18	14	56	22	55	14	35	26	21	10	15	6	2	3	17	1	6	0	12	4	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	10140	10951	2155	1388	1252	697	786	374	448	193	156	120	94	93	63	56	72	34	70	31	26	32	42	16	16	8	6	4	16	5	11	1	8	3	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south37_active	80	5259	9708	621	343	772	239	586	149	297	54	63	27	34	44	23	14	46	25	59	17	18	28	39	13	16	6	1	3	15	1	10	0	8	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10160	10830	2104	1366	1221	728	747	370	444	185	162	121	92	91	71	54	65	30	75	33	24	38	41	19	11	4	7	4	12	5	8	3	8	0	0	0	3	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south38_active	80	5276	9584	615	331	776	245	559	147	291	56	69	29	34	48	23	17	38	23	67	20	16	34	38	14	10	2	1	3	11	1	7	2	8	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	10199	10822	2068	1376	1198	732	750	347	400	199	171	115	105	95	68	58	69	37	68	35	37	31	43	25	9	7	5	2	9	2	7	5	8	1	0	1	0	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	5337	9585	602	325	752	238	565	136	247	57	66	28	40	43	23	20	43	28	61	21	26	28	41	18	7	3	1	1	9	1	7	4	8	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	10138	11100	2113	1333	1194	724	764	335	385	205	171	113	117	104	70	59	68	39	81	48	39	29	36	18	10	8	4	4	10	0	4	4	3	1	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	5288	9878	616	330	756	241	562	141	235	58	66	29	49	46	20	19	45	27	76	35	31	26	33	12	8	2	0	1	10	0	4	4	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
