label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116
0.03	north7_active	80	8283	1185	867	1603	645	1189	342	337	222	595	178	171	165	170	78	114	233	85	52	185	56	35	49	56	33	69	29	28	28	31	18	11	19	22	13	25	6	14	8	12	9	8	6	6	2	10	4	9	0	1	6	2	7	4	3	4	7	4	3	1	3	0	3	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	13094	2704	1751	2532	1203	1776	660	637	465	864	342	311	318	298	144	217	393	156	93	265	96	74	103	100	66	79	54	38	45	60	37	22	33	27	23	38	18	14	15	17	14	14	10	22	11	24	9	13	6	5	10	6	10	9	2	3	5	6	5	3	3	3	9	2	4	4	3	1	0	3	1	1	1	1	0	1	1	0	0	0	3	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	8381	1254	838	1541	647	1112	333	329	228	586	178	148	177	183	72	108	251	91	50	194	52	38	61	57	32	51	34	29	26	36	20	13	18	18	12	22	4	11	10	9	9	8	6	11	6	10	4	9	3	3	9	4	9	4	1	3	3	5	2	1	2	2	5	1	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	13012	2771	1813	2457	1202	1830	680	602	466	862	341	285	327	286	144	194	373	162	103	290	86	73	103	91	54	82	52	40	45	50	35	25	29	27	24	45	10	17	19	20	20	32	9	17	16	18	4	18	7	4	10	6	9	9	4	4	3	7	2	1	2	3	8	1	4	2	3	0	0	2	1	2	0	0	0	1	2	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	8327	1270	837	1502	625	1144	328	305	231	601	174	135	192	176	66	108	241	91	59	208	49	40	57	50	24	43	29	28	28	29	19	13	18	18	11	32	3	10	12	15	11	12	5	14	7	11	3	10	3	3	10	5	9	3	2	4	2	6	1	0	2	3	5	1	3	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	13022	2738	1864	2509	1205	1841	654	590	460	827	356	250	351	286	157	186	345	168	85	275	74	72	95	83	50	88	52	47	65	40	42	30	25	30	27	49	12	25	15	20	20	31	15	19	14	13	6	20	7	7	6	5	6	9	3	3	2	5	1	1	1	3	10	1	3	1	4	0	3	3	1	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	8316	1257	870	1523	588	1094	329	298	250	549	177	114	213	169	72	114	230	96	50	187	40	40	52	45	27	47	26	33	47	22	26	15	13	15	12	31	6	13	6	11	9	14	7	16	7	9	3	12	4	5	6	4	6	4	1	2	0	2	0	0	1	3	6	1	2	1	4	0	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	11657	2702	1836	2395	1119	1733	614	578	447	809	336	283	269	295	180	190	340	144	137	207	88	87	78	90	62	58	58	44	49	35	43	25	20	20	21	49	13	18	21	29	14	31	8	22	15	15	6	14	8	3	7	5	4	7	2	3	4	6	3	2	2	4	4	1	5	5	6	0	4	0	0	0	0	1	3	1	1	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north11_active	80	7197	1239	852	1489	580	1073	300	297	224	512	165	139	143	170	80	109	227	60	65	132	41	40	39	50	33	39	28	20	26	16	23	11	12	12	16	34	6	12	9	17	9	19	3	10	6	11	5	6	5	1	5	2	3	3	2	2	2	4	2	1	1	3	3	1	4	1	5	0	2	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north12_all	80	11116	2763	1774	2253	1088	1615	573	583	442	738	329	251	258	283	183	204	304	120	122	217	82	71	76	68	56	64	55	38	58	36	41	33	24	24	18	53	20	17	15	29	13	27	12	18	12	13	7	15	6	4	5	6	4	6	4	3	3	3	2	2	2	3	3	0	4	5	1	0	3	0	1	0	1	2	2	0	1	0	2	0	0	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
0.03	north12_active	80	6837	1265	820	1376	575	986	278	303	216	451	165	116	136	167	87	116	194	54	56	143	37	33	34	32	32	41	20	21	32	18	24	12	17	16	16	34	9	11	8	15	9	13	4	9	5	10	6	6	5	2	4	2	2	3	4	2	1	1	1	1	1	2	2	0	3	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
0.03	north13_all	80	11570	2692	1777	2298	1068	1638	564	603	460	761	330	250	255	295	173	213	286	129	128	216	86	64	76	77	53	82	63	44	60	33	44	34	26	38	22	50	18	17	14	20	20	30	12	23	13	12	8	7	7	5	4	6	7	7	4	5	1	5	2	3	4	4	3	0	3	3	1	0	4	0	1	0	1	2	4	0	2	0	3	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0
0.03	north13_active	80	7175	1252	810	1419	568	1026	283	313	224	477	157	116	142	176	75	125	183	66	62	128	39	31	39	36	26	52	28	24	37	19	27	11	16	24	19	32	7	9	4	11	16	14	3	15	5	8	6	4	6	2	4	2	4	4	4	5	1	1	1	2	4	3	3	0	3	0	0	0	1	0	1	0	0	0	4	0	2	0	2	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0
0.03	north14_all	80	12183	2719	1842	2388	1129	1663	620	593	487	835	330	249	269	291	178	222	299	141	122	261	92	66	92	73	58	80	70	43	57	38	43	35	29	35	24	49	18	14	14	23	18	30	11	17	13	11	8	8	7	5	5	7	8	7	3	10	2	5	1	3	7	5	2	0	3	1	1	2	6	0	1	0	2	1	4	0	1	0	3	0	1	0	0	1	0	1	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0
0.03	north14_active	80	7539	1243	850	1498	592	1027	307	283	247	519	168	117	151	159	76	130	188	80	61	163	37	35	48	29	29	49	32	23	29	26	26	13	17	22	19	35	7	8	7	9	12	18	3	12	6	8	5	5	6	2	5	2	3	5	2	8	1	1	0	2	4	3	2	0	3	0	0	2	1	0	1	0	1	0	3	0	1	0	2	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0
0.03	north15_all	80	12946	2665	1883	2452	1155	1780	626	609	470	846	345	280	273	284	174	233	319	153	123	279	99	66	101	78	54	80	73	47	48	37	41	32	36	40	23	47	11	9	20	20	24	24	11	22	18	13	8	12	9	5	5	4	9	6	3	8	5	5	3	4	9	4	1	0	5	4	1	2	4	2	0	2	1	1	4	0	1	0	2	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	8024	1220	910	1538	598	1141	308	309	241	537	182	128	150	152	78	149	209	91	66	170	42	32	61	38	33	52	38	25	27	26	27	14	17	25	19	31	6	3	11	6	18	16	5	17	9	10	3	5	8	1	4	1	5	5	2	6	1	1	1	2	5	2	1	0	4	3	0	2	1	1	0	2	1	0	3	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	13053	2623	1917	2443	1130	1820	637	603	455	889	351	275	299	309	170	220	326	139	119	279	98	66	106	74	55	88	72	42	52	36	34	28	36	36	25	45	11	9	22	21	24	24	13	26	17	13	6	13	8	7	5	4	10	6	4	6	5	5	2	6	7	3	1	0	5	4	3	2	5	2	0	3	1	0	3	0	1	0	3	1	1	1	0	1	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_active	80	8120	1165	962	1533	594	1194	314	299	236	564	183	128	160	162	79	134	213	77	71	177	42	26	62	41	38	59	34	22	29	24	20	16	19	21	18	26	6	4	13	6	17	17	6	19	7	8	2	4	7	4	4	2	5	2	2	4	0	1	1	4	2	2	1	0	4	3	1	2	3	1	0	2	1	0	2	0	1	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	13039	2724	1929	2384	1134	1820	614	580	472	892	326	310	327	282	163	230	340	140	109	265	90	72	111	67	53	102	72	41	50	32	32	27	32	40	19	41	11	7	20	25	18	36	11	29	17	14	8	15	7	7	6	4	6	4	3	3	5	2	3	7	8	1	0	0	4	4	6	1	8	2	1	3	1	1	1	0	0	1	3	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	8180	1213	977	1478	592	1161	298	287	236	609	163	155	165	154	82	131	232	77	68	163	47	29	68	39	35	67	39	20	30	17	16	12	18	25	11	23	8	3	13	10	11	24	5	23	8	9	3	4	5	4	5	3	4	0	2	2	0	1	2	5	2	0	0	0	2	4	3	1	8	1	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	13015	2826	1931	2409	1179	1932	630	591	462	884	340	297	334	289	156	224	327	139	96	251	80	79	108	70	56	99	65	48	58	37	37	22	30	32	25	26	13	13	17	19	15	28	14	24	16	10	8	13	8	8	12	5	2	6	4	0	6	3	1	6	8	2	0	0	1	2	6	0	10	2	2	1	1	1	0	0	0	1	3	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	8242	1269	958	1508	625	1268	311	281	236	606	169	150	178	165	78	124	229	66	55	164	44	32	63	37	29	66	30	23	34	15	18	7	19	18	13	14	8	6	11	9	10	17	3	18	7	6	6	3	4	6	7	2	1	1	2	0	1	2	1	6	5	0	0	0	0	2	3	0	10	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	13151	2860	1904	2571	1176	1904	656	612	488	849	333	307	336	273	179	226	334	136	103	253	80	69	120	81	54	92	68	44	59	43	33	21	29	34	26	31	20	15	16	16	12	32	15	18	14	12	10	16	10	6	12	5	2	4	6	0	4	6	3	4	7	3	0	1	1	1	6	0	10	1	2	0	1	1	1	0	0	1	3	1	0	2	1	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	8343	1315	908	1621	608	1256	339	305	247	567	174	164	179	149	81	128	240	68	46	162	40	27	64	43	25	60	31	21	34	21	14	7	14	21	13	15	13	9	8	9	5	18	4	14	5	7	7	6	6	4	6	2	1	1	2	0	1	3	2	4	5	1	0	1	0	1	4	0	9	0	0	0	1	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	13206	2819	1873	2560	1185	1890	670	619	500	884	332	291	332	267	189	214	330	135	96	219	88	65	117	72	55	72	64	50	62	50	44	24	34	28	34	35	20	26	17	19	15	22	20	14	12	10	12	17	13	7	13	6	1	8	6	1	2	7	2	5	9	2	2	1	2	1	2	2	4	1	1	0	3	1	1	0	0	1	1	1	0	3	1	0	2	1	4	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	8330	1302	910	1621	625	1244	346	331	241	584	161	149	185	142	79	124	244	65	40	135	47	25	58	37	29	48	36	31	32	23	22	11	20	18	19	19	13	12	9	10	6	11	6	9	3	6	8	8	7	3	5	3	0	6	2	1	1	5	1	5	7	1	2	1	1	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	8874	6185	2618	1998	1165	1164	1536	776	426	573	439	253	260	231	210	318	396	88	232	209	121	83	103	99	87	50	81	36	29	92	38	23	50	24	42	45	38	13	15	17	12	13	18	9	13	12	9	8	11	8	6	7	7	8	4	1	6	6	4	3	3	5	2	1	2	2	1	2	0	2	2	1	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south21_active	80	5142	3885	1442	1201	614	694	961	471	191	345	246	110	142	103	108	194	270	37	164	125	67	31	66	51	49	26	41	15	17	67	23	15	29	12	18	28	24	6	8	3	9	6	10	6	6	3	2	5	9	3	5	2	3	4	2	0	2	5	3	1	2	2	1	0	1	1	0	2	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_all	80	8965	6323	2612	2007	1206	1142	1631	749	405	565	449	263	256	230	219	308	405	88	241	187	112	78	114	100	97	45	64	36	31	110	37	25	51	18	53	55	50	15	15	15	19	9	19	12	13	13	8	7	8	7	10	7	5	6	1	4	10	6	5	3	3	7	4	2	2	2	0	1	0	2	2	1	1	0	1	2	2	1	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	5155	3986	1440	1179	642	678	1054	439	188	352	249	119	137	101	110	198	276	39	163	117	70	26	73	53	60	23	30	12	13	68	23	16	31	9	33	41	25	6	8	2	13	4	11	6	6	4	2	4	7	3	8	3	3	2	1	2	6	4	4	2	1	2	2	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	8942	6224	2565	1957	1197	1146	1639	745	374	589	481	277	264	219	209	312	405	101	291	206	130	74	119	102	97	46	53	36	33	110	37	29	37	19	46	54	54	15	21	12	16	9	19	13	10	11	4	5	11	5	10	9	2	6	0	4	9	7	4	2	4	6	4	2	2	2	0	0	0	1	2	1	1	0	1	2	0	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	5138	3893	1424	1144	654	663	1042	434	171	361	263	122	133	94	119	200	269	46	197	128	76	24	72	58	58	22	22	15	15	73	21	18	26	9	32	42	28	5	13	3	11	4	12	7	6	4	1	3	10	3	7	2	1	1	0	2	5	5	3	2	3	3	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	8667	5856	2492	1827	1180	1072	1597	703	378	586	430	287	257	215	210	277	338	101	270	211	136	74	132	98	91	50	51	41	38	107	33	34	45	22	46	52	61	14	23	11	16	6	20	7	8	11	4	4	7	3	13	6	1	5	0	4	9	7	3	4	4	5	4	2	3	2	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	4919	3622	1401	1041	635	612	992	402	179	357	227	135	134	102	119	178	219	42	173	137	83	31	75	59	50	31	24	21	15	66	15	20	23	14	34	42	33	5	16	2	11	4	11	4	4	7	1	2	6	2	10	2	1	1	0	3	4	6	2	2	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	8661	5833	2528	1806	1183	1086	1528	740	364	610	405	284	276	206	196	246	323	111	258	203	140	71	122	108	88	62	54	47	38	80	30	34	43	27	58	39	53	15	23	12	13	6	25	4	9	6	5	5	9	4	11	7	1	7	2	2	3	6	5	5	6	3	2	2	2	2	0	1	0	0	2	2	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	4839	3599	1399	1023	633	610	962	420	180	366	227	128	152	100	106	166	197	39	161	135	79	35	73	71	51	36	28	26	17	56	12	17	22	15	44	29	35	9	16	5	10	4	12	3	4	4	2	1	6	3	8	2	0	4	1	2	0	6	1	2	5	2	2	1	2	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	8649	5762	2611	1803	1198	1063	1539	753	373	594	391	277	266	214	205	256	336	129	270	217	139	80	121	106	85	64	67	43	37	78	26	31	44	28	63	46	55	20	17	9	16	4	25	3	7	7	7	5	13	5	8	3	5	5	6	2	4	2	4	6	4	2	1	1	3	1	0	2	0	0	2	3	0	0	4	0	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1
