label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106
0.03	north1_all	80	4083	1994	1084	1345	473	386	409	724	240	558	243	142	106	106	179	79	91	228	64	69	59	60	39	34	25	45	20	10	39	53	49	37	32	29	16	26	12	14	9	26	9	6	3	6	6	10	8	12	3	9	4	5	2	1	3	1	1	2	4	2	3	3	2	2	1	3	6	1	3	1	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north1_active	80	2222	1090	552	863	219	161	211	471	118	366	136	68	51	54	104	42	48	171	39	31	32	33	18	7	12	30	12	5	24	39	33	27	17	19	6	16	7	8	5	22	8	5	2	1	3	2	7	10	2	8	3	3	0	0	1	0	0	2	2	0	3	3	1	1	0	1	6	0	2	1	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4069	1945	1052	1283	482	402	396	706	233	632	245	150	111	112	175	74	106	238	68	61	58	59	36	36	27	46	21	15	54	46	51	46	32	24	12	19	12	9	9	19	7	4	4	5	5	11	10	12	2	9	3	3	2	1	4	4	0	1	2	1	4	1	3	2	3	3	8	1	3	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2202	1027	548	826	225	175	203	477	117	427	134	76	48	56	107	36	57	164	38	29	31	36	12	13	9	29	10	5	41	31	30	35	18	15	4	11	7	4	5	15	7	3	1	1	3	4	8	10	1	8	3	2	0	0	4	1	0	1	2	0	3	1	2	1	2	1	8	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4017	1917	1066	1324	467	406	386	707	252	635	217	151	106	116	147	76	110	222	78	58	69	60	35	39	23	44	22	18	57	50	46	54	38	19	14	15	14	11	7	24	8	5	8	4	3	10	7	12	4	11	2	1	1	1	4	5	0	0	1	1	3	1	4	2	3	2	8	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2171	1034	558	860	223	189	200	453	120	425	118	80	44	62	87	35	62	126	47	26	38	38	9	17	7	27	8	5	46	30	25	41	23	10	6	10	6	6	4	18	7	1	4	1	2	5	3	10	3	9	2	1	0	0	3	1	0	0	1	0	2	1	3	1	2	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	3976	1878	1073	1309	467	419	420	661	245	602	218	145	102	127	163	81	102	234	80	60	74	69	33	42	21	43	19	20	55	39	52	41	33	23	11	10	9	9	7	16	5	4	10	5	4	9	6	11	5	4	2	1	1	1	5	5	0	0	1	0	1	1	7	1	3	1	9	2	1	1	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2155	1039	568	836	222	201	228	431	102	408	116	79	40	69	94	38	49	146	44	30	40	44	9	22	5	23	5	6	38	21	34	30	22	15	4	4	4	5	4	11	3	1	6	3	2	6	2	8	3	2	2	1	0	0	3	1	0	0	1	0	0	1	6	1	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	3968	1894	1057	1360	491	405	416	676	227	545	212	138	93	139	189	75	88	224	79	56	72	67	30	43	27	43	19	18	48	39	48	34	29	21	11	14	10	10	4	24	8	5	15	5	3	9	11	4	5	5	3	0	0	2	5	1	1	7	1	0	0	0	6	3	3	1	7	1	0	1	1	1	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	2173	1077	573	855	225	201	237	430	98	328	110	72	42	76	111	43	39	154	45	27	38	48	13	22	10	21	5	6	28	20	27	25	20	14	5	9	3	7	3	14	2	2	11	4	2	6	8	2	3	4	2	0	0	1	3	0	1	7	1	0	0	0	5	0	2	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	3980	1922	1039	1414	479	393	416	742	196	540	228	141	92	142	179	89	86	202	88	62	74	47	35	33	29	45	14	18	39	39	53	25	36	26	10	18	7	8	5	24	8	5	12	7	6	3	13	7	4	5	3	1	0	4	1	1	2	11	2	0	0	0	7	3	3	0	7	1	0	1	1	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	2185	1100	548	888	217	199	236	476	85	342	122	76	45	74	102	48	41	149	53	31	45	34	17	16	12	20	5	8	15	18	33	15	28	17	5	13	2	6	2	15	2	4	10	3	4	1	7	5	2	3	2	0	0	2	0	1	1	10	2	0	0	0	5	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
