label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118
0.03	north7_active	80	4301	1082	1835	1271	645	225	90	308	153	55	136	66	147	58	275	354	195	74	15	45	25	232	133	22	34	121	25	7	10	11	12	3	6	8	15	4	31	8	5	5	34	3	12	9	0	9	2	1	1	6	5	4	1	1	4	0	4	2	3	0	2	0	1	8	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	6742	2548	2473	1773	1052	639	433	482	333	311	280	218	216	168	357	414	248	127	84	73	75	253	147	52	77	121	42	27	31	39	23	18	15	26	25	19	61	9	17	8	44	9	15	14	7	16	9	4	2	4	8	5	4	5	7	0	7	1	3	0	7	0	3	7	2	0	2	1	0	1	1	2	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	4350	1052	1861	1281	672	225	88	286	140	62	125	64	121	69	310	366	201	72	16	38	31	230	130	19	47	106	20	9	8	16	8	5	3	7	18	5	54	5	8	4	37	5	8	12	1	14	3	0	1	3	5	5	1	1	6	0	4	0	3	0	7	0	2	6	2	0	1	0	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	6829	2557	2443	1766	1053	648	444	447	338	328	269	195	214	171	342	460	262	120	89	77	68	238	127	50	65	117	37	26	29	42	25	24	15	30	24	17	57	6	14	8	35	8	12	20	10	15	6	5	2	3	5	5	2	5	11	2	7	1	1	0	10	0	2	7	3	1	3	1	0	1	2	3	0	2	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	4381	1064	1796	1298	674	228	87	264	150	72	117	58	131	68	292	423	205	70	17	41	31	211	117	16	44	103	16	9	9	24	8	9	5	7	17	9	51	2	9	1	29	5	7	17	2	13	2	1	1	1	2	4	0	1	10	2	5	0	1	0	10	0	2	6	3	0	1	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	7010	2498	2451	1766	1006	654	468	495	361	312	263	191	213	176	364	435	265	137	84	83	72	245	121	50	65	119	31	23	27	37	21	27	19	28	21	16	45	8	12	9	43	7	14	25	11	15	8	4	3	4	11	7	0	3	14	2	4	0	1	2	13	0	2	1	1	2	2	0	0	2	1	3	0	2	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	4493	1053	1776	1314	629	220	105	299	164	72	117	56	131	59	317	401	210	90	19	46	36	222	108	13	38	110	16	9	7	20	7	13	7	6	14	7	40	5	8	4	41	4	13	23	3	10	3	1	1	2	1	5	0	1	13	2	4	0	1	1	13	0	2	0	1	0	1	0	0	2	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	6030	2397	1940	1320	889	665	483	403	328	323	243	210	202	188	260	266	183	103	77	93	71	148	83	41	56	131	37	28	23	23	20	22	21	24	20	18	45	18	9	13	29	4	24	21	4	10	3	7	1	3	2	4	5	3	9	1	4	4	4	2	7	2	2	7	0	1	4	1	2	1	0	1	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	3249	853	1233	815	481	204	106	196	127	71	102	51	99	54	193	209	146	55	21	46	29	128	67	13	34	111	17	2	6	12	3	7	4	10	8	6	36	6	1	7	20	2	19	16	0	7	0	2	0	2	0	2	3	1	8	1	0	4	0	1	5	0	0	6	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	5892	2430	1946	1375	909	640	511	423	326	306	240	204	202	175	265	268	183	117	75	88	61	130	92	40	56	116	40	29	28	29	23	24	17	28	22	14	41	17	8	14	26	6	22	25	2	10	4	6	3	7	4	4	4	3	7	1	4	4	4	0	7	1	2	13	0	2	4	1	1	1	0	1	1	0	1	4	1	0	1	0	0	2	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north12_active	80	3142	841	1188	853	476	195	112	206	118	73	97	59	101	53	207	213	149	62	21	46	26	114	72	13	37	98	19	6	4	14	6	5	2	11	10	3	33	6	0	8	20	1	19	20	1	8	0	1	1	3	2	2	2	0	6	1	0	4	1	0	6	0	0	12	0	0	2	0	0	1	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5909	2470	1932	1467	922	635	508	431	355	276	232	221	184	146	260	262	163	101	84	90	60	118	85	47	54	97	33	32	26	25	28	29	14	31	20	10	39	22	12	15	24	5	15	22	2	9	4	9	3	9	8	5	3	3	6	1	2	2	4	2	9	2	1	11	0	1	3	1	2	0	0	2	1	0	1	4	1	0	1	0	0	2	1	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north13_active	80	3135	805	1185	943	503	185	117	205	129	68	93	51	92	41	193	214	131	55	23	48	25	105	66	16	40	80	16	7	3	13	7	10	2	12	10	2	33	6	3	7	18	0	13	20	1	7	2	3	1	5	6	3	1	0	5	0	1	1	1	0	9	0	0	10	0	0	0	0	0	0	0	1	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	6117	2481	2019	1590	940	607	498	467	376	254	256	230	173	137	278	307	191	116	87	78	61	132	111	47	53	87	38	33	29	25	27	25	16	27	16	7	44	22	11	15	28	7	25	30	4	8	7	7	2	9	10	5	3	3	1	1	3	2	2	2	5	3	0	10	2	2	1	1	1	0	0	1	1	1	0	4	0	0	2	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	north14_active	80	3414	846	1305	1039	519	170	121	246	150	57	108	58	89	41	209	267	152	58	18	36	25	121	88	15	35	74	16	7	4	14	7	11	7	7	8	2	41	8	4	5	26	1	23	27	2	7	4	2	1	5	9	2	2	1	1	0	2	1	1	0	5	0	0	10	2	1	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	6426	2467	2176	1673	975	622	478	491	407	283	273	219	188	144	289	354	213	120	91	88	66	171	99	51	48	112	36	33	30	26	25	29	18	20	16	12	41	25	11	12	23	7	28	34	5	15	7	6	3	6	11	5	2	3	1	2	7	2	2	3	11	3	2	8	2	2	3	0	2	0	2	1	0	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
0.03	north15_active	80	3776	903	1496	1152	576	191	120	275	187	58	130	56	105	48	224	308	177	63	15	43	34	156	80	14	31	100	17	7	8	18	5	12	7	5	7	1	37	11	5	6	21	3	23	33	2	13	4	3	1	4	9	2	2	2	0	1	6	0	1	0	10	0	2	8	2	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north16_all	80	6717	2493	2318	1698	1010	602	467	532	408	297	287	219	199	137	347	393	236	120	87	85	72	199	121	52	49	111	41	39	28	24	17	22	25	13	19	20	38	26	12	10	15	8	30	35	5	18	7	7	5	3	11	5	1	2	11	2	6	6	2	2	11	2	2	9	2	2	2	0	2	0	2	1	0	2	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north16_active	80	4151	1000	1640	1211	617	198	113	316	202	69	142	65	112	51	289	350	193	66	13	40	35	185	98	12	29	102	25	8	12	16	2	6	10	1	10	4	33	10	5	5	14	5	24	34	2	15	3	2	2	1	9	3	1	2	10	1	6	5	1	0	10	0	2	9	2	1	2	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north17_all	80	6861	2484	2402	1743	1016	637	466	536	388	292	273	230	226	145	382	419	220	120	86	91	76	199	155	43	54	139	41	38	27	28	18	24	29	13	29	29	39	23	13	15	10	8	35	28	9	18	4	4	5	4	7	4	1	2	14	1	4	9	2	2	11	2	2	9	3	1	2	0	1	0	2	0	1	1	0	0	0	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north17_active	80	4375	1041	1750	1282	623	245	104	324	196	64	130	66	125	54	332	380	184	73	14	44	44	186	133	10	38	129	32	7	13	15	5	6	10	1	19	8	34	6	6	8	8	5	28	28	2	14	0	1	2	2	5	2	1	2	13	1	4	7	1	0	10	0	2	9	3	0	2	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0.03	north18_all	80	6897	2504	2420	1753	1041	618	469	529	347	309	254	237	215	137	359	387	217	98	77	103	68	190	153	41	56	165	44	35	34	26	21	26	28	16	25	33	31	22	14	13	9	5	35	20	12	14	4	3	5	6	6	2	2	1	17	1	0	9	2	2	6	3	1	8	2	3	3	1	1	1	0	5	1	1	0	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north18_active	80	4387	1058	1799	1278	646	251	100	307	157	81	114	64	117	55	313	358	173	55	16	50	34	175	131	10	38	154	30	7	14	14	8	8	8	2	16	11	28	5	6	8	6	3	30	19	2	8	0	0	1	5	5	1	1	1	16	0	0	8	0	0	6	1	1	8	2	2	3	0	0	1	0	4	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	6771	2504	2432	1756	1072	627	466	516	330	290	267	250	209	141	368	427	249	118	77	98	66	181	153	44	52	190	43	33	32	29	21	26	27	20	28	25	40	20	13	13	16	5	40	12	14	9	4	1	2	6	2	2	4	3	18	1	2	6	1	1	7	3	0	10	3	3	2	1	0	1	0	6	1	0	1	1	2	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north19_active	80	4245	1049	1795	1280	645	245	94	306	142	74	108	67	109	59	324	400	193	68	12	47	32	159	131	17	36	180	27	8	12	15	11	9	7	3	17	10	38	5	5	7	11	2	35	10	3	6	1	0	0	5	2	0	1	2	18	0	2	4	0	0	6	1	0	10	3	2	2	0	0	1	0	4	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	6734	2488	2470	1787	1029	622	494	497	320	290	276	229	200	135	378	499	234	112	78	85	62	171	120	51	61	156	55	25	30	29	28	21	28	20	18	21	38	16	11	11	15	5	34	8	15	7	3	2	3	7	3	3	5	5	8	1	5	4	1	0	4	3	0	10	3	3	2	1	0	2	0	6	2	1	1	1	2	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	4209	1048	1817	1325	619	220	106	296	143	65	115	66	110	49	333	462	176	61	13	43	23	143	99	19	46	146	32	7	9	18	14	8	5	5	9	8	37	7	4	7	10	1	28	5	2	3	1	0	1	6	2	1	1	3	8	0	5	3	0	0	3	1	0	9	2	2	2	0	0	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7004	2545	2433	1794	1005	628	531	528	379	300	279	211	217	162	373	442	274	129	65	116	81	211	160	56	65	139	42	31	19	29	23	15	25	23	19	18	56	9	12	12	24	4	27	21	6	17	10	3	7	6	9	9	3	5	4	1	6	15	5	6	7	1	3	1	1	0	1	3	2	0	1	4	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0
0.03	south21_active	80	4468	1022	1744	1319	647	225	113	344	195	71	128	55	120	65	330	404	223	68	21	63	37	190	144	10	31	134	26	9	4	11	8	6	10	7	10	10	51	1	2	3	23	1	22	19	2	14	4	0	0	0	3	6	1	1	3	1	5	15	3	3	5	0	2	0	1	0	1	3	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south22_all	80	7065	2524	2365	1749	973	617	507	523	416	281	275	221	217	164	375	394	265	131	77	110	77	241	160	50	65	169	40	32	20	26	28	20	22	16	20	16	43	12	13	11	19	3	33	21	5	14	9	6	7	7	6	6	4	4	3	2	9	20	5	6	8	2	2	2	1	1	2	3	2	2	2	0	0	2	0	0	0	0	0	0	1	1	0	1	2	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0
0.03	south22_active	80	4473	1009	1668	1282	622	227	104	320	210	69	129	64	118	61	331	355	211	65	23	60	35	217	143	15	35	160	23	9	4	10	11	11	9	3	12	7	38	3	4	3	18	1	27	17	2	12	2	1	2	2	1	3	1	1	3	1	8	20	4	3	6	0	2	1	1	0	2	3	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	6951	2498	2436	1741	969	632	518	491	410	286	279	223	204	158	373	393	265	131	75	100	74	250	165	50	64	184	38	40	23	26	31	20	24	20	19	14	32	13	15	8	20	7	29	12	4	4	9	6	8	4	5	2	3	2	1	4	4	20	5	6	4	2	3	1	3	1	3	2	2	3	2	0	0	1	0	1	0	1	0	0	1	1	0	0	2	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	4386	991	1761	1246	616	221	113	290	204	74	128	64	99	65	337	347	207	65	20	57	30	231	150	14	39	173	22	8	7	10	10	12	11	4	12	8	29	4	8	4	17	2	23	10	2	2	3	2	3	3	0	1	1	0	1	2	4	20	3	3	3	0	3	1	1	0	2	2	1	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	6874	2474	2389	1728	1000	605	495	494	390	281	274	204	216	148	398	425	260	122	83	80	70	239	157	53	65	186	37	34	24	25	30	30	23	18	20	14	30	15	18	11	13	9	38	8	3	1	7	9	9	4	4	2	4	4	1	4	4	15	4	2	5	1	2	3	2	1	2	1	0	3	3	0	0	1	0	1	0	1	0	0	2	3	0	1	1	0	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	4365	1004	1747	1266	627	219	104	283	191	71	131	65	101	60	354	377	208	60	16	40	22	214	144	20	42	175	22	7	8	10	10	16	7	4	12	9	26	5	8	6	11	1	22	5	2	0	1	3	4	3	1	1	1	0	1	2	3	15	2	1	4	0	2	3	0	0	1	1	0	1	2	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	6806	2474	2458	1767	1034	604	470	496	373	279	253	212	236	174	374	392	239	121	91	84	74	254	132	48	65	165	36	30	30	22	22	26	27	19	21	12	33	21	18	13	17	10	44	13	6	3	5	8	5	3	3	2	3	7	2	2	2	1	3	3	8	1	2	5	4	0	1	1	0	1	2	0	0	1	0	1	1	1	0	0	2	3	0	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	4318	1013	1790	1272	654	216	105	289	176	71	121	64	124	74	339	351	195	63	15	40	28	230	118	21	38	151	23	8	10	9	6	15	10	4	12	8	30	5	9	8	13	1	30	9	2	2	1	4	2	2	1	1	0	2	1	1	1	1	1	3	7	0	2	5	2	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
