label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60
0.03	north1_all	80	5762	2265	1797	3362	600	472	432	251	204	121	108	128	111	68	52	48	35	21	41	26	40	25	27	17	4	10	11	1	2	2	2	7	2	2	0	1	2	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
0.03	north1_active	80	2642	536	1151	3075	135	198	270	60	48	30	32	77	53	23	34	15	9	2	21	14	35	16	23	12	1	7	6	0	2	2	0	5	2	1	0	1	0	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north2_all	80	5810	2251	1829	3668	624	469	464	240	200	123	109	146	107	66	59	47	37	21	30	26	45	37	31	25	2	9	14	3	2	3	2	7	1	3	1	2	2	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north2_active	80	2713	539	1162	3369	147	203	307	61	52	38	32	92	51	19	36	16	8	3	21	12	42	30	27	21	1	5	7	1	1	3	1	6	1	2	0	2	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5834	2265	1889	4355	621	454	472	225	199	140	113	148	108	58	76	42	34	23	39	21	61	36	39	27	5	12	14	6	4	3	5	9	1	2	2	2	3	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north3_active	80	2814	520	1232	4075	145	202	315	54	55	50	34	95	53	20	48	16	7	4	30	11	59	31	35	25	1	8	6	3	3	2	3	8	1	2	1	2	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	6044	2292	1967	5001	615	438	543	215	198	161	112	150	99	64	72	51	29	21	38	22	59	35	53	30	7	12	12	8	5	3	6	8	1	1	5	1	1	2	1	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north4_active	80	3067	515	1306	4727	140	209	392	58	56	52	26	92	55	25	46	21	4	4	29	10	57	31	50	30	1	9	9	5	4	2	3	8	0	1	4	1	0	2	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	6079	2346	1961	5140	629	435	554	243	191	168	130	146	96	68	69	50	28	22	32	24	73	29	55	38	13	16	13	6	5	1	10	7	1	2	5	1	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0.03	north5_active	80	3135	512	1306	4876	146	208	407	60	56	60	32	87	57	29	48	22	5	3	23	11	71	23	53	38	4	11	12	4	4	0	6	6	0	1	5	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	6155	2359	1920	5007	632	442	582	261	200	164	137	153	91	69	70	43	27	25	26	25	57	20	53	33	11	11	21	4	11	1	9	5	1	2	4	1	2	3	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	3250	505	1268	4759	152	205	429	73	52	63	35	94	53	36	46	17	6	4	15	15	53	14	51	32	4	9	20	2	9	1	4	4	0	1	4	1	1	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	6154	2374	2012	4616	639	427	532	251	215	165	131	141	90	64	71	44	33	28	28	21	63	31	29	38	10	8	22	2	9	3	7	7	2	2	3	1	2	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
