label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172
0.03	north17_active	80	30430	9071	9321	1222	1781	6790	552	1848	872	758	693	1353	1403	446	555	1067	1279	184	131	290	285	517	230	91	90	316	601	212	440	194	156	23	183	35	29	240	20	93	44	33	25	161	35	53	23	34	143	27	16	22	7	69	8	7	20	10	7	25	22	30	3	6	9	23	2	31	15	17	9	16	7	16	29	9	24	7	2	0	5	9	34	2	8	1	0	5	0	0	2	0	0	5	1	4	0	0	0	1	0	1	3	1	0	0	1	1	8	1	17	0	0	2	0	1	0	0	3	1	0	2	0	2	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	38892	13911	12019	4667	3828	7714	2372	2648	1889	1497	1354	1828	1788	937	979	1230	1433	527	508	508	484	694	413	316	293	414	665	317	591	307	232	167	253	138	124	253	104	142	98	90	92	171	71	79	71	51	194	58	43	36	26	91	34	32	37	24	20	41	33	40	14	26	27	32	16	43	24	27	19	19	13	25	31	13	29	7	7	4	15	14	41	9	21	2	2	11	4	3	3	3	3	8	1	7	2	2	2	3	5	0	5	2	1	2	1	0	9	2	17	1	0	0	2	2	0	0	3	0	0	2	0	2	1	2	1	1	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	30565	8981	9438	1229	1725	6823	557	1769	860	736	698	1358	1439	489	562	977	1218	175	125	286	250	532	234	75	101	309	589	201	529	223	134	22	209	32	31	215	25	93	44	25	21	144	39	46	29	33	173	31	15	21	4	76	6	7	21	8	5	27	22	35	3	12	9	24	4	35	15	21	7	14	7	18	27	10	25	3	3	0	7	13	37	3	20	0	1	5	3	1	1	0	0	5	0	3	1	0	0	3	3	0	3	1	1	0	1	0	7	1	17	0	0	0	1	1	0	0	3	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	39120	13904	12084	4620	3898	7647	2376	2607	1890	1556	1394	1800	1875	927	934	1312	1428	532	520	507	464	647	451	310	304	386	629	319	525	343	229	147	271	141	120	251	111	163	109	91	95	173	93	93	67	69	191	52	47	36	32	92	31	28	46	29	25	37	36	48	12	23	24	34	16	25	24	24	16	13	14	23	27	8	35	13	9	5	14	6	39	9	22	2	2	10	10	5	5	3	2	10	1	7	5	3	2	3	15	0	5	1	1	1	2	0	8	1	15	2	2	0	3	2	0	0	0	0	2	0	0	3	3	2	1	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	30726	8962	9410	1256	1737	6778	548	1696	848	738	699	1343	1528	456	561	1063	1212	189	134	285	245	484	270	77	99	296	557	194	463	251	141	22	218	30	38	203	29	105	43	26	24	148	45	52	26	38	168	27	23	21	6	81	4	4	27	7	9	20	26	39	3	10	10	24	4	22	18	16	4	8	8	18	24	5	32	7	2	1	6	6	37	4	21	0	1	3	8	3	1	0	0	7	0	3	1	1	0	2	14	0	4	0	1	0	1	0	6	1	15	0	2	0	2	1	0	0	0	0	2	0	0	2	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	38968	13762	12291	4575	3860	7447	2410	2671	1847	1604	1382	1762	1874	930	890	1306	1367	548	525	502	462	668	485	313	276	482	587	282	570	341	238	143	266	149	127	230	119	151	108	88	90	171	98	96	67	73	172	47	41	37	34	101	31	27	41	34	32	29	47	61	19	24	21	33	16	31	21	31	15	8	20	31	22	10	36	17	8	5	11	10	23	6	21	7	7	7	11	6	8	4	1	10	1	4	6	2	1	4	17	0	5	3	1	1	1	0	8	0	1	1	2	0	2	0	0	1	1	7	2	0	0	3	3	0	0	3	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north20_active	80	30550	8920	9667	1257	1740	6575	566	1756	816	769	677	1324	1525	458	520	1048	1178	187	133	269	257	511	297	73	89	376	527	173	499	251	155	28	215	31	36	181	35	97	44	31	27	148	53	53	28	39	136	26	17	18	8	88	3	5	22	7	15	14	29	52	4	15	7	23	4	30	13	23	4	3	16	25	19	8	32	13	1	1	4	7	20	4	20	2	4	3	9	4	3	0	0	6	0	0	2	1	0	3	16	0	3	2	1	0	0	0	7	0	1	0	2	0	2	0	0	1	0	7	2	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south21_all	80	32270	11149	7330	5107	7474	4568	2876	2432	1685	1638	1199	3014	976	1912	1000	1020	1016	693	1194	873	710	513	461	385	326	542	583	458	393	256	187	204	163	184	172	251	121	121	140	105	214	83	74	75	167	65	71	51	70	109	128	73	64	45	19	31	52	23	20	22	34	47	15	59	39	14	15	16	24	19	20	18	13	9	20	13	31	3	9	8	6	5	5	8	11	2	11	8	5	4	8	5	2	3	8	5	3	2	3	3	9	2	2	1	1	1	0	0	3	0	0	0	6	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	22639	4886	3592	2415	6207	3342	1654	1302	420	749	248	2679	239	1674	618	741	771	450	1040	714	557	363	301	226	169	457	493	374	325	150	49	114	83	111	109	202	50	42	78	62	184	19	37	43	151	36	37	25	15	93	117	61	43	12	5	19	25	14	4	5	23	39	2	51	39	3	5	9	21	12	9	13	9	7	17	11	27	0	6	4	6	0	0	8	7	2	9	5	1	1	2	4	0	0	6	1	1	0	2	3	9	0	0	0	1	0	0	0	3	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	32841	11081	7499	5129	7964	4698	2972	2416	1658	1598	1267	2921	982	1950	1051	1026	1142	717	1203	930	793	520	468	406	350	506	524	495	396	258	177	205	174	173	170	254	110	105	132	116	216	75	85	78	166	82	76	56	62	90	122	68	69	51	29	32	50	23	22	25	47	44	9	58	16	15	11	19	28	20	14	15	8	11	19	12	18	6	10	8	4	6	5	10	11	3	11	3	5	4	8	3	6	3	8	3	3	3	3	2	9	1	2	2	2	1	0	0	2	0	0	0	4	1	0	1	0	0	0	0	1	0	0	2	1	0	4	0	0	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	23370	5026	3746	2432	6696	3446	1744	1365	450	720	257	2596	239	1700	662	772	873	485	1029	779	626	385	303	232	198	430	453	422	336	152	47	117	93	104	109	210	52	35	78	68	192	21	40	44	144	56	48	30	15	74	111	48	46	12	7	21	27	15	4	6	40	38	1	50	13	6	1	11	25	12	8	9	4	7	18	8	14	3	7	4	4	0	0	10	8	3	8	2	1	1	3	3	5	0	5	1	1	1	2	2	9	0	0	1	2	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	31965	11049	7376	5090	7659	4404	2895	2270	1668	1474	1291	2797	959	1901	1035	1031	1108	703	1089	924	741	515	466	397	370	484	421	448	416	229	183	211	185	190	177	254	96	104	146	112	212	77	82	75	159	94	80	56	60	74	116	67	63	40	33	21	47	26	18	23	44	86	12	52	25	17	11	15	24	16	15	19	9	9	13	11	11	13	12	8	4	6	2	7	8	4	7	7	4	5	7	3	5	3	7	2	3	3	3	3	3	1	2	2	2	2	0	0	2	1	1	1	0	1	0	1	0	0	2	0	1	1	0	2	1	0	3	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south23_active	80	22044	4771	3528	2323	6361	3111	1636	1249	436	661	265	2459	226	1646	618	737	826	448	906	768	558	373	298	235	208	392	350	362	344	123	52	122	92	126	106	205	40	32	72	68	186	25	35	44	133	62	50	35	18	57	103	43	41	9	7	16	23	17	3	6	38	82	1	47	20	6	4	9	19	11	8	9	5	4	13	7	8	3	10	3	4	1	1	6	7	3	4	5	0	1	4	3	5	1	3	0	1	1	1	2	2	0	0	1	2	0	0	0	2	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_all	80	30820	10850	7217	5090	7207	4201	2772	2135	1630	1414	1313	2460	953	1822	1007	972	1016	686	1026	836	713	490	455	382	350	432	412	438	375	230	156	205	166	222	164	239	101	109	129	107	181	70	80	81	116	97	97	60	57	58	103	48	46	41	38	25	35	28	16	25	47	74	12	19	41	15	10	15	34	16	13	16	10	7	17	6	9	14	6	4	3	3	4	6	5	9	5	6	5	8	5	2	6	3	5	1	2	4	3	4	2	1	1	1	2	1	0	0	1	1	1	4	1	0	0	0	0	1	2	0	0	1	1	1	1	0	3	2	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
0.03	south24_active	80	20473	4439	3293	2177	5853	2898	1503	1118	381	594	295	2128	210	1552	611	664	747	412	832	684	532	347	276	227	185	340	336	344	312	122	42	121	83	146	88	193	37	40	60	65	165	19	30	48	88	61	64	46	18	44	92	24	33	9	6	19	18	18	2	6	39	65	1	16	35	7	5	11	28	9	8	5	5	2	15	4	7	3	5	3	3	1	1	4	3	8	3	5	0	3	3	1	6	1	2	0	1	1	0	1	1	0	0	1	2	0	0	0	1	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_all	80	29809	10758	7018	5025	6690	3957	2735	2029	1643	1401	1235	2366	958	1737	977	963	871	660	1027	742	629	482	433	333	333	424	428	370	371	230	149	205	170	227	150	209	113	111	122	104	177	79	87	90	140	99	87	66	51	59	74	50	44	37	34	26	29	28	17	20	41	91	17	19	39	15	14	21	29	17	13	16	17	7	23	1	8	13	9	8	3	2	4	10	12	9	4	6	6	9	3	2	3	4	2	1	1	3	3	5	2	2	1	0	3	1	0	0	3	1	1	5	1	2	0	2	1	1	2	1	0	1	1	1	0	0	0	2	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_active	80	19118	4139	3065	2088	5299	2667	1422	981	349	560	307	1982	175	1449	524	626	628	372	830	591	433	317	252	175	170	327	348	278	297	118	33	125	69	154	73	158	44	44	60	55	157	20	28	48	119	62	54	50	13	40	63	30	33	10	7	19	10	15	3	5	32	81	3	16	36	9	8	14	22	8	8	6	11	0	19	1	6	4	8	5	2	1	1	7	8	7	2	5	0	3	2	0	2	1	0	0	1	0	0	2	1	1	0	0	3	0	0	0	1	0	1	3	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	29003	10626	6849	4984	6684	4084	2633	2050	1613	1428	1193	2336	934	1658	938	855	854	664	945	759	636	468	430	352	312	476	423	346	369	244	140	218	149	214	140	167	118	113	102	98	174	69	94	80	167	86	83	55	40	90	101	45	44	37	35	29	25	36	17	22	35	62	17	21	42	10	13	22	24	15	8	19	18	8	21	4	7	11	8	8	8	2	4	11	14	10	3	3	5	8	3	4	5	3	1	0	1	2	3	5	1	3	3	0	7	2	0	1	3	1	2	5	1	2	2	2	1	1	0	1	0	1	2	1	0	0	0	3	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_active	80	18415	3992	2905	2041	5289	2731	1331	967	304	547	294	1936	178	1350	514	526	604	364	735	579	449	291	255	190	145	384	333	265	290	132	31	138	63	147	68	117	47	38	57	42	146	16	35	44	148	46	56	39	10	74	83	32	29	11	7	18	9	22	4	7	23	49	4	18	38	8	7	15	16	7	4	7	12	1	16	3	5	5	5	5	6	0	0	9	8	8	2	2	0	3	1	0	2	0	0	0	0	0	1	3	1	1	0	0	7	0	0	0	1	0	2	3	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	29297	10671	6918	5030	6764	4348	2569	2029	1653	1471	1180	2403	960	1756	962	859	868	685	1075	760	650	491	440	352	303	502	440	358	336	248	163	207	159	196	140	186	121	111	99	105	192	68	77	100	188	79	69	55	38	95	97	53	40	36	30	34	29	39	21	20	49	65	18	25	35	16	14	20	19	14	7	16	18	12	17	4	7	13	11	11	8	4	6	11	15	11	2	2	4	5	2	3	5	3	0	0	3	2	3	3	2	2	2	0	9	1	1	1	2	0	2	4	0	2	3	2	1	1	0	1	0	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	18938	4093	2971	2091	5366	2939	1306	955	324	585	288	2007	193	1424	532	564	628	402	854	584	468	295	258	189	137	404	365	286	262	141	31	134	70	132	71	140	43	38	60	47	167	12	28	61	174	43	45	35	15	76	82	35	27	10	7	19	10	21	3	7	37	55	3	19	29	10	4	12	12	8	5	7	13	2	12	3	4	8	7	7	5	1	1	9	10	7	2	1	1	1	0	0	1	0	0	0	2	1	2	2	1	1	0	0	9	0	0	0	0	0	2	2	0	1	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	30339	11039	7249	5141	7463	4614	2586	2115	1697	1517	1183	2398	932	1863	965	899	996	692	1150	824	658	531	449	382	317	563	469	338	362	275	155	211	156	192	137	209	116	108	102	98	220	67	69	87	177	79	61	57	36	134	117	85	43	28	29	38	26	35	27	26	42	47	19	38	27	16	13	11	23	9	10	11	15	12	18	5	8	12	11	11	8	5	6	14	14	10	3	3	3	6	3	4	8	3	0	1	4	2	4	2	1	1	2	1	8	1	1	1	1	0	4	1	1	1	3	2	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	20405	4522	3309	2294	6148	3244	1379	1063	368	656	279	2061	207	1547	579	604	748	429	943	657	484	348	266	208	165	469	396	275	294	167	35	138	77	122	75	156	47	34	63	42	191	14	29	56	157	39	36	28	12	120	98	57	28	9	6	22	10	16	3	8	29	41	3	33	21	7	4	7	18	5	2	4	12	3	13	2	3	6	7	7	5	2	2	13	9	6	3	1	2	6	0	1	4	1	0	1	3	1	2	1	0	0	0	0	8	0	0	0	0	0	4	1	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	31361	11154	7396	5224	7998	4754	2727	2204	1695	1556	1249	2592	902	2062	987	982	1080	730	1366	835	611	584	456	369	339	549	465	365	439	275	162	209	146	188	142	249	114	106	116	114	260	66	71	92	145	72	54	64	41	109	111	84	35	24	34	44	32	30	28	29	53	34	25	73	31	23	16	22	27	15	13	9	8	12	16	5	14	9	14	16	10	5	6	17	5	9	2	4	2	6	2	4	12	2	3	1	4	2	3	3	1	1	2	1	2	0	1	1	0	1	3	2	1	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	21953	4918	3592	2429	6731	3490	1546	1161	416	735	287	2273	200	1771	641	711	839	486	1179	689	441	405	268	211	178	455	390	306	373	171	34	142	75	123	82	199	53	37	72	57	239	15	35	49	120	44	33	31	10	92	98	55	24	8	6	30	16	9	3	10	43	31	4	66	24	11	7	15	23	9	5	6	6	6	12	3	10	5	11	7	5	2	2	17	4	4	2	1	2	6	0	1	10	1	2	1	3	1	1	1	0	0	0	0	2	0	0	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	33126	11389	7633	5326	8316	4798	2848	2328	1675	1611	1269	2833	894	2021	965	1027	1107	797	1321	863	683	605	480	380	335	537	524	426	454	268	161	204	147	186	146	246	124	102	132	112	237	77	69	94	105	78	63	63	38	122	112	81	47	39	37	43	34	28	26	32	42	42	22	74	33	25	15	22	35	19	13	10	6	8	16	6	27	6	18	12	12	5	6	16	6	8	4	6	3	9	4	6	13	1	8	3	5	1	2	3	0	1	1	2	5	0	0	3	0	1	7	5	1	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	23861	5239	3907	2623	7111	3629	1673	1276	440	771	274	2545	197	1752	659	748	864	553	1150	728	514	451	294	244	189	435	449	369	384	170	35	136	79	123	86	202	55	38	92	64	218	20	30	52	81	44	46	31	8	109	99	59	29	17	8	31	19	8	4	9	35	40	4	66	28	11	7	14	29	10	5	6	4	5	14	3	21	3	13	5	5	2	3	16	5	5	3	3	3	8	1	3	11	1	7	2	4	0	1	1	0	0	0	0	5	0	0	1	0	0	7	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	32855	11226	7428	5262	7809	4659	2870	2397	1727	1556	1247	2918	938	1964	1033	1023	1085	745	1126	941	831	555	447	439	340	531	471	504	435	232	172	225	159	210	162	280	110	113	106	122	302	94	76	104	172	54	71	63	51	142	101	53	63	34	24	38	35	23	14	20	80	35	17	39	43	23	19	16	39	7	13	13	14	11	15	28	15	10	14	6	11	7	4	12	11	6	3	6	3	3	4	3	4	3	0	4	2	0	4	0	5	2	4	2	2	2	1	0	1	0	1	2	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	1	2	0	1	3	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south31_active	80	23156	5079	3584	2462	6634	3380	1697	1294	406	679	241	2568	221	1678	701	756	843	484	959	763	649	405	280	284	182	445	357	419	344	139	36	153	81	143	88	235	47	43	70	81	271	37	31	74	153	32	52	33	15	128	87	36	50	11	7	19	18	9	1	4	70	31	2	32	35	14	8	11	36	5	9	8	6	2	10	27	15	3	13	1	8	3	3	10	10	4	1	5	0	2	2	0	1	1	0	1	1	0	0	0	4	2	4	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south32_all	80	31698	11057	7314	5139	7501	4529	2895	2361	1716	1529	1231	2721	939	1983	999	1020	1043	736	1175	913	787	538	448	433	310	503	440	471	389	221	173	216	140	216	157	261	118	113	109	120	220	85	82	119	149	65	76	70	49	132	102	58	65	28	29	36	33	25	23	23	65	35	17	40	25	18	18	24	34	10	9	13	17	7	15	23	16	11	11	9	10	9	8	12	11	9	6	6	4	4	6	2	6	2	0	4	1	0	5	2	3	3	4	2	2	2	0	0	1	0	1	2	1	0	0	1	1	0	2	0	1	1	1	0	1	0	0	0	1	1	2	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south32_active	80	21796	4775	3441	2341	6268	3271	1658	1249	405	635	264	2343	219	1709	662	734	803	451	991	742	618	377	272	269	164	412	326	385	293	126	30	139	74	140	89	212	41	38	61	72	193	26	34	81	126	35	59	37	11	117	91	36	48	5	10	21	14	9	3	6	53	31	4	34	18	8	6	19	30	7	7	8	9	1	9	22	13	2	10	2	8	3	4	10	10	8	4	6	0	2	3	0	3	0	0	1	1	0	0	0	2	3	4	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south33_all	80	30589	10849	7122	4971	7012	4216	2838	2242	1671	1477	1238	2733	933	1817	970	987	977	716	1102	821	650	475	426	424	309	422	433	380	425	219	187	236	134	193	156	255	120	115	113	126	179	76	78	119	133	66	70	67	55	113	100	51	62	35	31	41	30	28	28	26	49	36	22	39	39	22	18	21	30	6	7	8	17	7	21	5	15	11	10	11	7	8	5	10	5	11	9	6	7	4	5	4	3	2	0	4	1	0	3	2	4	2	3	2	1	1	0	4	2	0	0	2	1	0	1	1	1	0	1	1	1	2	1	0	1	0	0	0	1	1	2	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south33_active	80	20304	4364	3216	2152	5741	2900	1561	1101	362	594	271	2332	197	1553	609	666	721	430	937	676	498	307	248	256	156	326	322	308	334	124	36	149	60	123	77	205	45	30	60	73	155	22	35	80	106	26	54	40	10	101	84	35	43	5	8	22	12	9	4	7	37	33	5	33	31	9	6	17	25	3	7	5	10	1	14	2	12	2	8	4	5	2	2	6	5	9	7	5	2	2	3	0	2	0	0	1	1	0	0	0	3	2	3	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0.03	south34_all	80	28997	10657	6981	4900	6978	3886	2709	2190	1679	1426	1228	2464	947	1830	949	962	873	657	1082	729	651	438	405	372	299	428	450	383	374	226	188	218	142	198	139	236	117	108	122	114	184	67	84	117	146	70	71	58	59	81	99	41	54	32	29	34	33	28	30	21	30	21	22	34	37	23	18	20	25	9	6	14	14	6	15	6	10	10	8	10	6	7	8	10	7	12	9	4	5	6	7	2	13	3	1	2	1	0	2	2	4	1	0	2	0	1	2	5	2	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	18368	4031	2943	2013	5565	2573	1363	1025	344	590	279	2039	199	1546	536	631	617	375	919	573	469	265	221	207	146	325	346	318	280	127	45	125	60	129	63	185	40	32	59	60	156	17	30	70	111	29	46	32	8	64	82	27	35	6	10	14	8	10	5	4	20	18	5	26	30	11	6	16	22	3	4	10	7	0	9	2	5	3	5	3	4	2	3	6	7	9	7	3	2	1	4	0	13	0	1	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
