label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176
0.03	north11_all	80	27527	11731	6854	4340	2983	6551	4483	4109	1725	1481	1179	866	903	753	1053	1133	664	521	402	726	685	687	417	258	231	316	300	235	172	378	349	211	272	87	164	202	112	177	237	69	96	96	104	120	78	94	46	136	44	52	35	81	36	38	81	52	38	30	21	24	21	50	26	49	17	27	14	24	14	25	13	16	9	17	9	3	2	14	16	29	24	5	4	13	7	10	10	16	3	6	4	2	2	2	1	12	7	3	1	1	3	2	3	1	1	1	2	16	2	1	0	1	0	1	0	0	2	1	0	0	1	3	0	0	1	2	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north11_active	80	15553	6294	3473	2084	1324	4219	2848	2588	898	780	588	368	460	370	613	718	337	242	183	484	463	379	214	116	92	169	177	114	77	232	229	130	150	41	111	120	51	120	143	37	50	53	66	83	52	27	24	97	20	34	17	51	16	16	55	22	20	12	10	10	14	34	9	38	11	14	7	11	5	11	4	12	2	12	3	1	1	6	13	17	13	3	2	7	1	8	3	13	1	2	2	2	0	0	0	8	6	1	1	1	3	1	2	1	1	1	1	16	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	27371	11709	6902	4333	2988	6497	4547	4088	1768	1525	1159	870	921	773	1103	1167	613	498	394	624	710	733	401	272	249	320	291	231	188	372	358	175	254	94	152	229	106	155	237	73	89	99	90	136	74	84	48	104	39	48	42	106	39	38	88	51	37	32	22	26	15	49	18	47	19	20	19	17	10	7	15	12	8	18	14	7	2	9	23	60	26	5	2	10	5	4	9	17	6	8	8	4	2	4	1	11	7	4	0	7	3	5	4	1	1	3	1	0	2	0	2	0	1	1	0	1	2	1	1	0	1	2	1	0	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	15429	6331	3499	2064	1318	4201	2919	2485	946	805	555	366	462	380	631	731	313	229	185	416	470	433	199	127	107	191	175	115	92	220	226	98	134	47	104	128	47	98	163	37	49	50	61	91	43	39	25	78	17	29	27	69	19	18	65	24	20	13	13	13	10	37	8	37	12	12	10	6	3	2	8	7	3	11	8	3	1	3	23	20	11	2	1	4	1	1	2	13	3	3	2	3	0	0	0	8	6	1	0	7	2	3	3	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	27289	11782	6903	4332	2883	6585	4678	3971	1774	1531	1106	848	885	746	1088	1195	570	512	412	598	761	765	376	299	239	300	284	209	177	368	323	180	260	100	155	241	98	149	207	73	95	90	89	164	73	85	48	71	45	59	41	105	44	37	84	36	29	29	25	25	23	52	17	41	27	16	20	24	11	4	11	14	13	18	12	6	3	9	38	45	29	4	4	3	4	3	8	15	5	11	7	5	4	5	3	9	6	2	0	12	2	8	3	5	2	2	0	1	1	0	3	0	1	0	0	2	3	1	1	0	0	2	1	0	0	1	0	0	1	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	15378	6402	3545	2099	1280	4235	2915	2485	925	802	537	352	418	356	613	756	293	245	203	383	476	503	183	146	119	172	163	107	81	215	178	99	132	49	102	150	43	93	148	34	58	52	61	106	42	42	27	51	21	35	26	69	24	18	68	14	18	12	11	16	18	40	6	19	15	10	12	10	2	1	6	9	2	11	8	4	1	5	36	8	16	0	2	2	1	0	2	13	3	6	1	2	0	1	0	6	6	0	0	12	1	5	2	2	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	27367	11868	6873	4247	2896	6755	4551	4009	1802	1569	1138	872	895	750	1111	1145	600	488	408	615	763	830	394	310	244	304	293	231	156	310	317	204	265	109	159	236	102	152	217	83	84	82	85	140	74	97	43	82	55	54	47	92	40	40	89	29	31	26	26	29	20	37	13	37	31	13	19	16	14	10	12	16	13	15	10	10	6	7	33	33	33	9	5	3	3	2	7	13	6	6	6	9	4	3	2	8	3	1	2	12	4	9	2	5	2	3	0	7	2	0	3	2	1	1	0	2	1	0	1	0	0	3	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	15568	6499	3554	2026	1288	4314	2842	2490	933	799	536	371	419	344	619	707	311	242	200	383	467	550	191	167	112	173	167	116	72	193	168	118	148	50	100	155	52	92	156	41	50	50	47	85	39	59	26	57	32	34	32	63	23	22	76	17	19	13	10	17	16	26	7	16	14	6	13	10	3	1	8	6	2	8	8	6	1	7	30	4	17	5	1	2	2	0	3	11	4	5	0	5	0	1	0	6	3	0	0	12	2	5	2	2	1	1	0	7	2	0	1	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	27329	11797	6832	4176	2913	6785	4451	4046	1745	1590	1152	851	890	754	1104	1133	628	470	420	601	694	814	410	309	239	280	311	225	152	313	384	208	277	104	161	229	99	179	207	88	97	71	83	151	83	96	38	82	53	53	37	76	39	44	86	39	31	20	21	32	21	21	14	35	29	12	13	19	13	23	9	18	13	10	5	12	6	7	40	7	27	8	8	3	3	7	6	21	5	9	3	9	3	3	3	1	3	2	2	11	4	8	0	5	2	1	1	8	2	0	3	2	2	1	0	1	3	0	1	1	0	3	1	0	1	0	0	0	1	0	0	1	2	0	0	1	0	1	0	1	0	0	0	0	3	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north15_active	80	15614	6410	3563	1957	1319	4274	2738	2568	917	821	533	356	405	346	600	685	332	229	206	367	423	505	202	166	109	161	180	120	71	212	221	131	172	45	91	150	43	113	147	49	55	41	38	104	46	58	23	59	33	29	26	54	20	22	69	29	18	7	5	21	17	13	9	15	12	6	10	10	4	13	7	7	3	6	3	5	1	6	36	3	11	6	2	1	1	2	2	16	4	6	0	5	0	2	1	0	3	0	0	8	3	5	0	2	1	1	0	7	2	0	1	2	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	27196	11685	6730	4118	2879	6480	4402	4120	1773	1600	1152	863	883	724	1109	1115	634	504	411	637	701	751	413	307	229	257	309	224	148	293	421	221	264	99	167	221	92	187	205	80	94	77	79	135	76	93	27	94	48	59	42	41	35	35	100	45	31	24	21	35	18	25	12	37	25	19	15	23	14	24	7	17	13	11	7	10	10	6	16	6	18	8	8	3	4	8	8	21	5	10	1	6	3	2	9	1	5	2	2	9	4	6	0	2	1	2	2	8	2	1	1	2	2	1	1	1	2	1	1	1	0	2	0	1	1	0	0	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	2	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north16_active	80	15580	6345	3491	1949	1309	4031	2720	2646	969	839	541	360	416	339	603	689	338	244	199	371	450	488	190	165	94	137	175	121	62	199	271	143	156	46	100	127	40	103	146	46	50	39	33	94	36	56	14	63	30	33	27	20	17	15	73	33	18	11	9	23	11	18	10	16	6	8	11	11	5	14	6	5	2	6	7	3	3	4	13	1	9	6	1	1	1	2	3	16	4	5	0	4	0	2	5	0	3	0	0	5	3	3	0	2	0	2	0	7	2	0	0	2	2	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	25895	11268	6526	4051	2834	6013	4137	3970	1754	1536	1134	909	854	702	1006	1063	621	502	391	612	669	738	424	285	223	245	284	212	145	300	407	203	235	109	159	193	81	183	214	79	96	77	77	129	79	75	31	86	45	42	37	43	34	31	76	51	36	28	24	32	24	29	15	36	19	16	11	22	15	26	9	14	11	13	8	9	8	14	20	5	14	7	7	7	3	7	5	14	8	7	1	5	0	2	7	1	3	2	0	4	4	1	0	1	0	1	2	6	0	1	1	0	2	1	1	0	2	1	1	1	1	1	0	2	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north17_active	80	14458	5998	3296	1916	1286	3793	2536	2562	951	802	517	387	419	323	543	669	330	250	172	355	432	478	206	146	93	122	163	118	62	202	260	128	142	49	79	117	35	98	151	46	56	38	37	97	39	45	12	44	22	19	21	23	16	13	49	40	21	15	9	19	15	16	12	21	6	7	4	13	7	18	5	8	3	9	6	1	4	4	16	1	8	6	2	2	1	2	2	10	2	2	0	3	0	2	5	0	1	0	0	0	3	1	0	0	0	1	0	5	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	24855	10897	6327	3996	2888	5374	3833	3730	1667	1490	1065	940	815	698	982	979	601	493	389	597	668	662	381	259	219	266	295	219	160	305	329	199	251	120	162	148	83	174	217	70	89	77	76	109	76	100	36	89	43	52	38	48	34	28	73	48	35	23	22	27	18	45	14	48	19	20	16	20	16	21	8	11	10	14	9	6	11	14	19	4	15	3	3	8	2	4	6	7	7	5	2	2	1	3	8	1	2	1	1	1	0	2	1	2	1	1	1	1	6	1	2	1	1	1	1	0	0	1	0	1	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	13610	5789	3147	1855	1319	3340	2302	2400	890	753	493	395	406	331	541	600	309	235	168	332	445	398	185	117	98	127	161	120	65	204	216	113	165	58	74	80	38	92	156	38	54	42	46	75	32	64	14	45	20	26	18	23	17	16	44	32	20	14	11	14	10	28	9	30	6	10	7	13	9	15	1	6	3	9	6	1	6	5	13	1	8	1	1	3	0	3	2	5	1	0	1	1	0	2	6	0	0	0	0	0	0	2	1	0	1	1	0	0	6	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	23954	10560	6236	3977	2907	4993	3684	3397	1585	1436	1045	934	813	681	964	962	570	457	413	534	589	705	361	268	227	249	286	239	164	288	309	196	250	126	138	131	79	133	187	85	67	69	81	119	81	86	41	98	36	51	37	44	28	30	67	48	31	26	25	21	16	47	12	32	16	12	20	18	11	30	14	10	5	10	4	6	9	16	11	4	15	3	3	7	1	2	5	2	8	3	4	2	1	2	2	3	1	1	2	1	1	4	2	2	2	0	0	1	6	2	3	1	0	1	1	0	0	0	1	1	2	0	0	1	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	12964	5482	3075	1802	1341	3121	2252	2121	828	714	465	389	390	302	538	553	296	214	174	285	366	426	187	121	100	117	161	130	75	197	189	116	147	65	56	67	34	71	131	43	44	37	47	83	36	59	19	53	20	26	14	29	13	15	42	32	17	15	11	9	6	27	8	21	7	6	9	10	6	23	2	6	2	6	1	2	6	7	5	3	7	1	2	2	0	2	2	1	2	2	1	1	0	1	1	1	1	0	0	0	1	3	2	0	1	0	0	0	6	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	23697	10395	6140	3974	2927	4996	3643	3297	1541	1443	1067	941	803	664	945	952	561	455	407	554	566	652	367	286	229	228	301	229	181	315	280	196	242	120	133	145	79	123	187	88	60	64	74	123	82	78	37	94	32	46	34	57	28	36	60	41	31	24	22	18	17	48	13	32	18	13	20	20	10	31	13	11	5	9	6	8	8	5	13	4	11	9	3	9	3	7	8	2	7	5	3	1	2	4	2	6	1	1	3	0	1	4	2	1	3	0	0	1	6	1	4	1	2	0	0	0	0	2	1	1	2	0	1	0	1	0	0	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	12611	5393	2975	1760	1367	3034	2211	2061	780	726	476	388	372	281	531	536	282	210	174	293	344	359	177	138	99	107	168	118	89	215	157	117	146	58	55	80	29	76	116	41	34	30	44	77	43	48	17	58	20	21	17	40	11	18	41	21	18	10	12	9	8	33	8	17	8	7	12	12	7	23	3	7	2	5	3	3	4	4	5	2	4	7	2	5	1	6	2	1	2	4	1	1	0	0	1	4	1	0	1	0	1	3	2	0	2	0	0	0	6	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	26219	11452	6659	4047	2922	5882	4099	3697	1778	1494	1084	866	892	746	1070	1140	604	488	407	619	594	759	386	279	226	245	352	213	189	304	319	219	228	130	167	216	86	152	160	95	74	57	78	120	76	86	43	84	41	60	33	63	31	32	49	46	29	15	17	29	17	43	18	51	15	15	15	24	8	23	17	7	16	8	8	12	11	15	20	26	8	8	8	9	1	5	5	6	3	6	0	6	2	8	3	2	2	1	7	0	0	1	3	2	1	2	0	1	0	3	2	1	1	0	1	0	1	1	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	14606	6063	3361	1856	1315	3715	2516	2288	937	783	522	371	442	331	613	709	308	232	187	344	355	499	220	134	92	118	192	101	84	183	204	125	140	59	96	119	40	85	95	48	34	23	52	73	38	54	19	58	19	31	14	41	16	17	34	33	17	8	7	16	12	19	9	33	10	8	5	9	2	11	14	4	11	5	2	5	8	8	11	15	5	4	3	6	0	3	3	5	2	4	0	1	1	7	1	1	2	1	7	0	0	0	1	1	1	1	0	0	0	3	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	27084	11725	6910	4144	2853	6289	4311	3774	1813	1598	1106	872	937	752	1118	1117	631	479	410	663	638	787	375	298	236	281	331	211	169	294	312	221	232	130	163	233	91	150	183	85	93	62	86	110	84	72	48	75	39	55	38	81	34	33	58	41	28	16	22	29	15	26	13	55	20	15	19	38	13	29	21	12	14	9	8	7	11	16	22	12	9	10	10	7	1	6	3	8	1	6	3	4	1	2	2	5	2	1	7	0	0	3	3	1	0	2	0	2	0	4	0	1	1	0	2	1	1	1	0	0	3	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south22_active	80	15178	6374	3579	2003	1252	4010	2640	2306	970	849	540	376	481	343	667	700	315	234	184	379	397	544	220	161	100	152	175	99	79	178	182	127	145	55	93	122	47	82	102	40	52	29	47	68	40	39	24	51	16	30	15	54	15	15	38	28	12	8	10	17	12	13	6	35	9	9	7	19	3	16	14	8	10	5	2	3	8	9	16	11	7	5	4	5	0	3	2	7	1	3	2	0	0	1	1	1	2	1	7	0	0	2	1	0	0	2	0	1	0	4	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south23_all	80	27468	11992	6895	4261	2837	6636	4392	3936	1854	1603	1151	862	929	748	1162	1112	645	521	434	687	707	783	383	298	233	290	326	212	172	353	292	202	281	127	162	208	94	112	190	75	98	68	82	108	100	71	52	86	40	57	42	105	41	33	56	43	30	19	19	27	19	26	13	60	20	16	26	45	11	33	16	10	8	6	5	5	11	15	23	13	23	9	6	7	7	12	2	5	3	3	3	3	1	2	2	6	1	1	6	3	1	3	2	1	0	2	0	2	0	2	0	0	1	0	3	1	1	1	0	0	3	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
0.03	south23_active	80	15459	6640	3608	2054	1228	4153	2686	2474	996	847	542	358	481	357	721	697	320	273	192	381	460	543	227	163	101	154	194	108	69	219	169	120	154	59	97	110	44	53	98	37	57	32	43	76	53	48	27	48	19	31	18	61	20	15	37	29	15	7	10	16	12	12	8	41	10	10	10	21	2	15	10	7	7	5	3	2	7	8	16	10	21	7	1	4	3	6	1	5	3	0	2	1	0	1	2	2	1	1	6	3	1	3	1	0	0	2	0	1	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south24_all	80	27366	11961	6863	4266	2811	6770	4169	3837	1826	1611	1150	845	914	735	1126	1098	609	540	436	729	722	739	412	282	224	339	292	236	168	361	308	221	294	101	153	204	86	115	177	73	122	83	95	99	93	75	53	116	42	54	44	102	43	31	59	38	28	20	27	16	20	27	16	56	18	15	33	57	13	22	14	11	6	5	4	3	7	20	16	8	22	8	7	6	6	12	2	18	2	5	4	2	2	3	2	8	2	1	6	4	1	3	2	2	0	2	0	1	1	1	1	0	0	0	3	1	1	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
0.03	south24_active	80	15398	6541	3529	2126	1240	4256	2573	2395	973	836	521	340	482	372	707	679	291	286	188	410	452	467	238	154	93	200	172	117	70	228	186	132	164	45	87	103	37	58	100	39	76	38	56	69	46	51	27	63	20	30	23	53	21	14	36	25	11	7	11	6	13	14	9	32	6	7	18	35	2	14	7	6	4	2	1	2	2	12	11	5	20	7	3	3	3	6	1	17	2	2	2	1	1	0	2	2	2	1	4	4	1	3	1	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south25_all	80	27329	11860	6788	4303	2892	6878	4266	3856	1808	1556	1116	838	918	741	1108	1150	586	561	456	697	696	692	440	269	212	347	312	234	184	356	330	229	307	88	160	188	91	120	189	74	128	81	96	116	88	86	48	120	48	48	41	92	34	23	57	49	30	27	17	21	19	24	19	50	18	20	24	46	10	21	13	9	5	8	7	2	11	18	13	9	22	4	6	5	8	14	4	19	4	4	2	2	3	4	1	5	2	1	3	4	1	3	2	1	0	0	0	0	1	1	3	0	1	1	3	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
0.03	south25_active	80	15518	6430	3540	2095	1305	4306	2623	2402	973	803	529	347	477	373	694	704	293	303	198	385	427	408	258	137	87	204	197	109	85	217	216	133	161	40	87	98	34	73	118	43	79	29	59	69	49	54	23	70	25	25	24	48	20	10	36	36	11	12	6	10	11	11	10	33	10	11	16	28	2	12	8	5	1	3	4	2	4	11	9	4	20	4	3	1	3	9	1	15	4	2	0	1	2	0	1	1	2	1	1	4	1	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	27292	11830	6780	4237	2901	6522	4179	3937	1765	1567	1126	848	923	772	1129	1222	616	570	468	640	635	697	448	261	223	346	308	236	189	370	341	241	308	86	161	184	84	156	170	74	112	86	105	125	83	89	51	111	44	40	34	75	30	23	66	58	24	27	22	22	24	47	24	42	15	23	25	47	13	17	21	13	8	9	9	2	11	14	3	12	7	3	5	3	2	11	5	22	5	10	4	2	3	4	1	3	1	3	4	11	1	0	1	1	0	0	0	0	1	0	3	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
0.03	south26_active	80	15578	6392	3588	2012	1329	4177	2533	2488	950	812	545	348	461	406	676	766	315	291	212	354	389	407	271	121	92	207	196	105	84	229	214	138	178	42	86	98	36	93	101	43	67	31	72	61	39	55	25	70	23	16	25	49	19	9	49	41	7	14	9	10	11	32	10	26	9	15	17	31	5	12	14	10	3	4	6	2	4	8	0	5	6	2	3	0	0	8	1	18	5	8	1	1	3	0	1	1	1	2	2	10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	27236	11864	6708	4234	2888	6399	4262	4063	1754	1559	1152	826	916	777	1126	1208	637	550	464	616	662	711	438	291	236	330	316	223	184	340	313	257	297	111	179	209	96	181	184	92	97	74	107	139	84	77	46	95	40	39	33	58	26	28	108	53	20	26	25	29	20	67	19	32	23	19	24	19	11	25	24	16	7	10	9	4	12	9	11	7	9	3	1	5	4	6	6	22	6	7	3	1	5	7	1	7	0	4	4	13	2	1	1	0	0	5	2	0	0	1	2	1	1	1	1	1	1	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	15642	6419	3521	1977	1339	4116	2603	2635	950	836	571	353	436	374	673	765	328	273	218	353	431	418	256	138	103	188	201	102	82	216	207	144	181	55	93	116	42	118	104	53	60	25	62	66	35	44	22	61	23	15	23	47	15	13	68	37	8	13	8	14	10	30	8	21	12	13	18	11	5	13	19	13	2	5	6	1	5	4	4	2	8	1	1	2	1	5	2	18	5	6	1	1	3	0	1	6	0	3	3	10	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
