label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177
0.03	north11_all	80	35034	11244	9098	4722	7140	3873	3063	2428	3304	1419	1877	1049	952	881	769	703	1619	586	1395	1365	684	350	616	297	452	545	290	233	190	216	198	189	149	136	139	143	191	109	144	81	93	209	76	65	182	90	71	89	41	62	50	127	39	33	43	48	19	24	21	60	16	25	20	14	19	17	12	18	18	37	7	9	26	7	9	6	7	14	11	14	4	12	8	5	2	6	6	22	2	6	4	2	3	2	5	3	4	3	6	4	1	3	0	2	0	2	1	6	7	3	2	0	2	0	2	1	2	1	0	2	1	1	2	0	6	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north11_active	80	26202	5271	5929	1459	5854	2436	1886	1402	2693	393	1361	339	337	389	271	349	1428	237	1251	1213	522	103	478	108	336	469	126	100	45	75	104	103	38	28	55	70	154	59	101	17	32	184	18	11	168	58	23	63	12	44	33	111	11	4	26	30	9	15	7	51	2	13	14	7	8	11	1	9	3	36	3	5	22	3	4	0	3	12	4	7	2	3	2	1	2	3	4	20	0	5	3	0	2	1	4	1	2	1	1	3	0	2	0	1	0	1	0	6	5	3	1	0	1	0	2	1	2	1	0	2	1	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	34890	11330	9015	4720	7065	3783	3119	2399	3359	1461	1958	1059	951	892	749	754	1633	577	1373	1291	667	366	609	296	465	542	292	250	199	205	188	176	141	128	144	134	202	111	151	97	91	196	76	65	175	81	64	78	43	72	50	98	43	33	52	52	21	19	22	72	22	27	22	16	16	20	17	23	14	24	7	9	22	13	11	7	9	16	11	13	6	12	11	5	4	16	7	20	1	9	4	3	5	2	3	2	3	5	7	3	1	3	1	0	0	2	1	8	1	2	2	1	2	0	1	2	2	1	0	1	1	5	2	0	8	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north12_active	80	26030	5339	5861	1435	5787	2405	1957	1399	2735	380	1426	350	320	397	271	359	1444	235	1226	1144	512	92	467	114	349	464	130	118	50	62	93	93	34	28	46	62	166	64	115	22	26	173	20	13	157	54	23	50	11	58	35	84	9	3	38	30	5	13	10	65	5	13	15	9	9	12	2	17	3	20	3	3	20	10	6	0	2	14	5	6	2	3	3	2	3	13	5	18	0	8	2	0	4	1	3	1	1	1	1	3	0	2	0	0	0	1	0	8	1	2	1	1	1	0	1	1	2	1	0	1	1	4	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	35194	11554	9083	4709	7022	3700	3072	2344	3205	1436	2012	1094	970	883	744	737	1661	585	1298	1273	674	346	572	313	455	569	284	243	191	207	182	167	137	118	149	133	211	119	153	85	92	185	77	62	166	93	62	75	45	72	48	86	43	38	54	61	22	20	30	83	22	22	23	19	16	18	23	23	16	21	9	10	26	15	9	8	10	23	8	10	6	10	10	6	3	15	7	14	4	11	3	4	5	4	2	2	2	4	1	0	0	5	1	2	0	2	3	8	1	0	2	1	2	0	0	2	1	1	0	3	1	5	2	0	2	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	26268	5428	5931	1440	5746	2388	1938	1348	2581	385	1499	379	328	405	292	359	1475	221	1146	1126	515	80	437	114	328	486	125	109	51	61	86	91	30	28	47	65	178	57	119	23	30	164	19	15	149	64	26	49	7	57	30	73	10	7	35	32	4	16	20	76	5	9	14	11	8	10	6	18	5	16	3	4	25	10	4	1	3	22	3	6	0	3	2	1	2	13	5	12	1	9	2	0	4	1	2	1	1	1	0	0	0	4	0	2	0	1	1	7	1	0	0	1	1	0	0	1	1	1	0	3	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	35346	11685	9035	4665	6987	3813	3023	2363	3054	1454	2013	1104	973	897	758	747	1660	561	1297	1299	697	347	495	322	428	611	279	268	191	194	192	159	152	131	139	122	249	135	133	80	75	184	63	57	133	88	49	62	45	66	38	74	40	38	51	51	36	36	30	83	28	29	23	16	15	21	27	22	10	10	11	8	20	15	8	6	10	24	8	4	6	8	8	8	4	13	6	7	7	11	8	6	2	3	6	1	3	5	4	0	2	2	1	2	0	2	4	5	3	3	1	2	0	2	0	1	0	3	0	2	0	5	1	1	2	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	26397	5537	5951	1381	5726	2518	1933	1367	2449	411	1498	388	315	431	301	374	1477	197	1132	1161	542	81	378	126	307	530	126	133	53	50	88	91	34	30	45	63	221	74	104	25	22	164	14	15	111	60	16	42	8	56	25	63	8	10	37	27	9	26	21	76	8	11	15	10	8	14	7	17	3	4	4	4	17	13	6	1	5	22	5	2	0	5	1	1	2	11	3	6	2	9	6	1	2	0	6	1	1	2	2	0	1	2	0	2	0	1	1	3	2	0	0	1	0	0	0	0	0	1	0	2	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	34891	11756	9052	4660	7075	3875	2964	2323	2980	1443	1986	1136	991	888	756	741	1581	559	1386	1259	712	338	515	344	410	663	264	264	183	188	201	170	148	133	153	124	271	139	166	77	76	181	64	51	121	84	58	67	48	46	41	127	36	39	47	45	36	43	29	70	30	27	28	17	10	19	25	16	10	11	11	6	19	17	5	8	10	35	6	7	5	10	7	7	4	16	6	12	7	11	9	7	2	2	4	1	3	3	4	2	2	2	2	2	1	2	4	2	2	4	1	1	3	4	2	1	0	3	1	2	0	4	0	1	0	0	0	0	1	0	5	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	25985	5585	5924	1387	5797	2553	1900	1360	2412	413	1462	401	327	431	295	351	1388	189	1238	1126	556	84	398	130	293	581	125	135	57	56	90	101	31	30	59	61	240	79	126	22	23	160	10	13	100	56	18	43	8	36	23	114	8	16	30	28	9	31	22	64	9	13	20	12	3	15	8	11	4	6	3	3	14	11	4	1	6	30	2	2	0	5	3	0	2	14	2	11	2	9	7	1	0	0	4	1	1	1	2	2	1	2	2	2	0	0	1	0	1	0	0	0	3	2	2	0	0	0	1	2	0	4	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	34967	11585	9063	4668	6797	3938	3098	2334	3078	1388	1920	1122	949	929	771	703	1622	556	1391	1258	752	357	548	347	419	651	270	257	194	197	209	173	143	137	154	108	256	148	157	83	81	195	64	57	116	85	52	66	43	48	40	139	41	42	47	50	37	44	25	48	30	31	28	23	10	21	15	14	11	10	11	7	23	12	6	7	12	25	8	7	6	10	5	6	5	12	6	11	4	11	12	6	2	1	4	2	2	1	5	2	2	1	2	0	2	1	3	3	2	4	2	1	4	4	2	1	0	3	1	0	0	1	0	1	0	5	0	0	1	0	5	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	25980	5499	5915	1382	5529	2550	2000	1372	2504	410	1380	393	317	468	284	340	1435	196	1242	1121	589	93	437	124	296	576	123	146	58	57	102	96	32	33	63	53	229	85	112	25	21	170	10	12	97	50	22	42	12	39	25	127	11	13	30	41	11	26	18	42	8	12	22	15	5	16	3	10	6	5	5	5	17	8	4	2	7	19	3	2	0	5	3	0	3	9	2	9	2	10	9	1	0	0	4	1	1	1	4	2	1	1	2	0	0	0	1	2	1	0	1	0	4	2	2	0	0	0	1	0	0	1	0	0	0	5	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	35110	11478	8953	4637	6793	3888	3131	2332	3235	1388	1889	1148	967	924	804	727	1665	544	1460	1218	743	365	563	351	398	711	257	269	203	210	207	177	139	123	142	115	225	137	164	89	84	185	73	61	108	74	55	61	45	52	49	148	33	39	37	45	35	32	17	63	26	22	37	25	12	22	16	13	11	16	9	17	9	11	5	8	11	56	9	7	5	8	6	5	5	11	6	9	3	9	11	4	5	1	6	2	1	0	4	2	3	3	2	0	2	2	2	3	1	4	1	1	4	4	2	1	0	1	1	0	0	1	0	0	0	5	0	0	1	0	5	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	26128	5444	5807	1343	5518	2527	1994	1363	2640	404	1335	389	316	491	310	334	1459	190	1314	1087	583	98	458	127	291	624	117	137	53	63	96	92	31	23	68	55	191	74	111	25	28	162	14	14	96	43	19	40	12	40	35	135	6	15	22	37	9	17	8	57	6	8	32	17	5	13	5	10	5	12	4	13	6	6	3	2	4	51	3	3	0	4	3	1	3	9	1	6	1	8	9	1	3	0	6	1	1	0	2	2	1	3	2	0	0	0	0	2	1	0	1	0	4	2	2	0	0	0	1	0	0	1	0	0	0	5	0	0	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	35264	11405	8912	4669	6895	3845	3094	2320	3352	1412	1825	1109	914	941	811	723	1659	536	1491	1230	739	364	590	323	416	712	271	256	210	202	190	173	150	126	128	121	200	125	132	94	80	163	65	64	113	93	52	72	44	67	48	134	35	33	51	49	25	30	25	66	27	18	30	27	11	24	10	14	13	17	11	18	7	10	6	10	10	38	7	7	4	6	6	5	4	11	4	11	6	7	13	5	4	1	2	2	0	0	4	0	2	4	1	0	2	2	2	2	0	2	1	1	1	2	2	0	0	0	0	0	0	1	1	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	26425	5427	5767	1357	5582	2534	1979	1324	2731	408	1282	363	312	496	312	336	1469	205	1343	1099	563	92	486	118	299	621	110	123	54	55	95	95	29	26	58	59	171	59	78	26	29	139	16	17	99	62	19	44	13	54	29	124	7	11	33	37	7	13	11	63	7	10	27	17	3	11	3	11	5	14	6	13	4	5	1	5	3	36	2	6	0	2	3	1	1	9	1	8	1	6	10	1	3	0	2	1	0	0	3	0	1	4	0	0	0	0	0	2	0	2	1	0	1	0	2	0	0	0	0	0	0	1	1	0	0	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	35731	11408	8837	4647	7138	3883	3117	2323	3319	1433	1763	1101	928	965	792	739	1613	518	1400	1218	751	361	545	311	443	684	273	259	201	197	180	186	154	135	125	138	190	120	134	84	75	179	70	67	108	95	55	63	49	63	52	125	34	36	40	43	25	24	33	73	18	16	28	21	12	23	14	11	18	16	15	15	26	8	5	11	7	38	7	5	6	6	7	8	4	4	3	6	6	5	13	4	11	2	3	3	0	1	4	1	2	5	1	1	1	1	3	0	6	2	1	1	18	2	0	0	0	1	0	1	0	1	2	0	3	5	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0
0.03	north19_active	80	26798	5485	5780	1335	5830	2570	2012	1318	2730	404	1270	359	312	490	326	343	1409	197	1256	1089	572	92	433	102	326	577	110	114	54	63	95	107	34	30	54	68	162	59	87	18	27	151	17	19	95	64	23	41	13	50	33	117	7	13	24	25	7	14	13	69	4	12	23	12	4	12	3	7	6	14	7	9	25	4	1	4	2	37	3	5	2	0	2	1	1	3	0	4	1	5	11	1	11	0	2	2	0	0	1	0	1	5	0	0	0	0	0	0	6	2	0	0	18	0	0	0	0	0	0	1	0	1	2	0	3	5	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0
0.03	north20_all	80	35301	11322	8776	4700	7248	3832	3157	2359	3347	1441	1802	1074	917	966	784	745	1595	561	1329	1340	762	354	545	304	424	653	258	246	190	189	189	195	160	134	115	141	180	104	167	91	74	154	66	67	103	100	50	71	54	54	57	110	33	36	48	37	21	34	37	50	21	16	16	20	12	20	13	10	18	20	15	11	30	14	11	11	7	19	9	6	6	7	10	7	4	5	6	6	6	4	9	3	20	1	5	3	1	2	4	2	1	4	2	1	0	1	2	1	6	2	1	1	21	2	0	0	0	1	1	1	0	0	2	0	4	0	0	0	2	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	1	0	0	0
0.03	north20_active	80	26541	5472	5788	1371	5986	2536	2045	1349	2758	375	1292	328	309	477	303	354	1377	215	1193	1203	568	99	419	108	305	552	106	105	48	62	107	123	35	33	46	68	155	56	126	18	23	124	15	21	87	74	17	42	9	42	35	99	9	14	23	18	6	20	17	46	6	11	12	11	5	9	1	7	5	18	7	6	27	11	6	4	3	18	3	5	2	0	3	1	2	4	3	5	2	3	6	0	18	0	3	1	1	0	1	1	0	3	0	0	0	1	0	1	6	2	0	0	21	0	0	0	0	0	1	1	0	0	2	0	4	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0
0.03	south21_all	80	35292	11204	9040	4727	7127	3938	3060	2443	3109	1335	1881	1076	1001	903	761	759	1412	589	1193	1334	700	368	640	339	443	516	271	243	230	213	210	186	131	129	168	130	229	130	135	85	93	196	72	82	143	97	66	49	55	62	52	85	38	36	45	41	36	25	31	97	19	24	26	28	7	16	19	24	17	23	17	12	24	11	12	7	14	23	4	6	2	4	5	6	3	42	3	7	6	2	4	3	8	3	6	7	3	4	5	4	4	3	1	2	0	2	0	3	1	5	3	7	1	1	0	0	5	0	1	0	0	1	0	0	2	0	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	26503	5281	5926	1368	5857	2565	1894	1355	2493	388	1330	347	324	450	301	388	1231	231	1053	1202	530	110	500	126	306	429	133	109	87	63	101	101	31	26	59	57	190	69	96	16	29	173	12	21	125	55	23	21	13	43	35	74	9	14	27	28	16	14	13	89	8	12	17	15	4	11	5	16	5	19	5	7	22	9	3	4	6	21	2	2	0	1	2	2	2	41	0	4	2	2	4	0	6	1	4	1	1	2	4	4	1	2	0	2	0	0	0	3	1	3	1	5	1	1	0	0	5	0	0	0	0	1	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	35063	11275	9081	4813	7207	3915	3049	2442	3171	1389	1890	1030	1025	936	756	717	1399	585	1254	1394	736	358	621	302	455	527	284	231	216	197	200	193	136	133	171	140	248	138	139	92	93	230	77	76	144	102	60	55	48	79	60	69	31	38	44	54	30	32	31	86	16	24	34	25	12	14	26	22	17	25	14	21	21	10	16	8	11	29	6	3	3	6	8	7	5	37	7	10	3	2	4	4	3	3	5	5	3	3	1	4	3	3	0	1	0	0	1	1	0	2	3	1	1	0	0	0	1	0	3	0	0	1	0	0	2	0	0	0	0	3	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	26155	5315	5994	1448	5909	2543	1920	1366	2533	396	1335	319	323	457	311	373	1238	229	1113	1274	548	103	492	104	314	451	124	105	66	63	100	107	37	32	62	54	206	78	97	12	31	196	12	18	124	65	25	27	8	60	40	59	9	14	30	34	12	17	16	81	4	11	24	15	6	9	11	17	5	22	4	14	19	7	4	4	5	24	3	2	0	1	2	3	4	35	2	7	1	2	4	0	3	2	4	1	1	1	1	4	0	2	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	35004	11356	9082	4656	7064	3947	3029	2413	3190	1436	1910	1039	994	924	774	706	1390	603	1271	1383	714	348	613	288	474	599	295	231	229	196	187	198	149	119	159	149	248	123	141	97	87	219	75	71	151	111	58	58	53	102	77	81	29	35	33	49	33	29	27	83	13	26	27	19	14	9	27	33	15	32	8	18	24	11	15	9	11	29	8	3	5	5	7	9	5	3	10	10	3	6	6	3	1	3	4	4	3	3	1	2	0	1	0	2	1	0	1	1	0	1	0	2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	26144	5373	5996	1395	5763	2586	1915	1350	2557	398	1346	343	316	449	305	339	1240	238	1125	1268	546	103	486	116	352	533	116	111	61	62	88	104	37	25	59	58	217	62	90	17	30	191	14	18	124	78	29	28	7	80	50	72	8	14	23	31	9	14	16	79	1	13	20	13	6	7	13	28	3	27	2	13	22	9	2	2	3	24	4	2	1	1	3	1	4	2	4	8	0	6	6	0	1	2	3	0	1	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	35287	11404	9139	4661	7066	3928	2994	2373	3175	1431	1882	1073	996	946	748	719	1435	587	1335	1457	718	350	630	298	472	617	290	214	210	182	172	209	149	128	139	154	237	120	166	87	78	196	75	69	163	71	54	73	51	103	66	92	35	30	33	58	36	43	26	63	16	26	27	21	16	15	26	28	11	32	5	18	28	15	12	9	7	26	6	3	6	6	11	7	4	5	7	11	4	6	4	4	2	3	1	4	3	2	2	2	0	0	0	2	1	0	1	1	0	0	1	1	0	0	1	0	1	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	26422	5452	6127	1397	5760	2584	1915	1344	2557	395	1341	357	317	442	300	350	1294	221	1190	1332	559	111	499	109	341	542	123	100	49	56	82	112	32	30	51	63	197	61	116	17	21	166	14	20	133	53	24	43	9	82	41	79	12	14	22	38	12	22	15	59	2	11	22	15	5	12	15	23	1	27	1	12	26	13	1	4	3	21	3	0	2	0	5	1	4	4	4	10	0	6	4	0	1	2	1	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	35242	11312	9049	4624	7068	3893	2946	2412	3004	1412	1862	1079	955	915	736	726	1344	589	1345	1431	699	372	609	313	416	692	286	208	205	189	173	206	153	131	123	147	228	122	148	90	62	146	87	62	135	76	65	68	50	95	50	127	35	28	39	52	36	46	30	52	24	25	23	21	19	19	23	27	16	26	4	17	28	10	9	10	10	18	3	5	5	5	12	7	4	3	6	16	6	4	5	4	3	0	3	7	2	3	3	7	0	2	0	2	1	0	1	0	0	2	1	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	26254	5311	5979	1304	5761	2499	1850	1373	2434	387	1339	346	302	415	282	335	1186	221	1198	1295	538	110	473	121	297	597	128	96	45	55	74	106	34	28	54	70	191	71	103	21	17	117	22	19	106	52	29	44	13	76	30	111	10	12	25	31	12	23	17	48	5	11	19	16	5	14	11	18	2	19	0	9	25	8	5	3	3	15	1	0	2	0	5	2	3	3	3	15	0	4	4	1	2	0	3	0	0	2	2	7	0	1	0	1	0	0	0	0	0	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	33318	11109	8815	4704	6670	3733	2893	2324	2843	1425	1813	1097	929	890	707	760	1215	576	1282	1361	698	369	577	322	359	682	284	196	191	177	185	192	154	131	117	136	190	112	130	88	65	130	77	62	133	74	67	64	49	69	32	119	37	38	33	48	31	47	33	43	25	20	26	16	19	22	19	11	15	27	2	9	26	8	9	9	10	13	6	7	6	6	15	6	3	6	1	13	6	0	2	3	3	1	4	6	1	4	4	5	1	4	1	2	1	0	0	1	0	3	1	2	0	0	3	1	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	2	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	23976	4980	5561	1252	5359	2255	1711	1291	2251	371	1282	340	274	379	253	334	1031	211	1131	1224	502	101	417	125	244	576	118	90	35	46	76	94	38	32	48	61	153	63	91	19	17	106	20	19	101	53	26	44	14	56	16	104	10	13	20	27	9	28	14	38	5	7	19	14	6	13	9	2	3	20	0	2	22	6	7	3	4	10	2	3	1	1	5	1	2	5	1	12	0	0	1	1	2	0	3	0	0	3	2	5	0	2	0	1	0	0	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	31691	10849	8480	4690	6415	3658	2856	2247	2787	1462	1708	1074	896	912	721	737	1114	560	1115	1225	711	376	570	313	348	612	275	208	190	172	209	188	155	128	127	135	216	115	106	110	68	126	73	67	113	86	54	62	38	56	33	104	31	42	30	40	25	41	30	44	26	18	28	13	15	22	15	16	18	25	7	14	32	4	15	8	11	7	6	9	7	8	15	6	4	7	1	14	5	1	3	1	5	2	4	4	1	4	4	6	1	4	1	1	1	1	0	1	0	3	0	2	4	0	3	1	1	2	1	0	3	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	21878	4601	5034	1134	5029	2084	1603	1188	2136	357	1161	310	243	388	249	303	919	199	950	1084	505	83	402	113	235	505	113	90	30	43	91	94	47	33	49	63	177	58	75	28	16	100	22	17	88	56	15	38	10	42	18	91	8	10	19	16	5	22	13	34	3	5	20	9	5	10	8	6	4	21	1	5	27	1	12	3	2	5	1	6	2	1	3	1	2	5	0	13	1	1	2	1	5	0	3	0	0	3	3	6	0	2	0	1	0	0	0	0	0	3	0	0	4	0	3	0	1	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
