label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47
0.03	north1_all	80	19932	5525	5357	1987	952	700	396	308	222	226	116	155	99	50	57	40	25	21	48	5	6	7	21	10	4	4	5	0	4	3	2	1	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0
0.03	north1_active	80	12850	3241	3513	1189	478	350	176	124	90	131	55	97	52	29	25	17	10	10	22	0	3	2	18	8	2	1	5	0	2	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	20184	5537	5392	1952	931	677	385	293	200	222	118	151	104	55	50	38	21	23	43	9	4	4	15	16	4	4	3	3	6	2	1	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north2_active	80	13011	3243	3486	1173	474	358	172	126	80	131	62	102	59	29	28	18	10	12	16	4	1	1	13	12	2	1	3	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	20285	5481	5435	1982	949	687	376	331	202	247	131	168	103	48	51	38	22	26	40	11	6	4	4	15	2	4	5	4	4	3	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north3_active	80	13177	3254	3530	1163	485	348	178	152	85	139	69	111	59	23	32	21	9	15	21	6	1	2	3	11	1	2	3	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	20476	5445	5362	1898	953	669	382	327	192	251	132	167	94	51	46	32	29	25	39	19	7	5	4	15	3	3	5	5	4	2	3	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
0.03	north4_active	80	13216	3233	3490	1116	495	340	182	144	85	143	68	111	56	22	33	12	11	12	20	10	3	2	4	11	2	1	3	3	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	20294	5402	5427	1907	931	722	367	338	195	254	139	174	90	57	52	35	27	22	30	20	11	10	5	15	3	3	2	8	7	3	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	north5_active	80	13065	3205	3517	1112	473	374	171	158	87	139	62	113	53	24	33	16	10	10	17	10	6	2	3	9	2	1	0	5	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
