label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111
0.03	north6_all	80	1755	1082	1141	1089	361	276	431	174	165	136	130	425	300	64	74	49	93	26	41	71	41	26	32	25	62	31	13	32	21	17	12	18	14	28	11	12	4	20	14	8	5	8	7	4	13	3	3	5	1	2	1	2	2	3	4	2	1	0	0	0	1	1	1	2	2	0	2	0	1	1	0	5	0	0	1	1	0	0	0	1	2	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
0.03	north6_active	80	835	585	721	688	187	167	292	98	99	69	80	325	196	28	31	19	55	6	27	49	28	13	12	8	38	18	10	17	9	9	5	11	7	21	7	6	1	13	10	6	3	3	4	3	13	3	3	3	0	1	1	2	2	3	2	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
0.03	north7_all	80	1702	1060	1108	1074	348	274	432	167	172	142	126	442	328	58	69	50	98	26	47	68	28	27	26	26	65	29	14	32	20	25	9	21	14	29	8	12	6	18	12	6	2	10	12	5	14	10	2	3	1	1	1	9	2	2	5	1	3	1	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	1	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_active	80	801	570	681	655	184	155	276	93	95	76	66	327	200	28	32	21	60	8	25	42	15	15	12	9	42	18	10	15	8	15	4	14	10	22	6	7	3	14	8	5	1	5	5	2	14	10	2	2	0	1	1	8	2	2	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	1680	1068	1134	1179	354	249	436	198	166	132	129	409	289	58	64	47	88	27	53	66	28	24	26	20	45	24	23	42	19	31	7	22	14	25	6	10	10	11	9	3	3	14	12	8	13	12	3	1	1	1	6	11	2	2	3	1	3	2	0	1	2	2	0	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	0	4	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	781	561	683	767	180	139	286	111	86	67	67	309	180	29	32	22	54	7	32	44	15	13	14	6	26	15	14	19	10	23	5	16	9	18	4	6	4	7	5	2	1	8	5	4	11	10	2	0	0	1	5	9	2	2	1	1	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	1687	1058	1171	1185	329	256	435	182	175	124	147	355	298	59	58	49	88	36	43	74	33	26	29	19	51	28	22	37	17	27	13	24	13	23	4	7	9	14	8	3	1	12	13	8	9	11	4	2	1	3	7	12	1	1	2	1	3	4	0	2	3	2	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	3	0	3	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_active	80	771	564	696	779	159	130	281	99	89	69	82	268	172	29	35	24	56	12	22	52	18	15	18	7	32	17	13	17	10	21	5	15	9	12	3	4	3	8	3	2	0	7	5	4	7	9	2	1	1	3	6	10	1	1	2	1	1	1	0	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	1698	1087	1164	1099	333	255	420	187	175	132	152	308	347	66	60	44	90	42	56	84	42	19	30	17	62	34	28	49	18	30	16	23	17	23	3	7	7	20	8	3	4	10	12	5	13	8	5	3	1	5	8	6	2	0	3	2	1	5	1	5	2	4	0	1	1	1	10	0	0	0	0	2	0	0	0	1	0	0	1	1	0	1	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_active	80	762	565	703	723	160	129	258	100	90	73	93	236	205	31	36	20	55	17	28	59	24	9	23	7	43	21	17	24	11	22	5	12	8	14	2	6	1	14	3	1	2	7	9	4	4	1	3	2	1	4	5	5	2	0	2	1	0	3	0	4	2	2	0	0	1	1	10	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	1758	1117	1140	1105	391	297	407	179	145	135	155	285	299	68	48	40	112	39	51	71	32	31	37	30	83	27	20	26	9	24	15	6	21	46	7	6	7	19	7	5	7	19	17	8	17	7	4	3	6	2	5	5	5	5	6	5	0	0	0	10	1	4	0	3	2	2	2	2	0	2	1	1	0	0	0	9	0	0	1	1	2	0	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_active	80	824	632	679	701	211	161	262	109	81	79	89	205	201	35	21	18	73	13	30	54	17	14	18	19	60	12	10	12	4	12	3	3	18	25	1	4	2	12	2	3	2	15	10	5	12	2	3	0	1	1	5	1	2	3	4	2	0	0	0	8	1	4	0	2	1	2	1	1	0	1	0	0	0	0	0	9	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	1749	1077	1090	1043	389	273	406	183	151	131	141	280	296	67	54	48	108	39	52	72	33	26	37	29	55	29	20	30	8	24	14	8	14	46	5	5	5	16	9	7	6	17	20	5	13	8	4	2	2	2	4	1	4	3	6	4	0	1	2	8	1	4	0	2	1	1	1	2	0	3	1	1	0	0	0	9	0	0	1	2	1	0	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north12_active	80	802	605	644	632	215	149	254	112	93	81	85	209	214	32	23	19	70	12	30	48	17	12	18	17	33	15	10	20	2	12	3	4	10	30	3	1	2	8	4	3	3	13	12	3	10	4	2	2	0	1	4	0	1	2	4	1	0	1	2	6	1	4	0	2	1	1	1	1	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	1718	1087	1117	1075	399	275	399	178	148	119	141	301	286	63	52	47	92	47	53	75	34	27	33	25	60	34	19	38	12	24	14	10	13	53	5	5	3	11	8	10	5	10	9	5	14	5	2	2	4	3	2	0	2	2	8	2	0	7	2	7	1	2	0	0	2	0	1	3	0	2	0	0	1	0	2	8	0	0	0	2	0	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	771	612	672	675	221	163	237	104	84	70	86	206	204	30	26	17	57	17	30	50	18	13	18	14	38	20	11	23	5	14	5	6	10	38	2	1	2	3	3	6	3	4	2	3	11	2	0	2	1	3	2	0	0	2	4	2	0	4	2	6	1	1	0	0	2	0	1	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	1737	1084	1147	1109	391	264	427	174	158	119	159	314	287	47	49	40	85	46	54	76	40	28	29	26	60	40	19	36	17	24	8	14	7	42	3	5	5	7	7	12	4	8	12	5	7	7	4	2	3	7	3	0	1	1	2	3	0	9	2	5	1	2	1	1	6	0	0	3	0	2	0	1	2	0	3	0	1	0	0	2	1	1	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	811	596	715	734	216	149	262	93	87	66	108	213	206	17	23	14	56	17	28	48	22	15	16	13	41	25	14	23	8	12	6	7	3	29	2	1	2	2	2	6	2	2	3	4	4	6	0	2	1	6	3	0	0	1	0	3	0	6	2	4	1	1	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	1730	1089	1181	1144	397	272	397	185	170	117	138	332	297	49	41	44	85	50	53	81	43	26	33	24	68	47	21	40	23	27	15	19	18	29	4	3	7	8	5	10	5	13	11	7	12	10	3	0	5	8	4	2	0	1	5	2	1	8	0	3	0	2	1	1	7	0	0	4	0	0	3	1	2	0	6	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_active	80	820	578	744	764	223	147	252	92	86	59	92	223	208	19	16	21	58	21	28	47	26	17	18	11	46	28	16	28	12	16	9	11	12	23	2	1	3	3	1	5	3	6	3	6	7	6	0	0	2	6	3	2	0	1	1	2	0	5	0	3	0	1	0	0	2	0	0	3	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	1691	1088	1231	1093	375	265	416	193	166	118	132	306	285	51	44	43	89	41	47	88	37	24	34	23	72	47	25	48	19	21	12	18	22	27	2	1	8	10	11	5	5	16	21	8	17	23	4	0	8	10	4	3	0	3	5	8	2	8	0	3	1	1	1	1	5	1	0	1	0	0	3	1	1	0	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	805	605	777	731	211	146	278	100	92	62	86	188	197	21	16	21	67	21	26	57	22	18	16	12	54	25	18	27	10	14	6	8	17	25	1	1	3	7	4	2	3	12	14	6	14	19	1	0	4	7	3	3	0	3	2	6	1	7	0	3	1	1	0	0	0	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	1767	1071	1199	1061	365	273	401	194	194	130	118	324	285	53	41	50	91	35	45	94	30	19	36	29	67	44	19	52	22	24	16	17	29	34	2	2	8	8	13	5	4	14	18	8	18	24	3	1	8	5	3	10	1	3	5	9	3	12	0	6	1	0	0	0	4	1	0	1	0	0	3	1	0	0	3	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	820	579	748	688	211	152	263	98	116	70	74	188	193	23	15	26	61	17	24	62	17	14	18	14	53	26	13	29	12	15	9	8	22	27	1	2	3	7	4	2	2	12	16	6	16	21	2	0	5	3	1	7	1	3	2	6	2	12	0	6	1	0	0	0	3	0	0	1	0	0	1	1	0	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	1762	1101	1160	1095	338	264	430	196	192	125	123	306	293	61	52	54	88	38	33	94	34	21	32	36	57	45	26	51	18	24	17	13	21	40	5	5	8	14	14	3	9	10	22	5	18	18	3	3	7	5	5	8	2	2	4	10	3	11	2	6	1	0	1	0	4	1	0	1	0	0	4	0	0	0	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0
0.03	north18_active	80	795	611	703	703	191	147	290	102	113	73	74	177	195	30	19	25	50	18	18	63	20	12	17	20	45	27	15	29	10	13	9	5	13	32	3	2	3	7	6	1	7	9	21	3	12	16	2	1	5	3	2	5	1	2	2	5	2	11	1	6	1	0	1	0	3	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north19_all	80	1794	1120	1099	1124	332	262	461	183	195	125	107	300	308	63	64	47	90	34	34	98	33	20	44	35	68	39	26	35	13	26	12	12	16	37	5	6	6	17	8	6	10	12	14	3	20	8	1	4	3	6	4	8	2	1	4	4	2	6	2	7	1	1	1	0	3	1	2	1	0	1	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north19_active	80	814	603	679	739	183	151	304	88	118	70	64	189	201	32	29	20	57	16	17	63	17	11	32	21	40	27	13	24	4	9	9	6	7	25	2	2	2	10	3	2	9	10	13	1	10	6	1	2	3	5	2	5	1	1	1	0	2	6	1	7	1	0	1	0	3	0	2	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north20_all	80	1754	1111	1120	1088	359	251	461	175	186	113	123	297	304	61	63	44	77	35	36	92	31	19	38	36	65	32	24	31	14	31	12	17	15	34	9	6	7	18	7	4	13	12	10	1	16	15	1	4	2	6	6	5	4	2	4	2	0	1	2	2	0	1	1	0	0	0	3	2	0	2	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north20_active	80	791	580	690	737	194	129	308	88	113	59	74	187	200	30	26	16	47	19	19	59	17	9	29	18	33	20	11	21	2	12	8	8	3	23	4	1	5	10	4	1	10	9	7	0	5	12	0	2	0	5	3	2	3	2	2	0	0	0	1	1	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south21_all	80	1707	1051	967	910	328	267	336	169	143	108	121	268	293	57	46	54	108	42	34	78	29	33	28	19	52	51	23	45	18	29	16	16	21	27	8	13	6	15	4	7	10	12	9	3	13	17	2	1	4	2	3	6	2	2	2	3	1	7	2	9	0	3	2	0	1	1	0	2	0	2	1	0	0	0	1	1	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	757	535	604	591	170	143	212	82	78	54	71	188	237	26	19	24	54	17	13	48	16	18	11	13	34	27	10	24	12	26	6	8	17	21	2	7	4	6	1	4	5	8	4	3	3	13	1	0	3	1	2	2	2	0	0	2	0	4	1	8	0	3	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	1774	1096	1004	983	333	269	372	169	162	127	140	284	338	54	67	49	139	43	40	88	36	32	24	20	63	51	18	47	19	31	17	15	25	35	10	12	10	11	5	8	10	10	7	2	23	19	4	1	4	4	3	6	5	3	2	1	2	6	2	8	0	5	2	0	1	0	0	1	1	3	0	0	0	0	2	1	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	796	587	630	627	175	130	223	82	88	60	80	210	269	31	30	17	80	18	21	52	20	16	6	9	35	30	10	26	11	27	4	6	18	23	4	6	6	4	1	5	5	8	2	2	11	13	2	0	4	1	2	2	2	1	0	0	0	3	1	8	0	4	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	1848	1097	1041	1089	378	276	432	170	154	137	138	301	344	56	72	45	139	39	39	91	42	33	25	20	70	38	20	57	13	33	15	16	23	37	10	8	13	11	6	6	10	15	9	1	18	18	8	2	4	3	4	4	4	3	1	1	2	10	3	9	0	5	2	2	1	0	0	1	1	2	0	0	0	1	1	1	0	0	0	5	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	857	582	654	689	203	137	265	87	78	67	75	231	280	32	36	18	79	18	21	57	24	17	8	8	38	24	10	29	6	25	4	8	17	24	5	4	7	4	2	4	6	11	3	1	10	14	3	0	3	0	3	0	1	1	0	0	0	7	1	7	0	3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	1810	1094	1063	1102	405	287	439	184	154	120	136	290	311	68	77	41	109	32	47	83	36	32	26	21	76	35	19	46	12	25	14	14	18	54	10	9	15	14	8	7	8	14	7	1	14	8	7	4	3	5	3	11	3	4	2	0	3	13	2	4	0	5	1	2	1	1	1	0	1	4	0	4	0	1	2	1	1	0	0	5	0	5	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	839	603	659	710	226	149	279	86	78	55	67	209	245	40	36	14	65	15	31	40	19	14	10	7	40	23	11	22	6	15	6	5	9	30	5	3	8	8	1	6	5	11	3	1	11	4	2	0	2	1	3	1	0	3	1	0	0	10	1	2	0	3	1	0	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	4	0	5	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	1777	1088	1066	1099	405	280	452	188	175	109	130	282	263	70	60	39	76	28	46	89	32	24	29	26	63	36	15	41	15	23	13	15	21	50	8	5	13	24	6	7	7	12	16	4	8	6	5	3	3	3	2	11	2	2	3	1	2	12	2	3	0	1	2	2	1	1	1	0	0	2	0	4	0	1	5	2	1	0	0	5	0	5	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	823	578	650	720	219	151	282	93	98	54	64	181	206	41	27	13	46	14	26	48	12	10	14	11	27	25	8	25	5	11	8	7	12	25	3	2	5	15	1	6	6	7	10	2	6	4	1	0	2	1	2	5	0	2	1	0	0	10	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	4	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
