label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49
0.03	north1_all	80	2998	1309	677	460	552	1948	166	154	991	80	123	44	184	33	22	18	140	7	26	45	18	15	6	4	3	6	6	1	1	1	2	0	2	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north1_active	80	1402	701	210	125	397	1878	86	96	962	26	87	7	177	12	5	0	135	2	13	39	17	13	4	0	1	1	5	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
0.03	north2_all	80	3013	1318	654	472	502	1593	172	157	800	75	103	42	148	31	25	20	113	4	18	47	17	13	7	4	3	4	7	1	1	1	1	0	2	0	2	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north2_active	80	1313	637	184	130	347	1517	87	101	769	22	73	8	143	9	8	1	104	0	12	43	14	11	6	0	1	1	7	1	1	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north3_all	80	2966	1323	662	482	465	1263	180	152	608	78	94	46	129	27	26	19	69	4	13	45	12	5	5	3	2	4	7	2	0	2	0	0	1	0	1	1	1	1	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north3_active	80	1192	603	176	146	312	1189	92	88	583	22	67	11	123	6	6	2	61	2	7	42	8	4	4	0	1	1	5	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0
0.03	north4_all	80	2883	1311	667	491	453	976	184	143	388	71	78	41	117	24	22	17	52	9	9	25	9	4	7	4	1	2	4	1	2	1	2	0	1	0	2	3	1	1	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	1135	562	166	134	291	894	90	72	361	19	57	12	112	4	5	6	44	2	5	22	5	3	4	1	1	1	2	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	2848	1291	665	476	449	982	187	137	376	68	82	42	134	22	25	21	41	14	6	13	7	6	5	2	0	2	2	1	2	1	2	0	0	0	1	2	1	1	0	3	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	1142	557	164	127	282	907	82	67	353	16	61	10	125	3	7	9	37	2	3	10	3	5	1	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	2877	1297	649	489	491	1266	183	137	458	70	97	44	130	19	18	20	73	20	19	26	9	6	7	1	5	1	1	1	2	2	2	0	0	0	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	1254	602	162	149	331	1193	89	78	436	17	74	6	114	4	6	8	67	7	13	23	6	6	2	1	3	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	2999	1379	648	497	483	1502	180	144	768	66	92	52	190	21	25	18	92	22	19	34	14	15	9	2	7	1	3	1	1	5	2	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	1401	722	167	161	342	1444	89	91	745	21	77	11	174	6	8	7	87	10	12	31	11	10	6	2	4	0	3	0	1	5	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	3032	1379	646	503	494	1759	171	161	742	61	90	46	207	27	26	13	96	19	24	50	20	13	10	1	7	2	4	1	0	7	0	0	0	2	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	1456	735	171	161	355	1698	93	103	718	19	74	10	192	6	11	3	92	13	17	46	15	7	6	1	4	1	4	0	0	7	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	3008	1363	692	489	453	1650	189	168	673	58	80	46	237	33	23	16	87	12	18	62	18	15	10	1	2	3	5	1	0	7	1	0	0	2	2	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north9_active	80	1378	724	186	149	309	1584	100	101	648	19	66	15	226	8	9	3	84	6	13	59	14	9	8	1	1	1	5	0	0	6	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	2945	1308	665	449	427	1313	180	167	494	76	80	35	207	33	28	17	52	11	17	61	13	12	6	6	5	2	5	0	0	3	2	1	0	2	1	0	0	2	1	0	0	0	0	0	1	1	0	1	0	0
0.03	north10_active	80	1275	634	174	127	269	1231	84	99	466	24	58	10	200	6	7	3	49	3	12	57	9	9	4	3	1	1	5	0	0	2	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	3016	1368	679	439	557	2217	203	170	919	73	91	27	276	28	22	23	123	15	13	35	4	13	7	1	2	1	7	2	3	2	2	2	0	0	4	19	0	0	1	0	0	0	0	0	0	1	0	0	1	0
0.03	north11_active	80	1402	707	219	138	411	2140	107	103	892	24	66	3	266	8	6	5	120	7	7	34	4	13	5	0	2	0	6	2	3	2	0	2	0	0	2	19	0	0	0	0	0	0	0	0	0	1	0	0	1	0
