label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86
0.03	north1_all	80	7812	4153	3630	1324	1245	966	636	957	437	478	648	531	248	507	133	270	123	92	287	150	141	47	59	48	35	44	94	26	29	84	43	24	18	20	20	14	16	4	10	6	5	7	8	6	3	2	4	0	2	5	5	4	5	1	1	6	1	1	1	3	0	4	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	3955	2565	2838	348	744	548	321	744	174	320	553	468	168	446	33	214	53	28	261	121	116	11	35	24	14	27	82	5	12	73	34	22	8	16	15	4	11	2	6	1	2	7	5	4	1	0	3	0	2	2	5	3	5	0	0	6	1	1	1	3	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	7750	4155	3542	1316	1220	929	621	940	424	459	610	500	259	523	138	293	112	89	283	162	160	40	58	64	28	50	88	28	26	91	41	26	22	20	19	11	16	5	13	7	4	9	7	6	3	3	6	2	5	5	5	6	6	3	2	6	1	3	2	9	0	4	0	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	3904	2551	2791	332	733	524	307	735	163	304	509	430	180	463	26	240	50	23	256	135	134	9	36	34	15	32	73	5	12	79	33	23	9	17	12	4	13	3	6	3	1	9	3	5	1	0	5	2	5	2	4	4	6	1	0	6	1	3	2	8	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	7809	4101	3556	1267	1194	941	622	908	417	431	591	562	265	575	156	268	111	97	243	134	157	40	55	54	35	45	84	26	23	77	29	47	26	15	14	14	14	9	5	5	5	10	9	6	3	5	3	2	6	6	3	7	12	3	4	11	1	7	3	7	1	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	3856	2550	2806	324	717	544	311	708	157	268	504	476	189	523	32	212	44	23	217	112	128	12	34	31	17	33	70	4	11	65	25	42	10	9	7	5	11	4	1	2	0	9	5	5	1	1	3	2	5	4	2	4	12	1	2	11	1	7	3	6	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	7743	4118	3549	1314	1197	928	647	941	394	421	590	573	268	538	158	230	127	104	241	152	162	51	58	51	40	40	70	23	21	74	28	46	26	19	10	13	13	16	7	4	7	11	8	7	2	5	6	4	6	5	5	3	9	2	4	13	1	7	2	6	1	0	0	2	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	3831	2565	2797	320	708	548	319	758	152	257	508	480	175	489	36	176	51	29	214	133	136	16	35	27	17	27	61	3	12	61	24	40	11	12	6	6	10	10	2	2	1	10	3	4	1	3	5	3	5	3	2	1	9	1	3	13	1	7	2	5	0	0	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	7678	4063	3569	1313	1268	945	664	920	401	433	567	566	292	517	158	217	129	100	222	157	151	59	59	50	39	35	74	20	22	63	31	37	28	21	19	11	12	16	7	3	9	6	6	4	3	8	4	3	1	4	2	1	7	3	5	8	0	4	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	3799	2532	2806	329	752	554	336	740	155	264	491	480	203	455	39	171	45	30	193	134	131	22	38	24	15	26	66	2	11	49	27	32	11	13	15	5	9	9	3	2	2	4	3	0	3	4	3	2	0	3	0	0	7	0	3	8	0	4	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	7721	4071	3543	1360	1297	933	658	936	395	437	592	591	285	518	142	234	129	97	214	169	158	63	60	57	31	33	96	19	24	43	35	21	26	18	23	10	13	17	9	3	8	17	4	6	3	6	4	4	1	4	2	0	3	2	2	4	0	2	2	0	1	0	0	0	1	2	1	2	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_active	80	3846	2516	2762	327	805	535	331	727	167	264	509	512	201	453	36	190	45	24	181	144	140	23	31	33	8	20	90	4	11	32	31	18	7	9	21	5	9	8	7	1	2	16	1	2	3	4	3	2	1	1	0	0	3	0	1	4	0	2	2	0	0	0	0	0	1	1	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	7793	4095	3560	1366	1280	924	642	893	406	458	599	579	287	502	140	269	117	97	252	172	145	59	59	63	32	40	101	19	20	45	31	18	26	12	23	9	10	11	14	7	7	17	3	9	5	7	5	4	2	2	1	0	3	2	2	5	0	2	1	1	0	0	0	0	1	2	1	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_active	80	3900	2496	2762	306	776	510	316	680	169	285	517	505	199	435	31	224	47	22	219	144	125	22	29	38	12	28	91	4	7	36	27	14	6	5	21	4	7	5	13	3	2	15	2	6	3	3	4	1	2	0	1	0	3	0	0	5	0	2	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
