label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70
0.03	north1_all	80	851	378	296	152	161	292	76	64	52	38	28	27	24	23	17	21	15	12	19	6	11	5	17	59	6	2	5	5	3	1	3	3	3	3	42	2	2	2	1	0	0	1	2	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	291	167	147	49	82	250	47	33	18	16	9	11	6	11	5	14	3	7	16	4	9	0	11	55	1	1	4	2	0	1	1	2	1	0	41	0	2	2	0	0	0	1	2	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	817	364	273	151	161	308	80	67	50	35	29	25	17	21	12	29	15	11	13	7	12	7	19	60	3	2	9	4	2	1	3	5	3	3	40	2	3	2	0	1	0	1	5	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	269	164	132	46	88	274	44	34	16	11	7	13	3	10	3	24	4	4	10	4	8	0	13	58	0	2	9	2	0	1	1	2	0	0	40	0	2	2	0	0	0	1	5	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	816	381	261	152	159	311	80	63	45	37	27	22	18	23	16	38	17	17	18	6	8	7	20	59	4	1	8	6	2	0	2	5	3	4	49	1	3	2	0	2	0	0	5	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	277	176	130	50	90	279	45	33	12	10	5	13	1	11	4	30	5	8	15	3	3	0	14	58	0	1	7	2	1	0	1	2	0	0	49	0	2	2	0	1	0	0	5	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	844	380	261	155	153	314	82	68	51	41	28	21	14	21	20	48	11	23	23	7	10	11	13	41	5	2	13	5	3	1	1	2	2	4	12	1	3	0	0	3	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north4_active	80	291	157	137	48	87	284	46	39	13	12	7	12	2	10	5	39	3	14	18	5	3	6	11	39	1	1	11	3	1	0	0	0	0	0	12	0	1	0	0	1	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_all	80	820	446	271	161	137	309	82	70	50	45	24	20	20	20	21	50	9	24	20	11	11	10	8	27	7	4	11	8	3	2	1	1	2	3	14	0	3	0	0	2	0	1	12	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north5_active	80	293	178	152	48	77	282	52	39	12	17	6	10	6	9	6	37	2	17	15	9	2	6	8	24	2	1	9	3	1	1	1	1	0	0	14	0	1	0	0	1	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_all	80	794	440	276	153	148	290	89	70	47	50	26	23	22	22	24	44	9	27	15	14	8	13	10	40	8	5	7	7	4	2	2	2	0	2	9	0	2	0	0	2	0	2	17	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north6_active	80	269	191	166	40	82	261	58	34	11	16	7	9	7	8	8	33	1	19	11	11	2	7	10	37	2	1	6	2	1	1	2	1	0	1	8	0	0	0	0	1	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_all	80	796	459	273	154	151	294	90	67	49	40	27	28	22	20	26	33	10	22	12	17	10	7	15	69	7	4	3	5	2	1	2	7	0	2	21	0	2	0	0	1	0	2	17	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north7_active	80	265	199	153	39	89	264	65	31	10	12	8	13	7	6	6	26	2	15	11	15	3	2	14	68	2	1	2	2	0	1	2	1	0	1	20	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north8_all	80	812	444	259	149	159	297	108	55	57	40	29	27	24	21	31	32	10	21	12	21	10	12	14	87	3	5	1	5	1	0	1	10	1	3	31	0	1	0	0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_active	80	254	200	146	39	86	265	69	23	12	14	12	10	8	8	8	27	3	14	12	18	4	7	12	86	0	4	1	2	0	0	1	3	0	1	30	0	0	0	0	0	0	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	787	423	252	171	154	288	100	67	58	34	33	29	21	17	24	21	12	18	13	21	12	15	11	70	2	6	2	6	2	0	1	9	1	2	30	0	1	0	0	0	1	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north9_active	80	253	176	137	48	85	251	65	31	12	10	15	13	8	10	6	15	5	13	13	17	7	10	9	69	0	4	1	2	0	0	1	3	0	0	29	0	0	0	0	0	1	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	789	417	255	179	130	291	95	64	57	37	37	32	20	20	24	30	10	13	25	21	10	18	8	79	2	11	4	5	2	0	0	4	1	4	30	0	1	1	1	1	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north10_active	80	247	169	139	46	68	255	54	37	8	15	18	8	6	11	9	21	4	8	22	17	5	12	5	56	0	5	3	1	0	0	0	3	0	0	30	0	0	1	1	0	1	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	830	378	259	173	155	258	77	60	50	37	33	30	26	24	19	64	8	20	14	16	8	6	4	78	6	5	10	1	3	3	3	3	2	1	11	2	0	3	1	0	0	9	6	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	269	168	118	57	87	222	51	25	8	7	13	17	6	14	6	58	0	10	11	13	2	4	3	76	1	2	7	0	0	0	1	0	1	0	11	0	0	3	0	0	0	9	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	815	368	263	168	145	248	77	64	55	38	34	30	23	22	20	57	14	17	16	15	5	4	3	69	5	4	3	2	3	3	5	4	1	1	12	3	0	2	1	0	0	0	6	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	265	143	135	54	87	211	49	25	10	8	14	15	7	14	10	53	3	9	14	9	0	2	2	68	1	2	2	0	1	0	1	1	0	0	11	0	0	2	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	818	359	265	172	146	252	78	68	44	33	34	37	22	24	17	49	18	14	21	16	7	7	7	79	5	3	7	4	3	2	5	5	1	0	5	3	0	2	3	0	0	5	4	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
0.03	north13_active	80	268	132	139	56	102	213	43	34	7	9	9	18	5	13	8	40	5	7	19	10	1	5	5	79	1	3	5	0	2	0	1	1	0	0	4	0	0	2	0	0	0	5	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
0.03	north14_all	80	807	361	257	163	146	246	78	75	51	32	31	39	19	23	16	30	17	15	24	12	8	7	10	74	2	1	10	6	3	3	2	2	2	0	8	1	0	1	3	0	0	5	9	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north14_active	80	270	137	151	45	97	211	43	43	12	7	6	18	5	14	10	22	7	8	23	7	4	4	8	74	1	1	9	1	2	1	0	1	0	0	6	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_all	80	770	361	254	179	147	229	85	69	45	32	35	37	18	21	16	47	14	14	21	10	14	10	15	67	2	2	12	6	2	2	2	1	2	1	7	0	0	1	3	0	0	5	20	0	2	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north15_active	80	253	142	152	44	101	201	47	37	12	9	5	18	5	12	9	35	9	7	18	5	6	4	11	65	0	2	10	1	2	1	0	0	0	0	6	0	0	0	0	0	0	5	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	north16_all	80	758	347	284	182	143	257	90	66	43	34	42	35	19	20	15	49	10	20	21	11	15	9	13	87	2	1	10	4	5	2	2	1	2	2	10	0	1	1	2	0	0	0	19	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	246	134	169	39	93	222	54	33	11	8	14	20	5	12	8	37	7	11	19	10	8	2	8	85	0	1	9	1	3	1	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	785	362	256	181	136	272	101	58	47	38	38	27	20	21	17	51	10	16	22	9	11	8	10	74	3	1	6	1	4	2	3	0	1	3	7	1	1	1	2	0	0	0	11	0	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
