label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91
0.03	north1_all	80	11353	2874	1460	1380	1910	835	469	349	393	489	246	166	142	211	116	115	108	139	77	139	50	42	54	38	57	27	34	25	13	15	14	39	13	6	13	7	16	5	9	10	4	7	11	6	6	9	5	5	1	1	3	2	1	3	0	2	0	1	2	1	1	0	0	0	1	2	1	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north1_active	80	7135	1537	685	753	1253	494	223	162	215	302	107	77	72	109	48	63	57	84	41	85	22	16	25	20	31	17	22	15	8	6	8	30	6	3	8	5	9	5	7	5	2	6	9	2	4	5	3	4	1	0	3	0	0	3	0	0	0	1	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	north2_all	80	11370	2926	1444	1347	1909	820	450	343	395	514	226	162	140	189	138	112	105	131	93	173	39	41	48	39	52	33	29	22	11	16	17	34	14	6	15	10	19	4	5	9	6	8	8	6	4	4	11	5	2	1	6	2	1	1	0	2	0	1	3	1	1	0	1	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	7090	1524	656	729	1225	482	206	157	216	325	99	82	67	95	63	57	58	88	49	115	18	13	22	23	30	21	21	12	5	6	9	24	9	3	9	6	8	3	5	4	4	6	6	2	2	2	10	3	1	1	3	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	11207	2906	1460	1318	1930	787	450	351	357	502	224	165	145	177	151	106	111	120	111	162	41	47	45	41	49	35	26	19	13	18	18	30	15	12	18	11	21	4	7	5	6	8	5	4	3	3	13	4	1	1	7	3	0	2	0	2	0	1	3	1	1	0	1	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	6910	1504	640	712	1235	448	218	157	187	316	105	79	73	85	70	57	64	82	64	116	20	17	20	23	28	22	17	9	6	8	10	22	9	5	10	6	10	1	6	1	3	5	2	1	3	2	11	3	0	1	3	2	0	2	0	0	0	1	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	10569	2803	1436	1211	1770	753	443	342	334	465	207	176	138	161	151	91	111	106	104	133	35	56	44	40	52	32	29	22	18	21	18	35	11	11	12	12	20	6	5	4	6	7	10	6	4	7	10	3	2	1	7	4	0	2	0	1	0	1	3	0	0	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	6486	1377	639	649	1135	410	213	153	167	306	98	84	72	77	76	45	62	63	61	93	18	19	23	21	29	21	18	10	7	10	8	29	9	5	5	6	12	1	4	1	4	4	5	2	4	6	8	2	0	1	3	3	0	2	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	10458	2758	1442	1200	1756	784	454	348	320	462	191	179	131	179	147	95	106	112	98	125	39	51	50	38	41	33	34	19	20	23	18	38	11	11	12	14	13	10	5	4	5	4	10	4	10	4	3	4	3	0	5	3	0	1	4	0	0	1	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	6414	1345	650	642	1173	430	220	158	148	311	104	88	67	94	73	48	56	56	57	84	20	23	26	20	20	20	19	10	10	14	8	33	7	5	5	9	7	4	3	2	4	2	5	2	10	4	2	3	0	0	3	3	0	1	4	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	10465	2802	1442	1226	1755	775	476	336	324	443	205	197	138	198	148	89	97	121	82	119	46	52	48	37	34	33	35	19	21	20	19	45	9	11	11	8	12	11	3	3	4	4	14	3	9	6	7	4	3	1	5	2	2	1	5	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	6543	1371	678	662	1152	414	220	155	155	299	102	103	64	107	73	46	56	53	47	81	28	20	22	18	13	20	21	11	9	11	9	39	5	7	3	4	3	6	1	1	3	4	8	2	9	6	6	4	1	0	4	2	1	1	4	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	10990	2894	1472	1298	1845	756	490	337	326	461	221	188	131	227	142	96	97	117	69	139	60	44	43	40	30	44	35	16	17	21	19	47	9	10	12	15	10	11	2	4	6	7	8	2	9	2	6	3	2	1	4	0	2	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
