label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77
0.03	north1_all	80	5409	7643	2172	2360	807	1175	1101	475	663	373	239	368	132	168	80	67	73	68	43	46	23	44	40	26	17	46	24	8	21	15	12	12	6	19	5	3	8	10	5	3	1	9	6	0	2	0	1	2	0	3	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2549	5065	1255	1526	376	754	756	281	422	224	135	221	74	99	35	36	35	38	16	25	12	28	23	15	6	24	15	2	14	8	7	7	1	15	2	0	2	6	1	2	0	8	4	0	0	0	1	2	0	3	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	5398	7578	2163	2319	792	1131	1091	466	614	418	228	371	121	169	70	67	59	66	51	42	27	41	32	36	11	43	31	13	22	18	10	9	5	17	7	9	9	6	4	2	2	12	5	1	0	1	0	2	0	3	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2584	5056	1238	1520	376	697	729	269	392	247	125	216	62	98	35	36	26	42	20	27	13	23	20	19	2	22	22	9	18	9	5	7	1	14	5	6	4	3	1	1	0	11	3	0	0	1	0	2	0	3	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	5320	7379	2144	2357	744	1103	1076	487	576	414	241	385	121	169	74	64	63	80	46	38	34	42	33	35	13	25	25	15	24	19	10	11	6	19	10	9	9	6	5	2	2	15	4	1	0	1	1	2	0	6	2	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2563	4956	1263	1547	343	680	721	257	379	260	136	230	64	109	32	33	24	40	21	22	16	22	23	16	2	15	19	11	18	11	6	5	2	15	6	6	4	3	2	1	0	11	2	0	0	1	0	2	0	5	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	5288	7391	2245	2305	735	1146	1101	461	510	386	264	420	113	168	70	70	58	79	50	41	37	38	34	36	12	33	33	17	21	18	4	14	6	12	9	11	5	4	7	2	5	8	1	2	0	1	1	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2561	4913	1346	1504	352	712	728	233	315	239	144	257	52	107	31	37	19	40	25	20	18	20	24	18	3	26	25	13	13	10	2	8	2	7	5	7	3	2	4	1	3	4	0	1	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	5312	7376	2247	2409	741	1144	1105	441	546	373	254	414	113	181	73	72	66	81	51	43	37	41	39	31	13	43	29	17	19	25	10	14	6	13	5	11	3	3	6	2	4	5	13	1	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north5_active	80	2537	4901	1368	1515	367	689	707	214	348	231	139	277	52	119	30	33	27	35	26	21	17	25	30	16	4	33	22	12	13	18	4	6	3	9	2	8	0	0	4	2	3	2	7	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_all	80	5402	7567	2263	2359	734	1164	1049	458	619	351	282	413	113	169	77	80	61	72	51	42	31	44	36	23	15	46	26	13	14	24	9	13	6	18	6	7	5	6	5	4	6	4	17	1	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north6_active	80	2547	5062	1346	1449	382	738	670	235	400	207	150	266	54	100	39	39	23	34	24	19	15	28	24	15	8	36	17	8	10	17	3	7	4	14	2	4	1	1	4	2	6	1	10	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
