label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72
0.03	north1_all	80	6790	3378	6797	1256	816	699	484	1366	300	845	626	423	165	320	145	159	207	66	45	80	127	33	26	31	25	22	12	8	13	7	14	3	11	6	15	3	3	7	3	19	3	0	3	3	4	2	2	3	1	0	2	1	1	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2991	1791	6229	500	189	328	164	1248	78	770	544	331	81	286	92	115	186	33	17	64	113	8	4	18	6	7	4	0	10	2	9	3	7	0	9	2	2	3	0	19	3	0	1	3	4	1	0	1	0	0	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	6688	3313	6435	1222	853	676	466	1194	311	805	603	369	169	270	124	155	169	61	50	75	96	34	22	25	27	16	11	7	15	9	9	2	9	6	11	4	3	2	3	17	3	2	2	2	3	2	1	3	1	0	1	1	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2799	1680	5857	480	204	302	155	1045	77	729	511	285	80	233	74	113	151	28	16	58	84	11	2	15	8	3	4	0	8	3	4	2	7	0	7	3	2	1	0	17	2	2	0	2	3	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	6552	3223	5763	1211	897	688	485	1038	324	723	479	324	171	232	135	141	151	54	53	87	84	33	30	17	23	14	16	7	11	11	12	3	8	5	9	4	4	4	2	18	4	2	1	0	5	3	1	3	1	1	0	1	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north3_active	80	2615	1546	5130	464	231	303	151	881	88	641	388	240	70	193	83	105	127	19	17	66	73	12	4	6	8	3	6	1	5	3	5	2	6	0	6	3	3	1	0	18	2	2	0	0	5	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_all	80	6552	3189	5207	1177	896	682	497	1047	326	640	480	314	170	255	148	140	162	62	58	76	94	29	34	19	21	8	16	8	11	11	12	3	7	2	9	3	3	5	2	13	6	3	1	0	3	3	0	1	3	1	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north4_active	80	2570	1505	4573	416	239	293	143	884	81	561	386	243	72	214	94	105	132	18	17	50	86	12	5	6	6	1	6	2	3	2	5	0	5	0	6	2	3	1	0	12	2	3	0	0	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_all	80	6562	3100	5245	1185	883	672	508	1050	310	686	458	329	152	246	152	127	165	65	62	84	104	32	29	26	23	6	20	14	12	10	11	4	8	3	5	3	5	5	2	10	4	1	1	0	5	2	2	1	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	2597	1486	4597	434	231	304	138	906	68	609	371	257	59	197	107	89	130	26	19	60	98	11	7	13	9	2	8	5	5	1	6	0	4	2	3	1	4	1	2	9	1	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
