label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36
0.03	north12_all	80	4850	1060	914	335	463	187	503	75	48	43	52	11	77	9	5	5	13	11	4	2	5	10	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north12_active	80	3717	395	631	121	360	94	476	27	15	25	42	4	73	4	3	1	11	9	2	1	4	10	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north13_all	80	5037	1089	901	336	442	177	499	89	54	40	63	16	75	11	6	5	12	11	4	3	4	9	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0
0.03	north13_active	80	3874	410	615	123	330	93	470	36	21	20	49	4	71	4	3	0	9	9	2	1	4	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	4906	1067	897	323	435	174	570	81	58	41	47	23	92	7	7	5	10	11	2	3	3	8	4	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north14_active	80	3760	408	618	117	328	83	531	35	22	20	37	7	86	2	2	1	7	9	1	2	3	7	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0
0.03	north15_all	80	4918	1051	913	318	402	158	590	99	58	40	36	26	94	12	11	4	5	8	1	2	4	6	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0
0.03	north15_active	80	3762	420	650	111	294	70	552	52	25	21	25	5	87	5	4	2	3	6	0	1	4	5	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	north16_all	80	4856	1068	906	317	436	148	613	98	60	46	29	25	99	7	14	3	22	7	1	1	1	1	2	1	1	1	0	0	0	0	1	0	0	0	0	3	0
0.03	north16_active	80	3708	423	648	113	322	73	562	54	30	29	20	6	93	4	4	2	22	5	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0
0.03	north17_all	80	4788	1072	908	304	424	146	584	92	57	55	31	24	101	12	13	2	31	3	0	2	1	1	1	8	2	1	0	0	0	0	4	0	0	0	0	3	0
0.03	north17_active	80	3678	433	636	107	333	76	530	52	25	36	22	7	98	6	3	1	30	1	0	1	1	1	0	3	1	0	0	0	0	0	4	0	0	0	0	3	0
0.03	north18_all	80	4849	1070	905	319	445	162	564	88	62	64	47	20	86	10	10	4	32	5	0	3	0	2	0	7	3	0	0	0	0	1	3	0	0	0	0	3	0
0.03	north18_active	80	3760	432	626	106	331	91	513	46	29	46	33	6	80	5	2	1	31	1	0	0	0	2	0	2	2	0	0	0	0	0	3	0	0	0	0	3	0
0.03	north19_all	80	4701	1092	914	338	462	169	493	80	65	64	52	23	66	12	9	6	16	7	2	3	0	24	1	7	2	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north19_active	80	3612	436	608	105	353	91	445	37	27	45	35	8	57	5	0	1	14	4	1	0	0	24	1	2	2	0	0	0	0	0	3	0	0	0	0	0	0
0.03	north20_all	80	4537	1048	869	340	459	160	442	79	62	53	49	21	70	18	8	10	16	7	4	2	0	27	2	2	2	0	0	0	0	1	3	0	0	0	0	0	0
0.03	north20_active	80	3412	404	558	92	341	80	415	28	24	34	33	6	62	8	1	1	15	4	1	0	0	27	2	0	2	0	0	0	0	0	3	0	0	0	0	0	0
0.03	south21_all	80	2565	1047	886	584	291	145	155	77	58	31	33	15	64	9	8	7	5	7	2	2	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south21_active	80	664	252	616	428	173	64	107	26	24	10	9	6	54	3	4	4	2	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2538	1023	949	671	305	141	166	65	52	36	34	15	71	6	5	5	5	11	4	4	1	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
0.03	south22_active	80	726	207	693	509	192	71	111	28	22	11	9	4	59	3	4	2	2	10	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2495	1015	969	703	281	156	161	73	50	31	29	18	82	6	4	5	5	14	3	5	1	2	0	2	2	0	0	0	0	0	1	0	0	1	0	0	1
0.03	south23_active	80	660	209	710	542	173	85	106	31	24	6	7	3	65	2	2	1	2	14	0	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south24_all	80	2505	1003	882	675	248	158	144	74	55	34	27	22	71	9	7	5	4	14	4	7	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1
0.03	south24_active	80	601	201	622	494	144	79	87	25	22	8	5	3	63	2	2	0	0	14	1	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_all	80	2468	1049	791	610	254	164	150	71	53	30	27	19	58	10	7	4	4	7	2	4	1	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south25_active	80	516	236	530	434	140	71	93	19	22	7	2	1	48	1	2	0	1	6	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_all	80	2564	1041	748	506	252	167	125	78	57	30	27	23	45	12	9	4	5	2	3	5	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south26_active	80	472	245	485	332	132	59	76	18	19	7	2	1	39	3	3	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_all	80	2576	1052	781	486	247	156	124	80	53	35	27	22	52	15	7	4	5	3	4	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	495	250	499	321	117	63	71	22	17	5	3	3	45	4	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2614	1045	767	481	255	151	126	69	57	29	29	22	45	15	8	4	6	4	6	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	492	238	495	322	113	57	70	22	15	6	6	3	36	5	3	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2613	1053	857	510	242	147	135	69	58	31	29	25	42	16	7	5	6	11	6	2	0	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	495	232	557	362	110	55	76	24	16	5	6	7	32	3	3	1	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2601	1068	910	594	262	159	163	60	60	33	37	18	38	13	7	6	5	20	3	2	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	572	227	635	448	132	68	100	24	22	6	5	6	31	3	3	1	1	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2547	986	987	655	273	138	137	65	63	45	26	17	80	21	7	6	6	4	2	5	1	1	1	2	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	672	221	751	517	164	63	95	24	34	8	8	1	75	6	4	3	4	4	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	2494	1011	1037	687	288	148	142	65	56	42	20	19	81	21	6	9	3	9	4	4	1	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	0
0.03	south32_active	80	653	233	787	555	177	62	102	24	33	7	6	2	79	5	4	3	2	9	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2510	1016	1015	620	265	161	143	64	44	37	27	25	63	20	10	6	5	10	3	2	0	0	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0
0.03	south33_active	80	617	215	776	477	163	71	103	24	23	5	5	4	59	4	6	2	3	9	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2572	1037	965	597	254	168	134	71	45	33	29	23	49	12	11	5	5	11	4	3	0	0	1	2	0	0	0	4	1	1	0	0	0	0	0	0	0
0.03	south34_active	80	599	217	696	456	146	73	91	23	21	7	5	5	42	1	5	1	3	8	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2578	1033	896	530	238	158	141	66	53	38	34	19	32	9	15	3	7	7	4	1	0	1	3	2	0	0	0	4	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	560	221	609	367	120	62	90	19	18	9	5	7	26	1	6	0	2	3	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2565	1018	858	470	218	140	139	66	55	43	34	18	32	10	13	3	6	5	4	2	2	2	2	2	0	0	0	1	1	1	0	0	0	0	0	0	0
0.03	south36_active	80	518	230	555	306	115	60	92	17	20	10	6	8	26	1	2	1	2	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	2577	1024	862	540	226	138	140	56	55	37	24	20	24	9	10	7	6	5	4	2	2	2	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	603	230	588	377	120	64	96	15	24	6	5	6	19	1	2	2	2	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	2575	1023	892	562	262	139	142	58	50	40	23	22	40	12	15	8	5	4	3	2	3	2	1	0	1	1	0	19	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	629	238	660	406	151	64	93	15	19	5	7	4	32	3	3	2	1	1	1	1	1	2	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2518	1027	941	615	287	152	128	53	60	49	18	22	51	9	9	11	5	4	1	2	2	1	0	0	2	1	0	18	0	0	0	0	1	0	0	0	0
0.03	south39_active	80	667	214	703	467	177	70	83	18	23	6	6	2	43	2	1	3	2	2	1	0	2	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	2480	1027	1018	667	329	176	140	54	60	48	21	19	55	11	12	12	8	6	3	1	3	1	1	0	3	0	0	18	0	0	0	0	1	0	0	0	0
0.03	south40_active	80	660	201	771	517	208	85	95	19	19	8	6	4	46	2	2	5	3	2	1	0	2	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0
