label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40
0.03	north1_all	80	23748	5024	4943	1524	2676	1472	1108	360	602	155	136	96	73	87	46	63	23	34	10	12	10	6	8	5	7	5	1	5	1	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north1_active	80	19860	2629	4130	528	2382	1245	953	192	524	46	87	31	34	69	16	47	7	30	3	5	6	1	3	1	3	3	0	5	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	north2_all	80	23893	4939	4912	1511	2662	1592	1106	337	605	157	130	91	73	90	40	61	24	35	18	11	9	2	8	2	5	4	1	2	1	0	0	1	0	1	0	0	1	1	0	0	0
0.03	north2_active	80	19979	2615	4121	507	2371	1370	944	182	533	45	76	29	36	70	17	49	8	25	5	3	4	0	3	1	2	3	0	2	0	0	0	1	0	1	0	0	1	1	0	0	0
0.03	north3_all	80	24071	5034	4918	1519	2710	1602	1147	326	550	160	134	82	70	91	41	71	21	29	19	10	12	2	8	2	4	3	1	0	2	0	0	1	1	1	0	0	1	1	0	0	0
0.03	north3_active	80	20210	2674	4100	518	2444	1374	982	177	486	45	77	28	34	73	16	61	7	20	6	3	6	0	2	2	1	3	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0
0.03	north4_all	80	24054	5075	5031	1446	2742	1733	1100	321	575	165	136	76	67	108	31	80	20	31	22	8	14	4	3	1	1	2	1	1	2	0	0	1	1	1	0	0	0	1	0	0	0
0.03	north4_active	80	20158	2729	4204	499	2461	1504	936	172	507	52	80	24	31	88	11	69	5	18	8	2	9	1	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0
0.03	north5_all	80	23880	5075	5143	1430	2915	1693	1080	357	524	174	158	75	69	122	29	88	20	30	19	6	12	5	2	3	3	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0
0.03	north5_active	80	20011	2736	4249	499	2602	1465	924	191	458	51	98	25	27	97	12	74	3	19	11	0	7	3	1	3	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	24175	5176	5090	1438	2874	1679	1144	360	512	164	158	81	84	122	39	85	23	27	19	7	12	6	2	4	4	2	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	20155	2779	4221	460	2536	1454	1001	179	441	50	100	31	33	98	18	71	2	17	13	0	7	3	1	4	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_all	80	23955	5107	4874	1426	2783	1634	1151	338	505	150	164	81	84	96	43	64	24	27	18	7	13	6	2	3	3	3	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	19931	2714	4006	425	2431	1416	1005	178	431	35	109	33	36	74	22	52	5	17	14	0	8	3	1	3	3	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
0.03	north8_all	80	23878	5122	4893	1396	2662	1602	1205	317	551	151	162	73	78	71	40	72	24	20	15	6	11	4	1	3	2	2	0	0	0	3	2	1	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	19820	2682	4053	441	2341	1407	1072	156	469	35	111	32	32	56	18	62	7	12	13	0	6	2	0	3	2	2	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0
0.03	north9_all	80	23700	5151	4899	1363	2617	1521	1202	315	533	135	169	76	63	68	41	70	25	16	14	5	10	2	1	3	1	3	0	1	1	4	1	1	0	1	0	0	0	0	0	0	0
0.03	north9_active	80	19715	2715	4033	426	2314	1338	1060	160	460	32	121	30	29	52	15	59	8	9	9	0	7	1	0	2	0	3	0	1	0	3	1	1	0	0	0	0	0	0	0	0	0
0.03	north10_all	80	23459	5100	5007	1411	2661	1452	1131	332	585	137	186	82	58	94	36	60	28	24	15	3	7	2	3	5	4	2	1	3	1	3	1	1	0	1	0	0	0	0	0	0	1
0.03	north10_active	80	19479	2698	4124	453	2370	1258	996	170	506	38	140	31	29	75	13	49	9	14	6	1	4	2	1	4	2	2	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0
0.03	north11_all	80	23468	4972	5131	1458	2949	1672	1015	368	552	188	180	85	68	107	45	57	25	26	15	14	11	10	3	13	2	2	2	4	1	3	1	1	1	0	0	0	0	0	0	0	0
0.03	north11_active	80	19396	2615	4280	527	2642	1456	886	181	479	56	119	32	32	99	21	43	2	20	9	3	6	2	1	11	1	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0
0.03	north12_all	80	22307	4898	4807	1410	2739	1572	1028	366	504	180	151	80	59	110	40	44	23	21	13	13	9	7	5	4	2	1	2	4	1	3	2	1	1	0	0	0	1	0	0	0	0
