label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55
0.03	north1_all	80	4112	1517	1218	493	324	447	283	175	70	144	55	79	38	42	20	16	20	9	4	2	7	5	6	3	3	5	0	0	2	3	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	2294	784	749	249	163	272	170	108	32	72	22	36	21	33	5	8	13	5	1	0	3	4	6	3	1	3	0	0	1	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	4251	1512	1252	497	324	439	321	168	76	145	66	61	33	54	25	25	23	8	6	5	7	5	5	5	4	4	1	5	1	3	4	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	2430	769	750	264	153	261	206	103	33	79	33	34	16	41	9	11	12	3	2	1	3	4	5	3	1	2	0	1	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	4539	1661	1410	498	308	469	334	194	74	145	98	64	31	58	22	27	20	11	7	5	6	8	4	6	3	4	2	6	1	1	4	0	1	0	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	2681	897	825	274	142	297	207	111	33	81	55	35	14	43	10	11	8	5	3	1	4	4	4	4	1	2	0	2	1	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	4660	1690	1493	505	297	467	380	217	85	148	101	71	34	66	26	28	19	15	6	6	7	10	5	8	2	4	2	6	2	0	2	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	2765	938	899	277	139	280	233	121	35	97	59	36	13	43	14	14	5	5	2	1	4	3	4	5	1	1	0	2	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	4722	1702	1558	490	279	491	348	203	93	164	114	86	34	60	22	23	23	16	9	5	5	11	3	8	2	5	1	2	5	0	4	1	1	2	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	north5_active	80	2791	972	963	266	124	302	193	97	38	103	57	51	13	37	13	14	13	6	6	1	2	3	2	6	2	0	0	1	2	0	2	0	1	1	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
