label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38
0.03	north13_all	80	2567	902	1952	1196	219	174	165	84	78	49	35	32	27	17	11	25	11	11	1	0	2	5	3	8	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0
0.03	north13_active	80	1292	426	1274	800	100	95	95	41	36	28	15	19	14	8	6	10	6	6	0	0	1	4	3	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north14_all	80	2563	890	1882	1076	219	184	150	93	70	51	28	33	25	20	18	27	12	12	1	0	2	4	3	7	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0
0.03	north14_active	80	1277	404	1228	703	99	100	80	44	31	30	12	19	11	8	10	14	7	4	0	0	1	3	3	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_all	80	2536	874	1847	1061	225	192	139	100	66	54	33	31	25	20	17	24	12	13	1	1	4	0	0	7	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north15_active	80	1285	370	1228	688	118	102	70	52	30	23	14	16	12	7	10	17	8	3	1	1	3	0	0	4	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north16_all	80	2537	926	1759	1092	220	186	135	101	63	45	34	34	28	20	13	20	4	13	1	4	3	0	2	6	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	1268	400	1153	709	111	91	68	50	30	20	19	17	10	8	5	15	4	4	1	4	2	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	2569	937	1752	1065	217	167	150	106	67	49	36	40	23	15	11	20	6	13	1	8	5	1	2	4	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	1302	423	1171	704	104	79	82	53	35	18	23	22	9	7	6	13	3	7	1	6	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	2587	939	1816	1082	202	169	157	102	86	48	35	36	29	17	11	22	5	15	1	9	3	1	2	4	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	1312	442	1183	724	88	79	86	54	40	18	19	19	12	8	7	14	1	9	1	5	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	2547	944	1823	1102	198	162	157	93	90	47	39	33	27	14	14	20	4	22	2	7	3	3	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1284	446	1192	728	80	77	90	53	39	20	19	20	14	7	7	12	0	20	2	3	1	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2529	941	1827	1122	187	157	142	97	85	53	43	32	26	14	15	20	4	22	4	4	2	2	3	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1228	445	1193	728	79	70	82	54	31	26	21	21	14	8	7	9	0	17	3	1	1	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2561	912	1761	1186	190	138	156	97	68	52	30	35	19	15	11	24	4	19	3	5	1	11	7	4	4	0	1	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south21_active	80	1251	383	1134	797	83	65	88	48	33	25	18	21	9	9	5	17	3	10	1	2	0	10	4	3	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south22_all	80	2572	938	1831	1213	204	150	158	95	66	54	31	33	23	18	13	25	8	23	1	4	2	9	4	3	3	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south22_active	80	1259	411	1232	823	110	68	89	48	30	25	19	19	9	8	8	13	3	12	1	2	0	9	2	3	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
0.03	south23_all	80	2469	966	1872	1185	210	170	152	80	63	51	27	35	26	20	16	21	11	36	0	3	1	6	3	5	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	1250	451	1273	802	115	78	85	46	32	23	18	20	11	10	9	9	4	23	0	1	0	6	1	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south24_all	80	2440	982	1830	1051	213	186	147	79	57	54	29	37	21	19	18	32	9	27	0	1	4	4	4	6	1	0	0	0	1	3	0	1	0	0	0	0	1	0	0
0.03	south24_active	80	1223	450	1278	682	107	82	77	48	30	25	16	19	10	9	9	19	2	21	0	0	2	4	1	3	1	0	0	0	1	3	0	1	0	0	0	0	1	0	0
0.03	south25_all	80	2413	988	1806	1016	218	187	134	87	56	53	31	41	21	12	18	38	9	30	1	2	4	4	4	5	1	1	0	1	0	3	0	1	0	0	0	0	1	0	0
0.03	south25_active	80	1235	453	1221	669	102	83	70	50	33	26	17	19	12	7	8	27	4	20	0	1	2	4	2	2	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0
0.03	south26_all	80	2438	951	1813	961	217	161	131	95	61	55	43	39	21	12	18	42	8	15	4	3	4	11	3	1	1	1	0	1	0	3	0	1	0	0	0	0	1	0	0
0.03	south26_active	80	1211	439	1217	597	95	75	65	55	36	29	21	19	12	6	8	35	4	9	1	2	2	4	2	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	0
0.03	south27_all	80	2465	916	1750	1044	208	150	144	106	58	63	48	35	21	18	14	56	9	18	6	2	1	9	4	0	1	1	1	1	0	3	0	1	0	0	1	0	0	0	0
0.03	south27_active	80	1220	411	1158	661	96	68	65	51	31	33	18	14	13	7	7	31	4	11	1	2	0	2	2	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	0
0.03	south28_all	80	2489	891	1758	1105	188	149	141	96	57	66	52	35	18	17	14	66	9	17	7	6	0	11	5	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0
0.03	south28_active	80	1222	393	1157	719	84	69	66	51	29	36	25	18	10	6	9	41	4	12	2	4	0	3	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_all	80	2516	906	1713	1107	191	147	143	88	55	61	45	30	15	16	12	65	10	21	5	8	1	6	4	3	2	0	1	0	0	0	1	1	0	0	1	0	0	0	0
0.03	south29_active	80	1226	406	1122	725	85	68	69	39	30	29	21	16	10	4	9	34	4	16	2	4	1	5	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south30_all	80	2533	945	1824	1173	195	172	138	87	55	49	39	37	19	16	13	54	6	15	5	7	1	4	4	3	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0
0.03	south30_active	80	1238	438	1195	757	78	82	72	43	32	29	22	19	8	3	11	40	2	10	1	3	1	3	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	south31_all	80	2618	909	1829	1080	226	132	133	91	62	56	39	33	22	18	14	20	9	10	3	3	4	3	2	2	0	3	1	0	0	1	0	1	1	0	0	1	0	0	1
0.03	south31_active	80	1276	435	1155	717	101	66	75	56	32	33	18	24	7	9	4	6	3	8	1	3	4	2	2	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0
0.03	south32_all	80	2611	901	1841	1062	216	141	141	83	62	51	44	37	19	11	15	20	7	5	3	5	4	8	4	2	0	3	2	1	0	1	1	0	0	0	0	0	0	0	2
0.03	south32_active	80	1269	428	1186	692	96	69	80	42	35	33	24	29	7	3	6	8	3	5	1	4	4	7	2	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	2559	926	1800	1028	206	144	141	88	58	42	41	39	24	8	18	26	5	7	5	4	3	13	5	0	0	0	3	1	0	1	4	0	0	0	0	0	0	0	2
0.03	south33_active	80	1270	412	1168	661	91	69	70	49	30	26	21	26	9	3	5	18	1	4	2	3	3	7	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2522	905	1757	1038	209	146	137	93	58	42	37	40	21	13	17	40	2	10	5	6	2	14	4	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	1
0.03	south34_active	80	1279	403	1139	670	102	66	67	52	35	20	22	26	12	4	8	33	0	7	1	4	2	8	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2497	892	1756	982	237	168	142	93	59	47	34	43	24	17	16	39	6	12	3	5	4	12	3	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0
0.03	south35_active	80	1273	385	1114	636	112	76	62	50	30	22	19	27	15	8	9	31	1	9	1	3	3	6	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
0.03	south36_all	80	2534	875	1773	1044	230	171	130	92	64	56	36	47	20	20	16	34	6	15	4	3	4	2	1	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
0.03	south36_active	80	1275	391	1118	702	107	73	60	51	33	31	21	28	14	8	12	25	1	12	1	2	3	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	south37_all	80	2517	900	1770	1078	237	175	124	83	67	58	34	46	27	20	15	25	9	19	5	4	2	10	2	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	south37_active	80	1256	403	1165	724	102	84	63	47	30	35	15	24	18	9	11	10	2	15	1	1	1	2	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
0.03	south38_all	80	2551	967	1793	1094	242	156	121	96	74	64	36	44	28	17	17	32	10	20	6	4	1	11	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1262	425	1204	733	113	78	72	55	36	34	18	23	17	10	12	19	3	16	3	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	2478	977	1826	1168	237	159	130	98	73	63	32	35	32	21	17	38	10	17	4	5	0	11	2	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0
0.03	south39_active	80	1237	432	1286	747	108	82	77	55	33	33	16	23	16	11	9	27	5	13	3	3	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south40_all	80	2446	946	1909	1099	246	156	127	111	77	57	34	28	26	21	17	35	10	19	3	5	1	3	2	3	3	0	0	1	0	0	1	0	0	0	2	0	0	1	0
0.03	south40_active	80	1222	421	1327	699	109	79	75	55	31	29	17	17	12	12	8	29	5	15	2	4	0	3	0	1	1	0	0	1	0	0	1	0	0	0	2	0	0	0	0
