label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63
0.03	north1_all	80	49899	22785	14145	8945	3853	3588	2250	1664	1026	1545	641	679	505	613	273	351	277	142	117	151	68	98	48	80	25	52	27	11	17	14	20	8	14	7	9	5	4	3	3	2	10	3	0	1	2	1	1	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
0.03	north1_active	80	29010	13556	8535	5364	1882	2011	1218	872	468	954	298	360	259	386	139	220	178	58	55	91	30	56	20	48	12	30	14	7	8	6	9	4	10	5	6	4	2	3	3	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
0.03	north2_all	80	48208	21946	13607	8653	3795	3389	2181	1617	1003	1474	616	642	465	584	261	367	291	139	117	135	74	100	49	62	28	43	29	10	13	10	19	7	10	6	10	5	3	0	3	0	11	3	0	2	2	1	0	1	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	1
0.03	north2_active	80	27743	12794	8176	5161	1822	1899	1141	815	456	908	281	320	241	368	132	227	181	64	48	85	34	53	18	31	10	21	15	6	5	3	8	4	8	2	5	4	1	0	2	0	3	1	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
0.03	north3_all	80	46535	21123	13057	8331	3733	3308	2209	1585	999	1400	606	603	448	531	255	364	278	140	120	158	75	98	46	68	37	42	28	16	18	12	27	10	8	9	20	7	4	2	6	0	11	2	0	2	0	2	0	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0	0	1
0.03	north3_active	80	26336	12131	7707	4955	1768	1842	1171	792	442	834	276	292	231	323	135	221	164	62	47	106	33	48	19	39	15	24	15	8	7	6	7	6	6	3	17	4	2	2	5	0	4	0	0	1	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1
0.03	north4_all	80	45287	20189	12519	7757	3703	3192	2163	1547	1004	1404	614	565	426	506	255	365	286	143	116	152	87	92	47	81	40	33	26	17	20	9	25	11	6	9	20	6	5	3	5	2	13	2	0	2	1	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1
0.03	north4_active	80	25410	11553	7343	4627	1750	1702	1114	753	454	811	279	265	215	283	120	237	170	72	41	97	36	50	22	52	19	20	11	8	5	4	10	6	5	2	16	3	2	2	4	2	7	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
0.03	north5_all	80	44505	19825	12257	7559	3657	3195	2186	1576	1005	1388	623	555	412	523	253	334	239	127	106	155	82	96	53	88	45	30	25	20	16	13	23	7	13	8	16	5	4	3	4	2	7	2	2	1	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north5_active	80	24705	11328	7116	4403	1684	1695	1118	761	461	790	273	270	203	296	120	206	140	56	41	100	35	55	31	56	29	18	9	12	4	6	6	4	7	4	14	1	1	2	4	2	7	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	45336	20184	12425	7673	3706	3274	2183	1534	1012	1379	636	581	427	521	258	311	250	130	104	161	80	82	61	110	49	30	34	19	14	10	21	11	12	7	11	5	8	1	1	3	5	3	2	1	3	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
0.03	north6_active	80	25431	11672	7310	4532	1719	1746	1112	754	481	774	291	283	211	298	123	194	148	67	36	95	35	46	32	78	38	17	11	13	7	3	11	5	5	5	9	3	4	0	1	3	5	1	0	1	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	north7_all	80	46990	21122	12929	8021	3775	3379	2193	1540	989	1372	637	574	442	537	273	337	257	143	121	164	69	80	60	107	40	30	36	23	17	15	18	11	12	8	5	10	5	0	1	3	8	4	4	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north7_active	80	26801	12435	7625	4756	1794	1842	1133	771	489	789	297	290	229	333	134	214	156	76	52	95	34	42	31	69	31	16	13	19	9	8	6	4	6	5	2	6	4	0	0	3	6	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north8_all	80	49048	21920	13643	8459	3863	3431	2274	1565	1026	1338	614	575	463	587	259	349	238	146	130	185	57	83	62	119	40	42	42	22	22	15	17	15	11	12	6	9	5	2	2	3	7	4	5	1	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
0.03	north8_active	80	28557	13105	8209	4985	1851	1904	1202	797	489	772	279	290	247	374	119	207	140	77	61	126	30	44	30	87	30	27	15	18	12	8	6	4	8	6	3	6	4	0	1	3	5	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north9_all	80	50547	22905	14045	8801	3890	3529	2258	1574	1052	1424	608	572	468	625	277	337	255	153	133	184	69	82	50	116	43	43	38	20	26	17	17	19	12	10	7	7	5	3	2	2	6	2	5	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
