label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66
0.03	north1_all	80	57269	16355	9301	6850	4293	3548	3398	3078	1953	960	655	560	707	316	329	440	142	169	136	132	159	60	55	67	45	27	39	37	26	24	13	13	9	6	5	18	5	3	1	2	0	3	5	2	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north1_active	80	34485	8520	4912	3764	2306	2000	2064	1951	1201	521	324	306	416	166	173	287	69	96	66	78	126	24	23	40	23	8	17	24	14	10	9	9	5	2	2	18	1	0	1	1	0	1	2	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_all	80	57040	16146	9274	6784	4254	3504	3383	3034	1878	974	658	562	691	329	325	475	148	147	145	147	140	62	61	64	49	36	46	47	28	27	9	18	10	2	7	13	5	4	2	1	2	3	5	2	3	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north2_active	80	34303	8363	4875	3694	2277	1963	2044	1934	1138	540	321	288	399	169	180	336	74	84	67	84	102	26	27	40	21	10	27	35	16	14	6	16	4	0	1	13	1	1	1	0	1	1	2	1	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	57018	16136	9134	6782	4167	3341	3424	2993	1873	978	624	544	696	341	316	465	149	140	147	141	159	65	55	62	49	33	36	57	26	30	10	12	11	6	5	16	6	5	1	1	3	2	2	0	3	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_active	80	34409	8340	4762	3656	2198	1909	2104	1921	1109	532	309	256	417	171	176	325	71	79	82	78	107	22	23	38	24	10	18	42	16	16	6	10	5	3	1	16	1	1	0	1	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	57201	16165	9282	6651	4165	3327	3433	2953	1905	980	631	557	610	348	312	493	178	130	157	132	181	68	54	49	55	31	33	64	30	22	12	15	9	6	11	16	2	3	1	2	3	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_active	80	34676	8379	4890	3592	2224	1878	2065	1859	1121	533	311	258	360	167	186	320	94	74	92	75	118	28	29	28	26	15	22	45	20	16	8	13	3	4	6	14	0	1	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	57058	16209	9291	6532	4136	3317	3477	2846	1856	983	647	543	604	357	313	458	175	143	154	122	206	69	59	65	54	29	23	66	30	20	15	16	8	10	11	17	2	2	0	5	4	1	0	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_active	80	34687	8390	4847	3506	2168	1866	2079	1752	1078	534	317	254	346	181	192	299	91	73	92	69	131	33	34	41	27	16	15	42	19	12	11	9	4	6	9	12	0	1	0	4	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_all	80	57854	16209	9321	6431	4149	3311	3387	2948	1848	971	664	543	616	353	354	447	179	145	161	137	189	67	60	81	49	22	20	62	43	14	19	13	5	10	15	12	1	1	0	5	5	2	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north6_active	80	35279	8444	4843	3452	2124	1862	2038	1873	1119	528	316	258	329	173	207	299	89	71	94	85	124	36	36	49	24	13	15	36	33	8	13	6	2	7	14	7	0	0	0	4	3	1	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
