label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61
0.03	north1_all	80	11748	3496	2255	1428	1067	558	542	374	251	691	174	229	116	108	68	91	55	39	52	61	67	24	27	20	49	23	20	21	8	6	1	6	8	3	1	5	4	1	1	4	0	6	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
0.03	north1_active	80	9044	1892	1434	826	668	139	306	172	89	612	50	163	34	53	22	62	19	23	38	46	56	17	17	0	45	19	15	17	3	1	0	1	7	3	1	3	0	1	0	3	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	north2_all	80	11636	3495	2236	1460	1113	549	506	381	264	720	193	228	110	98	60	91	61	39	48	54	69	21	29	15	52	16	18	21	10	4	1	7	8	2	1	4	3	1	1	4	0	7	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north2_active	80	8926	1897	1431	843	704	140	297	193	94	638	57	162	36	58	19	59	16	28	31	39	57	12	22	1	49	15	15	18	5	1	0	2	7	2	1	3	0	1	0	3	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north3_all	80	11689	3479	2227	1499	1093	555	532	385	264	733	202	219	101	108	52	88	54	35	39	53	62	23	24	15	45	18	18	17	8	5	2	4	13	3	2	1	1	0	1	6	0	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north3_active	80	8978	1861	1403	874	677	150	305	191	88	656	61	154	32	59	20	55	15	20	20	39	51	11	20	3	40	18	14	14	4	1	0	2	10	3	0	0	0	0	0	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north4_all	80	11657	3484	2248	1409	1047	562	537	391	268	766	179	195	100	99	57	99	51	35	47	57	64	25	34	17	85	19	21	12	14	3	2	5	13	3	2	0	0	0	2	4	0	4	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north4_active	80	8897	1829	1430	806	655	168	306	195	84	706	50	143	38	53	19	67	10	17	22	41	57	11	28	5	80	19	17	12	10	1	0	3	10	2	0	0	0	0	2	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north5_all	80	11683	3502	2228	1373	985	553	546	384	261	743	181	200	108	110	63	99	45	39	45	49	81	28	40	18	58	26	19	14	15	5	1	4	16	2	3	0	0	0	2	4	0	9	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north5_active	80	8914	1842	1390	803	605	156	295	174	87	680	38	144	41	55	17	67	11	15	24	35	70	14	31	5	55	25	14	13	10	2	0	3	14	1	0	0	0	0	2	4	0	7	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north6_all	80	11810	3435	2288	1376	979	563	542	396	266	691	160	208	115	102	77	85	40	36	47	48	89	34	38	10	78	17	19	8	15	4	1	4	9	1	2	1	0	1	2	1	0	6	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north6_active	80	9031	1828	1449	807	631	170	297	178	99	613	32	142	45	41	20	63	11	14	29	35	78	18	29	3	74	14	13	6	10	2	1	3	6	0	0	1	0	1	2	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north7_all	80	11735	3503	2329	1371	978	595	535	381	273	675	158	236	117	108	82	85	47	35	42	38	88	36	37	14	63	25	16	13	7	5	1	2	12	0	1	1	0	1	1	1	0	5	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north7_active	80	8967	1901	1452	826	637	172	308	164	100	596	37	167	43	44	19	57	14	11	27	29	78	24	29	3	58	21	11	11	3	1	1	2	10	0	0	1	0	1	1	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north8_all	80	11934	3424	2363	1425	974	611	527	399	293	574	158	226	116	106	78	81	47	42	39	37	95	31	33	9	53	25	15	14	8	5	2	3	11	0	2	1	2	2	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	north8_active	80	9055	1874	1489	850	654	177	303	175	101	494	49	162	47	39	16	58	19	16	20	26	86	22	28	1	47	21	12	11	2	0	1	3	8	0	0	1	1	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north9_all	80	11948	3410	2359	1388	1029	630	505	390	308	625	158	225	116	94	80	62	45	42	39	38	111	34	34	8	38	24	15	24	11	5	3	2	14	1	2	0	3	2	0	9	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north9_active	80	9142	1867	1485	824	687	178	291	178	95	551	51	161	49	40	22	39	18	16	18	27	103	23	30	1	33	22	11	19	6	0	1	2	12	1	1	0	1	1	0	8	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north10_all	80	11795	3397	2372	1422	1080	614	514	375	284	639	164	217	126	86	73	63	44	51	37	50	102	34	29	11	39	22	16	23	16	6	3	2	17	2	3	0	4	1	0	11	1	0	1	0	0	1	3	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0
0.03	north10_active	80	9006	1854	1486	807	703	180	293	189	88	565	56	145	54	41	19	42	19	26	16	39	95	22	24	3	30	20	12	17	11	0	0	2	16	2	1	0	1	0	0	10	1	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	north11_all	80	11989	3403	2307	1464	1117	567	535	390	291	674	165	185	113	116	85	96	63	41	43	42	92	28	17	21	48	30	11	15	6	5	4	4	0	0	0	3	2	3	6	5	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north11_active	80	9186	1862	1519	902	714	170	301	184	97	610	49	130	32	60	25	69	17	23	17	28	83	13	12	1	44	25	7	14	6	2	2	2	0	0	0	0	0	2	5	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_all	80	11925	3449	2325	1446	1086	575	520	342	311	617	163	206	108	107	73	82	61	42	38	47	84	26	28	27	52	27	12	20	10	5	5	5	2	2	2	4	2	3	6	10	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north12_active	80	9186	1878	1508	895	724	181	290	163	107	560	54	141	28	48	18	55	16	23	16	32	72	9	21	2	46	21	7	18	9	2	2	3	1	1	0	1	0	1	5	9	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	north13_all	80	11917	3408	2300	1429	1017	547	500	345	298	606	160	209	100	95	68	64	66	41	29	64	80	26	31	26	46	25	9	25	8	6	5	6	5	2	3	3	1	2	6	10	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north13_active	80	9136	1813	1470	885	655	174	270	165	97	551	47	139	29	48	18	39	16	23	13	50	70	9	23	4	41	19	4	24	7	1	2	3	4	1	0	1	0	0	5	9	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north14_all	80	11723	3398	2298	1386	1010	538	552	336	288	604	159	221	93	102	64	59	64	39	36	71	70	30	33	23	50	25	9	19	10	5	5	7	13	2	4	2	0	2	1	8	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	north14_active	80	8947	1842	1452	827	644	166	310	165	101	551	48	141	27	51	21	37	15	19	15	59	66	17	25	3	45	21	4	17	9	1	1	1	12	1	0	1	0	0	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north15_all	80	11372	3392	2238	1345	1026	549	565	358	269	576	164	215	101	108	62	67	49	36	41	69	76	27	34	17	46	23	5	16	9	3	6	6	12	3	4	2	0	1	2	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north15_active	80	8597	1849	1413	786	637	169	327	174	86	519	47	141	33	54	23	48	11	13	23	57	72	18	28	3	41	19	3	13	8	0	1	0	11	2	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north16_all	80	11372	3495	2190	1399	1051	554	557	357	281	600	182	222	107	113	69	66	43	37	43	68	78	24	44	15	65	18	7	8	7	2	8	11	15	3	1	2	0	0	3	1	0	7	1	1	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north16_active	80	8608	1907	1369	828	687	173	320	160	90	541	56	151	32	62	24	53	11	17	22	51	70	20	36	1	60	14	5	6	6	0	1	3	13	1	0	0	0	0	2	1	0	5	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north17_all	80	11513	3487	2205	1386	1037	559	507	377	283	606	198	210	111	101	67	77	54	34	46	51	82	23	41	12	52	13	17	13	5	2	8	8	14	4	0	3	1	0	2	2	0	8	1	1	2	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0
0.03	north17_active	80	8720	1882	1404	815	679	186	289	161	95	544	58	151	34	50	24	57	14	14	27	36	72	19	31	1	47	9	15	12	4	1	1	4	11	1	0	0	0	0	2	2	0	6	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_all	80	11653	3474	2281	1426	1050	558	488	372	283	659	193	222	113	117	69	76	56	36	49	54	74	24	34	13	50	13	23	23	5	5	6	7	14	5	0	2	1	1	1	4	0	6	1	2	2	1	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	8847	1851	1432	823	684	205	279	163	90	604	57	162	38	56	21	52	15	18	28	40	63	18	23	0	47	9	19	23	3	3	0	4	11	2	0	0	0	0	1	3	0	5	0	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	11722	3438	2320	1435	1032	585	529	400	269	684	194	229	110	120	72	81	52	42	38	42	87	24	25	15	36	27	22	29	8	4	5	4	13	5	2	2	1	1	0	3	2	4	1	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	8858	1840	1457	817	645	204	301	180	79	628	59	165	37	58	24	55	15	18	21	32	74	16	14	2	35	23	18	28	4	3	0	3	12	3	0	0	0	0	0	2	0	3	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	11673	3371	2333	1469	1065	610	533	382	268	753	181	226	126	108	77	85	42	44	28	53	79	29	20	12	33	28	19	25	10	6	5	1	21	5	4	1	1	2	0	5	2	1	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	8887	1822	1446	850	685	209	292	183	79	694	54	162	41	45	23	56	13	18	15	39	69	21	12	2	33	22	16	24	5	4	0	1	21	3	0	0	0	0	0	4	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	7482	6133	3976	2344	805	1533	565	757	295	627	180	205	115	188	63	50	50	43	42	44	38	33	23	51	15	6	9	4	6	6	7	9	4	4	8	1	1	1	1	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	0	0	1	0	0	2	0	1
0.03	south21_active	80	3811	5019	3311	1881	280	1344	355	615	47	575	65	141	21	161	24	12	22	12	8	34	26	25	6	47	8	3	3	2	1	5	5	8	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	0	0	1	0	0	2	0	1
0.03	south22_all	80	7505	6160	3961	2327	804	1502	599	746	281	686	155	221	104	153	68	52	46	51	45	52	30	31	18	42	10	7	12	8	4	5	5	8	6	4	6	2	2	2	1	0	0	0	0	1	0	0	0	0	0	6	1	1	1	0	0	0	1	0	0	2	0	0
0.03	south22_active	80	3818	5080	3315	1853	280	1334	391	598	52	628	49	160	20	124	25	18	22	14	9	45	22	24	6	40	5	2	5	4	1	1	4	8	1	2	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	6	1	1	1	0	0	0	1	0	0	2	0	0
0.03	south23_all	80	7389	6115	3950	2275	781	1586	616	753	276	736	145	230	114	175	64	59	47	49	39	54	41	32	15	44	12	4	6	8	2	4	3	8	6	6	4	2	2	2	1	0	0	1	0	2	0	0	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0
